series,I0
'gs0_pbs',0.024126369789673367
'gs8_pbs',0.035396160702461606
'gs16_pbs',0.03214641572961757
'gs24_pbs',0.028013699236556153
'gs32_pbs',0.032504465596078544
'gs48_pbs_efa_1',0.7940284832263461
'puma_wt_pbs_efa_1',1.5920200278108578
'puma_s1_pbs',0.03722189243531328
'puma_s2_pbs',0.027193462995232735
'puma_s3_pbs',0.03497767884090945
'ash1_pbs',0.012626325315288732
'e1a_pbs_efa_3_SV_1',2.2322195380911487
'p53_pbs',0.02121903781655923
'fus_pbs_efa_0',0.9029220657398225


