,,Well,A01,A02,A03,A04,A05,A06,B01,B02,B03,B04,B05,B06,D01,D02,D03,D04,D05,D06
,,Wavelength (nm),Buffer,Buffer,Buffer,Buffer,Buffer,Buffer,NaCl,NaCl,NaCl,NaCl,NaCl,NaCl,KCl,KCl,KCl,KCl,KCl,KCl
Protein,Gain,conc,0,0,0,0,0,0,0.25,0.5,0.75,1,1.25,1.5,0.25,0.5,0.75,1,1.25,1.5
GS24,1020,517,37738,39978,38902,38705,36953,40506,39042,42983,42539,37809,43227,43173,35368,36138,34867,35299,35189,35770
GS24,1020,518,37506,39876,38716,38697,36888,40375,38972,42933,42622,37714,43243,43197,35303,36187,34857,35330,35280,35972
GS24,1020,519,36736,38917,37797,37767,36020,39566,38057,42039,41689,37071,42351,42273,34478,35440,34000,34612,34609,35296
GS24,1020,520,36221,38490,37375,37413,35697,39101,37670,41553,41209,36640,41866,41974,34066,34919,33754,34312,34260,34926
GS24,1020,521,35188,37365,36316,36319,34560,38058,36528,40446,40101,35692,40748,40934,33129,34022,32718,33306,33366,34059
GS24,1020,522,33599,35700,34693,34764,33079,36305,34941,38538,38300,34011,38962,39044,31631,32610,31315,31886,31946,32617
GS24,1020,523,32437,34536,33442,33395,31800,35072,33776,37271,37016,32875,37715,37810,30628,31514,30211,30799,30930,31506
GS24,1020,524,30853,32831,31731,31853,30296,33397,32144,35571,35193,31328,35958,35986,29200,29999,28840,29398,29425,30041
GS24,1020,525,29629,31420,30532,30529,29115,32049,30953,34116,33877,30079,34497,34495,28057,28776,27674,28303,28312,28919
GS24,1020,526,28191,29943,29139,29120,27807,30605,29548,32557,32352,28738,32871,32990,26767,27571,26384,26968,27018,27536
GS24,1020,527,26696,28301,27459,27408,26216,28939,27930,30840,30595,27117,31105,31138,25317,26088,25010,25464,25489,26073
GS24,1020,528,25447,27161,26302,26316,25130,27689,26705,29571,29341,25925,29728,29678,24292,24988,23951,24440,24387,24934
GS24,1020,529,24536,26158,25417,25368,24224,26667,25723,28462,28275,25043,28632,28631,23436,24194,23071,23519,23608,24022
GS24,1020,530,23914,25408,24742,24746,23556,26002,25252,27877,27562,24419,27965,28012,22900,23587,22463,22943,22911,23383
GS24,1020,531,22983,24413,23681,23687,22623,24916,24193,26637,26402,23400,26790,26756,21936,22504,21534,21978,21936,22394
GS24,1020,532,22030,23481,22730,22668,21619,23935,23283,25641,25398,22487,25686,25702,21040,21611,20739,21119,21055,21376
GS24,1020,533,21240,22647,21924,21837,20837,23108,22432,24783,24502,21639,24711,24690,20385,20863,20011,20339,20270,20583
GS24,1020,534,20541,21887,21161,21149,20248,22286,21734,24035,23648,20910,23966,23860,19685,20237,19280,19699,19620,19934
GS24,1020,535,19840,21162,20480,20450,19570,21587,21049,23210,22896,20213,23143,23068,19054,19577,18635,19043,18943,19240
GS24,1020,536,19168,20341,19731,19700,18790,20830,20257,22387,22076,19482,22269,22221,18411,18897,17968,18328,18245,18517
GS24,1020,537,18489,19618,19019,18996,18127,20049,19559,21606,21338,18858,21491,21363,17753,18201,17370,17643,17537,17834
GS24,1020,538,18035,19224,18570,18554,17641,19560,19214,21040,20858,18356,20972,20923,17348,17779,16892,17279,17145,17396
GS24,1020,539,17343,18420,17914,17831,17054,18868,18439,20323,20025,17662,20196,20094,16691,17135,16299,16540,16437,16711
GS24,1020,540,16832,17847,17326,17306,16480,18271,17913,19762,19362,17105,19607,19517,16220,16552,15777,16081,15947,16139
GS24,1020,541,16204,17226,16700,16732,15950,17715,17288,19030,18766,16562,18867,18773,15608,16037,15211,15526,15430,15597
GS24,1020,542,15762,16764,16273,16257,15500,17158,16760,18492,18140,16088,18251,18182,15195,15587,14748,15048,14931,15065
GS24,1020,543,15544,16518,16091,16026,15315,16920,16570,18295,17866,15839,18106,17892,15034,15345,14605,14824,14777,14914
GS24,1020,544,15031,15961,15532,15482,14787,16390,16060,17700,17373,15310,17410,17331,14485,14884,14070,14382,14242,14385
GS24,1020,545,14554,15546,15076,15080,14375,15910,15566,17146,16812,14886,16988,16865,14104,14418,13653,13953,13880,13981
GS24,1020,546,14090,15050,14600,14569,13932,15355,15054,16549,16342,14361,16399,16269,13561,13946,13245,13527,13372,13550
GS24,1020,547,13733,14611,14151,14109,13483,14896,14587,16068,15723,13915,15854,15777,13140,13501,12826,12993,12951,13078
GS24,1020,548,13269,14085,13646,13621,12996,14390,14082,15492,15252,13461,15339,15194,12733,13063,12359,12616,12479,12642
GS24,1020,549,12759,13501,13148,13145,12519,13898,13567,14903,14644,12935,14780,14702,12296,12557,11914,12132,12075,12210
GS24,1020,550,12313,13076,12695,12665,12050,13341,13008,14365,14081,12424,14211,14157,11709,12072,11496,11696,11591,11733
GS24,1020,551,11857,12611,12237,12247,11672,12915,12588,13822,13598,11976,13729,13641,11413,11657,11089,11287,11250,11342
GS24,1020,552,11569,12304,11931,11913,11345,12539,12208,13502,13292,11720,13360,13357,11075,11388,10801,11007,10955,11073
GS24,1020,553,11146,11860,11502,11491,10922,12122,11796,12998,12778,11279,12887,12805,10671,10955,10445,10626,10600,10695
GS24,1020,554,10968,11659,11330,11244,10758,11881,11592,12809,12586,11096,12704,12604,10499,10720,10257,10438,10401,10496
GS24,1020,555,10705,11367,11036,10994,10476,11544,11279,12437,12200,10796,12353,12319,10171,10459,9975,10161,10109,10252
GS24,1020,556,10389,11061,10745,10681,10178,11264,10985,12097,11904,10577,12055,11995,9915,10225,9732,9897,9841,10016
GS24,1020,557,9986,10645,10311,10299,9838,10857,10528,11676,11481,10156,11574,11529,9542,9787,9358,9546,9509,9649
GS24,1020,558,9688,10313,10047,9973,9507,10548,10226,11323,11160,9849,11229,11216,9296,9542,9065,9283,9209,9367
GS24,1020,559,9488,10089,9757,9739,9258,10288,9968,11041,10892,9627,11009,10961,8998,9235,8850,9022,9019,9153
GS24,1020,560,9085,9725,9362,9332,8907,9830,9573,10604,10408,9226,10522,10512,8640,8909,8496,8651,8645,8789
GS24,1020,561,8722,9305,9048,8993,8598,9544,9298,10199,10054,8908,10185,10122,8361,8604,8199,8371,8344,8464
GS24,1020,562,8510,9046,8773,8698,8296,9224,8957,9879,9747,8637,9875,9778,8103,8339,7947,8106,8074,8215
GS24,1020,563,8066,8602,8312,8295,7906,8735,8509,9408,9273,8219,9353,9329,7741,7932,7571,7731,7724,7804
GS24,1020,564,7807,8296,8028,8077,7644,8505,8235,9108,9002,7976,9076,9058,7434,7661,7297,7498,7441,7573
GS24,1020,565,7490,7937,7712,7692,7355,8138,7909,8716,8598,7605,8698,8679,7142,7343,7036,7185,7130,7241
GS24,1020,566,7153,7626,7392,7356,6970,7768,7563,8360,8222,7285,8272,8265,6829,7032,6741,6837,6843,6942
GS24,1020,567,6847,7314,7087,7094,6699,7460,7236,7984,7914,6982,7938,7952,6564,6716,6431,6570,6563,6681
GS24,1020,568,6521,6927,6719,6731,6374,7114,6889,7621,7506,6655,7620,7560,6241,6425,6133,6264,6234,6382
GS24,1020,569,6241,6617,6437,6420,6130,6802,6576,7275,7114,6324,7238,7213,5978,6140,5871,5974,5990,6046
GS24,1020,570,6033,6383,6187,6174,5906,6567,6353,7052,6928,6122,6976,6950,5750,5921,5658,5776,5775,5833
GS24,1020,571,5740,6099,5923,5897,5659,6261,6091,6733,6602,5883,6659,6663,5521,5636,5390,5506,5499,5586
GS24,1020,572,5529,5877,5705,5687,5434,6043,5851,6503,6395,5639,6402,6440,5309,5449,5208,5316,5299,5400
GS24,1020,573,5286,5610,5443,5438,5168,5753,5616,6194,6105,5405,6135,6122,5080,5236,5005,5087,5048,5113
GS24,1020,574,5015,5351,5213,5230,4951,5482,5345,5917,5799,5137,5880,5855,4857,4975,4768,4862,4839,4909
GS24,1020,575,4864,5137,5012,4965,4777,5275,5157,5653,5570,4900,5595,5590,4668,4791,4585,4676,4621,4694
GS24,1020,576,4693,5012,4834,4852,4577,5108,4993,5523,5403,4797,5411,5427,4522,4655,4450,4515,4485,4583
GS24,1020,577,4445,4719,4584,4566,4355,4828,4739,5228,5132,4573,5123,5136,4298,4409,4191,4282,4264,4324
GS24,1020,578,4261,4526,4399,4399,4173,4643,4556,5031,4916,4359,4961,4933,4113,4211,4043,4108,4086,4107
GS24,1020,579,3970,4260,4120,4125,3908,4346,4291,4718,4636,4089,4648,4617,3852,3976,3782,3844,3800,3855
GS24,1020,580,3846,4059,3993,3936,3746,4192,4111,4540,4460,3918,4476,4431,3726,3815,3638,3704,3687,3717
GS24,1020,581,3645,3869,3769,3748,3559,3963,3916,4292,4224,3710,4238,4221,3519,3623,3461,3508,3472,3516
GS24,1020,582,3539,3751,3661,3653,3474,3867,3810,4177,4104,3647,4101,4088,3433,3542,3366,3418,3372,3421
GS24,1020,583,3384,3605,3495,3447,3324,3684,3628,4008,3923,3449,3947,3914,3299,3407,3228,3277,3248,3262
GS24,1020,584,3310,3487,3406,3384,3219,3566,3553,3898,3792,3370,3825,3778,3194,3260,3107,3150,3130,3138
GS24,1020,585,3149,3365,3252,3248,3097,3435,3397,3751,3672,3226,3676,3631,3056,3147,2997,3046,3013,3046
GS24,1020,586,3073,3236,3146,3129,3011,3327,3309,3645,3552,3130,3549,3528,2969,3059,2912,2940,2923,2950
GS24,1020,587,2932,3102,3031,3003,2879,3215,3181,3495,3414,3002,3417,3401,2869,2963,2799,2832,2807,2824
GS24,1020,588,2845,3019,2932,2899,2763,3084,3051,3369,3285,2878,3303,3258,2757,2814,2704,2722,2685,2717
GS24,1020,589,2736,2919,2811,2836,2700,2983,2965,3268,3190,2822,3205,3192,2672,2748,2624,2653,2625,2635
GS24,1020,590,2653,2828,2744,2726,2606,2910,2870,3167,3096,2737,3093,3083,2581,2657,2534,2581,2534,2553
GS24,1020,591,2597,2764,2670,2652,2551,2815,2799,3090,3022,2652,2991,2981,2517,2580,2459,2499,2478,2476
GS24,1020,592,2527,2646,2599,2572,2470,2727,2718,2964,2916,2558,2899,2887,2436,2499,2403,2419,2381,2415
GS24,1020,593,2465,2606,2537,2544,2416,2687,2657,2911,2875,2523,2847,2828,2397,2451,2362,2387,2354,2334
GS24,1020,594,2372,2522,2421,2437,2307,2561,2554,2790,2743,2411,2760,2690,2280,2358,2268,2284,2250,2280
GS24,1020,595,2283,2426,2360,2354,2254,2508,2447,2728,2667,2367,2648,2635,2234,2279,2190,2213,2179,2211
GS24,1020,596,2236,2359,2286,2281,2190,2426,2408,2636,2587,2301,2587,2538,2163,2223,2122,2161,2125,2131
GS24,1020,597,2174,2295,2222,2229,2135,2363,2321,2543,2513,2205,2502,2475,2093,2159,2064,2086,2080,2082
GS24,1020,598,2062,2203,2112,2131,2030,2229,2220,2434,2380,2123,2395,2380,1999,2071,1965,1988,1986,1969
GS24,1020,599,1987,2105,2056,2043,1941,2145,2150,2378,2295,2007,2301,2272,1938,1962,1909,1908,1891,1887
GS24,1020,600,1933,2042,2003,1994,1902,2082,2091,2280,2243,1973,2240,2230,1868,1910,1842,1870,1842,1863
