,,Well,A07,A08,A09,A10,A11,A12,B07,B08,B09,B10,B11,B12,C07,C08,C09,C10,C11,C12
,,Wavelength (nm),Buffer,Buffer,Buffer,Buffer,Buffer,Buffer,NaCl,NaCl,NaCl,NaCl,NaCl,NaCl,KCl,KCl,KCl,KCl,KCl,KCl
Protein,Gain,conc,0,0,0,0,0,0,0.25,0.5,0.75,1,1.25,1.5,0.25,0.5,0.75,1,1.25,1.5
mNGctrl (NGfree),1020,523,3451,3507,3959,3816,3546,3666,3877,3482,3363,3523,3220,3397,3408,3172,2628,2983,3214,3185
mNGctrl (NGfree),1020,524,3267,3327,3729,3626,3349,3483,3654,3289,3174,3356,3044,3189,3217,2984,2487,2824,3035,2996
mNGctrl (NGfree),1020,525,3105,3125,3543,3419,3159,3279,3471,3092,3026,3154,2899,3026,3051,2854,2360,2678,2871,2841
mNGctrl (NGfree),1020,526,2942,2956,3331,3226,2980,3119,3295,2941,2880,3031,2737,2870,2871,2691,2232,2537,2718,2685
mNGctrl (NGfree),1020,527,2776,2850,3174,3083,2842,2954,3109,2795,2705,2850,2591,2717,2747,2551,2116,2416,2585,2558
mNGctrl (NGfree),1020,528,2659,2713,3046,2955,2727,2846,2990,2676,2597,2717,2504,2599,2613,2446,2027,2296,2488,2456
mNGctrl (NGfree),1020,529,2550,2600,2903,2834,2611,2716,2877,2555,2504,2622,2382,2484,2517,2351,1951,2204,2368,2361
mNGctrl (NGfree),1020,530,2454,2486,2777,2694,2509,2602,2739,2447,2388,2505,2293,2367,2423,2255,1859,2116,2283,2245
mNGctrl (NGfree),1020,531,2306,2364,2654,2594,2388,2489,2615,2329,2274,2402,2165,2264,2299,2161,1767,2011,2174,2131
mNGctrl (NGfree),1020,532,2204,2240,2527,2459,2256,2358,2489,2223,2169,2257,2062,2173,2178,2030,1682,1914,2047,2033
mNGctrl (NGfree),1020,533,2115,2147,2407,2342,2145,2264,2390,2123,2072,2161,1985,2059,2093,1947,1626,1831,1982,1950
mNGctrl (NGfree),1020,534,2036,2082,2323,2246,2099,2160,2295,2038,1987,2072,1900,1979,1999,1883,1555,1769,1898,1877
mNGctrl (NGfree),1020,535,1979,1989,2258,2173,2016,2106,2213,1973,1917,2012,1849,1928,1945,1812,1513,1689,1831,1802
mNGctrl (NGfree),1020,536,1903,1962,2189,2101,1962,2034,2143,1902,1854,1947,1786,1855,1884,1774,1461,1656,1770,1764
mNGctrl (NGfree),1020,537,1826,1861,2072,2010,1876,1947,2028,1826,1752,1848,1703,1776,1794,1666,1375,1568,1682,1672
mNGctrl (NGfree),1020,538,1754,1784,1997,1963,1800,1877,1966,1747,1703,1787,1621,1713,1735,1616,1341,1512,1632,1605
mNGctrl (NGfree),1020,539,1682,1708,1915,1876,1734,1806,1897,1690,1630,1714,1565,1628,1652,1538,1289,1439,1561,1549
mNGctrl (NGfree),1020,540,1637,1679,1864,1809,1687,1731,1818,1637,1578,1665,1516,1580,1607,1502,1254,1409,1522,1490
mNGctrl (NGfree),1020,541,1579,1624,1825,1758,1629,1705,1771,1568,1533,1603,1479,1543,1563,1447,1216,1368,1463,1449
mNGctrl (NGfree),1020,542,1524,1554,1734,1686,1561,1613,1696,1501,1461,1544,1404,1470,1492,1404,1165,1307,1399,1383
mNGctrl (NGfree),1020,543,1493,1521,1711,1640,1539,1587,1671,1477,1430,1508,1373,1440,1467,1363,1133,1278,1370,1363
mNGctrl (NGfree),1020,544,1444,1491,1651,1602,1500,1539,1621,1444,1391,1455,1345,1410,1423,1324,1112,1250,1349,1333
mNGctrl (NGfree),1020,545,1402,1441,1612,1562,1440,1509,1577,1389,1364,1430,1296,1362,1385,1281,1078,1214,1299,1281
mNGctrl (NGfree),1020,546,1386,1406,1569,1524,1413,1462,1545,1371,1337,1391,1254,1314,1342,1247,1043,1176,1269,1260
mNGctrl (NGfree),1020,547,1329,1358,1520,1465,1366,1416,1492,1326,1285,1348,1228,1279,1300,1203,1001,1134,1222,1195
mNGctrl (NGfree),1020,548,1285,1312,1479,1429,1332,1359,1444,1278,1251,1289,1186,1243,1263,1173,983,1100,1189,1174
mNGctrl (NGfree),1020,549,1241,1291,1429,1389,1292,1340,1401,1240,1201,1269,1169,1209,1234,1150,950,1071,1154,1130
mNGctrl (NGfree),1020,550,1203,1247,1392,1349,1252,1295,1352,1204,1163,1225,1117,1157,1190,1099,933,1030,1118,1105
mNGctrl (NGfree),1020,551,1169,1206,1331,1297,1205,1246,1296,1144,1131,1187,1074,1134,1143,1057,890,998,1063,1067
mNGctrl (NGfree),1020,552,1132,1173,1304,1263,1172,1217,1264,1127,1088,1148,1044,1092,1122,1037,867,970,1041,1032
mNGctrl (NGfree),1020,553,1116,1151,1273,1238,1161,1192,1246,1101,1080,1132,1020,1067,1098,1014,848,958,1029,1015
mNGctrl (NGfree),1020,554,1091,1130,1265,1210,1145,1170,1230,1096,1061,1114,1012,1064,1079,1007,839,949,1008,993
mNGctrl (NGfree),1020,555,1073,1103,1226,1191,1110,1138,1196,1066,1034,1085,993,1036,1055,985,823,924,993,984
mNGctrl (NGfree),1020,556,1053,1075,1193,1164,1077,1121,1175,1040,1012,1063,964,1019,1040,959,806,908,971,964
mNGctrl (NGfree),1020,557,1012,1041,1165,1112,1047,1057,1133,1004,987,1038,931,981,997,928,771,866,950,922
mNGctrl (NGfree),1020,558,990,1023,1124,1088,1027,1050,1107,994,971,1007,924,958,979,906,758,854,928,906
mNGctrl (NGfree),1020,559,952,979,1086,1058,989,1012,1072,963,935,977,882,924,935,880,732,825,890,868
mNGctrl (NGfree),1020,560,916,953,1046,1030,959,975,1033,924,900,940,861,898,915,849,708,805,868,856
mNGctrl (NGfree),1020,561,889,916,1010,983,921,945,990,897,854,912,832,866,885,825,692,777,835,818
mNGctrl (NGfree),1020,562,847,883,990,942,886,916,953,850,832,868,797,837,846,788,663,745,798,782
mNGctrl (NGfree),1020,563,824,853,950,901,855,878,910,815,801,849,765,805,815,764,637,712,772,760
mNGctrl (NGfree),1020,564,793,823,917,884,830,851,901,800,777,818,749,777,789,742,618,699,752,744
mNGctrl (NGfree),1020,565,749,777,862,834,789,804,851,762,747,780,708,743,740,705,590,650,711,704
mNGctrl (NGfree),1020,566,725,756,825,808,758,770,821,726,713,738,693,705,723,667,568,638,698,670
mNGctrl (NGfree),1020,567,700,725,805,773,736,747,786,706,677,717,652,678,693,651,547,609,667,646
mNGctrl (NGfree),1020,568,665,693,754,734,690,711,746,667,650,690,624,645,667,626,523,579,630,618
mNGctrl (NGfree),1020,569,630,652,733,703,670,677,716,635,611,650,597,624,626,593,502,553,609,593
mNGctrl (NGfree),1020,570,611,629,693,669,640,640,682,606,592,624,572,590,600,566,476,531,572,567
mNGctrl (NGfree),1020,571,589,595,659,639,609,614,648,585,571,602,543,570,577,536,454,515,550,545
mNGctrl (NGfree),1020,572,560,575,637,612,578,599,633,560,545,580,523,546,549,518,439,498,542,525
mNGctrl (NGfree),1020,573,536,557,619,589,563,578,595,543,531,550,502,513,531,492,421,474,519,503
mNGctrl (NGfree),1020,574,518,531,585,567,530,548,571,514,508,530,481,503,510,476,406,447,487,486
mNGctrl (NGfree),1020,575,486,509,554,535,508,515,551,493,485,506,458,476,488,459,399,439,469,452
mNGctrl (NGfree),1020,576,466,480,526,510,486,499,520,473,455,483,447,467,467,435,377,408,445,437
mNGctrl (NGfree),1020,577,443,458,513,488,466,485,501,452,433,463,423,440,443,420,357,399,431,415
mNGctrl (NGfree),1020,578,428,442,491,475,447,454,481,435,423,442,404,420,425,410,341,375,419,403
mNGctrl (NGfree),1020,579,406,420,458,440,428,437,452,402,399,417,394,402,397,384,319,357,388,378
mNGctrl (NGfree),1020,580,395,400,440,428,415,413,432,394,391,410,367,383,398,362,304,347,373,370
mNGctrl (NGfree),1020,581,363,373,413,405,378,393,408,370,357,376,343,357,367,340,293,323,355,348
mNGctrl (NGfree),1020,582,356,371,402,389,368,374,409,363,345,368,333,348,353,328,279,315,350,334
mNGctrl (NGfree),1020,583,341,347,391,387,364,369,380,344,333,346,321,338,338,318,267,303,337,316
mNGctrl (NGfree),1020,584,328,340,365,367,343,348,359,326,322,334,312,317,322,309,267,292,320,304
mNGctrl (NGfree),1020,585,319,322,358,336,332,335,351,321,313,319,303,314,322,295,245,280,310,297
mNGctrl (NGfree),1020,586,305,310,342,332,321,323,340,310,297,312,294,299,307,289,241,275,299,288
mNGctrl (NGfree),1020,587,296,304,343,317,302,327,330,301,291,306,278,294,294,278,233,262,285,281
mNGctrl (NGfree),1020,588,286,303,332,318,296,304,327,285,285,296,272,282,288,268,234,247,285,275
mNGctrl (NGfree),1020,589,278,285,313,305,297,298,312,277,273,287,264,278,282,265,224,247,282,260
mNGctrl (NGfree),1020,590,269,275,316,299,277,295,297,270,270,274,252,269,270,253,215,243,270,252
mNGctrl (NGfree),1020,591,265,267,306,297,274,279,286,265,265,272,248,258,263,248,216,233,262,253
mNGctrl (NGfree),1020,592,256,265,287,287,267,270,284,251,250,265,241,250,260,239,210,224,256,243
mNGctrl (NGfree),1020,593,258,256,281,268,263,265,275,253,246,263,239,248,253,235,202,218,248,235
mNGctrl (NGfree),1020,594,242,249,270,272,251,256,267,240,235,253,233,233,244,228,196,219,240,226
mNGctrl (NGfree),1020,595,238,247,270,258,249,254,268,238,240,247,227,236,236,224,184,216,236,225
mNGctrl (NGfree),1020,596,232,241,255,250,241,252,257,237,230,245,219,234,236,214,187,207,236,214
mNGctrl (NGfree),1020,597,229,229,248,246,233,246,250,224,224,231,216,216,226,216,183,196,227,215
mNGctrl (NGfree),1020,598,221,223,247,240,225,232,245,219,219,227,212,210,219,212,182,201,219,208
mNGctrl (NGfree),1020,599,214,222,233,237,224,231,237,209,205,230,201,213,211,198,173,196,213,207
mNGctrl (NGfree),1020,600,215,213,238,230,221,229,229,211,206,213,206,208,211,200,171,190,211,206
