,,Well,A01,A02,A03,A04,A05,A06,B01,B02,B03,B04,B05,B06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C01,C02,C03,C04,C05,C06,,,,,,,,,,,,
,,Wavelength (nm),Buffer,Buffer,Buffer,Buffer,Buffer,Buffer,Ficoll,Ficoll,Ficoll,Ficoll,Ficoll,Ficoll,D-Sorbitol,D-Sorbitol,D-Sorbitol,D-Sorbitol,D-Sorbitol,D-Sorbitol,Glycerol,Glycerol,Glycerol,Glycerol,Glycerol,Glycerol,PEG200,PEG200,PEG200,PEG200,PEG200,PEG200,PEG1500,PEG1500,PEG1500,PEG1500,PEG1500,PEG1500,PEG4000,PEG4000,PEG4000,PEG4000,PEG4000,PEG4000,PEG8000,PEG8000,PEG8000,PEG8000,PEG8000,PEG8000,Sucrose,Sucrose,Sucrose,Sucrose,Sucrose,Sucrose,L(+)-Arabinose,L(+)-Arabinose,L(+)-Arabinose,L(+)-Arabinose,L(+)-Arabinose,L(+)-Arabinose,Dextran,Dextran,Dextran,Dextran,Dextran,Dextran,EG,EG,EG,EG,EG,EG,PEG400,PEG400,PEG400,PEG400,PEG400,PEG400,PEG2000,PEG2000,PEG2000,PEG2000,PEG2000,PEG2000,PEG6000,PEG6000,PEG6000,PEG6000,PEG6000,PEG6000,PEG10000,PEG10000,PEG10000,PEG10000,PEG10000,PEG10000
FUS,1020,503,21084,21009,19087,22025,23510,19659,13514,16387,15328,15775,4541,13128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25864,17242,13586,23009,21211,21143,0,0,0,0,0,0,0,0,0,0,0,0
FUS,1020,504,22067,22021,19959,23101,24689,20576,14176,17153,16246,16704,4868,14382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27045,18067,14285,24207,22506,22499,0,0,0,0,0,0,0,0,0,0,0,0
FUS,1020,505,22971,23007,20904,24145,25723,21497,14777,17965,17075,17773,5215,15717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28165,18882,14985,25448,23767,24101,0,0,0,0,0,0,0,0,0,0,0,0
FUS,1020,506,23943,23973,21821,25200,26844,22344,15418,18883,17946,18763,5537,17011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29285,19725,15735,26785,25097,25633,0,0,0,0,0,0,0,0,0,0,0,0
FUS,1020,507,24967,25096,22717,26202,27958,23404,16097,19786,18820,19927,5924,18568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30640,20705,16475,28126,26561,27282,0,0,0,0,0,0,0,0,0,0,0,0
FUS,1020,508,26192,26294,23824,27547,29434,24467,16842,20767,19938,21208,6301,20258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31920,21691,17355,29621,28043,29148,0,0,0,0,0,0,0,0,0,0,0,0
FUS,1020,509,27269,27417,24855,28646,30744,25511,17644,21728,20875,22422,6705,21927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33305,22651,18158,31152,29501,31019,0,0,0,0,0,0,0,0,0,0,0,0
FUS,1020,510,28014,28315,25703,29633,31789,26401,18185,22512,21668,23464,7057,23406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34419,23411,18865,32354,30788,32567,0,0,0,0,0,0,0,0,0,0,0,0
FUS,1020,511,28941,29257,26467,30631,32885,27333,18762,23335,22604,24529,7405,24958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35512,24283,19527,33559,32019,34153,0,0,0,0,0,0,0,0,0,0,0,0
FUS,1020,512,30049,30460,27519,31718,34105,28331,19504,24287,23554,25772,7819,26660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36863,25205,20336,35003,33612,35943,0,0,0,0,0,0,0,0,0,0,0,0
FUS,1020,513,30591,31003,28018,32359,34830,28859,19836,24774,24010,26501,8049,27829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37602,25623,20724,35817,34459,37073,0,0,0,0,0,0,0,0,0,0,0,0
FUS,1020,514,31047,31496,28489,32944,35416,29333,20206,25267,24509,27133,8300,28890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38123,26085,21068,36568,35245,38082,0,0,0,0,0,0,0,0,0,0,0,0
FUS,1020,515,31240,31746,28670,33172,35810,29593,20356,25495,24882,27656,8483,29756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38512,26295,21278,37020,35661,38944,0,0,0,0,0,0,0,0,0,0,0,0
FUS,1020,516,31429,31874,28899,33322,35979,29802,20501,25583,25050,28025,8575,30425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38715,26459,21387,37362,36067,39468,0,0,0,0,0,0,0,0,0,0,0,0
FUS,1020,517,31116,31735,28616,33198,35800,29666,20372,25532,24936,27876,8593,30607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38489,26348,21350,37069,35916,39614,0,0,0,0,0,0,0,0,0,0,0,0
FUS,1020,518,30816,31405,28303,32866,35462,29250,20177,25298,24748,27857,8571,30661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38146,26142,21129,36885,35746,39364,0,0,0,0,0,0,0,0,0,0,0,0
FUS,1020,519,30348,30905,27869,32248,34905,28752,19797,24886,24367,27538,8453,30462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37595,25625,20783,36400,35279,38928,0,0,0,0,0,0,0,0,0,0,0,0
FUS,1020,520,29499,30051,27099,31351,33898,28081,19292,24270,23723,26930,8284,29850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36597,24967,20223,35350,34457,38075,0,0,0,0,0,0,0,0,0,0,0,0
FUS,1020,521,28612,29138,26317,30454,32921,27203,18716,23560,23081,26197,8073,29135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35522,24280,19655,34354,33397,37119,0,0,0,0,0,0,0,0,0,0,0,0
FUS,1020,522,27478,27987,25306,29282,31683,26039,18001,22600,22095,25183,7768,28094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34160,23296,18883,33011,32127,35635,0,0,0,0,0,0,0,0,0,0,0,0
FUS,1020,523,26519,27035,24255,28271,30480,25192,17410,21892,21347,24301,7489,27082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32832,22485,18199,31902,30927,34397,0,0,0,0,0,0,0,0,0,0,0,0
FUS,1020,524,25299,25773,23282,26918,29171,24094,16619,20786,20367,23255,7153,25910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31535,21370,17343,30421,29562,32765,0,0,0,0,0,0,0,0,0,0,0,0
FUS,1020,525,23968,24478,22050,25559,27657,22856,15747,19755,19361,22026,6804,24559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29868,20361,16451,28841,27982,31086,0,0,0,0,0,0,0,0,0,0,0,0
FUS,1020,526,22858,23267,20978,24381,26316,21748,15038,18765,18411,21005,6433,23355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28489,19387,15717,27457,26721,29604,0,0,0,0,0,0,0,0,0,0,0,0
FUS,1020,527,21630,22033,19896,23108,24939,20612,14242,17819,17472,19859,6125,22078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27047,18326,14820,26058,25344,28056,0,0,0,0,0,0,0,0,0,0,0,0
FUS,1020,528,21066,21333,19268,22300,24169,19975,13818,17302,16875,19188,5929,21349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26197,17816,14362,25194,24453,27145,0,0,0,0,0,0,0,0,0,0,0,0
FUS,1020,529,20013,20370,18393,21363,23072,19025,13231,16485,16085,18276,5636,20134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24987,16952,13733,24005,23285,25869,0,0,0,0,0,0,0,0,0,0,0,0
FUS,1020,530,19650,19970,18007,20856,22537,18541,12877,16047,15740,17829,5492,19688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24416,16589,13390,23464,22685,25137,0,0,0,0,0,0,0,0,0,0,0,0
FUS,1020,531,18776,19150,17257,20055,21619,17825,12364,15443,15019,17099,5278,18774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23458,15944,12869,22454,21788,24057,0,0,0,0,0,0,0,0,0,0,0,0
FUS,1020,532,18197,18455,16731,19340,20851,17298,11966,14886,14564,16480,5086,18111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22740,15397,12408,21697,21067,23335,0,0,0,0,0,0,0,0,0,0,0,0
FUS,1020,533,17482,17760,16014,18548,20127,16617,11582,14391,13960,15875,4886,17324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21891,14837,11939,20915,20227,22343,0,0,0,0,0,0,0,0,0,0,0,0
FUS,1020,534,16864,17109,15394,17955,19300,15947,11051,13817,13460,15254,4677,16549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21066,14244,11463,20087,19395,21406,0,0,0,0,0,0,0,0,0,0,0,0
FUS,1020,535,16353,16641,15050,17420,18759,15553,10773,13360,13049,14777,4574,16008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20462,13869,11155,19499,18830,20739,0,0,0,0,0,0,0,0,0,0,0,0
FUS,1020,536,15933,16165,14515,16939,18270,15103,10528,13039,12715,14407,4436,15554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19935,13473,10879,18959,18320,20168,0,0,0,0,0,0,0,0,0,0,0,0
FUS,1020,537,15344,15558,14021,16355,17538,14574,10118,12560,12203,13817,4236,14877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19165,12969,10462,18237,17616,19277,0,0,0,0,0,0,0,0,0,0,0,0
FUS,1020,538,14937,15077,13661,15895,17063,14090,9835,12203,11850,13412,4121,14435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18587,12610,10124,17691,17027,18723,0,0,0,0,0,0,0,0,0,0,0,0
FUS,1020,539,14427,14655,13158,15330,16568,13650,9527,11774,11424,12972,3958,13865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17955,12228,9848,17062,16469,18066,0,0,0,0,0,0,0,0,0,0,0,0
FUS,1020,540,14098,14337,12940,15016,16150,13411,9344,11500,11214,12695,3895,13536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17639,11971,9641,16760,16193,17666,0,0,0,0,0,0,0,0,0,0,0,0
FUS,1020,541,13782,13928,12584,14613,15729,12981,9057,11242,10862,12287,3773,13107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17168,11628,9373,16309,15620,17162,0,0,0,0,0,0,0,0,0,0,0,0
FUS,1020,542,13339,13458,12172,14111,15234,12614,8774,10839,10548,11927,3682,12646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16601,11291,9098,15737,15160,16583,0,0,0,0,0,0,0,0,0,0,0,0
FUS,1020,543,12945,13157,11839,13762,14845,12274,8556,10564,10285,11618,3554,12327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16219,10956,8863,15365,14728,16129,0,0,0,0,0,0,0,0,0,0,0,0
FUS,1020,544,12484,12639,11441,13293,14271,11882,8264,10211,9918,11210,3439,11875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15643,10575,8546,14835,14286,15539,0,0,0,0,0,0,0,0,0,0,0,0
FUS,1020,545,12204,12327,11167,12915,13941,11537,8053,9923,9657,10884,3335,11555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15169,10298,8328,14358,13851,15101,0,0,0,0,0,0,0,0,0,0,0,0
FUS,1020,546,11768,11927,10780,12534,13500,11130,7779,9650,9357,10587,3253,11256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14706,9992,8076,13983,13445,14659,0,0,0,0,0,0,0,0,0,0,0,0
FUS,1020,547,11358,11518,10363,12062,12958,10725,7490,9277,9020,10197,3150,10878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14134,9593,7767,13481,12912,14163,0,0,0,0,0,0,0,0,0,0,0,0
FUS,1020,548,10936,11088,10026,11661,12563,10388,7267,8941,8685,9836,3075,10498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13676,9271,7495,12978,12489,13717,0,0,0,0,0,0,0,0,0,0,0,0
FUS,1020,549,10661,10724,9763,11285,12146,10023,7038,8659,8451,9533,2952,10272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13265,9015,7290,12626,12177,13292,0,0,0,0,0,0,0,0,0,0,0,0
FUS,1020,550,10317,10474,9467,10999,11810,9737,6843,8476,8218,9327,2898,9997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12870,8764,7107,12246,11824,12937,0,0,0,0,0,0,0,0,0,0,0,0
FUS,1020,551,9915,10071,9104,10550,11351,9403,6562,8143,7909,8945,2801,9619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12352,8416,6823,11830,11383,12495,0,0,0,0,0,0,0,0,0,0,0,0
FUS,1020,552,9544,9690,8754,10100,10928,9005,6313,7837,7610,8624,2686,9333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11891,8123,6585,11347,10923,12001,0,0,0,0,0,0,0,0,0,0,0,0
FUS,1020,553,9176,9286,8425,9757,10494,8700,6101,7517,7304,8352,2599,8994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11436,7752,6312,10943,10525,11567,0,0,0,0,0,0,0,0,0,0,0,0
FUS,1020,554,9062,9170,8301,9659,10372,8576,6025,7425,7251,8259,2579,8886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11308,7690,6212,10780,10442,11441,0,0,0,0,0,0,0,0,0,0,0,0
FUS,1020,555,8860,8977,8107,9380,10083,8374,5867,7228,7116,8089,2522,8717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11048,7522,6089,10542,10188,11204,0,0,0,0,0,0,0,0,0,0,0,0
FUS,1020,556,8544,8672,7813,9092,9773,8093,5669,7011,6868,7803,2448,8451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10629,7257,5889,10217,9835,10823,0,0,0,0,0,0,0,0,0,0,0,0
FUS,1020,557,8270,8405,7615,8795,9530,7887,5497,6839,6662,7608,2372,8250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10342,7043,5762,9883,9551,10549,0,0,0,0,0,0,0,0,0,0,0,0
FUS,1020,558,8063,8178,7391,8586,9238,7668,5351,6600,6478,7399,2311,8014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10064,6858,5559,9611,9305,10242,0,0,0,0,0,0,0,0,0,0,0,0
FUS,1020,559,7706,7803,7064,8212,8866,7340,5161,6312,6207,7073,2222,7748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9600,6562,5324,9230,8919,9878,0,0,0,0,0,0,0,0,0,0,0,0
FUS,1020,560,7449,7560,6850,7940,8541,7081,4972,6168,6004,6836,2146,7450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9286,6331,5157,8893,8621,9513,0,0,0,0,0,0,0,0,0,0,0,0
FUS,1020,561,7111,7193,6480,7555,8141,6745,4733,5837,5712,6547,2069,7148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8900,6045,4907,8503,8207,9110,0,0,0,0,0,0,0,0,0,0,0,0
FUS,1020,562,6872,6960,6291,7311,7882,6505,4610,5672,5549,6320,1975,6910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8593,5828,4721,8195,7943,8780,0,0,0,0,0,0,0,0,0,0,0,0
