,,Well,A01,A02,A03,A04,A05,A06,B01,B02,B03,B04,B05,B06,C01,C02,C03,C04,C05,C06
,,Wavelength (nm),Buffer,Buffer,Buffer,Buffer,Buffer,Buffer,NaCl,NaCl,NaCl,NaCl,NaCl,NaCl,KCl,KCl,KCl,KCl,KCl,KCl
Protein,Gain,conc,0,0,0,0,0,0,0.25,0.5,0.75,1,1.25,1.5,0.25,0.5,0.75,1,1.25,1.5
E1A,1020,518,43157,41045,43233,39750,40284,39048,37500,38409,39725,36127,34243,33843,36726,36553,36257,33138,33832,33371
E1A,1020,519,42044,39988,42146,38815,39256,37973,36761,37605,39046,35348,33603,33230,36113,35928,35593,32494,33225,32696
E1A,1020,520,41484,39482,41543,38244,38554,37530,36309,37148,38554,34866,33262,32854,35743,35537,35159,32186,32925,32444
E1A,1020,521,40006,37996,39975,36896,37255,36127,35075,35838,37247,33717,32016,31687,34435,34252,33975,31162,31851,31326
E1A,1020,522,38442,36453,38304,35261,35744,34669,33714,34525,35648,32486,30925,30532,33103,32998,32741,29957,30673,30194
E1A,1020,523,37139,35131,36994,34124,34496,33405,32594,33383,34643,31386,29827,29447,31941,31887,31562,28933,29646,29156
E1A,1020,524,34867,33110,34804,32202,32414,31479,30667,31365,32674,29590,28219,27875,30235,30044,29783,27304,27918,27480
E1A,1020,525,33294,31507,33209,30593,30907,30001,29218,30124,31274,28282,26895,26580,28850,28767,28468,26084,26742,26299
E1A,1020,526,31458,29807,31325,28937,29241,28265,27798,28497,29636,26756,25407,25127,27295,27171,26945,24648,25252,24860
E1A,1020,527,29733,28159,29649,27364,27620,26847,26241,26943,27973,25312,24112,23751,25798,25686,25518,23366,23950,23615
E1A,1020,528,28616,27050,28484,26267,26467,25758,25284,25913,26866,24377,23096,22868,24850,24749,24506,22404,22994,22623
E1A,1020,529,27341,25918,27310,25133,25379,24607,24184,24830,25792,23332,22198,21858,23656,23587,23417,21462,22026,21579
E1A,1020,530,26252,24888,26217,24162,24351,23631,23229,23848,24775,22429,21325,21047,22788,22721,22487,20629,21126,20809
E1A,1020,531,25218,23859,25089,23158,23453,22739,22265,22840,23698,21459,20493,20199,21870,21779,21613,19801,20355,20005
E1A,1020,532,24150,22910,24187,22227,22509,21826,21390,21980,22839,20667,19698,19381,21036,20951,20832,19052,19564,19135
E1A,1020,533,23181,22079,23174,21296,21531,20905,20613,21145,21936,19888,18875,18579,20178,20164,19979,18277,18744,18417
E1A,1020,534,22125,20972,22119,20365,20549,19921,19623,20177,20918,18982,18051,17787,19302,19214,19064,17414,17851,17587
E1A,1020,535,21379,20276,21381,19639,19925,19219,18946,19397,20265,18267,17370,17221,18575,18543,18393,16864,17187,16977
E1A,1020,536,20733,19723,20697,19118,19306,18744,18386,18871,19621,17769,16905,16681,18044,18008,17832,16426,16746,16459
E1A,1020,537,19781,18743,19773,18161,18390,17873,17551,18036,18704,16947,16083,15891,17257,17152,17055,15590,15940,15701
E1A,1020,538,19117,18135,19153,17567,17805,17246,16988,17330,18079,16380,15569,15350,16637,16577,16414,15087,15372,15125
E1A,1020,539,18385,17439,18384,16925,17177,16588,16333,16763,17340,15783,14974,14795,16033,15973,15870,14512,14867,14547
E1A,1020,540,17855,16948,17825,16393,16676,16108,15849,16221,16848,15299,14544,14339,15526,15497,15356,14027,14357,14035
E1A,1020,541,17583,16676,17543,16199,16358,15896,15540,15929,16589,15006,14241,14071,15302,15266,15085,13804,14101,13812
E1A,1020,542,16860,15977,16787,15492,15738,15181,14942,15305,15856,14379,13688,13509,14676,14616,14425,13193,13494,13271
E1A,1020,543,16446,15577,16405,15104,15255,14809,14521,14904,15450,13994,13278,13067,14317,14161,14046,12873,13173,12891
E1A,1020,544,15945,15105,15951,14649,14828,14351,14090,14428,14878,13533,12825,12686,13858,13755,13643,12485,12719,12461
E1A,1020,545,15483,14714,15462,14205,14417,13929,13663,14027,14549,13128,12506,12298,13433,13379,13225,12111,12339,12155
E1A,1020,546,15084,14307,15067,13863,14040,13573,13301,13656,14129,12792,12163,12009,13048,12980,12873,11777,11981,11750
E1A,1020,547,14495,13785,14456,13247,13511,13025,12767,13094,13581,12265,11625,11494,12592,12498,12377,11248,11503,11318
E1A,1020,548,14080,13257,14050,12895,13073,12667,12378,12676,13127,11862,11273,11128,12150,12075,11909,10954,11129,10926
E1A,1020,549,13643,12989,13690,12596,12747,12324,11994,12343,12776,11591,11012,10844,11827,11750,11632,10642,10840,10646
E1A,1020,550,13200,12579,13234,12167,12272,11940,11668,11940,12342,11210,10630,10462,11464,11388,11268,10278,10511,10351
E1A,1020,551,12779,12114,12805,11756,11908,11469,11231,11513,11933,10743,10262,10137,11019,10914,10832,9950,10151,9955
E1A,1020,552,12399,11799,12401,11428,11531,11217,10935,11197,11604,10504,9993,9801,10768,10664,10548,9647,9879,9672
E1A,1020,553,12096,11473,12087,11099,11252,10885,10645,10922,11350,10267,9716,9612,10446,10372,10268,9406,9596,9413
E1A,1020,554,11889,11309,11933,10980,11089,10718,10460,10729,11170,10080,9612,9450,10299,10252,10096,9253,9510,9308
E1A,1020,555,11516,10936,11546,10612,10771,10392,10177,10379,10790,9791,9286,9127,10011,9924,9812,9026,9195,9045
E1A,1020,556,11245,10656,11206,10370,10468,10131,9909,10162,10549,9525,9083,8939,9733,9667,9604,8800,8978,8792
E1A,1020,557,10888,10368,10919,10073,10165,9874,9625,9914,10275,9311,8840,8724,9470,9425,9349,8573,8731,8618
E1A,1020,558,10542,9998,10546,9702,9820,9520,9303,9554,9910,8935,8539,8376,9156,9083,9005,8271,8426,8289
E1A,1020,559,10202,9688,10225,9416,9546,9260,9043,9258,9595,8709,8257,8156,8908,8823,8780,8006,8225,8047
E1A,1020,560,9757,9309,9779,9014,9126,8815,8635,8865,9216,8333,7926,7835,8504,8477,8391,7685,7850,7724
E1A,1020,561,9358,8938,9395,8643,8762,8489,8322,8506,8848,7993,7639,7507,8196,8137,8094,7427,7584,7437
E1A,1020,562,9053,8609,9094,8370,8453,8208,8059,8260,8558,7756,7372,7273,7927,7882,7834,7153,7326,7186
E1A,1020,563,8629,8213,8661,7997,8099,7817,7669,7850,8164,7391,7032,6964,7579,7511,7446,6817,6997,6854
E1A,1020,564,8364,8001,8422,7733,7803,7571,7438,7629,7948,7156,6843,6777,7346,7281,7235,6612,6809,6677
E1A,1020,565,7983,7616,8004,7373,7437,7218,7182,7274,7579,6919,6533,6462,7015,7003,6919,6317,6495,6353
E1A,1020,566,7629,7258,7658,7045,7166,6891,6831,6973,7235,6591,6260,6165,6682,6648,6588,6034,6176,6113
E1A,1020,567,7282,6970,7311,6745,6809,6609,6535,6685,6916,6283,6007,5893,6398,6379,6325,5826,5932,5835
E1A,1020,568,7013,6685,7059,6506,6565,6347,6271,6442,6678,6068,5750,5685,6177,6154,6076,5593,5697,5613
E1A,1020,569,6634,6308,6658,6085,6164,5971,5942,6064,6304,5728,5430,5336,5843,5786,5761,5281,5386,5294
E1A,1020,570,6431,6113,6431,5945,5981,5805,5768,5892,6120,5535,5270,5201,5654,5603,5553,5094,5209,5118
E1A,1020,571,5995,5758,6077,5607,5659,5479,5446,5570,5744,5203,4957,4876,5322,5308,5262,4826,4936,4842
E1A,1020,572,5768,5506,5835,5355,5427,5247,5229,5329,5524,5010,4773,4729,5120,5104,5070,4634,4727,4656
E1A,1020,573,5576,5292,5592,5137,5199,5026,5005,5098,5319,4813,4583,4549,4891,4892,4816,4453,4546,4475
E1A,1020,574,5274,5019,5308,4888,4948,4791,4780,4915,5067,4617,4382,4307,4689,4683,4634,4244,4333,4249
E1A,1020,575,5062,4833,5080,4688,4754,4613,4566,4704,4873,4395,4192,4143,4476,4463,4423,4100,4157,4093
E1A,1020,576,4865,4633,4872,4464,4547,4369,4388,4502,4633,4201,4013,3955,4266,4276,4234,3876,3976,3916
E1A,1020,577,4566,4363,4632,4261,4291,4145,4111,4232,4410,3999,3833,3769,4050,4047,3999,3709,3776,3709
E1A,1020,578,4393,4187,4414,4063,4114,3991,3954,4055,4230,3830,3645,3597,3896,3870,3849,3525,3602,3544
E1A,1020,579,4077,3901,4117,3800,3844,3715,3699,3810,3959,3589,3392,3373,3628,3632,3589,3299,3352,3305
E1A,1020,580,3931,3732,3955,3656,3696,3568,3554,3635,3803,3454,3291,3223,3505,3488,3443,3167,3243,3191
E1A,1020,581,3692,3535,3686,3405,3460,3364,3336,3448,3582,3213,3070,3052,3254,3243,3234,2958,3032,2982
E1A,1020,582,3563,3396,3578,3312,3332,3215,3232,3317,3459,3149,2963,2932,3170,3170,3125,2867,2951,2902
E1A,1020,583,3396,3265,3424,3171,3180,3069,3072,3179,3307,2983,2841,2802,3021,3026,2970,2765,2805,2766
E1A,1020,584,3272,3119,3300,3007,3085,2977,2963,3044,3161,2885,2735,2716,2915,2908,2893,2655,2715,2669
E1A,1020,585,3149,3019,3184,2888,2959,2839,2857,2920,3030,2770,2629,2606,2809,2805,2779,2573,2618,2547
E1A,1020,586,3083,2899,3070,2812,2852,2779,2771,2843,2963,2664,2566,2506,2713,2683,2688,2471,2528,2471
E1A,1020,587,2924,2761,2921,2702,2714,2636,2636,2710,2825,2558,2436,2397,2589,2592,2558,2342,2411,2361
E1A,1020,588,2803,2696,2843,2622,2639,2534,2541,2632,2714,2478,2344,2313,2501,2505,2492,2269,2349,2277
E1A,1020,589,2740,2612,2728,2549,2561,2476,2476,2541,2665,2398,2292,2242,2425,2415,2420,2219,2264,2229
E1A,1020,590,2628,2529,2665,2452,2462,2415,2397,2455,2559,2328,2200,2182,2348,2335,2328,2145,2178,2153
E1A,1020,591,2582,2475,2592,2407,2422,2351,2339,2400,2495,2291,2154,2125,2296,2300,2284,2070,2118,2096
E1A,1020,592,2487,2401,2527,2312,2350,2283,2264,2322,2431,2198,2090,2074,2231,2217,2188,2019,2074,2026
E1A,1020,593,2423,2296,2441,2242,2301,2193,2204,2263,2348,2158,2026,2028,2150,2155,2143,1960,1996,1979
E1A,1020,594,2345,2224,2367,2195,2204,2135,2125,2179,2261,2061,1941,1934,2086,2084,2065,1897,1941,1893
E1A,1020,595,2258,2157,2284,2116,2136,2066,2050,2131,2211,2009,1914,1875,2025,2027,2009,1843,1873,1832
E1A,1020,596,2223,2109,2203,2049,2060,1989,2000,2069,2140,1949,1839,1819,1969,1977,1953,1772,1830,1803
E1A,1020,597,2135,2049,2170,1976,2024,1948,1950,1991,2055,1912,1796,1765,1915,1906,1882,1726,1759,1745
E1A,1020,598,2055,1980,2062,1943,1941,1860,1873,1925,1991,1824,1720,1705,1847,1830,1806,1670,1718,1689
E1A,1020,599,1971,1855,1983,1836,1838,1787,1791,1847,1919,1716,1659,1642,1753,1765,1736,1590,1637,1616
E1A,1020,600,1933,1849,1960,1794,1817,1744,1769,1813,1895,1722,1611,1584,1716,1735,1691,1558,1611,1567
