q**2_data,ln(I(q))_data,error_data,q**2_fit,ln(I(q))_fit,normalized_residual,
1.2745128096746354e-05,0.3133378098422115,0.03868842755891346,8.615706593400533e-05,0.43598886225068106,1.4092312671383662,
1.4865917412044946e-05,0.43638049484151,0.027991281701611616,9.154060804207099e-05,0.4341758661278045,-1.5891967390753323,
1.7149844366981893e-05,0.43036520368278885,0.022647540562080612,9.7087287789775e-05,0.4323079307284772,-1.743200834448623,
1.959690896155719e-05,0.3927316808530604,0.01996844725213777,0.00010279710517711737,0.430385056052699,-1.167667631502519,
2.2207111195770842e-05,0.489576459106032,0.016510489528267152,0.00010867006020409808,0.42840724210047004,0.8431535056323742,
2.4980451069622847e-05,0.43339666179479974,0.016556968848176905,0.00011470615287071715,0.42637448887179025,-0.4258813595712542,
2.7916928583113205e-05,0.44895925333645076,0.015552249292734764,0.00012090538317697457,0.42428679636665967,1.2446339229115873,
3.101654373624192e-05,0.42708502323663505,0.015692794456591153,0.00012726775112287036,0.42214416458507825,-2.3538925692852954,
3.4279296529008984e-05,0.4689692282548656,0.01488832461031987,0.00013379325670840448,0.4199465935270461,0.8874897864506881,
3.770518696141441e-05,0.4603017012446987,0.014576278317931388,0.00014048189993357696,0.41769408319256307,0.42708291289613326,
4.129421503345817e-05,0.4606706750440449,0.01409704418062575,0.00014733368079838783,0.4153866335816293,1.6409721331657117,
4.504638074514029e-05,0.47433164479946294,0.013516501565559573,0.000154348599302837,0.4130242446942447,2.1975226827473975,
4.896168409646078e-05,0.41060918374377475,0.013980588027792711,0.00016152665544692457,0.41060691653040926,-1.3966580743462702,
5.30401250874196e-05,0.4597560629250207,0.013164752812937747,0.00016886784923065052,0.40813464909012304,-0.7095845456483388,
5.72817037180168e-05,0.4556694647216933,0.013061335446502554,0.00017637218065401472,0.40560744237338603,1.5184523631292266,
6.168641998825232e-05,0.4262029115184031,0.012983470730391557,0.00018403964971701732,0.4030252963801982,0.6050635152843264,
6.625427389812625e-05,0.4720654279780295,0.012224569162656473,0.00019187025641965834,0.40038821111055956,-2.468254360654475,
7.098526544763845e-05,0.4330459457721606,0.012588573659571866,0.00019986400076193764,0.3976961865644701,-0.9378943137139292,
7.587939463678908e-05,0.42048859270040584,0.012454513602996358,0.00020802088274385526,0.3949492227419299,0.45647671258889766,
8.0936661465578e-05,0.49432145668144556,0.01148223708643798,0.00021634090236541127,0.3921473196429388,0.29595969320902316,
8.615706593400533e-05,0.4523272518150131,0.011593831293219411,0.0002248240596266057,0.389290477267497,-0.312083569067698,
9.154060804207099e-05,0.4154422802506612,0.01178808477045036,0.0002334703545274384,0.38637869561560434,0.3255915620158427,
9.7087287789775e-05,0.4111384423287052,0.012144032965924947,0.00024227978706790944,0.38341197468726085,2.1092338934339905,
0.00010279710517711737,0.417002349321374,0.011461058241465994,0.00025125235724801886,0.38039031448246663,3.134729419211246,
0.00010867006020409808,0.43770392295320726,0.011026083377029434,0.00026038806506776673,0.3773137150012215,-0.49543921479319786,
