q**2_data,ln(I(q))_data,error_data,q**2_fit,ln(I(q))_fit,normalized_residual,
8.99296235632785e-06,-3.5385847177477916,0.09555108558325907,2.4980451023119878e-05,-3.6142340206924644,-0.3751133069292873,
1.0787476417895772e-05,-3.6071500183816987,0.05480490895552455,2.7916928579451394e-05,-3.615345507398906,1.944460215368576,
1.2745128124020803e-05,-3.5536369752328176,0.04457408300956788,3.101654378034003e-05,-3.616518743367777,-1.0884108861631872,
1.486591739759025e-05,-3.5525823072162614,0.03633752632300253,3.427929650868871e-05,-3.6177537285547556,0.17265979041830448,
1.7149844387117442e-05,-3.543533064267058,0.028966399815544268,3.77051869929795e-05,-3.6190504630463245,1.2701201357716858,
1.9596908932664953e-05,-3.62227773782799,0.026394225645917844,4.1294214993306254e-05,-3.6204089467516765,-0.37765221039430785,
2.220711120559431e-05,-3.605993650946256,0.02386075876802512,4.50463807609992e-05,-3.621829179765943,0.31773411995738526,
2.4980451023119878e-05,-3.6229090486122533,0.023126420096379694,4.896168403330401e-05,-3.6233111619896685,-1.6301838936744806,
2.7916928579451394e-05,-3.5740384843143493,0.02124343957159693,5.3040125084399124e-05,-3.624854893526633,-0.25943681419756415,
3.101654378034003e-05,-3.640940821918779,0.022438289492944716,5.7281703780051356e-05,-3.626460374326027,-0.9401894766675464,
3.427929650868871e-05,-3.61400845856519,0.02169161667862565,6.168641996317928e-05,-3.628127604328394,0.1861188178185637,
3.77051869929795e-05,-3.592632030023922,0.02079994819257897,6.625427394223368e-05,-3.629856583650486,0.3541579547912235,
4.1294214993306254e-05,-3.6282942156612514,0.020879710729991327,7.098526539733966e-05,-3.6316473121712263,-0.3186663690089576,
4.50463807609992e-05,-3.615493804486616,0.019939234981049107,7.587939465979619e-05,-3.6334997900160158,1.8477064137336103,
4.896168403330401e-05,-3.6563778831541027,0.02028404359332792,8.093666138688024e-05,-3.63541401705513,2.689136067722564,
5.3040125084399124e-05,-3.6299356643398584,0.01958384676029885,8.615706593273896e-05,-3.6373899934226173,1.477901974102615,
5.7281703780051356e-05,-3.644935049792753,0.019649949212586948,9.154060812315479e-05,-3.6394277190525344,0.29622304567604363,
6.168641996317928e-05,-3.624658213304446,0.01864073211194787,9.708728776106195e-05,-3.6415271938702896,-0.10952632059120435,
6.625427394223368e-05,-3.6233753605415036,0.018300374229354942,0.00010279710462654649,-3.643688417792644,-1.086508138356402,
7.098526539733966e-05,-3.6375473652789,0.018514828301533073,0.0001086700605617449,-3.6459113915168646,-0.21463281215822888,
7.587939465979619e-05,-3.6013109273610646,0.0174209833422118,0.00011470615204517763,-3.6481961137100356,0.48546522680610094,
8.093666138688024e-05,-3.5893590950200838,0.017126289215275887,0.00012090538330376256,-3.6505425859720884,-0.8319687337901132,
8.615706593273896e-05,-3.6122710418107142,0.016996358386458823,0.0001272677499963408,-3.6529508066598497,0.3579657830715616,
9.154060812315479e-05,-3.634406795465556,0.016949807451745246,0.00013379325657831225,-3.6554207774597347,-0.0645664974672768,
9.708728776106195e-05,-3.6434506358001673,0.01756145846491775,0.0001404819008505372,-3.657952497539346,-2.119876412398042,
0.00010279710462654649,-3.662086395347393,0.016933124479472535,0.00014733368038539395,-3.660545965979804,-0.8585516196357645,
0.0001086700605617449,-3.6494472594782863,0.016474032678726786,0.00015434859998100542,-3.6632011845972476,2.0344998304300397,
0.00011470615204517763,-3.640211023067966,0.016448326679551966,0.00016152665472500771,-3.665918151532297,-0.02660718558827017,
0.00012090538330376256,-3.6642860737639937,0.016519235920436096,0.00016886784964400566,-3.6686968686875723,0.6578243194261859,
0.0001272677499963408,-3.6471095736195687,0.01631785303656614,0.00017637217959715344,-3.6715373341172124,-0.9266424842954173,
0.00013379325657831225,-3.6564397648386073,0.01578198320869215,0.00018403964983953797,-3.67443954981032,0.2292219308281531,
0.0001404819008505372,-3.6925392229054417,0.016315444222982093,0.000191870257772176,-3.6774035147831543,-2.558485148274912,
0.00014733368038539395,-3.674192828520629,0.015895214951215902,0.00019986400056760226,-3.6804292279654907,-0.7157988015245268,
0.00015434859998100542,-3.634388874893338,0.014161863900386418,0.00020802088382362684,-3.6835166914761572,1.140313788176861,
0.00016152665472500771,-3.66629813801057,0.014281348059619406,0.00021634090182819855,-3.686665903153084,-0.7619988444787386,
0.00016886784964400566,-3.659747088414599,0.013605122231996574,0.00022482406040760965,-3.6898768652015828,-0.5875414485849728,
0.00017637217959715344,-3.6843086123455002,0.013782314587053075,0.00023347035362132688,-3.6931495753731007,-0.5154224123480595,
0.00018403964983953797,-3.671410870147535,0.01321287039090226,0.00024227978752412447,-3.6964840359594313,-1.0565794184645394,
0.000191870257772176,-3.7117988728421736,0.013443641868396515,0.00025125235594698726,-3.69988024462554,-0.3940621753116546,
0.00019986400056760226,-3.689690314772602,0.012938114435769853,0.0002603880651731714,-3.703338203749703,0.3669343142776135,
0.00020802088382362684,-3.6691592419784986,0.012590788295749156,0.0002696869120896091,-3.7068579121535925,-0.44158667188915834,
0.00021634090182819855,-3.6962938852006135,0.012635166204373703,0.00027914889335475026,-3.7104393685723975,-1.3535630143861546,
0.00022482406040760965,-3.697157603641912,0.012391872025137795,0.00028877401559457446,-3.7140825755141194,-0.04023805448365267,
0.00023347035362132688,-3.6994914547422777,0.012304236713894303,0.0002985622720688612,-3.717787530427515,-0.07354149380553297,
0.00024227978752412447,-3.709279801369105,0.012110557129977806,0.00030851366963207186,-3.721554235907069,0.03635625560294366,
0.00025125235594698726,-3.7046081033397664,0.01199774809771368,0.0003186282013155041,-3.725382689315056,-0.09390316316998745,
