Frame,Integrated_Intensity,Mean_Intensity,Subtracted_Integrated_Intensity,Subtracted_Mean_Intensity,Rg_(A),Rger_(A),I0,I0er,MW_Vc_(kDa),MWer_Vc_(kDa),MW_Vp_(kDa),File_Name
35,1.17553360E-02,3.39733101E-02,2.61937485E-04,7.53945904E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS05_023_0036.tif
36,1.17506607E-02,3.39580961E-02,2.57262190E-04,7.38732517E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS05_023_0037.tif
37,1.17426849E-02,3.39374840E-02,2.49286402E-04,7.18120835E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS05_023_0038.tif
38,1.17358866E-02,3.39143164E-02,2.42488047E-04,6.94950751E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS05_023_0039.tif
39,1.17526059E-02,3.39662470E-02,2.59207342E-04,7.46881997E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS05_023_0040.tif
40,1.17549306E-02,3.39783877E-02,2.61532077E-04,7.59026210E-04,6.76005614E+01,0.00000000E+00,1.37119613E-03,0.00000000E+00,2.02297219E-01,4.49774631E-01,2.26221405E+01,SS05_023_0041.tif
41,1.17448035E-02,3.39461453E-02,2.51404928E-04,7.26779981E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS05_023_0042.tif
42,1.17624407E-02,3.39963473E-02,2.69042154E-04,7.76981818E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS05_023_0043.tif
43,1.17396827E-02,3.39272022E-02,2.46284219E-04,7.07836880E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS05_023_0044.tif
44,1.17376244E-02,3.39225531E-02,2.44225852E-04,7.03187077E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS05_023_0045.tif
45,1.17427462E-02,3.39332335E-02,2.49347633E-04,7.13869173E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS05_023_0046.tif
46,1.17309226E-02,3.39046754E-02,2.37524083E-04,6.85307779E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS05_023_0047.tif
47,1.17458407E-02,3.39567922E-02,2.52442165E-04,7.37426104E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS05_023_0048.tif
48,1.17406349E-02,3.39340679E-02,2.47236376E-04,7.14707014E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS05_023_0049.tif
49,1.17340263E-02,3.39109860E-02,2.40627749E-04,6.91619294E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS05_023_0050.tif
50,1.17455389E-02,3.39523964E-02,2.52140308E-04,7.33031833E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS05_023_0051.tif
51,1.17399205E-02,3.39345261E-02,2.46521936E-04,7.15160975E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS05_023_0052.tif
52,1.17437993E-02,3.39447819E-02,2.50400742E-04,7.25416350E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS05_023_0053.tif
