Frame,Integrated_Intensity,Mean_Intensity,Subtracted_Integrated_Intensity,Subtracted_Mean_Intensity,Rg_(A),Rger_(A),I0,I0er,MW_Vc_(kDa),MWer_Vc_(kDa),MW_Vp_(kDa),File_Name
0,1.17454543E-02,3.39459851E-02,-8.89569935E-06,-2.69285301E-05,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS13_033_0001.tif
1,1.17433045E-02,3.39357592E-02,-1.10455379E-05,-3.71506139E-05,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS13_033_0002.tif
2,1.17374134E-02,3.39218676E-02,-1.69366332E-05,-5.10476420E-05,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS13_033_0003.tif
3,1.17463907E-02,3.39483507E-02,-7.95934727E-06,-2.45643187E-05,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS13_033_0004.tif
4,1.17484221E-02,3.39591466E-02,-5.92798598E-06,-1.37650968E-05,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS13_033_0005.tif
5,1.17510632E-02,3.39622870E-02,-3.28688314E-06,-1.06261095E-05,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS13_033_0006.tif
6,1.17274327E-02,3.38832811E-02,-2.69173480E-05,-8.96306083E-05,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS13_033_0007.tif
7,1.17454294E-02,3.39480899E-02,-8.92069106E-06,-2.48207180E-05,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS13_033_0008.tif
8,1.17488840E-02,3.39593329E-02,-5.46605295E-06,-1.35800256E-05,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS13_033_0009.tif
9,1.17351494E-02,3.39189433E-02,-1.92006691E-05,-5.39703833E-05,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS13_033_0010.tif
10,1.17462343E-02,3.39506976E-02,-8.11574455E-06,-2.22145045E-05,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS13_033_0011.tif
11,1.17293093E-02,3.39058153E-02,-2.50407827E-05,-6.70983936E-05,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS13_033_0012.tif
12,1.17361807E-02,3.39216664E-02,-1.81693556E-05,-5.12492697E-05,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS13_033_0013.tif
13,1.17249517E-02,3.38885076E-02,-2.93983063E-05,-8.44087481E-05,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS13_033_0014.tif
14,1.17412262E-02,3.39361206E-02,-1.31238405E-05,-3.67917528E-05,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS13_033_0015.tif
15,1.17352803E-02,3.39184962E-02,-1.90697806E-05,-5.44198519E-05,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS13_033_0016.tif
16,1.17292500E-02,3.38962376E-02,-2.51000170E-05,-7.66757876E-05,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS13_033_0017.tif
17,1.17340999E-02,3.39077525E-02,-2.02501034E-05,-6.51608643E-05,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS13_033_0018.tif
