Frame,Integrated_Intensity,Mean_Intensity,Subtracted_Integrated_Intensity,Subtracted_Mean_Intensity,Rg_(A),Rger_(A),I0,I0er,MW_Vc_(kDa),MWer_Vc_(kDa),MW_Vp_(kDa),File_Name
0,1.14763960E-02,3.31658497E-02,-2.28233950E-05,-7.02548568E-05,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS2_019_0001.tif
1,1.14774143E-02,3.31766233E-02,-2.18050938E-05,-5.94828998E-05,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS2_019_0002.tif
2,1.14758255E-02,3.31669897E-02,-2.33938929E-05,-6.91110909E-05,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS2_019_0003.tif
3,1.14709628E-02,3.31531279E-02,-2.82565609E-05,-8.29732890E-05,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS2_019_0004.tif
4,1.14893479E-02,3.32081057E-02,-9.87153843E-06,-2.79984524E-05,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS2_019_0005.tif
5,1.14900577E-02,3.32073532E-02,-9.16165235E-06,-2.87536386E-05,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS2_019_0006.tif
6,1.14937289E-02,3.32222320E-02,-5.49047279E-06,-1.38726782E-05,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS2_019_0007.tif
7,1.14923167E-02,3.32177319E-02,-6.90267280E-06,-1.83712255E-05,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS2_019_0008.tif
8,1.14779726E-02,3.31777632E-02,-2.12467539E-05,-5.83378242E-05,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS2_019_0009.tif
9,1.14776247E-02,3.31742615E-02,-2.15946680E-05,-6.18418198E-05,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS2_019_0010.tif
10,1.14556894E-02,3.31112593E-02,-4.35299321E-05,-1.24843922E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS2_019_0011.tif
11,1.14710570E-02,3.31667736E-02,-2.81624495E-05,-6.93313559E-05,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS2_019_0012.tif
12,1.14717664E-02,3.31548005E-02,-2.74530379E-05,-8.13037332E-05,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS2_019_0013.tif
13,1.14769337E-02,3.31715643E-02,-2.22857114E-05,-6.45411710E-05,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS2_019_0014.tif
14,1.14726966E-02,3.31640281E-02,-2.65227371E-05,-7.20745811E-05,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS2_019_0015.tif
