Frame,Integrated_Intensity,Mean_Intensity,Subtracted_Integrated_Intensity,Subtracted_Mean_Intensity,Rg_(A),Rger_(A),I0,I0er,MW_Vc_(kDa),MWer_Vc_(kDa),MW_Vp_(kDa),File_Name
0,1.17857059E-02,3.40677053E-02,-1.87756728E-05,-5.06569886E-05,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS03_021_0001.tif
1,1.17775421E-02,3.40381302E-02,-2.69395431E-05,-8.02315772E-05,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS03_021_0002.tif
2,1.17886817E-02,3.40679362E-02,-1.57999495E-05,-5.04292329E-05,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS03_021_0003.tif
3,1.17888631E-02,3.40704545E-02,-1.56185344E-05,-4.79084083E-05,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS03_021_0004.tif
4,1.17879710E-02,3.40775847E-02,-1.65105723E-05,-4.07803527E-05,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS03_021_0005.tif
5,1.17930045E-02,3.40852551E-02,-1.14770740E-05,-3.31110859E-05,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS03_021_0006.tif
6,1.17911277E-02,3.40863653E-02,-1.33538622E-05,-3.19999781E-05,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS03_021_0007.tif
7,1.17908766E-02,3.40847448E-02,-1.36050406E-05,-3.36188423E-05,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS03_021_0008.tif
8,1.17774135E-02,3.40363681E-02,-2.70681680E-05,-8.19966517E-05,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS03_021_0009.tif
9,1.17799241E-02,3.40472125E-02,-2.45574770E-05,-7.11528410E-05,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS03_021_0010.tif
10,1.17814354E-02,3.40570062E-02,-2.30462289E-05,-6.13586453E-05,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS03_021_0011.tif
11,1.17790046E-02,3.40496302E-02,-2.54770112E-05,-6.87360225E-05,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS03_021_0012.tif
12,1.17707598E-02,3.40176895E-02,-3.37217834E-05,-1.00676683E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS03_021_0013.tif
