category,idr,temp,test_id,repeat,gain,focal_length,well,450,451,452,453,454,455,456,457,458,459,460,461,462,463,464,465,466,467,468,469,470,471,472,473,474,475,476,477,478,479,480,481,482,483,484,485,486,487,488,489,490,491,492,493,494,495,496,497,498,499,500,501,502,503,504,505,506,507,508,509,510,511,512,513,514,515,516,517,518,519,520,521,522,523,524,525,526,527,528,529,530,531,532,533,534,535,536,537,538,539,540,541,542,543,544,545,546,547,548,549,550,551,552,553,554,555,556,557,558,559,560,561,562,563,564,565,566,567,568,569,570,571,572,573,574,575,576,577,578,579,580,581,582,583,584,585,586,587,588,589,590,591,592,593,594,595,596,597,598,599,600
Flipped,PUMA,room,1486,1,1020,5.7,C1,1325,1616,1975,2443,3012,3600,4322,5154,6146,7184,8329,9487,10995,12356,13687,15275,16627,17785,18936,20223,21073,21470,22184,22633,22624,22874,22562,22317,21881,21468,20940,20428,19963,19311,19111,18618,18475,18191,17919,17931,17913,17792,18170,18275,18653,19120,19495,20217,20862,21725,22654,23487,25245,26224,27689,29630,31135,32967,34936,36772,38543,40429,42065,43402,44366,45386,45828,45742,45982,44828,44302,42804,41252,40019,37750,36205,34343,32549,31438,30371,29192,28246,27159,26083,24967,24302,23634,22649,21910,21092,20569,20284,19418,18887,18377,17779,17308,16603,16031,15598,15010,14431,13979,13616,13351,12969,12608,12201,11839,11492,10970,10529,10210,9747,9406,9017,8639,8281,7971,7541,7311,6950,6680,6402,6144,5904,5645,5349,5171,4842,4648,4371,4238,4063,3943,3782,3682,3503,3395,3301,3212,3143,3030,2938,2865,2760,2690,2579,2519,2414,2360
Flipped,PUMA,room,1486,1,1020,5.7,C2,1333,1620,1984,2446,3027,3600,4336,5196,6172,7216,8369,9604,11058,12378,13819,15354,16764,17907,19127,20304,21199,21714,22398,22758,22738,22984,22699,22448,22084,21678,21034,20642,20140,19504,19222,18755,18619,18305,18055,18004,18056,18000,18284,18442,18837,19294,19644,20380,21059,21958,22749,23705,25363,26429,27882,29892,31337,33228,35251,37038,38809,40672,42293,43686,44594,45758,46282,45990,46287,45190,44711,43169,41515,40290,38155,36421,34622,32894,31704,30502,29426,28370,27277,26300,25211,24446,23848,22754,22062,21224,20666,20478,19661,19113,18571,17970,17406,16739,16119,15683,15181,14570,14118,13765,13504,13046,12721,12368,11920,11586,11061,10651,10273,9824,9544,9123,8705,8349,8084,7565,7377,6972,6741,6444,6162,5953,5712,5407,5234,4888,4689,4422,4282,4111,3954,3828,3739,3553,3446,3318,3211,3151,3052,2993,2877,2796,2701,2611,2523,2429,2382
Flipped,PUMA,room,1486,1,1020,5.7,C3,1336,1620,1994,2462,3012,3621,4335,5226,6205,7214,8374,9534,11068,12472,13773,15466,16744,17933,19194,20374,21304,21706,22429,22889,22862,23083,22721,22560,22056,21653,21128,20727,20182,19527,19265,18832,18654,18362,18140,18149,18116,18043,18363,18484,18854,19315,19732,20475,21201,22007,22902,23767,25488,26601,28052,30010,31581,33289,35382,37197,39025,40796,42581,44043,44835,45837,46347,46165,46456,45345,44768,43337,41769,40437,38194,36629,34737,32996,31759,30637,29529,28477,27437,26495,25370,24578,23951,22930,22153,21363,20790,20515,19687,19232,18638,18020,17497,16788,16193,15781,15254,14588,14207,13836,13576,13117,12746,12460,11967,11654,11106,10692,10348,9856,9525,9131,8769,8415,8046,7630,7398,7037,6764,6488,6215,5973,5716,5454,5244,4882,4732,4439,4319,4150,3996,3841,3739,3558,3467,3364,3222,3189,3078,2986,2896,2809,2736,2634,2567,2434,2401
Flipped,PUMA,room,1486,1,1020,5.7,C4,1270,1560,1916,2357,2897,3481,4186,4982,5937,6897,8034,9166,10607,11949,13239,14805,16020,17168,18324,19531,20454,20870,21507,21870,21972,22132,21830,21471,21149,20745,20193,19852,19355,18741,18520,17992,17913,17553,17375,17317,17354,17268,17556,17678,18126,18449,18858,19548,20273,21116,21923,22750,24389,25437,26872,28750,30153,31890,33796,35649,37354,39117,40735,42054,42919,43852,44388,44354,44384,43430,42793,41368,40018,38792,36571,35033,33217,31526,30433,29271,28097,27241,26264,25203,24229,23475,22912,21833,21158,20377,19852,19671,18778,18284,17731,17190,16688,16104,15449,15087,14518,13954,13524,13209,12978,12522,12204,11895,11406,11099,10629,10223,9875,9425,9148,8765,8350,8064,7770,7338,7098,6697,6454,6198,5904,5738,5478,5215,4981,4707,4504,4209,4110,3951,3833,3643,3551,3386,3282,3202,3113,3031,2932,2882,2760,2676,2614,2526,2443,2340,2306
Flipped,PUMA,room,1486,1,1020,5.7,C5,1179,1447,1780,2182,2675,3215,3832,4591,5436,6394,7367,8421,9753,11000,12230,13629,14800,15839,16906,18022,18798,19177,19769,20109,20230,20397,20075,19904,19454,19133,18601,18257,17801,17252,17019,16584,16472,16213,15959,15983,16006,15916,16228,16306,16703,17172,17477,18109,18709,19539,20323,21092,22639,23576,24921,26636,27989,29631,31479,33029,34780,36227,37748,38929,39805,40697,41159,40964,41176,40210,39673,38279,36901,35874,33859,32396,30629,29151,28142,27150,26112,25178,24241,23363,22410,21725,21159,20287,19571,18837,18436,18176,17362,16908,16434,15964,15446,14831,14342,13939,13391,12959,12538,12175,12011,11576,11260,10979,10597,10290,9790,9455,9136,8734,8485,8107,7713,7403,7160,6748,6575,6231,5988,5759,5509,5318,5093,4811,4642,4347,4174,3908,3821,3670,3537,3392,3305,3142,3035,2986,2870,2791,2715,2662,2543,2488,2402,2357,2268,2163,2112
Flipped,PUMA,room,1486,1,1020,5.7,C6,1154,1417,1716,2118,2590,3097,3733,4450,5292,6213,7151,8208,9487,10659,11819,13195,14377,15389,16419,17451,18236,18635,19205,19541,19590,19800,19529,19283,18870,18591,18034,17772,17295,16752,16475,16141,15978,15752,15545,15556,15571,15507,15744,15922,16212,16684,16944,17522,18249,19004,19747,20532,22092,22916,24288,25996,27263,28868,30526,32136,33853,35355,36735,38031,38808,39670,40035,39787,40059,39070,38659,37332,35933,34784,32824,31505,29867,28364,27258,26284,25453,24475,23596,22718,21827,21128,20597,19661,19083,18375,17896,17597,16915,16464,15968,15463,15026,14460,13894,13572,13061,12543,12213,11848,11658,11319,11007,10686,10338,10034,9579,9187,8917,8483,8197,7894,7521,7238,6966,6593,6391,6060,5807,5599,5344,5138,4937,4678,4524,4234,4060,3830,3707,3585,3450,3313,3182,3074,2992,2895,2808,2757,2654,2594,2495,2415,2346,2286,2207,2098,2049
Flipped,PUMA,room,1487,2,1020,5.7,C7,1262,1540,1879,2329,2829,3418,4097,4893,5804,6797,7900,9030,10442,11733,13006,14517,15788,16910,18071,19210,20014,20494,21016,21485,21475,21686,21414,21170,20763,20313,19826,19479,18945,18336,18103,17653,17548,17310,17016,17064,17028,16978,17232,17377,17807,18178,18586,19199,19892,20757,21511,22430,24012,24989,26440,28316,29732,31455,33458,35149,36959,38630,40175,41469,42390,43298,43795,43494,43763,42678,42107,40800,39253,38162,36032,34426,32627,31014,29919,28776,27849,26759,25785,24904,23770,23082,22541,21504,20837,20074,19493,19283,18511,17957,17447,16917,16439,15849,15237,14870,14322,13768,13341,12951,12778,12314,12044,11712,11265,10939,10442,10067,9746,9259,8998,8619,8214,7915,7623,7218,6978,6620,6373,6119,5812,5633,5421,5127,4939,4636,4451,4144,4038,3909,3762,3623,3493,3367,3248,3152,3060,3005,2894,2802,2707,2637,2564,2499,2404,2314,2236
Flipped,PUMA,room,1487,2,1020,5.7,C8,1251,1514,1854,2323,2825,3375,4045,4841,5767,6733,7834,8936,10334,11664,12928,14455,15690,16766,17924,19062,19879,20309,20886,21350,21392,21508,21225,21048,20566,20223,19707,19310,18840,18277,17948,17546,17466,17144,16906,16918,16904,16767,17143,17250,17686,18121,18480,19104,19837,20623,21396,22228,23823,24844,26313,28173,29600,31290,33198,34997,36600,38175,39820,41186,42050,43003,43259,43126,43492,42472,41855,40538,39028,37776,35833,34117,32478,30849,29759,28514,27520,26519,25621,24662,23717,22892,22368,21340,20738,19876,19462,19180,18393,17890,17343,16853,16341,15708,15198,14746,14208,13696,13266,12907,12708,12260,11937,11608,11201,10837,10372,10001,9693,9208,8953,8524,8198,7865,7621,7110,6951,6575,6321,6061,5805,5597,5368,5066,4877,4580,4410,4135,4009,3875,3712,3577,3492,3318,3245,3141,3041,2974,2844,2791,2707,2642,2540,2469,2387,2272,2240
Flipped,PUMA,room,1487,2,1020,5.7,C9,1278,1566,1918,2383,2903,3477,4185,4997,5945,6924,8062,9217,10638,11942,13281,14789,16082,17225,18400,19551,20445,20860,21445,21918,21883,22185,21832,21595,21147,20814,20237,19883,19340,18709,18494,18091,17871,17597,17345,17359,17402,17325,17662,17718,18122,18620,18923,19639,20300,21214,21957,22853,24527,25502,26945,28827,30355,32080,34158,35903,37616,39264,40914,42275,43150,44190,44569,44416,44698,43689,43007,41637,40225,38954,36852,35249,33491,31674,30658,29298,28340,27406,26355,25415,24333,23592,23023,22023,21278,20554,20004,19664,18904,18424,17847,17297,16869,16134,15589,15137,14613,14011,13642,13260,13093,12646,12266,11915,11554,11232,10655,10268,9922,9464,9222,8821,8411,8099,7751,7343,7164,6782,6498,6275,5973,5762,5547,5222,5061,4735,4528,4262,4148,3989,3840,3676,3581,3443,3308,3232,3112,3076,2956,2898,2748,2680,2596,2543,2432,2333,2301
