category,idr,temp,test_id,repeat,gain,focal_length,well,450,451,452,453,454,455,456,457,458,459,460,461,462,463,464,465,466,467,468,469,470,471,472,473,474,475,476,477,478,479,480,481,482,483,484,485,486,487,488,489,490,491,492,493,494,495,496,497,498,499,500,501,502,503,504,505,506,507,508,509,510,511,512,513,514,515,516,517,518,519,520,521,522,523,524,525,526,527,528,529,530,531,532,533,534,535,536,537,538,539,540,541,542,543,544,545,546,547,548,549,550,551,552,553,554,555,556,557,558,559,560,561,562,563,564,565,566,567,568,569,570,571,572,573,574,575,576,577,578,579,580,581,582,583,584,585,586,587,588,589,590,591,592,593,594,595,596,597,598,599,600
Flipped,PUMA,room,1487,2,1020,5.7,C10,1219,1486,1822,2260,2743,3333,3972,4769,5662,6601,7611,8698,10082,11369,12612,14074,15291,16391,17462,18597,19394,19842,20409,20808,20835,21042,20678,20550,20088,19781,19190,18872,18393,17816,17577,17100,16973,16710,16504,16522,16501,16429,16756,16876,17219,17726,17986,18705,19307,20119,20943,21815,23351,24360,25665,27565,28804,30516,32339,34180,35817,37404,39005,40339,41122,42175,42411,42272,42536,41538,40914,39648,38205,37049,35002,33443,31815,30086,29001,27945,26968,25954,25060,24114,23134,22418,21831,20880,20203,19492,19020,18696,18004,17520,16960,16406,15996,15361,14805,14458,13868,13357,12967,12564,12381,11989,11720,11322,10964,10630,10094,9780,9435,9011,8754,8378,7996,7677,7440,6993,6773,6414,6171,5941,5654,5490,5257,4970,4759,4461,4317,4070,3926,3776,3647,3534,3426,3267,3169,3071,2971,2912,2820,2734,2642,2551,2500,2405,2344,2218,2163
Flipped,PUMA,room,1487,2,1020,5.7,C11,1229,1503,1841,2287,2795,3350,4030,4792,5723,6646,7680,8764,10186,11493,12736,14160,15428,16491,17596,18748,19558,20011,20590,20960,21035,21224,20950,20750,20296,19999,19403,19059,18527,17941,17708,17290,17176,16914,16640,16663,16641,16625,16909,16988,17407,17817,18135,18802,19486,20294,21056,21925,23452,24383,25850,27670,29069,30724,32573,34348,35902,37726,39197,40500,41332,42299,42745,42505,42754,41803,41181,39919,38537,37128,35167,33656,31939,30352,29267,28116,27149,26169,25246,24290,23357,22613,21991,21055,20345,19648,19118,18836,18107,17588,17055,16578,16112,15453,14925,14460,13953,13453,13047,12653,12499,12032,11749,11414,11003,10700,10167,9808,9475,9011,8791,8383,8062,7711,7429,7034,6856,6465,6213,6007,5701,5490,5262,5012,4792,4535,4322,4038,3962,3787,3676,3525,3417,3251,3154,3102,2981,2915,2842,2751,2633,2555,2518,2435,2361,2246,2207
Flipped,PUMA,room,1487,2,1020,5.7,C12,1250,1517,1846,2308,2817,3348,4017,4799,5712,6679,7728,8806,10187,11492,12780,14234,15405,16552,17678,18759,19598,20047,20637,21056,21089,21212,20983,20752,20257,19968,19403,19077,18592,18052,17773,17343,17250,16893,16697,16675,16700,16634,16917,17073,17424,17872,18247,18881,19469,20264,21059,21920,23498,24514,25930,27700,29060,30770,32563,34390,36053,37703,39233,40467,41418,42446,42787,42602,42832,41887,41278,40049,38568,37360,35232,33813,32147,30377,29294,28180,27225,26304,25260,24413,23350,22564,22075,21059,20389,19651,19129,18892,18180,17607,17051,16579,16080,15454,14912,14554,13971,13454,13060,12684,12485,12047,11756,11383,11045,10680,10174,9824,9497,9064,8807,8424,8066,7742,7440,7040,6821,6432,6223,5973,5701,5516,5264,5008,4809,4500,4361,4064,3981,3798,3661,3536,3426,3268,3171,3078,3009,2906,2849,2735,2656,2569,2482,2433,2331,2227,2192
Flipped,p53,room,1486,1,1020,5.7,D1,1558,1906,2336,2925,3543,4263,5131,6113,7278,8487,9774,11233,12981,14579,16211,18066,19611,20976,22418,23865,24902,25479,26220,26750,26806,27032,26646,26425,25828,25345,24679,24203,23577,22873,22504,21955,21792,21383,21037,21002,20935,20754,21033,21053,21411,21799,21979,22575,23080,23680,24257,24817,26074,26628,27770,29209,30171,31395,32807,33955,35144,36319,37429,38336,38827,39515,39685,39356,39588,38578,38035,36835,35464,34381,32608,31268,29704,28275,27309,26399,25503,24652,23875,22951,22076,21524,20910,20069,19430,18762,18316,18132,17374,16943,16376,15909,15455,14850,14241,13880,13335,12854,12443,12065,11862,11444,11138,10817,10370,10107,9642,9295,8949,8572,8312,7957,7634,7326,7050,6678,6502,6163,5935,5728,5436,5285,5089,4805,4621,4362,4223,3945,3868,3694,3605,3452,3372,3188,3127,3030,2920,2869,2792,2683,2616,2537,2451,2392,2315,2227,2150
Flipped,p53,room,1486,1,1020,5.7,D2,1548,1864,2295,2847,3503,4183,5037,6027,7153,8373,9664,11076,12806,14375,15972,17809,19313,20738,22120,23488,24450,25139,25860,26432,26375,26668,26246,26037,25437,25010,24344,23878,23238,22544,22123,21593,21392,21039,20627,20555,20614,20503,20794,20757,21061,21496,21655,22234,22751,23373,23993,24405,25825,26364,27440,28832,29724,30877,32303,33535,34595,35896,36871,37767,38291,38948,39069,38896,39091,38032,37521,36242,34992,33789,32095,30758,29246,27834,26881,25937,25140,24353,23454,22646,21766,21200,20628,19726,19200,18532,18026,17844,17090,16693,16184,15647,15215,14556,14013,13682,13125,12674,12207,11827,11664,11219,10971,10598,10239,9950,9465,9176,8842,8418,8167,7868,7503,7195,6902,6558,6400,6052,5789,5610,5383,5219,4972,4764,4580,4280,4166,3880,3792,3639,3525,3368,3305,3162,3042,2975,2865,2820,2734,2659,2589,2497,2431,2357,2263,2190,2122
Flipped,p53,room,1486,1,1020,5.7,D3,1559,1898,2323,2907,3545,4268,5107,6123,7278,8518,9887,11297,13019,14643,16265,18196,19723,21121,22460,23935,24991,25605,26314,26842,26821,27164,26722,26570,25991,25500,24740,24317,23694,22929,22571,22026,21820,21451,21126,21047,20931,20853,21117,21155,21462,21849,22079,22621,23192,23797,24340,24946,26232,26833,27933,29339,30265,31460,32809,34185,35334,36430,37598,38397,39103,39619,39914,39556,39735,38627,38127,36840,35512,34457,32656,31398,29777,28339,27437,26450,25580,24738,23909,23089,22176,21482,21053,20118,19525,18858,18427,18164,17397,16962,16420,15936,15532,14816,14308,13906,13401,12840,12466,12103,11894,11424,11157,10848,10432,10136,9638,9290,9014,8573,8347,7994,7661,7318,7071,6711,6510,6166,5956,5713,5472,5278,5079,4853,4668,4368,4201,3954,3870,3696,3597,3463,3345,3184,3141,3038,2937,2896,2790,2739,2624,2549,2451,2400,2313,2205,2158
Flipped,p53,room,1486,1,1020,5.7,D4,1467,1802,2212,2737,3333,4006,4838,5772,6884,8010,9291,10626,12289,13836,15385,17108,18578,19981,21327,22563,23534,24089,24780,25298,25393,25599,25258,24965,24440,24109,23346,22899,22376,21636,21265,20784,20615,20259,19840,19844,19801,19620,19912,19919,20263,20675,20830,21483,21888,22467,23076,23590,24793,25454,26443,27818,28691,29944,31248,32369,33466,34713,35678,36468,37047,37672,37949,37578,37688,36791,36268,35011,33748,32761,31079,29756,28272,26925,25975,25077,24312,23452,22668,21877,21058,20408,19904,19109,18533,17871,17444,17216,16509,16081,15582,15110,14648,14032,13564,13201,12646,12188,11809,11457,11246,10857,10592,10237,9914,9615,9196,8836,8548,8137,7944,7574,7255,6968,6730,6367,6151,5827,5636,5442,5211,5024,4819,4595,4430,4141,3982,3751,3668,3528,3420,3289,3191,3024,2947,2890,2786,2747,2627,2577,2487,2435,2348,2253,2185,2092,2062
Flipped,p53,room,1486,1,1020,5.7,D5,1459,1780,2174,2701,3307,3979,4762,5681,6774,7901,9177,10481,12129,13665,15120,16914,18389,19652,21010,22359,23246,23747,24480,24908,24943,25256,24914,24609,24173,23711,23126,22591,22036,21356,21098,20546,20324,19947,19612,19567,19564,19419,19590,19696,20010,20361,20583,21073,21550,22163,22707,23304,24525,25156,26014,27392,28300,29489,30749,31990,33072,34220,35264,36052,36675,37197,37460,37115,37267,36305,35820,34587,33403,32388,30615,29371,27964,26540,25674,24733,23922,23222,22338,21590,20758,20186,19727,18876,18301,17559,17246,16986,16338,15945,15385,14945,14454,13886,13400,13030,12502,12021,11634,11332,11109,10741,10480,10130,9745,9513,9033,8693,8430,8026,7835,7473,7127,6924,6595,6292,6123,5788,5559,5381,5138,4950,4772,4530,4362,4104,3957,3710,3633,3467,3319,3241,3150,2985,2920,2859,2751,2686,2601,2552,2441,2401,2330,2244,2174,2069,2021
Flipped,p53,room,1486,1,1020,5.7,D6,1461,1773,2177,2690,3286,3945,4738,5686,6732,7917,9193,10521,12121,13637,15109,16894,18333,19649,20955,22281,23272,23818,24500,24968,24990,25138,24853,24607,24126,23732,23095,22643,22049,21337,21048,20560,20315,20029,19663,19587,19573,19394,19692,19735,20117,20408,20596,21096,21607,22249,22726,23313,24580,25114,26111,27439,28303,29403,30715,31880,32992,34116,35232,36007,36445,37060,37221,36942,36996,36048,35616,34416,33278,32165,30487,29190,27814,26393,25558,24643,23894,23059,22296,21498,20699,20097,19597,18786,18279,17550,17107,16929,16233,15827,15319,14864,14479,13822,13357,12977,12510,12019,11591,11273,11060,10698,10423,10092,9766,9476,9057,8670,8395,8048,7785,7470,7107,6872,6599,6263,6087,5759,5562,5333,5127,4903,4758,4553,4330,4073,3951,3683,3595,3487,3350,3233,3146,3006,2927,2834,2729,2674,2611,2547,2444,2372,2277,2262,2144,2045,2026
Flipped,p53,room,1487,2,1020,5.7,D7,1569,1908,2351,2922,3575,4330,5165,6155,7382,8614,9952,11338,13122,14751,16408,18295,19880,21272,22753,24164,25205,25808,26539,27081,27041,27351,26944,26674,26150,25715,25026,24587,23967,23213,22838,22303,22008,21620,21311,21204,21220,21026,21293,21330,21741,22142,22278,22864,23389,24030,24639,25271,26571,27162,28234,29633,30614,31794,33221,34616,35686,36794,38086,38862,39439,40205,40339,40045,40159,39095,38673,37420,36068,34979,33070,31667,30198,28723,27760,26774,25898,25058,24150,23306,22386,21786,21243,20413,19872,19119,18607,18383,17678,17184,16642,16143,15683,15042,14483,14105,13583,12981,12656,12210,12041,11638,11278,10962,10567,10241,9811,9426,9133,8676,8408,8162,7739,7441,7180,6820,6611,6283,6028,5826,5566,5384,5150,4903,4717,4411,4283,4019,3907,3734,3650,3500,3423,3242,3158,3073,2972,2925,2811,2760,2663,2589,2498,2418,2352,2252,2194
Flipped,p53,room,1487,2,1020,5.7,D8,1575,1939,2370,2937,3602,4347,5232,6206,7408,8633,10007,11459,13300,14922,16559,18479,20074,21502,22919,24358,25445,25988,26795,27269,27306,27535,27198,26960,26371,25966,25218,24850,24193,23374,23071,22471,22194,21882,21511,21510,21387,21261,21495,21502,21827,22295,22545,23065,23593,24277,24867,25457,26837,27411,28511,29928,30949,32049,33520,34849,36050,37193,38296,39266,39896,40479,40662,40263,40477,39580,38950,37748,36353,35285,33456,32103,30475,28945,28076,26998,26168,25260,24447,23529,22672,21976,21471,20588,19960,19271,18794,18565,17838,17346,16807,16350,15833,15183,14667,14284,13678,13130,12771,12354,12170,11693,11388,11053,10700,10404,9904,9572,9208,8804,8529,8148,7853,7519,7273,6856,6671,6308,6085,5863,5657,5414,5187,4977,4747,4455,4310,4045,3948,3765,3645,3504,3436,3291,3187,3104,3011,2966,2864,2774,2674,2590,2511,2424,2367,2276,2219
Flipped,p53,room,1487,2,1020,5.7,D9,1467,1799,2211,2739,3350,4017,4806,5777,6890,8034,9302,10608,12313,13858,15375,17151,18622,19918,21289,22657,23598,24145,24857,25353,25375,25541,25232,24954,24518,24043,23375,23029,22374,21619,21327,20792,20628,20332,19984,19930,19874,19697,19942,20032,20208,20727,20863,21488,21894,22582,23149,23654,24892,25510,26551,27854,28793,29890,31341,32500,33592,34673,35734,36584,37136,37724,37851,37500,37695,36840,36193,35062,33878,32757,31047,29812,28353,26953,26068,25093,24314,23510,22670,21835,21017,20439,19955,19120,18565,17852,17413,17265,16570,16137,15602,15100,14703,14110,13599,13279,12716,12207,11821,11483,11283,10898,10598,10282,9895,9618,9165,8837,8562,8171,7943,7562,7259,6984,6727,6347,6213,5896,5657,5456,5197,5035,4852,4585,4409,4150,4033,3772,3682,3538,3386,3285,3194,3052,2966,2895,2815,2726,2670,2582,2485,2413,2348,2279,2211,2107,2059
Flipped,p53,room,1487,2,1020,5.7,D10,1502,1837,2230,2804,3400,4098,4929,5887,7032,8190,9479,10866,12563,14151,15677,17550,19042,20396,21708,23088,24072,24736,25332,25923,25899,26054,25730,25512,24982,24523,23923,23450,22856,22147,21843,21349,21080,20769,20387,20373,20373,20165,20445,20433,20784,21219,21339,21905,22489,23011,23619,24202,25475,26082,27130,28457,29428,30629,32054,33246,34291,35453,36592,37456,37708,38572,38741,38487,38502,37544,37071,35833,34538,33542,31732,30504,28933,27480,26670,25690,24866,23992,23174,22390,21555,20898,20367,19496,18986,18305,17879,17661,16917,16476,15934,15525,15049,14395,13947,13512,13025,12549,12099,11747,11542,11138,10811,10554,10138,9849,9405,9044,8778,8326,8107,7767,7458,7140,6928,6529,6357,6000,5790,5606,5363,5179,4963,4707,4564,4286,4087,3871,3777,3637,3477,3376,3287,3100,3055,2985,2872,2830,2697,2638,2536,2472,2384,2357,2255,2135,2108
Flipped,p53,room,1487,2,1020,5.7,D11,1606,1956,2399,3009,3638,4350,5242,6253,7462,8709,10062,11544,13355,15049,16677,18634,20181,21627,23137,24568,25714,26247,27048,27504,27523,27806,27355,27118,26576,26119,25398,24966,24232,23469,23153,22548,22327,22001,21656,21570,21496,21305,21589,21650,21893,22298,22536,23087,23679,24213,24893,25459,26760,27403,28456,29930,30981,32127,33636,34774,36096,37193,38337,39273,39831,40527,40751,40418,40592,39598,39091,37902,36453,35342,33480,32132,30573,29116,28120,27102,26231,25338,24518,23623,22686,22062,21580,20694,20030,19304,18836,18633,17830,17396,16862,16321,15838,15257,14672,14227,13658,13139,12767,12368,12137,11716,11423,11073,10685,10337,9846,9501,9213,8817,8555,8162,7814,7510,7239,6875,6678,6330,6089,5880,5601,5420,5196,4936,4761,4483,4340,4049,3925,3807,3680,3515,3423,3272,3200,3091,3018,2925,2832,2775,2669,2585,2515,2458,2374,2250,2209
Flipped,p53,room,1487,2,1020,5.7,D12,1359,1662,2007,2519,3060,3681,4409,5265,6275,7319,8451,9697,11142,12601,13961,15616,16931,18137,19293,20628,21443,21949,22491,22966,23073,23307,22954,22650,22262,21880,21245,20895,20356,19714,19416,18947,18782,18467,18163,18114,17990,17902,18097,18188,18472,18814,18980,19400,19912,20481,20935,21442,22616,23119,24022,25287,26078,27155,28304,29423,30357,31328,32379,33142,33613,34219,34284,33927,34115,33250,32776,31731,30563,29639,28074,26907,25634,24345,23518,22643,21964,21229,20495,19813,18997,18430,18039,17250,16754,16147,15755,15544,14882,14560,14099,13723,13249,12732,12247,11867,11433,11021,10671,10353,10163,9820,9557,9281,8955,8646,8304,7969,7702,7389,7147,6846,6571,6333,6102,5747,5603,5306,5107,4912,4699,4534,4350,4155,3966,3733,3599,3404,3305,3180,3057,2980,2883,2751,2688,2605,2501,2458,2407,2308,2225,2163,2103,2051,2001,1900,1855
Flipped,E1A,room,1486,1,1020,5.7,B1,1163,1423,1743,2155,2626,3140,3772,4526,5368,6264,7252,8294,9630,10808,12015,13372,14552,15608,16569,17698,18473,18900,19416,19792,19834,20085,19776,19556,19186,18849,18377,18025,17538,17024,16849,16374,16223,16041,15831,15847,15869,15833,16192,16396,16749,17272,17783,18503,19352,20323,21331,22487,24361,25656,27430,29895,31558,33802,36162,38393,40567,42748,44787,46321,47498,48589,49084,48950,49057,47774,47159,45491,43726,42221,39793,38044,35956,34094,32772,31412,30230,29186,27965,27012,25892,25011,24323,23262,22511,21692,21186,20830,20017,19411,18877,18400,17870,17220,16634,16172,15584,15055,14581,14218,13969,13564,13200,12772,12307,11946,11424,11013,10575,10101,9828,9375,8987,8581,8233,7785,7560,7127,6865,6564,6276,6067,5793,5505,5291,4965,4726,4457,4313,4157,4017,3831,3735,3589,3454,3363,3254,3173,3092,3000,2870,2798,2727,2644,2562,2442,2398
Flipped,E1A,room,1486,1,1020,5.7,B2,1068,1318,1612,1976,2427,2893,3475,4152,4968,5801,6723,7693,8870,9961,11081,12383,13437,14381,15339,16325,17046,17418,18002,18327,18344,18549,18216,18108,17720,17376,16951,16648,16213,15672,15489,15138,14985,14836,14558,14648,14659,14584,14893,15126,15450,15998,16383,17125,17936,18801,19727,20832,22554,23732,25445,27718,29301,31348,33621,35651,37678,39591,41525,43140,43987,45044,45674,45320,45522,44433,43740,42217,40545,39075,36864,35163,33292,31485,30396,29225,28012,26951,25949,25023,23948,23173,22581,21518,20852,20067,19553,19232,18497,18028,17535,16968,16462,15879,15342,14974,14433,13841,13491,13136,12907,12499,12179,11789,11411,11062,10581,10145,9790,9315,9093,8626,8233,7921,7635,7200,6962,6578,6315,6130,5803,5585,5359,5089,4861,4540,4386,4116,4006,3852,3694,3553,3456,3301,3191,3094,3006,2932,2837,2770,2674,2589,2524,2435,2389,2276,2221
Flipped,E1A,room,1486,1,1020,5.7,B3,1160,1415,1719,2116,2612,3131,3759,4493,5349,6243,7264,8261,9575,10767,11950,13370,14481,15554,16536,17674,18458,18855,19389,19779,19821,20020,19763,19528,19133,18759,18312,17890,17511,16959,16770,16376,16214,16013,15713,15748,15837,15762,16092,16284,16749,17223,17683,18437,19250,20276,21144,22295,24266,25447,27241,29618,31391,33572,35976,38252,40436,42463,44404,46039,47200,48372,48673,48653,48714,47595,46898,45107,43484,41885,39576,37748,35665,33810,32495,31286,30138,29025,27853,26848,25687,24841,24176,23100,22349,21588,20983,20680,19881,19305,18736,18210,17707,17001,16446,16032,15484,14941,14482,14108,13845,13427,13086,12664,12238,11880,11353,10891,10528,9977,9713,9262,8900,8522,8221,7696,7502,7053,6797,6525,6260,5982,5739,5445,5222,4910,4723,4395,4293,4113,3956,3792,3706,3551,3459,3330,3214,3172,3055,2971,2866,2773,2701,2638,2528,2429,2386
