protein,conc,temp,test_id,repeat,gain,focal_length,well,450,451,452,453,454,455,456,457,458,459,460,461,462,463,464,465,466,467,468,469,470,471,472,473,474,475,476,477,478,479,480,481,482,483,484,485,486,487,488,489,490,491,492,493,494,495,496,497,498,499,500,501,502,503,504,505,506,507,508,509,510,511,512,513,514,515,516,517,518,519,520,521,522,523,524,525,526,527,528,529,530,531,532,533,534,535,536,537,538,539,540,541,542,543,544,545,546,547,548,549,550,551,552,553,554,555,556,557,558,559,560,561,562,563,564,565,566,567,568,569,570,571,572,573,574,575,576,577,578,579,580,581,582,583,584,585,586,587,588,589,590,591,592,593,594,595,596,597,598,599,600
mNG,1,room,,2-Jan,1020,5.7,A4,58,57,59,61,58,56,60,61,59,60,61,65,59,61,59,62,64,62,65,63,62,61,63,64,67,72,68,70,78,81,82,83,87,93,100,110,122,133,138,161,180,204,238,278,325,390,450,554,656,775,914,1079,1304,1500,1734,2017,2272,2554,2853,3153,3446,3675,3932,4114,4298,4428,4497,4501,4544,4417,4358,4190,4031,3867,3650,3478,3248,3101,2946,2803,2709,2581,2488,2388,2270,2178,2109,2011,1952,1873,1818,1782,1716,1685,1623,1569,1552,1489,1434,1400,1381,1323,1285,1258,1233,1208,1172,1134,1092,1065,1022,990,953,913,880,843,797,766,739,707,675,644,610,596,567,535,512,482,463,445,428,404,382,372,359,344,336,328,311,305,302,289,282,274,268,265,250,248,236,235,232
mNG,1,room,,2-Jan,1020,5.7,A5,58,59,60,60,60,63,60,59,60,58,60,60,62,60,61,61,61,63,63,62,64,64,65,68,66,69,70,74,75,79,79,83,87,92,101,108,115,126,141,157,175,203,228,263,308,366,435,527,618,732,861,1022,1232,1406,1627,1890,2128,2405,2659,2944,3196,3462,3675,3876,4015,4136,4218,4203,4250,4120,4068,3905,3761,3614,3391,3238,3046,2868,2770,2626,2527,2432,2323,2228,2123,2042,1977,1889,1815,1762,1695,1675,1605,1565,1515,1494,1434,1381,1354,1314,1277,1233,1210,1186,1160,1126,1107,1063,1032,1003,962,920,894,852,834,785,753,731,690,660,649,603,588,550,531,505,486,459,438,420,401,378,362,349,340,324,315,307,290,300,285,277,272,268,247,247,252,233,228,224,215
mNG,1,room,,2-Jan,1020,5.7,A6,56,58,60,57,60,59,60,58,62,59,61,58,60,60,59,59,63,61,62,63,61,63,61,69,67,72,68,74,75,78,80,87,93,96,102,110,122,132,147,165,188,209,247,287,336,402,475,565,687,817,955,1114,1352,1559,1804,2097,2356,2653,2950,3253,3533,3829,4085,4294,4451,4588,4681,4663,4687,4563,4533,4354,4160,3997,3776,3587,3383,3190,3062,2919,2801,2693,2577,2455,2357,2254,2193,2097,2009,1939,1884,1850,1764,1732,1656,1619,1584,1537,1484,1459,1430,1369,1329,1288,1271,1231,1204,1171,1128,1099,1049,1026,987,935,912,863,831,794,767,731,697,662,637,609,572,564,536,500,485,452,440,419,399,386,368,360,340,323,318,317,300,299,287,284,281,268,259,253,245,237,236
mNG,1,room,,1-Feb,1020,5.7,A1,57,58,59,58,56,60,58,58,59,62,58,57,57,59,60,65,62,64,62,64,65,63,67,68,69,73,72,72,75,80,82,83,84,91,90,100,107,110,115,134,143,163,181,204,232,265,311,361,425,502,588,682,812,930,1089,1263,1411,1603,1788,1984,2162,2336,2525,2664,2755,2859,2929,2945,2960,2923,2886,2784,2683,2576,2432,2319,2196,2067,1981,1903,1821,1740,1672,1604,1531,1472,1427,1356,1306,1260,1226,1197,1159,1116,1062,1050,1028,991,953,955,912,888,863,837,826,805,785,760,745,719,692,673,646,619,595,571,552,524,500,473,469,436,429,414,397,383,367,348,329,307,299,281,267,262,254,243,243,228,219,217,203,202,200,192,191,182,183,174,175,164,169
mNG,1,room,,1-Feb,1020,5.7,A2,58,57,57,59,62,59,58,59,62,60,62,59,63,64,63,64,64,66,65,69,71,68,69,73,73,71,76,77,79,83,83,91,92,94,102,110,116,123,134,153,165,186,218,250,283,333,389,463,555,645,768,907,1072,1248,1427,1681,1884,2139,2389,2636,2880,3117,3357,3549,3688,3828,3929,3935,3959,3902,3851,3720,3593,3449,3247,3107,2927,2775,2646,2542,2429,2327,2236,2141,2033,1964,1893,1791,1754,1653,1610,1590,1520,1485,1443,1400,1373,1310,1276,1249,1202,1162,1137,1107,1094,1062,1048,1014,985,947,902,881,854,801,785,754,722,688,659,627,608,574,560,530,505,481,471,442,425,388,383,352,351,338,326,306,308,293,285,268,267,258,250,246,233,233,228,224,214,211,208
mNG,1,room,,1-Feb,1020,5.7,A3,57,57,59,59,59,61,61,61,59,62,62,63,61,61,63,64,62,65,69,66,68,70,71,69,70,74,75,76,81,81,90,88,90,96,102,104,114,123,134,144,164,178,206,234,273,314,364,435,514,605,716,836,1010,1165,1347,1560,1755,1997,2245,2479,2700,2943,3130,3317,3462,3600,3659,3657,3712,3642,3605,3484,3358,3236,3044,2901,2760,2610,2506,2378,2271,2196,2092,2014,1909,1850,1790,1691,1630,1572,1516,1499,1437,1392,1362,1321,1288,1231,1199,1170,1142,1107,1064,1045,1041,1011,977,956,921,900,865,837,802,765,742,723,683,658,629,587,577,546,519,505,480,449,441,421,398,371,359,345,333,318,306,294,286,265,267,257,253,253,239,230,223,220,212,215,204,201,196
mNG,1,room,,1-Feb,1020,5.7,A4,56,56,57,60,59,61,61,60,61,60,62,58,61,63,62,63,61,63,67,64,62,64,66,68,69,72,76,76,78,82,81,84,89,93,94,104,111,119,130,145,155,171,200,232,265,306,359,422,500,597,691,821,976,1137,1301,1513,1700,1929,2189,2413,2621,2837,3030,3218,3344,3457,3544,3538,3596,3510,3468,3360,3248,3127,2955,2807,2645,2503,2414,2289,2200,2114,2019,1936,1851,1774,1724,1655,1586,1521,1471,1438,1391,1342,1309,1272,1231,1191,1156,1126,1095,1061,1040,1002,990,962,951,919,892,866,835,800,776,739,718,683,655,625,601,582,556,522,498,489,470,436,431,408,391,374,352,337,318,310,295,289,276,272,265,249,247,235,227,232,217,215,210,204,204,192,187
mNG,1,room,,1-Feb,1020,5.7,A5,58,57,58,57,56,56,59,58,60,57,61,59,57,62,60,61,65,62,65,64,64,64,68,68,68,71,70,74,77,78,83,87,89,89,98,104,109,122,129,137,155,169,192,226,261,302,351,418,496,585,687,799,962,1109,1284,1507,1667,1895,2126,2338,2563,2765,2982,3149,3266,3403,3495,3494,3528,3459,3409,3305,3167,3052,2902,2750,2613,2465,2363,2257,2185,2081,1989,1903,1817,1745,1696,1613,1560,1493,1447,1415,1361,1326,1285,1252,1224,1174,1134,1118,1081,1037,1018,996,987,953,933,904,880,852,823,794,762,722,710,677,642,623,605,559,550,515,486,476,456,432,421,401,382,362,346,325,321,307,289,280,276,268,254,250,240,246,227,227,219,211,207,207,202,186,194
mNG,1,room,,1-Feb,1020,5.7,A6,57,56,54,58,59,59,58,58,62,61,59,59,63,59,60,65,63,63,64,66,66,68,67,71,69,71,75,75,79,80,82,86,90,88,93,102,108,117,127,138,149,169,193,212,254,296,342,399,481,568,656,785,926,1069,1246,1457,1625,1829,2046,2285,2500,2699,2894,3041,3170,3310,3364,3385,3418,3347,3312,3201,3088,2972,2795,2681,2551,2399,2310,2193,2092,2015,1927,1842,1766,1703,1653,1573,1510,1464,1418,1397,1335,1310,1249,1215,1189,1155,1111,1085,1054,1011,1005,975,962,935,916,902,869,839,803,782,750,714,695,665,627,615,599,557,541,503,493,471,450,430,412,393,382,354,337,320,308,303,290,287,268,254,249,249,240,231,224,228,214,202,201,194,195,196,183
mNG,1,room,,2-Feb,1020,5.7,A1,64,65,68,64,68,66,65,65,68,67,63,70,66,64,64,69,72,63,69,70,68,72,70,76,73,74,77,84,79,82,90,91,95,97,108,115,125,131,141,160,182,208,241,272,320,371,444,532,639,756,882,1049,1262,1467,1690,1985,2218,2501,2783,3073,3366,3640,3882,4081,4227,4362,4445,4441,4450,4346,4282,4110,3931,3785,3560,3394,3200,3031,2883,2746,2652,2534,2431,2327,2222,2143,2080,1970,1901,1849,1782,1759,1691,1646,1599,1551,1514,1459,1410,1386,1329,1300,1263,1224,1215,1177,1148,1118,1078,1055,998,969,933,887,865,825,778,756,720,678,650,631,603,571,554,525,507,488,454,434,418,393,380,363,350,338,334,312,300,295,289,279,272,277,258,247,254,253,238,228,219
mNG,1,room,,2-Feb,1020,5.7,A2,69,67,67,68,69,66,68,70,70,69,68,69,70,68,67,71,73,72,72,72,72,73,75,76,77,83,80,84,87,87,90,95,101,104,113,116,124,136,154,169,191,211,245,284,330,395,464,551,657,785,911,1093,1301,1509,1746,2042,2303,2571,2904,3195,3475,3769,3986,4220,4367,4506,4575,4551,4579,4483,4417,4265,4069,3925,3669,3483,3298,3093,2974,2840,2714,2630,2510,2399,2300,2203,2128,2033,1967,1887,1834,1792,1733,1685,1624,1588,1560,1510,1456,1411,1366,1327,1287,1276,1243,1213,1188,1144,1102,1086,1036,985,960,908,888,845,801,782,741,700,686,645,620,591,567,542,513,487,475,451,428,410,394,369,361,346,331,328,314,302,302,292,277,279,270,265,252,255,247,237,234
mNG,1,room,,2-Feb,1020,5.7,A3,62,63,65,63,68,65,66,67,66,65,67,68,66,66,68,68,70,69,68,70,68,70,68,73,74,77,76,83,82,88,88,95,99,106,114,118,132,146,161,181,208,237,277,318,382,451,536,637,776,923,1094,1282,1561,1792,2073,2436,2746,3102,3460,3837,4180,4500,4821,5067,5232,5423,5505,5506,5548,5382,5311,5115,4883,4741,4449,4217,3967,3766,3602,3438,3268,3149,3023,2878,2734,2665,2569,2458,2364,2280,2189,2178,2094,2025,1959,1920,1873,1807,1758,1704,1653,1593,1583,1515,1496,1453,1422,1385,1321,1281,1267,1189,1166,1091,1072,1016,977,931,900,847,824,786,745,705,683,654,626,592,566,531,507,473,466,446,428,411,406,396,375,368,354,354,334,331,320,317,303,295,282,275,278
mNG,1,room,,2-Feb,1020,5.7,A4,63,64,63,65,65,66,61,66,68,64,65,64,67,65,65,66,67,67,66,69,68,68,68,72,71,75,77,81,80,85,86,89,98,103,110,119,127,136,150,172,189,213,248,288,337,411,478,572,675,819,959,1132,1369,1579,1835,2155,2408,2697,3033,3347,3650,3938,4216,4434,4591,4750,4823,4785,4844,4720,4659,4471,4300,4121,3882,3690,3499,3284,3151,3004,2881,2764,2645,2542,2401,2326,2264,2138,2059,1999,1935,1886,1808,1771,1721,1675,1633,1575,1521,1492,1442,1394,1361,1325,1321,1274,1242,1220,1175,1139,1093,1046,1009,963,922,905,859,816,784,737,714,680,641,619,595,567,546,506,494,463,447,428,409,391,386,370,358,340,326,320,317,306,298,295,281,281,270,259,251,246,246
mNG,1,room,,2-Feb,1020,5.7,A5,65,62,62,63,65,63,63,64,62,63,65,64,63,62,64,66,66,67,65,68,66,64,69,69,69,72,75,78,79,81,83,90,91,99,103,110,121,127,138,157,177,199,226,267,305,364,431,507,619,720,854,1019,1226,1413,1633,1897,2128,2414,2686,2966,3234,3486,3727,3916,4069,4193,4248,4248,4275,4150,4084,3940,3777,3632,3414,3238,3068,2912,2790,2662,2532,2444,2322,2235,2122,2036,1992,1892,1835,1756,1727,1669,1608,1570,1525,1489,1448,1394,1341,1322,1280,1245,1220,1185,1156,1126,1091,1062,1028,1001,962,927,898,852,834,789,753,743,703,664,626,593,578,548,537,509,479,461,432,427,403,373,368,347,336,328,313,304,295,290,287,275,263,262,249,242,237,237,225,224,225
mNG,1,room,,2-Feb,1020,5.7,A6,62,61,63,62,63,63,62,63,63,66,63,64,63,66,62,65,63,64,66,68,65,64,66,69,71,72,74,76,81,82,85,88,93,96,100,110,120,133,141,161,181,206,236,273,318,377,450,534,637,758,893,1048,1260,1461,1694,1980,2220,2494,2796,3088,3363,3635,3857,4086,4253,4372,4423,4449,4487,4391,4316,4167,3996,3829,3614,3429,3225,3074,2922,2793,2688,2590,2462,2378,2252,2167,2104,2006,1946,1859,1815,1790,1691,1672,1624,1562,1531,1476,1426,1389,1369,1309,1277,1243,1231,1181,1167,1124,1099,1065,1019,976,952,908,872,829,812,764,741,707,680,641,613,588,565,538,505,488,466,437,419,397,380,378,354,346,331,319,306,302,295,286,284,275,263,258,250,248,234,226,229
mTQ2,1,room,,1-Jan,1020,5.7,A1,2078,2579,3196,3922,4849,5936,7188,8604,10237,12141,14152,16197,18577,21338,23641,26132,28889,31061,33135,35279,36922,37738,38676,39512,39655,40032,39466,38961,38052,37388,36331,35616,34612,33429,32916,32012,31389,31129,30448,30051,30182,29738,29755,29802,29882,30193,30071,30285,30276,30670,30524,30138,30666,30087,29879,29517,29058,28496,28147,27528,26705,25648,25140,24347,23533,22639,21891,20901,20219,19301,18614,17895,17125,16543,15687,15132,14549,14011,13609,13309,13232,12893,12706,12389,12148,12010,11839,11580,11397,11011,10872,10693,10442,10243,9878,9591,9251,8866,8495,8134,7819,7477,7137,6829,6654,6363,6158,5928,5675,5474,5204,5002,4830,4583,4417,4247,4091,3953,3820,3645,3545,3421,3329,3190,3095,3025,2952,2824,2741,2608,2532,2417,2392,2296,2229,2179,2140,2060,2000,1959,1896,1866,1799,1771,1704,1673,1614,1563,1518,1445,1405
mTQ2,1,room,,1-Jan,1020,5.7,A2,2381,2977,3684,4559,5654,6858,8327,9970,11872,14088,16454,18793,21621,24778,27576,30441,33678,36103,38595,41036,42941,44037,45056,46088,46278,46583,45974,45380,44307,43596,42317,41461,40270,38856,38378,37313,36545,36164,35390,35041,35079,34509,34634,34705,34827,35220,35044,35289,35242,35605,35507,35151,35632,35022,34741,34375,33735,33151,32706,31906,31021,29870,29268,28327,27288,26285,25337,24220,23444,22400,21627,20742,19837,19145,18243,17569,16802,16227,15760,15438,15323,14911,14771,14431,14106,13908,13701,13386,13154,12814,12651,12396,12101,11816,11408,11150,10695,10333,9862,9411,9069,8662,8287,7932,7696,7410,7170,6913,6561,6307,6028,5818,5600,5318,5148,4955,4786,4618,4480,4245,4110,3972,3876,3709,3606,3522,3435,3291,3216,3030,2945,2802,2729,2668,2615,2517,2488,2398,2323,2262,2229,2162,2095,2064,2005,1950,1875,1833,1761,1663,1647
mTQ2,1,room,,1-Jan,1020,5.7,A3,1364,1706,2125,2603,3218,3949,4781,5700,6827,8094,9407,10793,12396,14269,15787,17442,19226,20670,22070,23503,24585,25287,25761,26475,26513,26749,26297,26058,25504,24980,24398,23834,23210,22382,22164,21482,21194,20887,20556,20330,20379,20075,20153,20193,20250,20496,20441,20598,20536,20780,20765,20530,20821,20349,20352,20142,19829,19411,19133,18743,18207,17466,17148,16617,15998,15474,14941,14325,13802,13163,12739,12208,11727,11342,10775,10394,9935,9625,9382,9167,9056,8872,8776,8558,8388,8267,8131,7951,7802,7617,7541,7387,7210,7090,6815,6658,6402,6141,5891,5614,5426,5171,4969,4718,4632,4426,4296,4147,3950,3790,3612,3473,3382,3231,3090,2994,2884,2781,2672,2563,2482,2370,2342,2250,2186,2130,2070,1988,1942,1837,1773,1708,1669,1616,1599,1537,1496,1438,1403,1384,1359,1304,1281,1252,1213,1191,1165,1112,1085,1029,998
mTQ2,1,room,,1-Jan,1020,5.7,A4,2014,2527,3123,3843,4752,5845,7072,8464,10091,12001,13995,15993,18310,21084,23371,25807,28571,30674,32744,34832,36493,37461,38256,39105,39308,39644,39014,38628,37726,37118,36063,35228,34291,33147,32721,31696,31172,30971,30256,29894,29945,29513,29605,29722,29796,30032,30055,30280,30085,30497,30391,30134,30496,29903,29753,29484,29010,28416,28135,27426,26622,25607,25123,24370,23498,22601,21804,20935,20197,19251,18614,17823,17099,16514,15693,15126,14528,13999,13636,13338,13171,12914,12726,12417,12228,12012,11856,11570,11391,11090,10923,10712,10452,10274,9878,9602,9313,8885,8521,8161,7859,7458,7189,6844,6677,6396,6193,5967,5657,5472,5206,5008,4860,4600,4477,4264,4134,3997,3865,3667,3570,3434,3334,3220,3121,3053,2980,2852,2759,2636,2552,2420,2401,2310,2262,2187,2151,2081,2035,1994,1938,1882,1845,1790,1722,1669,1645,1587,1542,1475,1424
mTQ2,1,room,,1-Jan,1020,5.7,A5,1990,2477,3082,3806,4703,5743,6943,8311,9925,11740,13695,15649,17933,20605,22901,25305,27957,29961,32001,34005,35698,36540,37420,38311,38429,38726,38211,37746,36988,36271,35227,34471,33600,32401,31992,31100,30378,30167,29554,29228,29238,28817,28963,28993,29085,29433,29307,29557,29410,29791,29704,29451,29740,29199,29102,28719,28391,27763,27415,26750,26023,25017,24512,23734,22794,22002,21277,20289,19700,18745,18122,17398,16627,16085,15267,14760,14129,13668,13232,12978,12886,12526,12404,12133,11858,11694,11526,11256,11016,10740,10602,10469,10163,9917,9604,9307,9038,8647,8275,7945,7598,7248,6967,6621,6480,6240,6003,5784,5523,5308,5055,4882,4698,4490,4328,4164,3993,3882,3750,3557,3440,3346,3259,3122,3033,2982,2874,2776,2693,2557,2480,2371,2335,2269,2192,2127,2095,2026,1958,1899,1863,1808,1770,1716,1674,1621,1585,1539,1490,1413,1388
mTQ2,1,room,,1-Jan,1020,5.7,A6,2155,2672,3341,4086,5052,6212,7491,8975,10703,12636,14761,16925,19422,22260,24743,27324,30263,32397,34722,36939,38754,39726,40548,41509,41784,41960,41529,40959,39993,39455,38236,37448,36437,35221,34745,33811,33104,32821,32109,31858,31910,31451,31505,31491,31582,31913,31882,32066,31968,32367,32261,31891,32366,31778,31627,31230,30766,30188,29810,29077,28246,27124,26585,25908,24909,23972,23128,22147,21372,20440,19693,18882,18074,17530,16606,16019,15362,14831,14415,14109,13991,13670,13528,13178,12920,12714,12538,12204,12077,11715,11538,11382,11032,10834,10469,10172,9807,9405,8982,8580,8286,7846,7594,7233,7027,6750,6546,6271,5995,5770,5548,5302,5129,4860,4705,4518,4391,4217,4088,3881,3783,3618,3546,3412,3296,3230,3128,3011,2920,2775,2715,2580,2518,2438,2384,2318,2279,2186,2128,2080,2049,1980,1933,1872,1830,1791,1712,1686,1618,1550,1512
mTQ2,1,room,,2-Jan,1020,5.7,A1,1598,1978,2433,3064,3739,4552,5496,6590,7921,9316,10821,12474,14509,16352,18183,20479,22278,23959,25597,27288,28445,29167,30086,30506,30635,30842,30302,30044,29376,28880,28038,27361,26565,25706,25304,24606,24322,23874,23377,23208,23131,22869,22989,22838,22985,23148,23103,23333,23309,23477,23374,23207,23519,23043,22950,22841,22357,22009,21602,21065,20467,19782,19270,18610,17894,17364,16726,15910,15480,14720,14289,13621,13066,12647,12012,11572,11092,10686,10513,10327,10103,9889,9747,9602,9324,9196,9137,8847,8710,8479,8345,8254,7984,7823,7588,7374,7131,6801,6530,6329,5978,5714,5472,5251,5120,4888,4724,4575,4333,4208,3991,3841,3690,3515,3415,3276,3164,3069,2966,2810,2746,2640,2551,2503,2403,2330,2268,2170,2114,2003,1971,1888,1810,1771,1730,1676,1657,1585,1537,1487,1463,1446,1393,1379,1330,1293,1245,1218,1172,1127,1095
mTQ2,1,room,,2-Jan,1020,5.7,A2,1594,1963,2416,3042,3743,4536,5491,6554,7926,9334,10853,12444,14461,16400,18236,20555,22314,23991,25632,27287,28580,29285,30239,30679,30689,31090,30508,30230,29595,28978,28162,27596,26828,25883,25420,24717,24443,23990,23535,23451,23275,23027,23138,23069,23196,23292,23309,23488,23532,23612,23599,23385,23724,23190,23060,23003,22503,22111,21736,21221,20578,19930,19342,18738,18032,17403,16821,16040,15582,14789,14401,13742,13168,12677,12059,11656,11173,10756,10557,10354,10177,9924,9745,9592,9356,9194,9115,8867,8705,8496,8360,8310,8008,7883,7607,7374,7126,6880,6531,6310,5991,5725,5524,5286,5098,4916,4745,4534,4376,4221,4018,3837,3693,3534,3419,3293,3155,3051,2963,2831,2788,2644,2570,2519,2425,2337,2273,2170,2130,2015,1981,1871,1837,1794,1752,1683,1654,1606,1552,1498,1458,1438,1398,1379,1340,1301,1245,1216,1168,1108,1093
