Q,I(Q),Error
3.32726977E-02,1.63193531E-02,2.03429781E-04
3.35583003E-02,1.59053579E-02,2.03479155E-04
3.38439028E-02,1.62321217E-02,2.02528987E-04
3.41295054E-02,1.58321224E-02,2.01161821E-04
3.44151080E-02,1.59405172E-02,2.02717402E-04
3.47007105E-02,1.58976391E-02,2.00351716E-04
3.49863131E-02,1.57409348E-02,2.02256370E-04
3.52719156E-02,1.58047341E-02,1.99069945E-04
3.55575182E-02,1.58262551E-02,1.97623725E-04
3.58431207E-02,1.55502856E-02,1.96856661E-04
3.61287233E-02,1.48884803E-02,1.96593026E-04
3.64143259E-02,1.50387734E-02,1.96012991E-04
3.66999284E-02,1.53986216E-02,1.95450553E-04
3.69855310E-02,1.52101815E-02,1.96142025E-04
3.72711335E-02,1.52376071E-02,1.94094295E-04
3.75567361E-02,1.49152465E-02,1.91625957E-04
3.78423386E-02,1.47293806E-02,1.91816697E-04
3.81279412E-02,1.47063434E-02,1.91003576E-04
3.84135437E-02,1.46308579E-02,1.91491087E-04
3.86991463E-02,1.43736303E-02,1.89334994E-04
3.89847489E-02,1.42368376E-02,1.88343059E-04
3.92703514E-02,1.41611248E-02,1.88304834E-04
3.95559540E-02,1.43384375E-02,1.87320614E-04
3.98415565E-02,1.38675459E-02,1.86727606E-04
4.01271591E-02,1.40385628E-02,1.85144088E-04
4.04127616E-02,1.40481405E-02,1.86858484E-04
4.06983642E-02,1.37972049E-02,1.84979468E-04
4.09839667E-02,1.36433654E-02,1.83110031E-04
4.12695693E-02,1.36322118E-02,1.82477624E-04
4.15551719E-02,1.35075673E-02,1.82459142E-04
4.18407744E-02,1.32772774E-02,1.82927625E-04
4.21263770E-02,1.33006237E-02,1.81174287E-04
4.24119795E-02,1.33419037E-02,1.79692088E-04
4.26975821E-02,1.32733509E-02,1.79252943E-04
4.29831846E-02,1.30581968E-02,1.79805294E-04
4.32687872E-02,1.29330270E-02,1.79378491E-04
4.35543897E-02,1.29046179E-02,1.77935879E-04
4.38399923E-02,1.26242377E-02,1.77538787E-04
4.41255949E-02,1.24957711E-02,1.77671876E-04
4.44111974E-02,1.22934580E-02,1.75484353E-04
4.46968000E-02,1.20562948E-02,1.75704231E-04
4.49824025E-02,1.22004338E-02,1.74206844E-04
4.52680051E-02,1.22387223E-02,1.76196377E-04
4.55536076E-02,1.20894611E-02,1.74711198E-04
4.58392102E-02,1.20914057E-02,1.74367882E-04
4.61248127E-02,1.23571381E-02,1.73146455E-04
4.64104153E-02,1.18597597E-02,1.71995763E-04
4.66960179E-02,1.19053572E-02,1.74346437E-04
4.69816204E-02,1.14537776E-02,1.70038001E-04
4.72672230E-02,1.15822107E-02,1.71487210E-04
4.75528255E-02,1.12791508E-02,1.71130736E-04
4.78384281E-02,1.13119632E-02,1.70191701E-04
4.81240306E-02,1.14390180E-02,1.69803887E-04
4.84096332E-02,1.10257827E-02,1.69207438E-04
4.86952357E-02,1.10504292E-02,1.73414560E-04
4.89808383E-02,1.10029802E-02,1.75979460E-04
4.92664409E-02,1.10864528E-02,1.74982493E-04
4.95520434E-02,1.06090121E-02,1.77360499E-04
4.98376460E-02,1.07084848E-02,1.75272155E-04
5.01232485E-02,1.07402727E-02,1.79012018E-04
5.04088511E-02,1.05296969E-02,1.77533022E-04
5.06944536E-02,1.04581155E-02,1.78786349E-04
5.09800562E-02,1.05097145E-02,1.79531725E-04
5.12656587E-02,1.07076839E-02,1.79624121E-04
5.15512613E-02,1.04627758E-02,1.80270357E-04
5.18368639E-02,1.01853833E-02,1.80006442E-04
5.21224664E-02,9.87423211E-03,1.79943321E-04
5.24080690E-02,1.00929663E-02,1.81308675E-04
5.26936715E-02,9.96802747E-03,1.81790994E-04
5.29792741E-02,9.87365097E-03,1.81254706E-04
5.32648766E-02,9.67951491E-03,1.80175785E-04
5.35504792E-02,9.50802863E-03,1.81646762E-04
5.38360817E-02,9.92892683E-03,1.82561253E-04
5.41216843E-02,9.63462517E-03,1.81002672E-04
5.44072869E-02,9.62297246E-03,1.84164599E-04
5.46928894E-02,9.60854068E-03,1.81296994E-04
5.49784920E-02,9.43772867E-03,1.83885196E-04
5.52640945E-02,9.43110883E-03,1.80136923E-04
5.55496971E-02,9.19765234E-03,1.83488474E-04
5.58352996E-02,9.23292711E-03,1.82090321E-04
5.61209022E-02,9.36322287E-03,1.82490603E-04
5.64065047E-02,8.90968367E-03,1.84262596E-04
5.66921073E-02,8.66678730E-03,1.78776928E-04
5.69777099E-02,8.94626603E-03,1.82876393E-04
5.72633124E-02,8.99389386E-03,1.80207018E-04
5.75489150E-02,8.77011195E-03,1.80858152E-04
5.78345175E-02,8.71452689E-03,1.82462601E-04
5.81201201E-02,8.60275701E-03,1.79308583E-04
5.84057226E-02,8.67061689E-03,1.80528841E-04
5.86913252E-02,8.38804245E-03,1.78270279E-04
5.89769278E-02,8.55127722E-03,1.80561204E-04
5.92625303E-02,8.27988982E-03,1.78580350E-04
5.95481329E-02,8.06246698E-03,1.78934985E-04
5.98337354E-02,8.21777433E-03,1.80292713E-04
6.01193380E-02,8.10026005E-03,1.75628796E-04
6.04049405E-02,7.70263374E-03,1.79553123E-04
6.06905431E-02,8.31513107E-03,1.76261322E-04
6.09761456E-02,7.91221857E-03,1.77859441E-04
6.12617482E-02,7.93256983E-03,1.78535598E-04
6.15473508E-02,7.70301744E-03,1.75229201E-04
6.18329533E-02,7.54167885E-03,1.77841380E-04
6.21185559E-02,7.56140798E-03,1.73841600E-04
6.24041584E-02,7.61929527E-03,1.76527025E-04
6.26897610E-02,7.30585679E-03,1.74687031E-04
6.29753635E-02,7.14359060E-03,1.75665762E-04
6.32609661E-02,7.50200823E-03,1.77571425E-04
6.35465686E-02,7.39991292E-03,1.73312283E-04
6.38321712E-02,7.16288388E-03,1.74370920E-04
6.41177738E-02,7.03479722E-03,1.73608817E-04
6.44033763E-02,7.19208270E-03,1.73630885E-04
6.46889789E-02,6.86031953E-03,1.74407468E-04
6.49745814E-02,6.79887831E-03,1.71063361E-04
6.52601840E-02,6.82889670E-03,1.74926620E-04
6.55457865E-02,6.68410957E-03,1.72135772E-04
6.58313891E-02,7.34173879E-03,1.72292401E-04
6.61169916E-02,7.15016574E-03,1.78688910E-04
6.64025942E-02,6.65898249E-03,1.80387159E-04
6.66881968E-02,6.41797855E-03,1.84604547E-04
6.69737993E-02,6.52451441E-03,1.82727595E-04
6.72594019E-02,6.79310039E-03,1.86843830E-04
6.75450044E-02,6.15981221E-03,1.85881908E-04
6.78306070E-02,6.52131066E-03,1.89822500E-04
6.81162095E-02,6.71481714E-03,1.91270349E-04
6.84018121E-02,6.62302598E-03,1.89206607E-04
6.86874146E-02,6.57817349E-03,1.93914452E-04
6.89730172E-02,6.02294505E-03,1.91596300E-04
6.92586198E-02,6.18526712E-03,1.94598831E-04
6.95442223E-02,6.17922843E-03,1.95721562E-04
6.98298249E-02,6.21556491E-03,1.93321111E-04
7.01154274E-02,5.85098937E-03,1.97531630E-04
7.04010300E-02,6.22859225E-03,1.96899027E-04
7.06866325E-02,5.69209829E-03,1.96982923E-04
7.09722351E-02,5.87886572E-03,2.02277257E-04
7.12578376E-02,5.72679937E-03,1.98438654E-04
7.15434402E-02,5.76025993E-03,2.01211954E-04
7.18290428E-02,6.07694685E-03,1.99837651E-04
7.21146453E-02,6.16468862E-03,2.01740943E-04
7.24002479E-02,5.69773465E-03,2.01140545E-04
7.26858504E-02,6.25510514E-03,2.01718323E-04
7.29714530E-02,5.53544611E-03,1.94122065E-04
7.32570555E-02,6.00292534E-03,1.88889186E-04
7.35426581E-02,5.41047007E-03,1.84777328E-04
7.38282606E-02,5.63178957E-03,1.86049748E-04
7.41138632E-02,5.45158610E-03,1.82443278E-04
7.43994658E-02,5.57602569E-03,1.82312682E-04
7.46850683E-02,5.07840514E-03,1.77901438E-04
7.49706709E-02,5.27606532E-03,1.78550957E-04
7.52562734E-02,5.44298813E-03,1.76992558E-04
7.55418760E-02,5.29250130E-03,1.76044528E-04
7.58274785E-02,5.36759198E-03,1.75964766E-04
7.61130811E-02,5.03786281E-03,1.73358458E-04
7.63986836E-02,5.49435988E-03,1.73175097E-04
7.66842862E-02,5.11473790E-03,1.71236194E-04
7.69698888E-02,5.06685302E-03,1.71271546E-04
7.72554913E-02,4.75744531E-03,1.69413677E-04
7.75410939E-02,4.89196926E-03,1.69854942E-04
7.78266964E-02,4.92110848E-03,1.69116820E-04
7.81122990E-02,5.05388901E-03,1.67248105E-04
7.83979015E-02,5.01067191E-03,1.67959881E-04
7.86835041E-02,4.74408641E-03,1.65724965E-04
7.89691066E-02,4.76804376E-03,1.68784265E-04
7.92547092E-02,4.41370532E-03,1.66838226E-04
7.95403118E-02,4.58882004E-03,1.65801974E-04
7.98259143E-02,4.70282510E-03,1.66756318E-04
8.01115169E-02,4.67612594E-03,1.64766291E-04
8.03971194E-02,4.56673279E-03,1.66413052E-04
8.06827220E-02,4.78527322E-03,1.65240100E-04
8.09683245E-02,4.33647260E-03,1.64490898E-04
8.12539271E-02,4.51333448E-03,1.64850951E-04
8.15395297E-02,4.51898947E-03,1.63376123E-04
8.18251322E-02,4.19238955E-03,1.63951901E-04
8.21107348E-02,4.58440185E-03,1.64221363E-04
8.23963373E-02,4.48550284E-03,1.62798499E-04
8.26819399E-02,4.25404310E-03,1.64609499E-04
8.29675424E-02,4.35169786E-03,1.61755607E-04
8.32531450E-02,4.50311601E-03,1.63318005E-04
8.35387475E-02,4.28489968E-03,1.61235668E-04
8.38243501E-02,4.16549295E-03,1.62384486E-04
8.41099527E-02,4.01226804E-03,1.61779644E-04
8.43955552E-02,4.41880897E-03,1.60709571E-04
8.46811578E-02,4.02760506E-03,1.61722488E-04
8.49667603E-02,4.06268239E-03,1.60037711E-04
8.52523629E-02,4.25067544E-03,1.61435758E-04
8.55379654E-02,3.96277383E-03,1.59604052E-04
8.58235680E-02,3.88974696E-03,1.59488050E-04
8.61091705E-02,4.18018922E-03,1.61654155E-04
8.63947731E-02,3.65761667E-03,1.58870587E-04
8.66803757E-02,3.87600064E-03,1.59000800E-04
8.69659782E-02,3.96603346E-03,1.58760460E-04
8.72515808E-02,3.52090970E-03,1.58459286E-04
8.75371833E-02,3.89783829E-03,1.59827295E-04
8.78227859E-02,3.92638892E-03,1.57392336E-04
8.81083884E-02,3.66659090E-03,1.58204615E-04
8.83939910E-02,3.61556932E-03,1.57120086E-04
8.86795935E-02,3.31120938E-03,1.57960996E-04
8.89651961E-02,3.52725014E-03,1.57362781E-04
8.92507987E-02,3.64409015E-03,1.55827670E-04
8.95364012E-02,3.89985368E-03,1.57854547E-04
8.98220038E-02,3.81622091E-03,1.56326381E-04
9.01076063E-02,3.49158794E-03,1.56848580E-04
9.03932089E-02,3.26459855E-03,1.54851936E-04
9.06788114E-02,3.56991589E-03,1.55696320E-04
9.09644140E-02,3.54301184E-03,1.57209838E-04
9.12500165E-02,3.51732969E-03,1.55980483E-04
9.15356191E-02,3.35720181E-03,1.54539866E-04
9.18212217E-02,3.22420150E-03,1.53371005E-04
9.21068242E-02,3.66651639E-03,1.55833091E-04
9.23924268E-02,3.32923979E-03,1.55620194E-04
9.26780293E-02,3.39379534E-03,1.54150780E-04
9.29636319E-02,3.47063318E-03,1.53775574E-04
9.32492344E-02,3.12398747E-03,1.53252803E-04
9.35348370E-02,3.53658572E-03,1.54987513E-04
9.38204395E-02,3.33505869E-03,1.53069437E-04
9.41060421E-02,3.11802700E-03,1.52381897E-04
9.43916447E-02,3.06180865E-03,1.53090778E-04
9.46772472E-02,3.29157338E-03,1.53366672E-04
9.49628498E-02,3.24983895E-03,1.53505344E-04
9.52484523E-02,2.79112160E-03,1.50811591E-04
9.55340549E-02,3.12503427E-03,1.52443074E-04
9.58196574E-02,3.13798338E-03,1.51777452E-04
9.61052600E-02,3.18826735E-03,1.52752432E-04
9.63908625E-02,2.99462676E-03,1.51001193E-04
9.66764651E-02,2.71390378E-03,1.50815122E-04
9.69620677E-02,2.79927254E-03,1.51247603E-04
9.72476702E-02,3.13428044E-03,1.51139427E-04
9.75332728E-02,2.76039168E-03,1.49990489E-04
9.78188753E-02,2.84017995E-03,1.51298549E-04
9.81044779E-02,2.92718783E-03,1.50110192E-04
9.83900804E-02,3.04028764E-03,1.52300082E-04
9.86756830E-02,2.99140811E-03,1.48838605E-04
9.89612855E-02,2.69990042E-03,1.48882645E-04
9.92468881E-02,2.90274248E-03,1.49594980E-04
9.95324907E-02,2.84653902E-03,1.49595198E-04
9.98180932E-02,2.83985585E-03,1.49733615E-04
1.00103696E-01,2.58386880E-03,1.48374603E-04
1.00389298E-01,2.67926604E-03,1.48158811E-04
1.00674901E-01,2.90748104E-03,1.49288372E-04
1.00960503E-01,2.68064812E-03,1.48343642E-04
1.01246106E-01,2.98850983E-03,1.48511628E-04
1.01531709E-01,2.95760483E-03,1.47838278E-04
1.01817311E-01,2.64603645E-03,1.48457315E-04
1.02102914E-01,2.82378122E-03,1.48456669E-04
1.02388516E-01,2.32049078E-03,1.46384785E-04
1.02674119E-01,2.54767761E-03,1.47337380E-04
1.02959721E-01,2.40782648E-03,1.46965331E-04
1.03245324E-01,2.67834961E-03,1.47116934E-04
1.03530926E-01,2.53968313E-03,1.47719712E-04
1.03816529E-01,2.24593654E-03,1.45187887E-04
1.04102132E-01,2.54445150E-03,1.46514435E-04
1.04387734E-01,2.43190303E-03,1.45188562E-04
1.04673337E-01,2.67642736E-03,1.47171832E-04
1.04958939E-01,2.28101760E-03,1.44808055E-04
1.05244542E-01,2.35150009E-03,1.45805663E-04
1.05530144E-01,2.35200301E-03,1.46565540E-04
1.05815747E-01,2.43461132E-03,1.44757681E-04
1.06101349E-01,2.45881453E-03,1.44801898E-04
1.06386952E-01,2.37375125E-03,1.44184001E-04
1.06672555E-01,2.07610801E-03,1.45336243E-04
1.06958157E-01,2.28609517E-03,1.45676374E-04
1.07243760E-01,2.49204040E-03,1.43667454E-04
1.07529362E-01,2.25723162E-03,1.44171702E-04
1.07814965E-01,2.06117332E-03,1.43645737E-04
1.08100567E-01,2.10713968E-03,1.43714059E-04
1.08386170E-01,2.26640701E-03,1.44057587E-04
1.08671772E-01,2.22534686E-03,1.43762608E-04
1.08957375E-01,2.28086486E-03,1.43464841E-04
1.09242978E-01,2.23518908E-03,1.43386476E-04
1.09528580E-01,2.18409300E-03,1.47530784E-04
1.09814183E-01,2.17414275E-03,1.46777359E-04
1.10099785E-01,2.12390721E-03,1.49725296E-04
1.10385388E-01,1.94058567E-03,1.50355476E-04
1.10670990E-01,2.20436975E-03,1.52207234E-04
1.10956593E-01,2.13285908E-03,1.52765239E-04
1.11242195E-01,2.08713114E-03,1.52871680E-04
1.11527798E-01,2.09315121E-03,1.55098616E-04
1.11813401E-01,1.86870992E-03,1.56014699E-04
1.12099003E-01,2.29187682E-03,1.56710502E-04
1.12384606E-01,2.01867893E-03,1.57376297E-04
1.12670208E-01,1.85352936E-03,1.57529350E-04
1.12955811E-01,2.19541416E-03,1.60226424E-04
1.13241413E-01,1.89930946E-03,1.58261635E-04
1.13527016E-01,1.71364099E-03,1.55132732E-04
1.13812618E-01,2.00133771E-03,1.55205622E-04
1.14098221E-01,1.87100098E-03,1.52798635E-04
1.14383824E-01,1.88998505E-03,1.53466455E-04
1.14669426E-01,1.69681013E-03,1.50273183E-04
1.14955029E-01,1.95737183E-03,1.50969230E-04
1.15240631E-01,2.17068940E-03,1.50348750E-04
1.15526234E-01,1.73248723E-03,1.49653686E-04
1.15811836E-01,2.08889693E-03,1.49949393E-04
1.16097439E-01,1.79329515E-03,1.46310972E-04
1.16383041E-01,1.76493451E-03,1.48815120E-04
1.16668644E-01,1.80850178E-03,1.46863454E-04
1.16954247E-01,1.94327906E-03,1.47277201E-04
1.17239849E-01,1.71236321E-03,1.47700834E-04
1.17525452E-01,1.77686661E-03,1.45436095E-04
1.17811054E-01,1.67242065E-03,1.46883691E-04
1.18096657E-01,1.91114843E-03,1.44910506E-04
1.18382259E-01,1.51069835E-03,1.44899931E-04
1.18667862E-01,1.79067627E-03,1.45006015E-04
1.18953464E-01,1.74408779E-03,1.44767067E-04
1.19239067E-01,1.68168545E-03,1.45342176E-04
1.19524670E-01,1.48903951E-03,1.43208738E-04
1.19810272E-01,1.58999860E-03,1.43605529E-04
1.20095875E-01,1.77638978E-03,1.43446684E-04
1.20381477E-01,1.88604370E-03,1.42316667E-04
1.20667080E-01,1.52902678E-03,1.42920530E-04
1.20952682E-01,1.54279545E-03,1.39422039E-04
1.21238285E-01,1.55572593E-03,1.41449914E-04
1.21523887E-01,1.48333982E-03,1.40391817E-04
1.21809490E-01,1.66251883E-03,1.40130329E-04
1.22095093E-01,1.38089806E-03,1.40315375E-04
1.22380695E-01,1.49878487E-03,1.39063518E-04
1.22666298E-01,1.70470774E-03,1.39461199E-04
1.22951900E-01,1.59865618E-03,1.37995939E-04
1.23237503E-01,1.53142214E-03,1.38529898E-04
1.23523105E-01,1.56036392E-03,1.37877219E-04
1.23808708E-01,1.46759674E-03,1.37859779E-04
1.24094310E-01,1.44312903E-03,1.38536670E-04
1.24379913E-01,1.47829577E-03,1.36647082E-04
1.24665516E-01,1.48558989E-03,1.37078985E-04
1.24951118E-01,1.34168938E-03,1.37287597E-04
1.25236721E-01,1.39791518E-03,1.37679447E-04
1.25522323E-01,1.55785680E-03,1.38053843E-04
1.25807926E-01,1.70929357E-03,1.36155061E-04
1.26093528E-01,1.49798766E-03,1.37121316E-04
1.26379131E-01,1.38046220E-03,1.36226352E-04
1.26664733E-01,1.23819709E-03,1.39814323E-04
1.26950336E-01,1.61890686E-03,1.42914363E-04
1.27235939E-01,1.41862780E-03,1.43624005E-04
1.27521541E-01,1.39812753E-03,1.46737371E-04
1.27807144E-01,1.45452470E-03,1.45568846E-04
1.28092746E-01,1.34431943E-03,1.47969550E-04
1.28378349E-01,1.42134354E-03,1.47960025E-04
1.28663951E-01,1.53875351E-03,1.49356220E-04
1.28949554E-01,1.22014806E-03,1.50352837E-04
1.29235156E-01,1.33832544E-03,1.49638565E-04
1.29520759E-01,1.39678642E-03,1.50346229E-04
1.29806362E-01,1.07331574E-03,1.50474417E-04
1.30091964E-01,1.30442157E-03,1.50149349E-04
1.30377567E-01,1.30384415E-03,1.52176813E-04
1.30663169E-01,1.19992346E-03,1.50436856E-04
1.30948772E-01,1.14588067E-03,1.51183344E-04
1.31234374E-01,1.20919943E-03,1.49265951E-04
1.31519977E-01,1.21044740E-03,1.51426898E-04
1.31805579E-01,9.82485712E-04,1.51676091E-04
1.32091182E-01,1.09316781E-03,1.51811157E-04
1.32376785E-01,1.21037290E-03,1.54077717E-04
1.32662387E-01,1.21774152E-03,1.51857486E-04
1.32947990E-01,1.17983297E-03,1.53025460E-04
1.33233592E-01,9.91027802E-04,1.52431131E-04
1.33519195E-01,1.25247985E-03,1.49925758E-04
1.33804797E-01,1.21164322E-03,1.47340796E-04
1.34090400E-01,1.20298192E-03,1.43737138E-04
1.34376002E-01,1.16732344E-03,1.43982169E-04
1.34661605E-01,6.86712563E-04,1.41252032E-04
1.34947208E-01,9.17639583E-04,1.40985120E-04
1.35232810E-01,8.43800604E-04,1.40671384E-04
1.35518413E-01,1.06783956E-03,1.39062406E-04
1.35804015E-01,9.29012895E-04,1.37825526E-04
1.36089618E-01,8.57345760E-04,1.37334912E-04
1.36375220E-01,9.08821821E-04,1.37529184E-04
1.36660823E-01,1.05572492E-03,1.37007142E-04
1.36946425E-01,9.86754894E-04,1.36414037E-04
1.37232028E-01,7.70606101E-04,1.36261468E-04
1.37517631E-01,1.14468113E-03,1.36119781E-04
1.37803233E-01,7.12946057E-04,1.36024711E-04
1.38088836E-01,9.78019089E-04,1.34850753E-04
1.38374438E-01,1.02626532E-03,1.35524188E-04
1.38660041E-01,9.79740173E-04,1.35189912E-04
1.38945643E-01,7.32541084E-04,1.34287543E-04
1.39231246E-01,1.08725205E-03,1.35123145E-04
1.39516848E-01,8.48013908E-04,1.34425402E-04
1.39802451E-01,7.56785274E-04,1.33209580E-04
1.40088054E-01,8.30758363E-04,1.34206533E-04
1.40373656E-01,8.16266984E-04,1.33485087E-04
1.40659259E-01,8.62434506E-04,1.33949623E-04
1.40944861E-01,9.78928059E-04,1.32764588E-04
1.41230464E-01,7.29691237E-04,1.33507690E-04
1.41516066E-01,7.57526606E-04,1.32903862E-04
1.41801669E-01,7.96340406E-04,1.32761484E-04
1.42087271E-01,6.45533204E-04,1.32717078E-04
1.42372874E-01,8.13953578E-04,1.31041854E-04
1.42658477E-01,6.67177141E-04,1.32541358E-04
1.42944079E-01,7.23056495E-04,1.32075122E-04
1.43229682E-01,9.68709588E-04,1.31711000E-04
1.43515284E-01,8.40254128E-04,1.32592496E-04
1.43800887E-01,8.60992819E-04,1.30833452E-04
1.44086489E-01,7.69991428E-04,1.31996084E-04
1.44372092E-01,6.05307519E-04,1.30541590E-04
1.44657694E-01,8.21959227E-04,1.31458139E-04
1.44943297E-01,7.00637698E-04,1.30610548E-04
1.45228900E-01,9.24244523E-04,1.30340699E-04
1.45514502E-01,6.10031188E-04,1.31385986E-04
1.45800105E-01,9.96656716E-04,1.29571809E-04
1.46085707E-01,9.71525908E-04,1.31417105E-04
1.46371310E-01,8.47160816E-04,1.30561811E-04
1.46656912E-01,7.79170543E-04,1.30028117E-04
1.46942515E-01,6.18878752E-04,1.29887791E-04
1.47228117E-01,4.93742526E-04,1.27941988E-04
1.47513720E-01,7.77032226E-04,1.29994277E-04
1.47799323E-01,6.86179847E-04,1.30056725E-04
1.48084925E-01,6.38458878E-04,1.29143491E-04
1.48370528E-01,6.02159649E-04,1.29464619E-04
1.48656130E-01,6.76307827E-04,1.28710153E-04
1.48941733E-01,8.28698277E-04,1.29770160E-04
1.49227335E-01,3.48065048E-04,1.28334446E-04
1.49512938E-01,8.94661993E-04,1.28506441E-04
1.49798540E-01,5.77647239E-04,1.28738658E-04
1.50084143E-01,6.31481409E-04,1.28249721E-04
1.50369746E-01,6.67180866E-04,1.28471324E-04
