,,Well,A01,A02,A03,A04,A05,A06,B01,B02,B03,B04,B05,B06,C01,C02,C03,C04,C05,C06
,,Wavelength (nm),Buffer,Buffer,Buffer,Buffer,Buffer,Buffer,NaCl,NaCl,NaCl,NaCl,NaCl,NaCl,KCl,KCl,KCl,KCl,KCl,KCl
Protein,Gain,conc,0,0,0,0,0,0,0.25,0.5,0.75,1,1.25,1.5,0.25,0.5,0.75,1,1.25,1.5
fGS16del (GS0),1020,512,34159,35982,33569,33332,38320,33826,33641,32289,32804,33128,36208,23463,31046,31557,33320,32465,32695,33946
fGS16del (GS0),1020,513,35312,37261,34803,34441,39709,35118,35050,33528,33996,34414,37708,24456,32041,32629,34372,33632,34035,35375
fGS16del (GS0),1020,514,36064,38145,35551,35279,40624,35897,35812,34360,34801,35130,38712,25071,32798,33447,35179,34435,34947,36344
fGS16del (GS0),1020,515,37142,39292,36608,36231,41994,36970,36868,35440,35839,36147,40018,26002,33826,34428,36343,35442,36100,37747
fGS16del (GS0),1020,516,37290,39386,36656,36335,42053,37065,36993,35635,35923,36323,40336,26057,33848,34622,36366,35502,36332,37917
fGS16del (GS0),1020,517,37408,39527,36798,36592,42238,37201,37214,35828,36133,36516,40666,26285,34065,34889,36469,35688,36534,38321
fGS16del (GS0),1020,518,37518,39573,36904,36583,42235,37252,37362,35937,36111,36479,40756,26357,34194,34997,36641,35722,36831,38433
fGS16del (GS0),1020,519,36625,38705,36086,35768,41386,36450,36534,35256,35415,35673,40088,25845,33504,34165,35773,34891,36161,37735
fGS16del (GS0),1020,520,36219,38188,35749,35369,40794,35922,36292,34888,35016,35242,39702,25546,33116,33876,35367,34511,35776,37399
fGS16del (GS0),1020,521,34781,36684,34174,33928,39054,34536,34818,33518,33473,33853,38142,24517,31875,32520,33899,33132,34406,35955
fGS16del (GS0),1020,522,33701,35453,33039,32814,37884,33400,33671,32534,32374,32729,36880,23843,30908,31508,32881,32042,33303,34867
fGS16del (GS0),1020,523,32462,34070,31806,31556,36429,32165,32547,31379,31175,31489,35598,22873,29685,30443,31601,30810,32130,33617
fGS16del (GS0),1020,524,30681,32247,30048,29842,34636,30466,30892,29760,29515,29882,33706,21737,28182,28819,29974,29208,30442,31772
fGS16del (GS0),1020,525,29025,30588,28460,28255,32629,28732,29315,28237,27940,28339,32081,20504,26711,27480,28386,27736,28851,30100
fGS16del (GS0),1020,526,27590,29032,27077,26866,31002,27346,27822,26771,26586,26866,30379,19465,25394,26006,27007,26362,27399,28547
fGS16del (GS0),1020,527,26295,27652,25765,25546,29621,26037,26489,25538,25347,25581,28851,18531,24231,24761,25709,25089,26155,27304
fGS16del (GS0),1020,528,25182,26544,24711,24539,28408,25076,25473,24515,24334,24599,27857,17875,23287,23847,24715,24045,25066,26225
fGS16del (GS0),1020,529,24179,25441,23760,23612,27253,24021,24501,23603,23347,23595,26710,17167,22367,22879,23765,23131,24095,25180
fGS16del (GS0),1020,530,23269,24516,22836,22700,26227,23108,23587,22661,22492,22672,25620,16451,21503,22052,22803,22232,23118,24194
fGS16del (GS0),1020,531,22252,23413,21897,21673,25069,22164,22604,21774,21486,21705,24463,15763,20662,21091,21881,21303,22143,23086
fGS16del (GS0),1020,532,21321,22345,20941,20775,24050,21162,21653,20796,20528,20742,23416,15065,19743,20187,20909,20359,21163,22046
fGS16del (GS0),1020,533,20458,21565,20152,19925,23080,20423,20792,20008,19780,20005,22517,14429,18986,19423,20134,19547,20340,21216
fGS16del (GS0),1020,534,19753,20723,19385,19289,22358,19680,20082,19277,19079,19261,21673,13913,18357,18731,19335,18876,19626,20390
fGS16del (GS0),1020,535,19201,20232,18868,18719,21625,19056,19442,18744,18495,18725,21075,13518,17789,18255,18888,18361,19016,19834
fGS16del (GS0),1020,536,18756,19678,18394,18303,21093,18600,18977,18217,18056,18263,20480,13191,17332,17699,18308,17883,18513,19316
fGS16del (GS0),1020,537,17809,18812,17566,17421,20156,17784,18209,17399,17267,17412,19584,12547,16613,16987,17479,17057,17737,18424
fGS16del (GS0),1020,538,17289,18215,16952,16894,19551,17175,17607,16883,16648,16853,18965,12168,16017,16363,16951,16538,17116,17780
fGS16del (GS0),1020,539,16636,17532,16317,16256,18735,16539,16841,16240,16125,16243,18220,11723,15392,15789,16290,15956,16510,17126
fGS16del (GS0),1020,540,16230,17007,15912,15780,18309,16073,16435,15747,15631,15777,17624,11349,15011,15347,15867,15430,15998,16616
fGS16del (GS0),1020,541,15762,16605,15460,15355,17785,15649,15974,15324,15214,15357,17184,11019,14573,14830,15471,15065,15576,16143
fGS16del (GS0),1020,542,15050,15874,14820,14663,16999,15012,15269,14703,14569,14741,16455,10558,13976,14260,14825,14410,14903,15450
fGS16del (GS0),1020,543,14803,15534,14505,14379,16617,14653,14982,14444,14272,14439,16086,10371,13688,13943,14442,14121,14514,15118
fGS16del (GS0),1020,544,14386,15121,14167,13996,16217,14341,14570,14011,13904,14045,15690,10071,13347,13614,14134,13814,14197,14766
fGS16del (GS0),1020,545,13974,14730,13745,13624,15765,13893,14134,13567,13449,13597,15177,9791,12959,13200,13707,13376,13732,14300
fGS16del (GS0),1020,546,13596,14284,13382,13224,15346,13528,13773,13214,13139,13295,14821,9533,12537,12833,13346,13023,13409,13908
fGS16del (GS0),1020,547,13131,13783,12829,12733,14754,13030,13254,12686,12649,12774,14219,9202,12095,12356,12846,12486,12856,13338
fGS16del (GS0),1020,548,12663,13313,12438,12312,14312,12571,12778,12278,12265,12363,13700,8870,11710,11961,12443,12142,12431,12980
fGS16del (GS0),1020,549,12275,12997,12081,11976,13890,12245,12423,11933,11926,11971,13340,8611,11348,11593,12040,11789,12107,12583
fGS16del (GS0),1020,550,11861,12432,11649,11562,13396,11789,11966,11468,11457,11556,12839,8348,10923,11147,11613,11370,11682,12121
fGS16del (GS0),1020,551,11404,12001,11165,11068,12802,11307,11483,10971,10960,11086,12354,7969,10508,10692,11144,10845,11176,11612
fGS16del (GS0),1020,552,11052,11597,10777,10738,12480,10937,11145,10656,10672,10756,11988,7726,10147,10371,10818,10561,10843,11280
fGS16del (GS0),1020,553,10778,11381,10574,10517,12152,10738,10897,10452,10393,10502,11732,7583,9943,10159,10595,10346,10643,11016
fGS16del (GS0),1020,554,10596,11196,10442,10337,11961,10555,10693,10270,10231,10384,11558,7482,9746,10043,10410,10128,10483,10904
fGS16del (GS0),1020,555,10274,10849,10136,10002,11604,10226,10384,9953,9894,10047,11194,7257,9524,9729,10117,9787,10131,10547
fGS16del (GS0),1020,556,10027,10566,9874,9789,11302,10002,10127,9757,9694,9826,10945,7074,9266,9488,9865,9637,9914,10343
fGS16del (GS0),1020,557,9652,10168,9492,9398,10890,9606,9741,9367,9311,9408,10530,6801,8934,9097,9425,9219,9531,9941
fGS16del (GS0),1020,558,9385,9913,9201,9147,10577,9301,9485,9129,9095,9141,10308,6649,8686,8881,9194,8954,9271,9695
fGS16del (GS0),1020,559,9038,9499,8872,8768,10180,8981,9133,8788,8744,8799,9880,6433,8387,8539,8866,8635,8920,9269
fGS16del (GS0),1020,560,8712,9151,8564,8479,9823,8666,8787,8473,8402,8523,9534,6184,8061,8225,8535,8349,8634,8969
fGS16del (GS0),1020,561,8392,8848,8281,8154,9476,8339,8510,8171,8157,8214,9245,5969,7803,7966,8266,8020,8351,8676
fGS16del (GS0),1020,562,8043,8489,7909,7856,9052,8036,8168,7844,7809,7872,8817,5730,7452,7607,7887,7640,7991,8330
fGS16del (GS0),1020,563,7718,8136,7595,7534,8747,7664,7829,7540,7488,7558,8561,5521,7157,7298,7562,7446,7689,7995
fGS16del (GS0),1020,564,7530,7907,7389,7318,8437,7483,7640,7321,7314,7318,8256,5336,6935,7144,7403,7221,7466,7790
fGS16del (GS0),1020,565,7112,7470,6982,6940,8002,7076,7225,6931,6874,6970,7841,5079,6630,6754,7012,6796,7069,7377
fGS16del (GS0),1020,566,6827,7227,6736,6674,7704,6816,6966,6710,6655,6675,7573,4876,6370,6492,6721,6592,6836,7125
fGS16del (GS0),1020,567,6548,6868,6443,6378,7400,6518,6689,6400,6337,6436,7215,4679,6066,6293,6448,6292,6506,6824
fGS16del (GS0),1020,568,6252,6588,6128,6105,7047,6228,6386,6102,6050,6128,6871,4465,5840,5926,6145,5994,6250,6480
fGS16del (GS0),1020,569,5957,6288,5872,5830,6739,5916,6064,5832,5750,5851,6571,4261,5552,5670,5883,5696,5934,6182
fGS16del (GS0),1020,570,5711,6036,5632,5562,6438,5715,5830,5609,5528,5621,6329,4067,5336,5457,5631,5495,5719,5950
fGS16del (GS0),1020,571,5473,5763,5400,5310,6160,5407,5585,5351,5292,5351,5982,3897,5103,5200,5375,5273,5451,5646
fGS16del (GS0),1020,572,5268,5536,5163,5136,5932,5215,5393,5157,5100,5148,5767,3748,4906,5010,5170,5056,5247,5476
fGS16del (GS0),1020,573,5029,5277,4966,4932,5654,5014,5175,4936,4889,4946,5525,3589,4703,4827,4977,4851,5042,5241
fGS16del (GS0),1020,574,4839,5066,4780,4710,5453,4820,4933,4726,4666,4720,5338,3429,4513,4592,4746,4644,4810,5035
fGS16del (GS0),1020,575,4649,4876,4565,4513,5226,4606,4712,4570,4476,4543,5088,3321,4318,4414,4556,4448,4608,4817
fGS16del (GS0),1020,576,4392,4638,4324,4282,4975,4379,4495,4330,4273,4284,4840,3147,4122,4223,4308,4255,4408,4561
fGS16del (GS0),1020,577,4206,4423,4142,4092,4747,4197,4323,4142,4085,4117,4602,3015,3960,4052,4149,4072,4194,4346
fGS16del (GS0),1020,578,4032,4245,3976,3938,4520,4005,4145,3974,3913,3939,4452,2893,3779,3835,3955,3860,4039,4187
fGS16del (GS0),1020,579,3781,4002,3736,3718,4273,3775,3876,3720,3692,3726,4156,2701,3548,3632,3757,3632,3770,3916
fGS16del (GS0),1020,580,3629,3840,3595,3578,4097,3611,3735,3578,3548,3554,3973,2586,3425,3494,3626,3523,3642,3767
fGS16del (GS0),1020,581,3390,3600,3342,3321,3848,3389,3511,3366,3295,3337,3759,2439,3207,3257,3370,3305,3390,3520
fGS16del (GS0),1020,582,3308,3502,3253,3222,3758,3300,3406,3265,3232,3247,3616,2344,3123,3193,3276,3170,3311,3459
fGS16del (GS0),1020,583,3196,3325,3134,3109,3597,3169,3276,3111,3098,3114,3467,2263,2983,3023,3140,3086,3171,3281
fGS16del (GS0),1020,584,3063,3217,3016,2993,3444,3035,3111,2996,2963,2985,3356,2173,2866,2941,3010,2935,3060,3160
fGS16del (GS0),1020,585,2890,3048,2880,2833,3283,2896,2985,2877,2819,2862,3190,2061,2749,2805,2877,2808,2904,2999
fGS16del (GS0),1020,586,2811,2967,2787,2765,3183,2824,2881,2768,2760,2769,3094,2009,2653,2718,2797,2728,2822,2921
fGS16del (GS0),1020,587,2727,2887,2647,2639,3071,2715,2786,2665,2631,2665,3005,1936,2557,2610,2676,2625,2736,2824
fGS16del (GS0),1020,588,2639,2783,2609,2573,2950,2642,2724,2600,2564,2595,2897,1874,2482,2523,2601,2534,2632,2722
fGS16del (GS0),1020,589,2567,2691,2547,2503,2897,2552,2640,2522,2481,2514,2816,1821,2400,2466,2522,2476,2546,2657
fGS16del (GS0),1020,590,2486,2606,2450,2408,2804,2482,2534,2454,2398,2434,2721,1767,2326,2383,2435,2373,2465,2558
fGS16del (GS0),1020,591,2402,2517,2388,2357,2716,2414,2485,2380,2349,2368,2652,1701,2278,2300,2393,2342,2427,2502
fGS16del (GS0),1020,592,2314,2444,2315,2274,2615,2312,2379,2303,2281,2250,2544,1653,2205,2241,2302,2245,2310,2396
fGS16del (GS0),1020,593,2256,2392,2218,2205,2554,2237,2329,2239,2214,2225,2463,1614,2130,2179,2240,2190,2258,2324
fGS16del (GS0),1020,594,2224,2312,2169,2158,2467,2181,2271,2165,2130,2139,2400,1588,2066,2125,2171,2118,2185,2255
fGS16del (GS0),1020,595,2159,2231,2079,2089,2408,2132,2166,2091,2075,2073,2340,1531,2020,2048,2095,2052,2134,2182
fGS16del (GS0),1020,596,2078,2172,2036,2031,2335,2096,2138,2036,2011,2036,2266,1486,1953,1986,2042,2011,2073,2125
fGS16del (GS0),1020,597,2035,2112,1991,1967,2286,1994,2066,1989,1954,1980,2194,1433,1897,1928,1989,1926,2009,2064
fGS16del (GS0),1020,598,1928,2021,1887,1876,2159,1906,1969,1891,1860,1887,2092,1384,1813,1837,1904,1854,1913,1982
fGS16del (GS0),1020,599,1861,1951,1825,1810,2099,1862,1896,1827,1797,1806,2045,1345,1736,1776,1829,1789,1855,1913
fGS16del (GS0),1020,600,1811,1916,1769,1775,2059,1809,1866,1807,1767,1777,1975,1301,1716,1731,1796,1750,1803,1887
