,,Well,A07,A08,A09,A10,A11,A12,B07,B08,B09,B10,B11,B12,C07,C08,C09,C10,C11,C12
,,Wavelength (nm),Buffer,Buffer,Buffer,Buffer,Buffer,Buffer,NaCl,NaCl,NaCl,NaCl,NaCl,NaCl,KCl,KCl,KCl,KCl,KCl,KCl
Protein,Gain,conc,0,0,0,0,0,0,0.25,0.5,0.75,1,1.25,1.5,0.25,0.5,0.75,1,1.25,1.5
E1A,1020,518,62495,61984,62088,60826,59861,61627,54414,55078,52484,52225,47337,46144,53915,49848,47787,48281,47136,47272
E1A,1020,519,61763,61325,61416,60125,59295,60928,54048,54615,52022,51597,46976,45739,53283,49366,47397,48000,46670,46901
E1A,1020,520,60218,59829,59874,58928,57780,59559,52791,53426,50897,50662,46026,44925,52150,48307,46312,46970,45887,45898
E1A,1020,521,58646,58124,58358,57260,56394,57976,51426,52079,49581,49305,44829,43631,50739,47077,45157,45926,44624,44793
E1A,1020,522,56180,55822,55917,54937,54126,55589,49426,49895,47698,47419,43088,41965,48708,45325,43457,44144,43011,43224
E1A,1020,523,54164,53918,54069,52970,52025,53751,47578,48201,45983,45779,41585,40588,47093,43757,42086,42632,41513,41609
E1A,1020,524,51659,51425,51469,50526,49650,51181,45376,46099,43962,43766,39669,38712,44799,41772,40064,40694,39709,39814
E1A,1020,525,48916,48509,48517,47637,46922,48559,42952,43604,41619,41372,37625,36708,42533,39499,38032,38618,37638,37757
E1A,1020,526,46374,45940,46047,45193,44437,45840,40727,41379,39479,39297,35690,34747,40412,37577,36019,36613,35751,35765
E1A,1020,527,43715,43402,43482,42725,41924,43388,38462,39078,37240,37099,33804,32833,38109,35525,34054,34590,33776,33841
E1A,1020,528,42249,41938,41939,41096,40445,42031,37143,37620,36003,35736,32473,31762,36894,34267,32849,33385,32523,32714
E1A,1020,529,40015,39759,39933,39116,38512,39799,35294,35770,34218,34022,30986,30074,35076,32582,31272,31803,30940,31128
E1A,1020,530,38832,38529,38652,37830,37317,38508,34174,34805,33110,32936,30044,29238,33883,31555,30363,30780,29999,30114
E1A,1020,531,36996,36783,36878,36161,35563,36761,32649,33117,31704,31505,28662,27906,32405,30109,28896,29449,28623,28677
E1A,1020,532,35574,35399,35337,34760,34215,35304,31390,31847,30480,30344,27517,26871,31172,28977,27885,28200,27539,27637
E1A,1020,533,34025,33908,33878,33167,32647,33895,30018,30597,29146,28885,26349,25638,29841,27693,26635,27028,26355,26445
E1A,1020,534,32539,32294,32435,31831,31262,32390,28745,29183,27839,27632,25210,24482,28510,26458,25426,25797,25204,25241
E1A,1020,535,31331,31231,31352,30625,30176,31107,27710,28249,26935,26730,24260,23751,27490,25604,24538,24965,24367,24351
E1A,1020,536,30428,30287,30283,29728,29307,30285,26845,27334,26069,25833,23512,22875,26592,24774,23806,24150,23528,23567
E1A,1020,537,29145,28889,28981,28521,28085,29058,25714,26192,25031,24811,22583,21937,25504,23743,22806,23238,22560,22649
E1A,1020,538,28063,28008,27903,27531,27150,28013,24759,25344,24218,23946,21805,21171,24653,22969,22098,22420,21777,21884
E1A,1020,539,27087,26950,27007,26530,26114,26893,23897,24391,23300,23026,20937,20402,23796,22041,21188,21576,21014,21022
E1A,1020,540,26375,26224,26375,25863,25449,26298,23309,23693,22636,22482,20443,19875,23124,21490,20636,20912,20439,20443
E1A,1020,541,25555,25408,25456,24991,24596,25413,22571,22970,21922,21693,19796,19265,22416,20827,19990,20256,19745,19791
E1A,1020,542,24773,24689,24752,24254,23782,24621,21846,22237,21225,21039,19199,18583,21723,20164,19376,19566,19121,19174
E1A,1020,543,24108,24052,24078,23615,23231,23934,21287,21684,20679,20527,18681,18085,21123,19652,18864,19104,18612,18583
E1A,1020,544,23347,23182,23159,22717,22394,23099,20510,20843,19908,19718,17964,17450,20377,18935,18158,18417,17971,17901
E1A,1020,545,22661,22610,22626,22217,21768,22544,20030,20341,19370,19184,17484,17021,19808,18418,17672,17908,17464,17440
E1A,1020,546,22003,21863,21877,21473,21126,21773,19352,19632,18806,18582,16956,16447,19162,17842,17096,17389,16857,16830
E1A,1020,547,21216,21109,21151,20820,20414,21079,18742,19033,18157,17976,16437,15904,18587,17198,16527,16722,16279,16298
E1A,1020,548,20591,20493,20571,20136,19765,20371,18113,18366,17584,17423,15864,15364,17986,16680,15989,16220,15859,15783
E1A,1020,549,20026,19943,19972,19570,19275,19852,17692,17917,17172,16973,15433,14905,17486,16205,15563,15719,15366,15324
E1A,1020,550,19571,19486,19484,19113,18808,19393,17205,17436,16713,16555,15062,14583,17029,15861,15155,15343,14974,14951
E1A,1020,551,18811,18756,18793,18401,18133,18710,16568,16891,16113,15954,14539,14088,16438,15300,14673,14852,14434,14474
E1A,1020,552,18180,18086,18126,17782,17494,18100,15982,16233,15501,15360,14019,13555,15851,14707,14100,14270,13941,13940
E1A,1020,553,17589,17489,17480,17169,16892,17448,15489,15707,14943,14848,13578,13125,15350,14265,13645,13805,13463,13452
E1A,1020,554,17398,17328,17341,17005,16722,17239,15267,15549,14796,14683,13397,12977,15133,14098,13441,13683,13343,13341
E1A,1020,555,17039,16964,16942,16675,16403,16901,15015,15174,14525,14384,13164,12708,14934,13805,13251,13428,13103,13079
E1A,1020,556,16527,16420,16455,16115,15890,16420,14540,14764,14118,13960,12789,12352,14381,13383,12846,13033,12724,12704
E1A,1020,557,16090,16045,15969,15725,15482,15965,14136,14386,13649,13578,12405,12058,14033,13055,12483,12667,12419,12378
E1A,1020,558,15660,15591,15634,15296,15027,15533,13781,13988,13326,13211,12080,11713,13656,12704,12180,12307,12017,12040
E1A,1020,559,14990,14926,14871,14649,14444,14886,13202,13388,12796,12708,11600,11229,13121,12166,11699,11874,11588,11564
E1A,1020,560,14526,14400,14470,14175,13977,14411,12736,12934,12355,12271,11255,10880,12672,11772,11274,11435,11208,11241
E1A,1020,561,13828,13747,13815,13567,13295,13740,12203,12374,11826,11734,10754,10389,12150,11307,10823,10985,10723,10724
E1A,1020,562,13374,13333,13309,13073,12910,13326,11805,11982,11470,11344,10428,10076,11710,10927,10450,10611,10392,10403
E1A,1020,563,12744,12698,12695,12414,12289,12701,11256,11469,10945,10830,9976,9599,11205,10419,9993,10142,9937,9930
E1A,1020,564,12266,12195,12232,12027,11868,12196,10866,11034,10520,10437,9594,9252,10763,10070,9623,9774,9554,9542
E1A,1020,565,11754,11676,11685,11508,11317,11689,10418,10540,10127,10050,9175,8869,10337,9651,9273,9398,9187,9116
E1A,1020,566,11336,11338,11316,11064,10951,11310,10070,10184,9738,9663,8879,8581,9983,9324,8954,9103,8869,8815
E1A,1020,567,10776,10710,10719,10549,10395,10723,9582,9713,9241,9187,8403,8165,9497,8846,8478,8600,8403,8376
E1A,1020,568,10395,10323,10354,10141,9996,10350,9202,9337,8914,8874,8120,7853,9151,8501,8185,8323,8125,8083
E1A,1020,569,9768,9734,9724,9536,9392,9701,8643,8796,8431,8342,7671,7416,8576,8027,7685,7840,7616,7645
E1A,1020,570,9391,9324,9339,9139,9001,9309,8308,8441,8089,8019,7329,7115,8222,7688,7406,7506,7373,7321
E1A,1020,571,8942,8870,8875,8761,8602,8874,7895,8067,7666,7648,6984,6811,7838,7364,7028,7181,6981,6996
E1A,1020,572,8576,8509,8533,8318,8235,8521,7611,7738,7378,7306,6760,6478,7552,7041,6798,6843,6710,6698
E1A,1020,573,8197,8176,8170,8012,7924,8163,7251,7350,7087,7015,6427,6246,7241,6716,6451,6567,6438,6423
E1A,1020,574,7797,7768,7760,7640,7499,7748,6934,7049,6753,6695,6155,5937,6885,6409,6196,6268,6127,6124
E1A,1020,575,7492,7469,7459,7290,7240,7474,6665,6795,6490,6435,5899,5711,6665,6153,5927,6054,5890,5877
E1A,1020,576,7182,7195,7136,7035,6913,7181,6400,6484,6235,6201,5682,5495,6316,5919,5700,5799,5687,5650
E1A,1020,577,6770,6764,6757,6644,6526,6723,6038,6166,5889,5872,5389,5162,5996,5621,5381,5474,5357,5371
E1A,1020,578,6510,6433,6469,6342,6244,6454,5769,5859,5625,5594,5153,4961,5757,5391,5174,5227,5137,5116
E1A,1020,579,6191,6169,6125,6056,5920,6107,5514,5591,5361,5305,4912,4725,5465,5085,4910,4971,4887,4882
E1A,1020,580,5820,5790,5809,5703,5612,5782,5187,5266,5046,5034,4617,4439,5187,4832,4645,4703,4594,4605
E1A,1020,581,5520,5538,5539,5430,5341,5514,4938,5036,4827,4784,4401,4252,4892,4595,4394,4477,4362,4354
E1A,1020,582,5336,5302,5327,5212,5144,5325,4780,4863,4656,4606,4259,4099,4737,4440,4247,4324,4249,4221
E1A,1020,583,5028,5011,5005,4926,4854,5003,4508,4587,4389,4338,4020,3841,4462,4165,3998,4076,3981,3954
E1A,1020,584,4875,4843,4835,4721,4680,4835,4316,4394,4223,4188,3893,3711,4299,4025,3873,3946,3850,3845
E1A,1020,585,4648,4657,4632,4545,4487,4644,4183,4270,4068,4017,3710,3578,4153,3869,3716,3770,3687,3694
E1A,1020,586,4510,4484,4476,4430,4367,4505,4014,4121,3925,3902,3631,3463,4022,3730,3608,3645,3575,3564
E1A,1020,587,4342,4336,4324,4256,4208,4339,3883,3970,3804,3775,3472,3322,3849,3590,3466,3521,3449,3456
E1A,1020,588,4153,4156,4129,4060,4014,4145,3721,3799,3651,3600,3310,3202,3669,3448,3320,3382,3284,3302
E1A,1020,589,4039,4016,4022,3943,3938,4036,3621,3673,3513,3512,3210,3086,3591,3349,3250,3288,3214,3204
E1A,1020,590,3902,3887,3902,3825,3766,3879,3494,3536,3414,3368,3098,3006,3469,3227,3117,3164,3080,3073
E1A,1020,591,3751,3756,3801,3726,3632,3756,3357,3457,3308,3287,3039,2893,3357,3158,3025,3088,3019,3003
E1A,1020,592,3682,3679,3651,3586,3543,3655,3303,3343,3197,3179,2928,2825,3271,3054,2916,2966,2933,2904
E1A,1020,593,3604,3591,3590,3520,3464,3577,3237,3288,3138,3135,2877,2758,3192,2999,2878,2920,2854,2840
E1A,1020,594,3472,3485,3456,3394,3382,3474,3117,3170,3045,3020,2780,2670,3092,2886,2773,2799,2767,2743
E1A,1020,595,3342,3317,3324,3284,3211,3322,3005,3045,2925,2909,2689,2562,2991,2782,2655,2721,2648,2662
E1A,1020,596,3261,3245,3241,3192,3154,3245,2915,2960,2824,2830,2629,2502,2917,2701,2582,2625,2573,2596
E1A,1020,597,3139,3145,3145,3073,3033,3145,2833,2878,2757,2735,2521,2398,2778,2625,2541,2556,2513,2488
E1A,1020,598,3061,3058,3030,2995,2931,3030,2738,2813,2668,2655,2443,2352,2701,2541,2461,2476,2428,2406
E1A,1020,599,2957,2948,2944,2869,2839,2933,2641,2673,2564,2549,2359,2259,2609,2438,2355,2417,2348,2327
E1A,1020,600,2839,2841,2874,2792,2761,2853,2571,2626,2489,2497,2337,2188,2567,2384,2295,2329,2274,2278
