,,Well,A01,A02,A03,A04,A05,A06,B01,B02,B03,B04,B05,B06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C01,C02,C03,C04,C05,C06,,,,,,,,,,,,
,,Wavelength (nm),Buffer,Buffer,Buffer,Buffer,Buffer,Buffer,Ficoll,Ficoll,Ficoll,Ficoll,Ficoll,Ficoll,D-Sorbitol,D-Sorbitol,D-Sorbitol,D-Sorbitol,D-Sorbitol,D-Sorbitol,Glycerol,Glycerol,Glycerol,Glycerol,Glycerol,Glycerol,PEG200,PEG200,PEG200,PEG200,PEG200,PEG200,PEG1500,PEG1500,PEG1500,PEG1500,PEG1500,PEG1500,PEG4000,PEG4000,PEG4000,PEG4000,PEG4000,PEG4000,PEG8000,PEG8000,PEG8000,PEG8000,PEG8000,PEG8000,Sucrose,Sucrose,Sucrose,Sucrose,Sucrose,Sucrose,L(+)-Arabinose,L(+)-Arabinose,L(+)-Arabinose,L(+)-Arabinose,L(+)-Arabinose,L(+)-Arabinose,Dextran,Dextran,Dextran,Dextran,Dextran,Dextran,EG,EG,EG,EG,EG,EG,PEG400,PEG400,PEG400,PEG400,PEG400,PEG400,PEG2000,PEG2000,PEG2000,PEG2000,PEG2000,PEG2000,PEG6000,PEG6000,PEG6000,PEG6000,PEG6000,PEG6000,PEG10000,PEG10000,PEG10000,PEG10000,PEG10000,PEG10000
PUMA S3,1020,468,12474,10713,11739,11713,10635,10799,10944,9400,8015,8024,9239,8391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13162,11657,10144,10253,9312,7910,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S3,1020,469,13307,11414,12553,12486,11376,11499,11646,9980,8500,8533,9822,8940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14004,12407,10786,10886,9897,8458,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S3,1020,470,13908,11975,13060,13085,11912,12103,12162,10426,8897,8961,10257,9339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14663,12947,11332,11412,10396,8865,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S3,1020,471,14235,12218,13431,13386,12176,12337,12461,10649,9126,9120,10465,9577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14990,13223,11577,11610,10592,9033,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S3,1020,472,14540,12477,13723,13720,12423,12607,12720,10865,9322,9337,10725,9811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15283,13596,11845,11931,10871,9259,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S3,1020,473,14893,12829,14076,13986,12746,12959,13018,11214,9576,9570,10980,10023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15694,13948,12155,12192,11126,9484,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S3,1020,474,14899,12838,14095,14048,12722,12959,13106,11210,9586,9590,10987,10041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15753,13997,12142,12280,11109,9525,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S3,1020,475,15021,12960,14195,14200,12885,13060,13206,11308,9654,9670,11084,10102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15895,14069,12228,12312,11241,9566,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S3,1020,476,14808,12742,13949,13986,12669,12877,13019,11188,9528,9545,10924,9950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15680,13860,12106,12144,11102,9443,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S3,1020,477,14636,12558,13784,13780,12503,12743,12879,11062,9436,9417,10829,9843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15489,13699,11951,12048,10965,9353,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S3,1020,478,14268,12302,13450,13507,12271,12408,12626,10814,9222,9230,10582,9660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15151,13431,11687,11742,10768,9154,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S3,1020,479,14039,12074,13218,13240,12034,12223,12452,10667,9054,9093,10437,9487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14878,13210,11507,11590,10556,9037,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S3,1020,480,13652,11700,12828,12805,11682,11875,12081,10329,8861,8816,10126,9249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14422,12811,11185,11213,10235,8757,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S3,1020,481,13346,11465,12589,12571,11385,11631,11907,10152,8698,8690,9962,9097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14200,12570,10986,11023,10059,8617,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S3,1020,482,12981,11249,12274,12272,11179,11349,11540,9877,8442,8480,9710,8869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13846,12221,10683,10762,9804,8392,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S3,1020,483,12565,10797,11826,11806,10756,10939,11154,9546,8167,8188,9399,8599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13358,11824,10308,10382,9476,8101,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S3,1020,484,12420,10673,11665,11682,10639,10807,11054,9477,8104,8145,9311,8521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13261,11683,10203,10326,9393,8002,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S3,1020,485,12096,10422,11392,11426,10376,10536,10779,9239,7910,7934,9119,8304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12934,11437,9988,10063,9170,7826,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S3,1020,486,11851,10226,11252,11204,10223,10363,10636,9097,7814,7803,8971,8206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12690,11258,9808,9880,9016,7718,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S3,1020,487,11824,10170,11116,11172,10160,10280,10574,9018,7775,7780,8901,8166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12657,11212,9795,9861,8993,7718,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S3,1020,488,11612,9990,10945,10978,9993,10156,10407,8928,7655,7665,8831,8090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12449,11022,9634,9722,8919,7646,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S3,1020,489,11555,9940,10885,10895,9905,10096,10354,8889,7572,7650,8789,8046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12372,10993,9589,9702,8822,7612,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S3,1020,490,11660,10049,11031,11086,10049,10170,10484,8975,7729,7791,8925,8192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12532,11126,9716,9839,9018,7744,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S3,1020,491,11639,10018,10982,10999,10007,10098,10379,8956,7710,7751,8882,8183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12460,11107,9729,9809,8994,7758,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S3,1020,492,11791,10130,11093,11145,10159,10231,10549,9075,7809,7853,9029,8354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12637,11257,9875,9924,9160,7891,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S3,1020,493,12018,10377,11355,11371,10379,10486,10810,9338,8011,8090,9267,8606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12909,11511,10080,10252,9423,8185,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S3,1020,494,12292,10625,11613,11633,10616,10700,11090,9540,8221,8287,9594,8865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13200,11819,10421,10509,9710,8464,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S3,1020,495,12754,11014,11945,12022,10956,11110,11452,9897,8542,8627,9947,9231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13700,12228,10794,10920,10113,8858,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S3,1020,496,13047,11258,12326,12309,11292,11394,11744,10126,8770,8951,10309,9588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14020,12603,11127,11259,10500,9191,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S3,1020,497,13601,11737,12836,12845,11740,11832,12203,10630,9195,9367,10809,10050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14627,13147,11623,11851,11035,9737,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S3,1020,498,14057,12122,13197,13327,12117,12221,12599,10999,9564,9747,11288,10518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15102,13672,12141,12308,11568,10253,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S3,1020,499,14832,12938,14084,14128,12871,13013,13452,11699,10195,10477,12143,11338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15988,14539,12959,13154,12443,11098,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S3,1020,500,15592,13509,14777,14819,13541,13581,14057,12316,10758,11042,12834,12086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16755,15310,13690,13891,13207,11844,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S3,1020,501,16378,14179,15475,15547,14179,14234,14706,12954,11361,11677,13620,12855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17593,16096,14418,14658,14029,12647,0,0,0,0,0,0,0,0,0,0,0,0
