,date,well,prot,osm,A_after,A_before,D_after,D_before,area,directA_after,directA_before,A_corr_before,A_corr_after,D/A_before,D/A_after,d_directA
30253,5/31/2021,H4,S1,,13082.781,13012.402,4438.965,4481.288,147.03,5124.736,5125.356,9663.50172,9756.42971,0.463733347,0.454978423,-0.62
30254,5/31/2021,H4,S1,,23617.535,23406.564,6101.029,6077.657,236.6,8934.222,8920.821,18490.4498,18686.48745,0.32869168,0.326494159,13.401
30256,5/31/2021,H4,S1,,7310.212,6657.114,2642.121,2485.924,223.08,3632.856,3340.795,4704.82323,5219.64523,0.528377769,0.506187851,292.061
30257,5/31/2021,H4,S1,,22036.371,22331,5007.307,5049.145,104.78,11166.371,11259.581,17515.63276,17260.8878,0.288265064,0.290095565,-93.21
30260,5/31/2021,H4,S1,,39247.52,39426.461,8131.319,8129.151,201.11,15075.235,15082.345,32252.36542,32073.62628,0.252048211,0.253520414,-7.11
30261,5/31/2021,H4,S1,,17453.184,17793.467,4826.983,4880.383,101.4,7976.7,8062.217,13675.04278,13379.31001,0.356882467,0.360779666,-85.517
30263,5/31/2021,H4,S1,,31102.926,31326.463,7222.337,7242.369,160.55,12353.095,12465.253,25119.60936,24927.99934,0.288315351,0.289727904,-112.158
30264,5/31/2021,H4,S1,,21495.031,21400.504,5188.554,5189.241,378.56,9036.018,9006.156,16939.03663,17028.25396,0.306348059,0.304702644,29.862
30265,5/31/2021,H4,S1,,19336.99,19278.594,4889.781,4867.573,162.24,8865.073,8830.542,15020.97733,15061.0422,0.324051684,0.324664186,34.531
30266,5/31/2021,H4,S1,,16473,16522.822,4628.067,4606.444,152.1,7136.355,7162.422,12720.5465,12664.21704,0.362126266,0.365444384,-26.067
30267,5/31/2021,H4,S1,,24979.939,25354.072,6459.735,6578.47,140.27,10232.844,10361.409,19898.81519,19612.03909,0.330596065,0.329376001,-128.565
30268,5/31/2021,H4,S1,,29663.408,30111.316,6615.714,6645.561,165.62,11244.174,11429.01,24417.65677,24020.68652,0.272162111,0.275417357,-184.836
30271,5/31/2021,H4,S1,,16048.333,16151.844,4405.083,4407.438,162.24,6884.938,6968.604,12491.8671,12405.50079,0.352824599,0.355091106,-83.666
30272,5/31/2021,H4,S1,,15142.642,14867.755,4544.292,4461.217,179.14,6568.17,6448.198,11278.15237,11486.21494,0.395562753,0.395630068,119.972
30273,5/31/2021,H4,S1,,16133.453,15925.333,4793.894,4691.84,126.75,7243.387,7133.027,12083.38267,12216.44565,0.388288622,0.392413157,110.36
30274,5/31/2021,H4,S1,,9090.784,8657.923,3084.308,2996.938,109.85,4056.031,3891.969,6330.07175,6685.45487,0.473444555,0.461346021,164.062
30276,5/31/2021,H4,S1,,8007.475,10014.146,2710.57,3226.038,267.02,4267.842,5568.07,7246.41256,5759.98292,0.445191048,0.470586465,-1300.228
30277,5/31/2021,H4,S1,,29236.348,28955.887,7023.261,6939.348,194.35,11565.739,11446.487,23103.20003,23316.52926,0.300363066,0.301213827,119.252
30278,5/31/2021,H4,S1,,16297.167,16276.938,5185.623,5154.667,192.66,7306.737,7308.263,12156.39452,12160.50678,0.424029262,0.426431488,-1.526
30279,5/31/2021,H4,S1,,24468.635,24495.902,5169.478,5184.791,226.46,10144.336,10179.508,19813.85625,19801.38782,0.261675008,0.261066449,-35.172
30280,5/31/2021,H4,S1,,26020.941,26231.424,7676.327,7693.981,175.76,10359.587,10529.702,20152.97069,19984.16616,0.381779,0.384120455,-170.115
30282,5/31/2021,H4,S1,,10439.417,10394.814,3692.611,3635.296,182.52,4459.426,4452.194,7622.19026,7635.04223,0.476935877,0.483639892,7.232
30283,5/31/2021,H4,S1,,24227.141,24156.717,6625.558,6560.398,190.97,9962.115,9969.717,18785.45983,18822.79341,0.349227438,0.351996532,-7.602
30284,5/31/2021,H4,S1,,23956.301,24193.631,5970.097,6015.34,174.07,10324.408,10445.446,19020.86606,18830.51207,0.316249533,0.317043795,-121.038
30285,5/31/2021,H4,S1,,11518.836,11524.033,3586.918,3630.803,103.09,4995,5020.705,8645.77346,8668.71946,0.419951207,0.413777146,-25.705
30286,5/31/2021,H4,S1,,9019.602,11194.908,2908.633,3392.765,165.62,4115.459,5022.123,8442.53918,6696.0893,0.401865473,0.434377869,-906.664
30287,5/31/2021,H4,S1,,7922.712,7924.719,2729.072,2725.683,234.91,3970.597,3987.885,5722.40886,5721.89041,0.476317416,0.476952861,-17.288
30288,5/31/2021,H4,S1,,14838.016,14845.286,4466.413,4441.556,106.47,6633.762,6681.524,11221.77176,11210.40233,0.395798105,0.398416834,-47.762
30289,5/31/2021,H4,S1,,12365.425,12460.205,3811.063,3826.685,214.63,5843.567,5886.275,9313.6697,9235.28388,0.410867587,0.41266333,-42.708
30290,5/31/2021,H4,S1,,17917.275,18378.053,5571.197,5626.303,128.44,7294.605,7475.25,13975.81491,13578.56564,0.402574235,0.410293484,-180.645
30291,5/31/2021,H4,S1,,11222.219,11216.81,3563.181,3542.067,177.45,4890.171,4910.924,8406.43893,8404.60058,0.42135166,0.423956019,-20.753
30292,5/31/2021,H4,S1,,10661.941,10646.754,3548.064,3521.579,288.99,5295.257,5311.444,7771.14277,7775.36825,0.453161022,0.456321024,-16.187
30294,5/31/2021,H4,S1,,6371.268,6135.402,4508.917,4440.146,403.91,2785.464,2663.222,3276.11244,3452.30383,1.355309404,1.306060307,122.242
30295,5/31/2021,H4,S1,,14785.391,16129.547,4050.016,4227.438,108.16,6719.312,7339.344,12494.5295,11362.21324,0.338343112,0.356446047,-620.032
30296,5/31/2021,H4,S1,,9495.243,9530.861,3302.722,3297.496,194.35,4232.53,4250.965,6975.50477,6940.61964,0.472725073,0.475854055,-18.435
30297,5/31/2021,H4,S1,,17131.457,16590.297,5307.58,5165.568,136.89,7547.124,7388.259,12448.77675,12884.48604,0.41494583,0.411935717,158.865
30298,5/31/2021,H4,S1,,14832.651,14705.893,4088.482,4091.393,189.28,6835.304,6857.75,11234.48221,11367.04778,0.364181715,0.359678439,-22.446
30299,5/31/2021,H4,S1,,26398.51,27137.012,5724.999,6005.335,1417.91,12164.002,12038.617,21666.84722,21053.10015,0.277166998,0.2719314,125.385
30300,5/31/2021,H4,S1,,17829.596,18019.008,5080.813,5127.198,434.33,7343.669,7436.218,13888.71164,13741.468,0.369162967,0.369743102,-92.549
30301,5/31/2021,H4,S1,,9513.065,9555.171,3221.368,3182.526,128.44,4119.526,4133.184,7083.12726,7023.03002,0.44931086,0.458686349,-13.658
30302,5/31/2021,H4,S1,,9279.806,9311.458,2880.125,2886.514,121.68,4935.556,4965.222,6838.2134,6815.58411,0.422115227,0.422579335,-29.666
30303,5/31/2021,H4,S1,,20607.84,20241.629,5519.383,5538.148,136.89,8478.37,8406.284,15709.2166,16071.67671,0.352541323,0.343422973,72.086
30304,5/31/2021,H4,S1,,29520.85,30103.541,5263.345,5301.678,147.03,10908.954,11118.402,25181.15528,24658.57589,0.210541492,0.213448864,-209.448
30305,5/31/2021,H4,S1,,8335.055,8327.011,2933.141,2910.543,155.48,3897.174,3926.337,6038.41918,6040.02721,0.482004133,0.485617183,-29.163
30306,5/31/2021,H4,S1,,36606.023,36585.359,7456.565,7397.533,206.18,14073.254,14078.017,29989.84328,29980.12529,0.246667945,0.248716939,-4.763
30307,5/31/2021,H4,S1,,13088.074,13052.761,3877.455,3882.067,226.46,5657.575,5671.254,9917.72723,9958.0836,0.391427079,0.389377631,-13.679
30308,5/31/2021,H4,S1,,10514.138,10576.862,3228.7,3237.188,135.2,5484.175,5517.725,7812.78461,7760.93375,0.414344969,0.416019529,-33.55
30309,5/31/2021,H4,S1,,10409.693,10356.909,3601.887,3590.042,611.78,4654.602,4639.337,7572.71271,7616.31851,0.474076086,0.472917066,15.265
30310,5/31/2021,H4,S1,,10876.196,10623.346,3471.028,3419.327,180.83,4873.038,4823.888,7894.56397,8110.67394,0.433124238,0.427958025,49.15
30311,5/31/2021,H4,S1,,16718.508,16724.607,4154.633,4127.992,202.8,8694.833,8665.275,12890.36899,12864.53424,0.320238467,0.322952462,29.558
30312,5/31/2021,H4,S1,,15067.104,15583.037,4319.918,4367.104,228.15,6736.341,6954.074,11947.19782,11497.64267,0.365533748,0.375722061,-217.733
30313,5/31/2021,H4,S1,,28538.961,28461.898,7263.83,7267.046,218.01,11843.551,11859.713,22357.01815,22438.85641,0.325045404,0.323716586,-16.162
30314,5/31/2021,H4,S1,,6770.97,6724.94,2403.09,2376.985,113.23,3120.403,3076.478,4880.60713,4904.45573,0.487026498,0.489980975,43.925
30315,5/31/2021,H4,S1,,16238.102,16090.565,4973.63,4928.587,233.22,7083.188,7082.174,12132.80083,12256.27238,0.406220053,0.405802829,1.014
30316,5/31/2021,H4,S1,,16625.492,17096.041,4795.137,4861.959,123.37,6790.137,6992.151,13190.69404,12793.94336,0.368590082,0.374797423,-202.014
30317,5/31/2021,H4,S1,,18804.771,18687.836,4929.342,4927.139,133.51,7899.494,7893.013,14576.77986,14691.31588,0.338012857,0.335527603,6.481
30318,5/31/2021,H4,S1,,14045.692,13763.141,5195.297,5075.822,637.13,5938.873,5825.191,9966.16905,10163.79872,0.509305228,0.511157014,113.682
30320,5/31/2021,H4,S1,,7858.886,8674.342,2727.386,2895.228,192.66,3634.307,3973.596,6384.88792,5722.85309,0.45345009,0.476578021,-339.289
30321,5/31/2021,H4,S1,,30752.26,30867.328,7640.115,7639.725,221.39,12386.428,12445.29,24453.66865,24349.57773,0.312416313,0.313767864,-58.862
30322,5/31/2021,H4,S1,,12851.278,12903.787,3816.213,3813.262,103.09,5776.787,5760.098,9788.33952,9731.09558,0.389571897,0.39216684,16.689
30323,5/31/2021,H4,S1,,29473.723,29082.518,7476.121,7430.964,140.27,11821.614,11732.903,22914.85551,23265.27221,0.324285876,0.321342511,88.711
30324,5/31/2021,H4,S1,,21287.279,21269.059,6133.212,6131.95,2021.24,9043.154,9073.565,16295.14815,16318.47738,0.376305262,0.375844624,-30.411
30325,5/31/2021,H4,S1,,24459.227,24309.709,5782.333,5808.893,157.17,9822.354,9894.882,19350.96813,19528.34325,0.30018617,0.296099517,-72.528
30326,5/31/2021,H4,S1,,14077.152,14197.034,4210.737,4226.568,199.42,6249.093,6307.381,10758.55057,10658.13372,0.392856637,0.395072638,-58.288
30327,5/31/2021,H4,S1,,10225.24,10220.519,3285.126,3269.177,133.51,4764.266,4738.759,7587.49098,7578.91268,0.430864038,0.433456109,25.507
30329,5/31/2021,H4,S1,,11694.665,11654.808,3896.027,3873.143,378.56,5415.348,5404.04,8575.27461,8600.85457,0.45166402,0.452981383,11.308
30330,5/31/2021,H4,S1,,9927.908,12201.783,3607.817,4070.583,202.8,4388.683,5298.033,9037.74774,7181.91522,0.450397944,0.502347478,-909.35
30331,5/31/2021,H4,S1,,23051.479,23099.5,6361.035,6306.896,392.08,9598.582,9595.004,17933.79436,17856.39987,0.35167661,0.356232782,3.578
30332,5/31/2021,H4,S1,,15469.807,15276.839,4643.242,4616.064,104.78,7581,7547.516,11396.29704,11568.49874,0.405049463,0.401369452,33.484
30333,5/31/2021,H4,S1,,12148.284,11696.376,4084.807,3916.092,184.21,5156.174,4991.211,8672.51715,9003.66323,0.451551946,0.453682784,164.963
30334,5/31/2021,H4,S1,,8743.657,8799.957,2989.428,2999.171,118.3,3852.6,3913.886,6466.75803,6427.26616,0.463782777,0.465116571,-61.286
30335,5/31/2021,H4,S1,,17037.359,17239.238,4609.803,4657.929,334.62,7447.035,7585.293,13329.32996,13179.22676,0.349449598,0.349777956,-138.258
30337,5/31/2021,H4,S1,,13290.795,13277.045,4324.757,4297.781,486.72,5913.528,5914.382,9875.48849,9875.10347,0.435196801,0.437945487,-0.854
30338,5/31/2021,H4,S1,,35123.594,35867.77,7713.527,7788.081,125.06,14158.933,14530.135,28979.36142,28345.22742,0.268745777,0.272127892,-371.202
30339,5/31/2021,H4,S1,,15645.561,15888.742,4715.349,4730.833,111.54,6479.212,6571.349,12132.8442,11915.37575,0.389919538,0.395736492,-92.137
30340,5/31/2021,H4,S1,,9179.319,9090.486,3336.694,3310.736,121.68,3923.125,3905.375,6593.77467,6665.47743,0.502100264,0.500593399,17.75
30341,5/31/2021,H4,S1,,14160.885,14168.207,4246.975,4276.099,204.49,6417.297,6443.198,10677.66691,10690.70182,0.400471286,0.397258765,-25.901
30342,5/31/2021,H4,S1,,22775.824,23421.088,5426.675,5476.362,135.2,8863.2,9148.188,18780.46042,18215.67825,0.291598921,0.297912322,-284.988
30343,5/31/2021,H4,S1,,19485.639,19605.283,5075.231,5105.668,285.61,8044.231,8093.941,15361.43017,15267.36268,0.332369314,0.332423556,-49.71
30344,5/31/2021,H4,S1,,13223.07,13262.16,4012.73,4056.2,169,5627.89,5680.25,10033.1265,10027.024,0.404280759,0.400191522,-52.36
30345,5/31/2021,H4,S1,,26218.047,25873.047,7438.264,7371.491,179.14,10377.783,10369.047,19996.03784,20303.98831,0.368647582,0.366344971,8.736
30346,5/31/2021,H4,S1,,34016.254,34206.449,7504.346,7458.534,224.77,13034.654,13098.888,27764.63726,27562.36636,0.268634304,0.272267842,-64.234
30347,5/31/2021,H4,S1,,17458.312,17179.832,5148.792,5057.805,130.13,7418.857,7335.351,13105.47866,13319.86941,0.385930581,0.386549736,83.506
30348,5/31/2021,H4,S1,,19445.555,19506.754,5365.383,5360.58,136.89,8144.716,8232.593,15101.45393,15054.40597,0.354971119,0.356399516,-87.877
30349,5/31/2021,H4,S1,,26353.133,27777.801,5280.4,5385.617,101.4,10000.417,10589.983,22911.32722,21654.44177,0.23506351,0.243848355,-589.566
30350,5/31/2021,H4,S1,,36643.617,36625.527,7536.687,7571.824,221.39,13501.878,13592.146,30029.95254,30083.81607,0.25214239,0.250522972,-90.268
30351,5/31/2021,H4,S1,,31470.6,31438.316,7234.65,7266.3,101.4,12177.15,12257.15,25258.3185,25322.577,0.287679483,0.285699595,-80
30352,5/31/2021,H4,S1,,7870.752,7899.219,3025.591,2997.324,177.45,3443.562,3442.171,5656.62479,5612.91199,0.529878525,0.539041233,1.391
30354,5/31/2021,H4,S1,,15734.473,15988.236,4754.222,4755.458,121.68,7008.431,7158.042,12107.81528,11883.13345,0.392759378,0.400081512,-149.611
30355,5/31/2021,H4,S1,,11246.309,11095.029,3937.882,3818.662,114.92,4688.221,4650.294,8187.58228,8268.46955,0.466396779,0.476252827,37.927
30356,5/31/2021,H4,S1,,14231.171,14057.919,4432.122,4347.854,207.87,5979.423,5917.187,10629.29085,10746.05597,0.409044598,0.412441738,62.236
30357,5/31/2021,H4,S1,,14305.338,14303.95,4445.75,4450.3,135.2,5936.375,5984.038,10808.32378,10821.17925,0.411747473,0.410837848,-47.663
30358,5/31/2021,H4,S1,,7144.594,7098.723,2590.119,2553.446,170.69,3154.208,3148.782,5147.12804,5172.53141,0.496091409,0.500744953,5.426
30359,5/31/2021,H4,S1,,14278.899,14101.232,3901.333,3872.922,218.01,5942.209,5880.636,10931.2625,11082.1728,0.354297777,0.352036832,61.573
30361,5/31/2021,H4,S1,,20377.973,21065.51,5706.775,5693.211,248.43,8085.436,8339.483,16463.6064,15817.14941,0.345805825,0.36079668,-254.047
30362,5/31/2021,H4,S1,,24454.566,24240.582,5727.994,5702.714,295.75,9109.863,9086.56,19491.69718,19687.85521,0.292571445,0.290940478,23.303
30363,5/31/2021,H4,S1,,20482.312,20081.145,5995.289,5959.301,140.27,7719.566,7663.723,15466.6081,15838.09129,0.385301093,0.378536081,55.843
30365,5/31/2021,H4,S1,,19992.357,19995.457,5153.247,5174.062,136.89,7937.667,8048.333,15724.02087,15752.97936,0.329054638,0.327128404,-110.666
30366,5/31/2021,H4,S1,,9116.721,9079.015,3068.941,3063.912,114.92,3747.971,3792.323,6734.60027,6778.06778,0.454950833,0.452775201,-44.352
30367,5/31/2021,H4,S1,,16886.121,16719.271,7785.202,7758.037,459.68,5237.294,5238.257,11612.24256,11764.87808,0.668091194,0.661732484,-0.963
30368,5/31/2021,H4,S1,,12600.06,12688.881,3638.552,3667.851,113.23,5445.955,5539.254,9692.46171,9636.89599,0.378423058,0.377564727,-93.299
30369,5/31/2021,H4,S1,,19465.102,19485.361,5855.737,5868.405,584.74,7660.694,7704.243,14911.30018,14906.02953,0.393554213,0.392843513,-43.549
30370,5/31/2021,H4,S1,,14388.412,14312.786,4512.977,4487.695,221.39,5857.802,5855.679,10821.72864,10883.55181,0.414692989,0.414660313,2.123
30372,5/31/2021,H4,S1,,38238.004,37471.938,8075.897,7992.749,544.18,13435.108,13313.407,30706.2337,31405.10807,0.260297276,0.257152339,121.701
30373,5/31/2021,H4,S1,,7004.358,6940.074,2499.58,2488.062,136.89,3014.988,2996.642,5052.03916,5106.73288,0.492486681,0.489467544,18.346
30374,5/31/2021,H4,S1,,12659.248,12809.186,3056.177,3092.487,190.97,4938.496,5014.734,10217.36843,10101.15995,0.302669618,0.302557035,-76.238
30375,5/31/2021,H4,S1,,13792.352,15225.318,3869.813,4084.044,153.79,5508.692,6053.539,11910.60227,10694.69963,0.342891477,0.36184401,-544.847
30376,5/31/2021,H4,S1,,15644.885,15358.086,4673.748,4575.252,234.91,6352.503,6281.95,11739.63194,11960.82299,0.389727039,0.390754717,70.553
30378,5/31/2021,H4,S1,,23651.73,23665.076,5720.258,5755.538,157.17,8896.517,8919.247,18919.98393,18929.65503,0.30420417,0.30218501,-22.73
30379,5/31/2021,H4,S1,,17676.197,21181.74,4774.309,5463.358,136.89,6837.444,8085.605,16749.89531,13846.69887,0.326172665,0.344797633,-1248.161
30380,5/31/2021,H4,S1,,19629.076,19969.969,5159.576,5189.939,111.54,7494.455,7755.424,15745.77077,15470.55427,0.329608444,0.333509447,-260.969
30381,5/31/2021,H4,S1,,22339.455,24806.045,5288.298,5785.739,226.46,8013.911,9069.522,20016.39415,18014.01397,0.289050014,0.293565777,-1055.611
30382,5/31/2021,H4,S1,,12761.441,12743.5,4089.668,4078.378,402.22,5049.777,5051.374,9622.1986,9634.45933,0.423850948,0.424483394,-1.597
30383,5/31/2021,H4,S1,,26138.332,26134.674,6903.556,6887.977,285.61,9887.745,9847.402,20613.03981,20600.77577,0.334156294,0.335111458,40.343
30384,5/31/2021,H4,S1,,29807.859,29961.604,7182.921,7243.482,277.16,11033.141,11141.116,24005.7465,23904.61408,0.301739502,0.300482617,-107.975
30385,5/31/2021,H4,S1,,14856.398,14914.241,4591.974,4552.396,699.66,5768.297,5815.879,11396.45411,11326.67535,0.399457231,0.405412344,-47.582
30386,5/31/2021,H4,S1,,17885.422,17923.002,4333.214,4340.23,608.4,6546.656,6597.375,14369.17885,14344.95394,0.302051359,0.302072354,-50.719
30387,5/31/2021,H4,S1,,19796.764,19802.639,5356.903,5367.264,121.68,7514.236,7607.056,15512.64844,15529.90057,0.345992757,0.34494123,-92.82
30388,5/31/2021,H4,S1,,12132.564,12120.047,3852.047,3862.682,143.65,4834.788,4868.988,9147.71782,9172.36937,0.422256357,0.419962045,-34.2
30389,5/31/2021,H4,S1,,14256.935,14293.5,4614.712,4588.853,310.96,5514.31,5589.891,10799.32862,10763.41874,0.424920211,0.428740358,-75.581
30390,5/31/2021,H4,S1,,25142.529,24865.359,6291.239,6264.667,197.73,9294.188,9242.804,19788.95273,20042.27661,0.316573953,0.313898422,51.384
30391,5/31/2021,H4,S1,,9507.603,9319.068,3235.807,3286.216,148.72,3946.545,3874.841,6841.15373,7042.78174,0.480359911,0.459450132,71.704
30392,5/31/2021,H4,S1,,7822.926,7808.333,3154.333,3144.956,344.76,3023.343,3037.907,5564.30399,5576.69434,0.565202046,0.565627737,-14.564
30393,5/31/2021,H4,S1,,14125.363,14623.353,4691.795,4676.437,321.1,5221.742,5357.963,11126.82842,10646.58067,0.420284813,0.44068562,-136.221
30394,5/31/2021,H4,S1,,37172.789,37524.5,7806.03,7841.25,169,13050.27,13232.13,30854.5328,30556.0418,0.254136079,0.255466007,-181.86
30395,5/31/2021,H4,S1,,11025.774,11063.419,3399.161,3400.355,157.17,4364.839,4379.839,8429.06144,8394.89926,0.403408496,0.404907896,-15
30396,5/31/2021,H4,S1,,18803.441,19374.834,5125.659,5164.323,387.01,6895.402,7090.939,15290.4644,14776.71535,0.33774795,0.346874043,-195.537
30397,5/31/2021,H4,S1,,12577.955,12797,4110.157,4093.011,150.41,4778.787,4876.989,9701.07626,9491.60226,0.421913084,0.433030893,-98.202
30398,5/31/2021,H4,S1,,22819.648,22907.668,6500.987,6518.238,255.19,8921.212,9024.788,17738.29214,17679.09461,0.367467056,0.367721716,-103.576
30399,5/31/2021,H4,S1,,25493.562,26018.816,7645.952,7637.048,174.07,8706.379,8952.369,20270.23045,19786.99543,0.376761775,0.386412987,-245.99
30400,5/31/2021,H4,S1,,25807.367,27331.082,5002.328,5425.289,550.94,10816.577,11444.199,22281.28102,21100.98353,0.243490892,0.237066106,-627.622
30401,5/31/2021,H4,S1,,15849.119,16850.334,4738.786,4773.929,212.94,6291.087,6756.214,13036.47097,12142.25589,0.366197954,0.390272289,-465.127
30402,5/31/2021,H4,S1,,30927.715,30149.059,7315.762,7208.702,141.96,11058.56,10970.881,24243.97955,24949.23474,0.297339881,0.293225908,87.679
30403,5/31/2021,H4,S1,,12738.062,12555.589,4056.875,4064.964,189.28,5220.669,5133.554,9425.78282,9595.99114,0.431260096,0.422767689,87.115
30404,5/31/2021,H4,S1,,22289.084,22005.389,5252.705,5249.337,160.55,9329.863,9316.379,17453.12838,17732.47638,0.300767684,0.296219484,13.484
30405,5/31/2021,H4,S1,,10974.974,10997.842,3690.763,3707.474,128.44,4600.421,4646.355,8150.07333,8144.78962,0.454900692,0.453144056,-45.934
30406,5/31/2021,H4,S1,,13526.354,13455.173,4083.646,4070.922,196.04,5814.811,5822.724,10191.26678,10257.20753,0.39945201,0.398124537,-7.913
30407,5/31/2021,H5,S1,,5819.38,6215.506,2325.81,2411.823,133.51,2778.392,2939.114,4378.80815,4058.80622,0.550794398,0.573028096,-160.722
30408,5/31/2021,H5,S1,,11461.258,12750.361,3316.606,3488.019,261.95,5317.045,5921.052,9776.71105,8693.21827,0.356768138,0.381516476,-604.007
30409,5/31/2021,H5,S1,,26378.535,27192.979,8138.852,8121.373,239.98,10101.303,10452.986,20902.58397,20145.69587,0.388534404,0.403999547,-351.683
30410,5/31/2021,H5,S1,,16771.027,18160.197,5286.676,5437.648,119.99,7341.042,7937.916,13770.03952,12574.29074,0.394889789,0.420435324,-596.874
30411,5/31/2021,H5,S1,,20754.588,21487.629,5550.411,5637.145,209.56,8560.589,8915.822,16805.93597,16186.35826,0.335425829,0.342906719,-355.233
30412,5/31/2021,H5,S1,,30915.02,31615.98,6603.49,6709.911,265.33,11518.854,11864.631,25805.44728,25226.58804,0.260019171,0.261767069,-345.777
30414,5/31/2021,H5,S1,,6517.989,7501.11,2282.472,2482.561,153.79,3074.22,3449.044,5530.03431,4724.17704,0.448923255,0.483147008,-374.824
30415,5/31/2021,H5,S1,,15075.318,16350.265,4444.603,4679.392,344.76,6640.887,7185.74,12504.89664,11457.90988,0.374204772,0.387906961,-544.853
30416,5/31/2021,H5,S1,,12125.835,13195.478,5618.385,6033.22,184.21,3046.945,3165.688,9396.39068,8569.1714,0.642078454,0.655650907,-118.743
30417,5/31/2021,H5,S1,,18743.908,19481.73,4985.597,5059.706,201.11,7749.546,8028.723,15274.62845,14629.12785,0.331249039,0.340799332,-279.177
30418,5/31/2021,H5,S1,,9109.428,9385.275,3162.768,3235.877,233.22,4212.565,4377.826,6838.47325,6632.77361,0.473187052,0.476839432,-165.261
30419,5/31/2021,H5,S1,,7827.169,8416.901,3134.183,3238.986,119.99,3485.803,3735.887,5990.41989,5503.74944,0.540694319,0.569463242,-250.084
30420,5/31/2021,H5,S1,,14001.75,14686.973,4902.986,4932.319,121.68,6514.944,6867.403,10768.03736,10165.32806,0.45805181,0.482324424,-352.459
30421,5/31/2021,H5,S1,,27046.793,27575.1,6312.762,6360.564,170.69,10885.763,11129.139,22089.46467,21632.73417,0.287945593,0.291815262,-243.376
30422,5/31/2021,H5,S1,,14370.646,14891.308,4858.8,4917.6,109.85,5999.031,6227.092,11101.83252,10655.66611,0.442953899,0.455982756,-228.061
30423,5/31/2021,H5,S1,,14477.938,14866.711,5076.907,5117.165,163.93,6607.598,6823.794,10858.09269,10531.73367,0.4712766,0.48205805,-216.196
30424,5/31/2021,H5,S1,,28010.186,29539.822,6751.468,6893.782,209.56,10577.081,11191.267,23759.77681,22422.26257,0.290145066,0.301105563,-614.186
30426,5/31/2021,H5,S1,,27127.752,28638.898,6766.247,7023.258,594.88,10306.807,10903.522,22844.90208,21583.34776,0.307432178,0.31349386,-596.715
30427,5/31/2021,H5,S1,,8030.382,8393.598,3143.627,3237.98,172.38,3640.235,3801.627,5955.15947,5672.61504,0.543726833,0.55417598,-161.392
30428,5/31/2021,H5,S1,,12130.079,12625.707,4102.563,4240.836,599.95,5164.836,5373.989,9357.00601,8974.40177,0.453225743,0.457140554,-209.153
30429,5/31/2021,H5,S1,,22725.896,23808.805,5832.299,5913.429,130.13,10362.416,10876.922,18608.07245,17665.91849,0.317788369,0.330144114,-514.506
30430,5/31/2021,H5,S1,,19830.389,21789.047,6940.03,7487.866,503.62,8065.134,8808.194,16146.92116,14619.79764,0.46373336,0.474700825,-743.06
30431,5/31/2021,H5,S1,,32283.02,32054.301,7106.583,7082.41,498.55,11546.132,11550.705,26105.98975,26322.76593,0.271294445,0.269978581,-4.573
30432,5/31/2021,H5,S1,,26107.824,26450.295,6582.259,6623.88,762.19,10099.984,10264.145,20989.45105,20700.22977,0.315581383,0.317979997,-164.161
30433,5/31/2021,H5,S1,,25474.771,25645.994,6920.148,6936.884,523.9,9429.771,9561.958,20152.67346,20015.43607,0.344216563,0.345740556,-132.187
30434,5/31/2021,H5,S1,,9577.813,9890.873,4103.121,4149.699,280.54,4016.699,4173.066,6898.64999,6639.98606,0.601523342,0.617941207,-156.367
30435,5/31/2021,H5,S1,,12464.213,12658.377,4463.902,4449.377,103.09,5432.377,5491.164,9256.88603,9066.19331,0.480655912,0.492367838,-58.787
30436,5/31/2021,H5,S1,,28170.623,29070.262,7065,7221.87,116.61,11398.652,11813.275,22998.14865,22260.42912,0.314019624,0.317379326,-414.623
30438,5/31/2021,H5,S1,,9219.438,10242.479,3444.729,3617.208,243.36,4142.41,4585.458,7454.12174,6606.67373,0.485262802,0.52140141,-443.048
30439,5/31/2021,H5,S1,,24147.211,24980.008,7351.143,7389.605,201.11,10417.235,10804.874,19010.59129,18271.83056,0.388709898,0.402321102,-387.639
30440,5/31/2021,H5,S1,,14362.35,15096.281,4007.473,4142.473,246.74,6515.534,6841.856,11600.81767,11000.43785,0.357084571,0.364301226,-326.322
30442,5/31/2021,H5,S1,,27149.465,28446.904,10486.321,10464.607,141.96,9156.262,9668.357,21063.67446,19852.02509,0.496808238,0.528224247,-512.095
30443,5/31/2021,H5,S1,,9719.435,10657.967,3283.372,3513.085,618.54,4454.024,4828.268,7878.66103,7132.98328,0.445898737,0.460308383,-374.244
30444,5/31/2021,H5,S1,,8920.576,9150.794,3319.6,3345.642,278.85,4199.891,4327.952,6555.29286,6363.20871,0.510372621,0.521686487,-128.061
30445,5/31/2021,H5,S1,,33915.438,34632.582,7911.116,7933.571,189.28,13162.17,13476.946,27867.16963,27221.73422,0.284692386,0.290617634,-314.776
30447,5/31/2021,H5,S1,,27218.684,27805.316,6826.282,6834.542,239.98,10495.789,10751.254,22140.27048,21606.55463,0.308692796,0.315935702,-255.465
30448,5/31/2021,H5,S1,,9667.538,10009.73,3718.346,3792.298,175.76,4117.452,4279.346,7186.73632,6914.49874,0.527680136,0.537760746,-161.894
