Frame,Integrated_Intensity,Mean_Intensity,Subtracted_Integrated_Intensity,Subtracted_Mean_Intensity,Rg_(A),Rger_(A),I0,I0er,MW_Vc_(kDa),MWer_Vc_(kDa),MW_Vp_(kDa),File_Name
0,1.18191047E-02,3.41568105E-02,9.80097360E-05,2.78828113E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS04_022_0001.tif
1,1.18083253E-02,3.41320187E-02,8.72302732E-05,2.54036451E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS04_022_0002.tif
2,1.17886355E-02,3.40715908E-02,6.75404785E-05,1.93605185E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS04_022_0003.tif
3,1.18036984E-02,3.41128409E-02,8.26034138E-05,2.34858264E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS04_022_0004.tif
4,1.17967821E-02,3.40988226E-02,7.56870586E-05,2.20835427E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS04_022_0005.tif
5,1.17992646E-02,3.41068916E-02,7.81696586E-05,2.28907957E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS04_022_0006.tif
6,1.17989878E-02,3.41058671E-02,7.78928415E-05,2.27886252E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS04_022_0007.tif
7,1.17860935E-02,3.40635628E-02,6.49984924E-05,1.85580982E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS04_022_0008.tif
8,1.17969009E-02,3.40972543E-02,7.58058832E-05,2.19271897E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS04_022_0009.tif
9,1.18089199E-02,3.41384597E-02,8.78248912E-05,2.60475994E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS04_022_0010.tif
10,1.18034678E-02,3.41168679E-02,8.23727851E-05,2.38880471E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS04_022_0011.tif
11,1.18015047E-02,3.41124013E-02,8.04097359E-05,2.34418098E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS04_022_0012.tif
12,1.17965400E-02,3.40937972E-02,7.54450041E-05,2.15816166E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS04_022_0013.tif
13,1.18023371E-02,3.41090783E-02,8.12421558E-05,2.31097481E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS04_022_0014.tif
14,1.17832378E-02,3.40542495E-02,6.21428159E-05,1.76264148E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS04_022_0015.tif
15,1.18044373E-02,3.41238044E-02,8.33423277E-05,2.45821197E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS04_022_0016.tif
