,wavelength,50uM,20uM,10uM,2uM_10mm,1uM_10mm
0,260.0,0.05056655839614578,0.0626786113917165,0.30515051674566795,-0.5747807094568342,-0.20062370036521873
1,259.9,0.09408065273136995,0.05456099930064496,0.3329008547672701,-0.5935362227057269,-0.23662472608594295
2,259.8,0.11326743958349525,0.062309258683658456,0.4437501204444791,-0.5861084311135286,-0.3109678218975833
3,259.7,0.16191879555521013,0.06895489159996883,0.5304176470588234,-0.6160260004662368,-0.3616723443935038
4,259.6,0.1444690527624524,0.04274442847152072,0.4836728028595852,-0.6567607156733235,-0.23566332271349763
5,259.5,0.14823970937912812,0.03538453259771548,0.4091450306939156,-0.6493899564845754,-0.13305931307793933
6,259.4,0.16123114771932548,0.09493450928588078,0.5999917476105369,-0.6469402789649547,-0.34348715517911255
7,259.3,0.1607292625689642,0.13784731913901624,0.5805409822052996,-0.7169407646281765,-0.43646083611780245
8,259.2,0.1703324329784754,0.13694837982749236,0.7015963322713497,-0.7111533335923539,-0.484911220763074
9,259.1,0.16412078949413317,0.11377149739684511,0.7241811640376097,-0.6298251262724377,-0.1454217654829436
10,259.0,0.15021466003574482,0.1973782850260316,0.72963997979641,-0.5918116714585437,-0.14639403217033184
11,258.9,0.1406125759577279,0.1323070285181444,0.6408323801383171,-0.4558545691195897,0.12072945061776362
12,258.8,0.14355001631828426,0.2085729310746756,0.7782750407957107,-0.3780107700676043,0.11038214313466474
13,258.7,0.1629084435465071,0.22006360245551332,0.8489626311290699,-0.34743053850338035,0.07758579532209166
14,258.6,0.13624878234517057,0.21842595772787318,0.7509538037143524,-0.2767022107389852,0.2356415960836118
15,258.5,0.0987931587535939,0.17360935193099694,0.5563864014297926,-0.2893905625922761,0.30366224259849245
16,258.4,0.10766848706193177,0.19512957883285423,0.5589935970160853,-0.3166167456678841,0.18196595695081205
17,258.3,0.0943826528867822,0.13783102416660195,0.461967899603699,-0.319981657471443,0.1720966353252002
18,258.2,0.12306397699898979,0.11561826093713568,0.4237127360323256,-0.3376888608283473,0.08440795710622426
19,258.1,0.13397400419613023,0.14133444323568267,0.5639309736576269,-0.2818568536793846,0.09499968917553815
20,258.0,0.1068917600435154,0.05057687854534153,0.6702828269484808,-0.3406518299790193,0.011379322402673165
21,257.9,0.09553850959670523,0.05433558551558007,0.6488223482788095,-0.2912807793923383,-0.07192057657937682
22,257.8,0.08435581319449843,0.06747204911026507,0.9047837749630897,-0.3458064729194188,-0.2224372367705338
23,257.7,0.05860975677985858,0.006756981894475145,0.8655090892843269,-0.43699857020747535,-0.3291258528246172
24,257.6,0.018475239723366225,-0.0031014764161939657,0.850415599502681,-0.2819464760276635,-0.0876941098764474
25,257.5,0.01807981505944517,0.012788837516512526,0.8245924135519467,-0.27622422488149817,-0.145367448908229
26,257.4,0.042678705416116264,0.016384594762607847,0.8748156911958972,-0.3227789610692363,-0.09568950967441135
27,257.3,0.028975719947159844,-0.08561921672235605,0.6426302587613647,-0.28240273525526466,0.031601383168855336
28,257.2,0.03131133265988032,-0.10767717771388614,0.7470821182687079,-0.29125905276245234,-0.045723692594607096
29,257.1,0.008587450462351381,-0.11380951899914524,0.817698553889191,-0.3470856282539436,-0.021395298780013828
30,257.0,0.049776795399797964,-0.0019852708058123677,0.8576636032325745,-0.31241264278498726,-0.06299636335379594
31,256.9,0.059948117180822116,-0.011026264667029318,0.8429535884684124,-0.24449791359079953,0.05698895019037999
