,wavelength,50uM,20uM,10uM,2uM_10mm,1uM_10mm
0,260.0,0.10838587672334558,0.24214238568474267,0.9672079222196691,0.19858137063419115,-0.2906343060661766
1,259.9,0.1323446960018382,0.28375392635569846,1.1042188286994483,0.17628588867187495,-0.30564786879595585
2,259.8,0.15455577435661766,0.2832560173483456,1.1457460460707722,0.1216604520909926,-0.2772750861672795
3,259.7,0.17226430974264703,0.28748222081801467,1.1231971525160844,0.1279666302849265,-0.3452035271139704
4,259.6,0.16990173150275734,0.2285643267463235,1.009426189108456,0.11210180376838234,-0.3984958524816176
5,259.5,0.18037123207720587,0.27378169232536764,0.993638056640625,0.1400489545036765,-0.4049847311580881
6,259.4,0.1748909403722426,0.19939047277113964,1.0466280227481617,0.0663423598345588,-0.48545726677389706
7,259.3,0.19814240762867646,0.2148979291130515,1.0062825361902574,-0.030091371783088235,-0.6554008386948529
8,259.2,0.2379769752987132,0.20084605353860288,1.0584505508961395,-0.007575043083639702,-0.525382341452206
9,259.1,0.21935967566636028,0.17101568244485288,1.136681692899816,0.02012716854319854,-0.29834788028492637
10,259.0,0.23125566145450363,0.20911174460018386,1.1840755231502758,0.05547067727481621,-0.27113956227022046
11,258.9,0.24339727699908087,0.15766850873161767,1.1126803505859375,0.10091692038143382,-0.22456499310661765
12,258.8,0.2531954034926471,0.1687048224954044,1.0927143198529412,0.1289082404641544,-0.16086877872242653
13,258.7,0.2734263298483456,0.18952665441176472,1.0906082450597425,0.13755940946691167,-0.21728508157169124
14,258.6,0.26616392543658085,0.1958990866268382,0.9668453320312498,0.16458904239430144,-0.18447127182904413
15,258.5,0.2411409461167279,0.15560660328584555,0.9749821289062499,0.15206904009650735,-0.24690665211397053
16,258.4,0.22587601964613968,0.1343009162454044,1.0419094956858914,0.1821242733226103,-0.25991653262867653
17,258.3,0.19495947611443015,0.07822993738511029,0.9655118192784926,0.18118266314338238,-0.28516132238051467
18,258.2,0.19409480893841907,0.07515414464613963,0.9830068962545955,0.10876701803768382,-0.3042183880974266
19,258.1,0.21559322691865804,0.03716449046415441,0.9930795151654411,0.1716681841681985,-0.14565043083639706
20,258.0,0.21085117365579037,0.025479690372242663,0.956252317899816,0.10910029584099265,-0.19541322380514697
21,257.9,0.2249602686121323,0.05278839326746319,0.9179177412683821,0.08859969554227935,-0.2786644129136031
22,257.8,0.23734511270680145,0.14855155388327212,0.9784417934283088,0.04739370978860297,-0.3616947552849263
23,257.7,0.2178460322840073,0.08968385225183827,0.8683087379365808,0.031890268841911776,-0.46003579963235297
24,257.6,0.22533096989889703,0.1168660701976103,0.8434927923943013,0.11108390107996322,-0.36303589728860297
25,257.5,0.2356334300321691,0.11607905273437501,0.8348564803538603,0.07403384937959562,-0.4396416073069853
26,257.4,0.2426924948299632,0.11524786592371325,0.9423610581341911,0.12815736155790433,-0.3231911305147059
27,257.3,0.22028305595128675,0.04719294002757352,0.8225806140854779,0.18788837316176463,-0.32340796185661763
28,257.2,0.21695084007352936,0.031354213579963215,0.8075449666819853,0.14954536420036768,-0.2732837833180146
29,257.1,0.22129501585477934,0.021823673023897035,0.7810003934972426,0.1452107450597427,-0.1803153377757353
30,257.0,0.24172149195772058,-0.015029624310661748,0.9164376665900736,0.09714646426930139,-0.26873434053308837
31,256.9,0.2500098298483455,-0.053230086741727904,0.8833391653262866,0.0696891917509191,-0.2771546243106618
32,256.8,0.21782370668658083,-0.07751519703584565,0.7905674741498161,0.08511834788602939,-0.28799619140625016
33,256.7,0.18908624586397058,-0.09513073586856619,0.614116552734375,0.12229488453584555,-0.2732355985753675
