Frame,Integrated_Intensity,Mean_Intensity,Subtracted_Integrated_Intensity,Subtracted_Mean_Intensity,Rg_(A),Rger_(A),I0,I0er,MW_Vc_(kDa),MWer_Vc_(kDa),MW_Vp_(kDa),File_Name
68,1.13558733E-02,3.28231156E-02,-4.09858160E-05,-1.17025353E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS08_027_0069.tif
69,1.13484082E-02,3.27999294E-02,-4.84509722E-05,-1.40209391E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS08_027_0070.tif
70,1.13487057E-02,3.27994525E-02,-4.81533736E-05,-1.40687014E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS08_027_0071.tif
71,1.13509540E-02,3.28047872E-02,-4.59051522E-05,-1.35351394E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS08_027_0072.tif
72,1.13660004E-02,3.28497253E-02,-3.08587465E-05,-9.04099652E-05,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS08_027_0073.tif
73,1.13598245E-02,3.28318998E-02,-3.70346281E-05,-1.08237364E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS08_027_0074.tif
74,1.13463391E-02,3.27948593E-02,-5.05200118E-05,-1.45281054E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS08_027_0075.tif
75,1.13402345E-02,3.27751301E-02,-5.66246442E-05,-1.65010904E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS08_027_0076.tif
76,1.13471923E-02,3.27956900E-02,-4.96668055E-05,-1.44448699E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS08_027_0077.tif
77,1.13353766E-02,3.27603891E-02,-6.14824855E-05,-1.79750336E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS08_027_0078.tif
78,1.13531768E-02,3.28156836E-02,-4.36822858E-05,-1.24454935E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS08_027_0079.tif
79,1.13518912E-02,3.28069739E-02,-4.49679050E-05,-1.33162961E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS08_027_0080.tif
80,1.13401048E-02,3.27779055E-02,-5.67543363E-05,-1.62236422E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS08_027_0081.tif
81,1.13445206E-02,3.27881016E-02,-5.23384783E-05,-1.52039851E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS08_027_0082.tif
