dateImaged,cellline,location,mag,Area,Round,passage,construct,well,trial,ch1,ch2_uncorrected,ch2,ch3,D/A_before,Efret_before,Ef_GS_calculated,Norm_Ef_IDR/Ef_GS,FPorder
3/7/2021,U2-OS,nucleus,40X,10.246,1,12.0,FUS,G1,Trial1,4599.103,4672.34,1420.3598900000002,4286.608,3.237984282983378,0.2359612337438963,0.10850186161949626,2.1747206013053084,O
3/7/2021,U2-OS,nucleus,40X,10.246,1,12.0,FUS,G2,Trial1,3497.258,3066.804,982.67364,1213.598,3.558921149039878,0.2193501416910013,0.10850186161949626,2.021625605468756,O
3/7/2021,U2-OS,nucleus,40X,10.246,1,12.0,FUS,H1,Trial1,6392.546,6619.021,2140.20119,5740.897,2.986890218484554,0.2508220555870001,0.10850186161949626,2.3116843512473975,O
3/7/2021,U2-OS,nucleus,40X,10.246,1,12.0,FUS,H2,Trial1,9951.557,9506.268,2391.939659999999,9684.227,4.160454866992759,0.1937813672969389,0.10850186161949626,1.785972741891823,O
3/8/2021,U2-OS,nucleus,40X,10.246,1,12.0,FUS,A3,Trial1,6122.897,6336.361,1787.9823399999996,6859.175,3.424472861404213,0.2260156252111411,0.10850186161949626,2.083057579267647,O
3/8/2021,U2-OS,nucleus,40X,10.246,1,12.0,FUS,B3,Trial1,2200.515,2161.979,679.1973999999998,1665.835,3.239875476555123,0.2358559833961196,0.10850186161949626,2.173750568660654,O
3/8/2021,U2-OS,nucleus,40X,10.246,1,12.0,FUS,D3,Trial1,6952.227,6912.474,2025.93216,6325.587,3.431618855391486,0.2256511745777516,0.10850186161949626,2.079698644886709,O
3/8/2021,U2-OS,nucleus,40X,10.246,1,12.0,FUS,D3,Trial1,6632.423,7202.113,2485.3688100000004,6324.0,2.668587041614962,0.2725845096917167,0.10850186161949626,2.512256523741866,O
3/8/2021,U2-OS,nucleus,40X,10.246,1,12.0,FUS,D4,Trial1,3083.753,2936.093,771.8370399999997,2788.773,3.995342073762101,0.2001864907815768,0.10850186161949626,1.845005125198756,O
3/8/2021,U2-OS,nucleus,40X,10.246,1,12.0,FUS,D4,Trial1,3245.876,3109.423,854.2174899999994,2815.217,3.7998238598462817,0.2083409785858321,0.10850186161949626,1.9201604053252126,O
3/8/2021,U2-OS,nucleus,40X,10.246,1,12.0,FUS,D4,Trial1,3006.649,2864.289,785.5833100000002,2553.588,3.8272821758395033,0.2071559033787147,0.10850186161949626,1.9092382405860184,O
3/8/2021,U2-OS,nucleus,40X,10.246,1,12.0,FUS,D4,Trial1,2283.299,2183.887,622.8476700000001,1846.794,3.6659027720212864,0.2143207968233757,0.10850186161949626,1.975272991858651,O
3/8/2021,U2-OS,nucleus,40X,10.246,1,12.0,FUS,E3,Trial1,443.619,577.021,262.33397,418.784,1.6910467218561138,0.37160261539802,0.10850186161949626,3.4248501348408955,O
3/8/2021,U2-OS,nucleus,40X,10.246,1,12.0,FUS,E4,Trial1,2979.041,2853.196,832.9243899999997,2323.052,3.57660435420795,0.2185026108015109,0.10850186161949626,2.013814394888217,O
3/8/2021,U2-OS,nucleus,40X,10.246,1,12.0,FUS,F3,Trial1,5213.649,5329.855,1652.1510299999993,4813.0,3.1556733648012814,0.2406348892745132,0.10850186161949626,2.21779502842442,O
3/8/2021,U2-OS,nucleus,40X,10.246,1,12.0,FUS,G3,Trial1,2808.247,2434.649,606.4718299999997,1788.454,4.6304656887361135,0.1776052027100573,0.10850186161949626,1.6368862253525072,O
3/8/2021,U2-OS,nucleus,40X,10.246,1,12.0,FUS,G4,Trial1,1598.237,1602.969,491.2725299999999,1392.794,3.2532594484776105,0.2351138020413814,0.10850186161949626,2.1669103048747576,O
3/8/2021,U2-OS,nucleus,40X,10.246,1,12.0,FUS,G4,Trial1,1245.443,1232.639,398.3261099999999,916.99,3.1266918455333004,0.2423248542491469,0.10850186161949626,2.233370475236201,O
3/31/2021,U2-OS,nucleus,40X,10.246,1,15.0,FUS,A1,Trial2,9412.866,10333.588,3555.69767,9416.165,2.647262752235063,0.2741782174555958,0.10850186161949626,2.5269448225423794,O
3/31/2021,U2-OS,nucleus,40X,10.246,1,15.0,FUS,A1,Trial2,8236.516,9650.289,3444.985400000001,9683.948,2.3908710904841564,0.2949094711404135,0.10850186161949626,2.7180130067687465,O
3/31/2021,U2-OS,nucleus,40X,10.246,1,15.0,FUS,A1,Trial2,4236.113,4799.979,1770.4700899999998,4128.258,2.392648723029261,0.2947549486075618,0.10850186161949626,2.7165888603942485,O
3/31/2021,U2-OS,nucleus,40X,10.246,1,15.0,FUS,A1,Trial2,1137.113,1261.371,455.7320900000001,1068.258,2.4951348060655545,0.2861119972438751,0.10850186161949626,2.6369316892205727,O
3/31/2021,U2-OS,nucleus,40X,10.246,1,15.0,FUS,A1,Trial2,1254.763,1386.031,491.8137899999999,1206.278,2.5512969044645946,0.2815872699190054,0.10850186161949626,2.5952298487421355,O
3/31/2021,U2-OS,nucleus,40X,10.246,1,15.0,FUS,A2,Trial2,4162.691,4503.031,1546.9355699999996,3946.68,2.6909271987326537,0.2709346313694207,0.10850186161949626,2.4970505328245682,O
3/31/2021,U2-OS,nucleus,40X,10.246,1,15.0,FUS,A2,Trial2,1287.701,1405.856,499.75226,1176.959,2.5766786927586884,0.2795889946795028,0.10850186161949626,2.5768128814230833,O
3/31/2021,U2-OS,nucleus,40X,10.246,1,15.0,FUS,B1,Trial2,3739.907,3859.01,1179.64745,3669.536,3.1703599240603624,0.2397874567685697,0.10850186161949626,2.2099847245891238,O
3/31/2021,U2-OS,nucleus,40X,10.246,1,15.0,FUS,B2,Trial2,3275.113,3282.113,979.6271599999998,2982.505,3.343223966963105,0.2302437101117826,0.10850186161949626,2.1220254350954937,O
3/31/2021,U2-OS,nucleus,40X,10.246,1,15.0,FUS,B2,Trial2,1681.299,1774.371,580.40106,1594.113,2.89678830014542,0.2566215875680703,0.10850186161949626,2.3651353418065133,O
3/31/2021,U2-OS,nucleus,40X,10.246,1,15.0,FUS,B3,Trial2,2080.423,2220.928,730.6314199999999,2040.381,2.847431609223704,0.2599136519029041,0.10850186161949626,2.395476427993391,O
3/31/2021,U2-OS,nucleus,40X,10.246,1,15.0,FUS,B3,Trial2,2351.083,2678.629,888.5458699999998,2863.206,2.6459894524072243,0.2742739695365166,0.10850186161949626,2.5278273150590205,O
3/31/2021,U2-OS,nucleus,40X,10.246,1,15.0,FUS,B3,Trial2,7920.66,8381.299,2694.9655800000005,7833.598,2.939057945222439,0.2538678064416059,0.10850186161949626,2.339755306060015,O
3/31/2021,U2-OS,nucleus,40X,10.246,1,15.0,FUS,B3,Trial2,10004.217,10604.887,3423.3013800000003,9891.319,2.922388621243742,0.2549466910504426,0.10850186161949626,2.3496987723999774,O
3/31/2021,U2-OS,nucleus,40X,10.246,1,15.0,FUS,C1,Trial2,8790.783,9742.217,3279.2695600000006,9493.855,2.6807137501681924,0.2716864358045513,0.10850186161949626,2.5039794870739165,O
3/31/2021,U2-OS,nucleus,40X,10.246,1,15.0,FUS,C1,Trial2,7798.381,8542.165,2816.1727,8383.423,2.7691416083963887,0.2653123983912767,0.10850186161949626,2.4452336064214015,O
