Frame,Integrated_Intensity,Mean_Intensity,Subtracted_Integrated_Intensity,Subtracted_Mean_Intensity,Rg_(A),Rger_(A),I0,I0er,MW_Vc_(kDa),MWer_Vc_(kDa),MW_Vp_(kDa),File_Name
52,1.14098961E-02,3.29819918E-02,-5.50877415E-05,-1.56293041E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS1_018_0053.tif
53,1.14191943E-02,3.30043286E-02,-4.57895287E-05,-1.33956535E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS1_018_0054.tif
54,1.14248379E-02,3.30253839E-02,-4.01459633E-05,-1.12899193E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS1_018_0055.tif
55,1.14147293E-02,3.29945870E-02,-5.02545115E-05,-1.43697063E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS1_018_0056.tif
56,1.13987866E-02,3.29448432E-02,-6.61972918E-05,-1.93443149E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS1_018_0057.tif
57,1.14113771E-02,3.29844058E-02,-5.36067144E-05,-1.53880566E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS1_018_0058.tif
58,1.14273027E-02,3.30341980E-02,-3.76811361E-05,-1.04089377E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS1_018_0059.tif
59,1.13964294E-02,3.29332873E-02,-6.85544220E-05,-2.04995144E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS1_018_0060.tif
60,1.14081035E-02,3.29743139E-02,-5.68803226E-05,-1.63970908E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS1_018_0061.tif
61,1.14169428E-02,3.30023989E-02,-4.80410633E-05,-1.35883893E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS1_018_0062.tif
62,1.14118361E-02,3.29839773E-02,-5.31477386E-05,-1.54307287E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS1_018_0063.tif
63,1.14013432E-02,3.29596139E-02,-6.36406221E-05,-1.78671049E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS1_018_0064.tif
64,1.13952963E-02,3.29410546E-02,-6.96875861E-05,-1.97228801E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS1_018_0065.tif
65,1.14138758E-02,3.29883546E-02,-5.11080774E-05,-1.49929663E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS1_018_0066.tif
66,1.14107845E-02,3.29833515E-02,-5.41993944E-05,-1.54935042E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS1_018_0067.tif
67,1.14183932E-02,3.30053344E-02,-4.65906232E-05,-1.32948975E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS1_018_0068.tif
68,1.14160924E-02,3.29974629E-02,-4.88914969E-05,-1.40818869E-04,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,-1.00000000E+00,SS1_018_0069.tif
