GS0, 0.000000000000000000e+00, 5.794263412460736618e+01, 5.049111580493454454e+01, 6.584128428815445488e+01
GS8, 8.000000000000000000e+00, 5.660597581338179651e+01, 4.526963343788042238e+01, 6.694839349215195057e+01
GS16, 1.600000000000000000e+01, 6.095486147153508227e+01, 4.735026745142099713e+01, 7.300711192685184869e+01
GS24, 2.400000000000000000e+01, 6.350367968164445642e+01, 4.910722595310396343e+01, 7.600009946539620387e+01
GS32, 3.200000000000000000e+01, 6.807252208676952421e+01, 5.293139360451394992e+01, 8.141063669628681509e+01
GS48, 4.800000000000000000e+01, 7.825468406875886274e+01, 5.690906949837786044e+01, 9.684970989349896797e+01
