,,Well,A07,A08,A09,A10,A11,A12,B07,B08,B09,B10,B11,B12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C07,C08,C09,C10,C11,C12,,,,,,,,,,,,
,,Wavelength (nm),Buffer,Buffer,Buffer,Buffer,Buffer,Buffer,Ficoll,Ficoll,Ficoll,Ficoll,Ficoll,Ficoll,D-Sorbitol,D-Sorbitol,D-Sorbitol,D-Sorbitol,D-Sorbitol,D-Sorbitol,Glycerol,Glycerol,Glycerol,Glycerol,Glycerol,Glycerol,PEG200,PEG200,PEG200,PEG200,PEG200,PEG200,PEG1500,PEG1500,PEG1500,PEG1500,PEG1500,PEG1500,PEG4000,PEG4000,PEG4000,PEG4000,PEG4000,PEG4000,PEG8000,PEG8000,PEG8000,PEG8000,PEG8000,PEG8000,Sucrose,Sucrose,Sucrose,Sucrose,Sucrose,Sucrose,L(+)-Arabinose,L(+)-Arabinose,L(+)-Arabinose,L(+)-Arabinose,L(+)-Arabinose,L(+)-Arabinose,Dextran,Dextran,Dextran,Dextran,Dextran,Dextran,EG,EG,EG,EG,EG,EG,PEG400,PEG400,PEG400,PEG400,PEG400,PEG400,PEG2000,PEG2000,PEG2000,PEG2000,PEG2000,PEG2000,PEG6000,PEG6000,PEG6000,PEG6000,PEG6000,PEG6000,PEG10000,PEG10000,PEG10000,PEG10000,PEG10000,PEG10000
PUMA S3,1020,468,12229,13483,13243,13081,12225,12578,11804,11882,10123,11397,9382,9201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14462,14002,12752,11091,9879,7922,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S3,1020,469,13075,14421,14168,13955,13048,13446,12553,12666,10802,12162,10017,9758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15441,14943,13611,11800,10561,8460,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S3,1020,470,13581,15028,14683,14510,13546,13977,13061,13156,11243,12623,10402,10105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16065,15503,14123,12311,10919,8739,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S3,1020,471,13952,15403,15174,14937,13967,14380,13460,13618,11544,13026,10713,10429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16484,15949,14614,12623,11260,9013,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S3,1020,472,14241,15845,15547,15352,14286,14754,13788,13905,11837,13351,10961,10676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16928,16334,14925,12956,11575,9253,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S3,1020,473,14592,16068,15841,15574,14560,14969,14074,14166,12050,13582,11190,10908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17265,16685,15187,13205,11737,9415,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S3,1020,474,14712,16186,15925,15680,14616,15083,14147,14289,12148,13636,11218,10999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17343,16726,15343,13287,11875,9515,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S3,1020,475,14687,16192,15995,15722,14733,15162,14224,14315,12205,13741,11279,11002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17420,16822,15364,13299,11850,9534,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S3,1020,476,14491,15956,15762,15459,14502,14927,13950,14079,12021,13484,11106,10833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17165,16591,15100,13193,11693,9425,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S3,1020,477,14422,15946,15658,15332,14445,14833,13926,14018,11962,13423,11098,10781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17022,16488,15004,13043,11640,9352,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S3,1020,478,14103,15479,15269,15022,14107,14518,13597,13694,11672,13086,10862,10592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16592,16096,14670,12801,11375,9128,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S3,1020,479,13847,15289,15001,14763,13847,14295,13352,13445,11478,12888,10613,10422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16353,15797,14477,12578,11177,8998,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S3,1020,480,13486,14877,14604,14428,13461,13922,12965,13097,11187,12539,10352,10098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15925,15460,14056,12259,10943,8777,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S3,1020,481,13151,14449,14240,14051,13093,13557,12693,12767,10894,12261,10109,9887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15556,15049,13682,11931,10642,8565,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S3,1020,482,12858,14204,13924,13745,12830,13277,12400,12490,10687,12026,9902,9737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15215,14724,13453,11705,10431,8367,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S3,1020,483,12427,13718,13493,13299,12408,12802,11992,12121,10335,11628,9572,9423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14723,14240,13029,11277,10097,8125,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S3,1020,484,12189,13528,13257,13065,12255,12610,11835,11911,10183,11430,9476,9260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14523,14029,12826,11180,9960,8033,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S3,1020,485,11977,13234,13040,12805,11982,12436,11581,11711,10032,11248,9272,9092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14234,13760,12618,10960,9795,7869,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S3,1020,486,11737,12954,12776,12530,11696,12138,11360,11432,9790,11009,9117,8940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13919,13542,12325,10736,9616,7733,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S3,1020,487,11746,12926,12704,12505,11695,12119,11335,11412,9783,10973,9124,8955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13913,13438,12342,10728,9623,7748,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S3,1020,488,11583,12746,12556,12304,11579,11962,11193,11252,9658,10843,9059,8842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13741,13289,12183,10619,9540,7693,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S3,1020,489,11450,12575,12411,12218,11411,11800,11055,11171,9555,10760,8933,8805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13604,13140,12066,10498,9447,7663,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S3,1020,490,11599,12788,12642,12401,11597,12004,11241,11381,9723,10942,9097,8949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13777,13390,12280,10714,9586,7834,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S3,1020,491,11556,12685,12580,12371,11530,11951,11200,11381,9751,10979,9095,8994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13770,13331,12265,10717,9618,7858,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S3,1020,492,11717,12906,12716,12503,11694,12119,11369,11502,9876,11123,9251,9122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13929,13532,12416,10891,9800,8035,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S3,1020,493,12010,13168,13037,12792,11949,12368,11669,11770,10138,11417,9515,9415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14293,13898,12803,11179,10089,8334,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S3,1020,494,12156,13329,13147,12953,12180,12499,11824,11959,10344,11640,9736,9616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14463,14136,13025,11432,10348,8537,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S3,1020,495,12627,13915,13759,13519,12659,13065,12357,12496,10800,12168,10214,10127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15068,14721,13606,11966,10877,9020,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S3,1020,496,12995,14281,14124,13858,12948,13367,12667,12849,11108,12565,10574,10486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15475,15176,14093,12372,11299,9477,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S3,1020,497,13511,14887,14637,14399,13443,13954,13170,13365,11610,13130,11064,11031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16129,15790,14674,12975,11875,9959,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S3,1020,498,13974,15462,15122,14921,13927,14423,13679,13948,12122,13755,11572,11540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16668,16394,15244,13524,12458,10529,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S3,1020,499,14798,16314,16017,15793,14768,15228,14480,14771,12923,14606,12412,12444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17737,17427,16290,14463,13401,11381,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S3,1020,500,15595,17129,16912,16559,15516,15943,15189,15532,13579,15484,13106,13229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18578,18349,17220,15334,14253,12229,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S3,1020,501,16339,17946,17724,17367,16137,16709,15995,16385,14359,16409,13911,14117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19524,19371,18203,16283,15140,13160,0,0,0,0,0,0,0,0,0,0,0,0
