,,Well,D01,D02,D03,D04,D05,D06,E01,E02,E03,E04,E05,E06,F01,F02,F03,F04,F05,F06
,,Wavelength (nm),Buffer,Buffer,Buffer,Buffer,Buffer,Buffer,NaCl,NaCl,NaCl,NaCl,NaCl,NaCl,KCl,KCl,KCl,KCl,KCl,KCl
Protein,Gain,conc,0,0,0,0,0,0,0.25,0.5,0.75,1,1.25,1.5,0.25,0.5,0.75,1,1.25,1.5
Ash1,1020,516,41082,41485,46767,35302,39992,37460,34680,34118,38255,35460,37709,35633,34953,32300,37699,34822,35311,35811
Ash1,1020,517,41103,41403,46661,35219,39921,37284,34368,33893,38089,35354,37575,35583,34796,32185,37661,34729,35416,35918
Ash1,1020,518,41325,41510,46665,35363,40037,37408,34379,33910,38123,35324,37583,35679,34820,32194,37663,34724,35446,36051
Ash1,1020,519,40144,40320,45314,34236,38806,36290,33268,32900,36876,34212,36460,34738,33773,31248,36661,33798,34472,35006
Ash1,1020,520,39746,39780,44836,33810,38202,35831,32868,32299,36441,33873,35987,34284,33354,30929,36125,33396,34061,34674
Ash1,1020,521,38566,38584,43386,32803,36993,34696,31827,31309,35192,32765,34769,33137,32313,29859,35026,32374,32982,33623
Ash1,1020,522,36990,36849,41476,31241,35470,33193,30408,29961,33706,31291,33298,31794,30916,28706,33484,30938,31672,32093
Ash1,1020,523,35858,35724,40217,30318,34256,32170,29539,29081,32637,30391,32279,30812,29967,27784,32508,30057,30667,31188
Ash1,1020,524,34000,33727,37951,28540,32417,30359,27917,27435,30835,28689,30494,29161,28347,26272,30850,28367,29018,29509
Ash1,1020,525,32472,32231,36361,27340,30984,28981,26646,26299,29568,27420,29116,27815,27198,25051,29457,27086,27704,28211
Ash1,1020,526,31047,30712,34458,26094,29483,27603,25505,25107,28248,26221,27795,26559,25974,24026,28097,25891,26429,26835
Ash1,1020,527,29298,29019,32539,24637,27819,26182,24119,23715,26720,24795,26366,25016,24481,22632,26587,24530,25027,25365
Ash1,1020,528,28121,27890,31335,23598,26800,25128,23276,22883,25719,23888,25330,24172,23733,21859,25639,23541,24005,24422
Ash1,1020,529,27265,26902,30300,22789,25857,24307,22494,22095,24904,23060,24396,23295,22936,21110,24735,22765,23234,23513
Ash1,1020,530,26402,26095,29367,22137,25098,23533,21852,21543,24120,22423,23723,22608,22261,20537,23918,22062,22450,22781
Ash1,1020,531,25341,25000,28200,21158,24017,22591,21025,20720,23260,21479,22810,21701,21444,19793,23083,21216,21628,21888
Ash1,1020,532,24068,23828,26714,20104,22862,21429,20033,19793,22128,20422,21729,20597,20393,18775,21911,20179,20465,20717
Ash1,1020,533,23444,23113,26022,19563,22162,20853,19535,19225,21525,19956,21109,20025,19834,18311,21370,19600,19914,20205
Ash1,1020,534,22573,22335,25133,18901,21415,20093,18872,18677,20868,19294,20433,19330,19189,17642,20631,18932,19227,19490
Ash1,1020,535,21929,21622,24364,18325,20725,19490,18330,18125,20240,18747,19789,18711,18594,17125,20005,18360,18599,18793
Ash1,1020,536,21261,20979,23575,17750,20070,18878,17800,17567,19649,18124,19179,18198,18117,16675,19369,17775,17985,18218
Ash1,1020,537,20314,19991,22580,16974,19246,18044,17050,16822,18806,17368,18379,17354,17338,15957,18571,16996,17287,17440
Ash1,1020,538,19751,19513,22023,16521,18745,17621,16672,16451,18399,16974,18012,16953,16915,15565,18146,16575,16848,16994
Ash1,1020,539,18993,18823,21166,15941,18122,16946,16041,15904,17725,16358,17330,16279,16351,14986,17514,15979,16188,16360
Ash1,1020,540,18437,18226,20545,15444,17485,16466,15568,15407,17254,15869,16789,15840,15823,14602,16933,15478,15685,15832
Ash1,1020,541,17890,17722,20009,15016,17022,15999,15189,14941,16757,15442,16326,15380,15388,14158,16410,15032,15243,15354
Ash1,1020,542,17307,17154,19256,14542,16456,15473,14624,14456,16186,14904,15793,14897,14911,13661,15916,14564,14703,14840
Ash1,1020,543,17044,16841,19035,14347,16219,15236,14430,14252,15977,14675,15612,14662,14656,13498,15613,14296,14445,14606
Ash1,1020,544,16574,16330,18411,13826,15666,14727,14017,13814,15444,14210,15006,14153,14199,13087,15156,13873,14029,14133
Ash1,1020,545,16028,15823,17859,13439,15231,14324,13551,13339,14989,13739,14600,13694,13768,12639,14714,13437,13608,13713
Ash1,1020,546,15515,15337,17228,13072,14740,13843,13130,12945,14536,13371,14097,13316,13310,12263,14230,12980,13164,13249
Ash1,1020,547,14990,14782,16679,12594,14245,13351,12659,12515,13970,12857,13683,12788,12823,11814,13751,12573,12729,12831
Ash1,1020,548,14513,14329,16174,12230,13779,12952,12231,12074,13566,12452,13147,12397,12386,11416,13259,12153,12322,12404
Ash1,1020,549,14066,13916,15643,11818,13376,12541,11824,11721,13086,12053,12793,12049,12048,11109,12926,11807,11927,12106
Ash1,1020,550,13508,13369,14981,11305,12839,12027,11390,11183,12586,11563,12228,11590,11486,10567,12353,11313,11432,11578
Ash1,1020,551,13049,12916,14583,10937,12373,11653,10932,10772,12153,11148,11786,11166,11107,10231,11909,10885,11068,11157
Ash1,1020,552,12688,12570,14150,10672,12070,11333,10659,10514,11797,10867,11530,10911,10833,9962,11618,10598,10786,10862
Ash1,1020,553,12356,12150,13674,10360,11666,11008,10300,10172,11372,10496,11096,10568,10468,9631,11260,10334,10453,10551
Ash1,1020,554,12159,11995,13514,10163,11521,10826,10090,9979,11249,10343,10969,10387,10293,9489,11061,10201,10315,10459
Ash1,1020,555,11717,11552,13012,9831,11134,10465,9733,9640,10830,9913,10580,9989,9918,9113,10635,9802,9932,10040
Ash1,1020,556,11390,11257,12705,9553,10824,10141,9477,9347,10503,9680,10312,9731,9644,8874,10374,9525,9664,9814
Ash1,1020,557,11003,10797,12192,9195,10409,9755,9117,8955,10083,9344,9911,9384,9296,8567,9996,9147,9342,9425
Ash1,1020,558,10646,10499,11861,8900,10096,9507,8790,8742,9776,9058,9602,9072,9024,8291,9652,8880,9052,9142
Ash1,1020,559,10348,10232,11486,8679,9805,9228,8594,8433,9490,8773,9286,8836,8773,8065,9398,8645,8773,8883
Ash1,1020,560,9946,9776,11022,8309,9405,8812,8166,8101,9135,8419,8964,8471,8377,7737,9010,8257,8383,8560
Ash1,1020,561,9548,9419,10578,8015,9009,8470,7904,7792,8772,8097,8587,8189,8099,7424,8668,7977,8103,8204
Ash1,1020,562,9285,9101,10228,7742,8713,8238,7664,7555,8465,7853,8320,7884,7820,7193,8369,7710,7840,7969
Ash1,1020,563,8867,8676,9755,7377,8319,7809,7248,7152,8060,7453,7923,7547,7453,6835,7982,7349,7472,7582
Ash1,1020,564,8576,8409,9456,7119,8073,7578,7075,6963,7833,7254,7700,7292,7263,6649,7778,7147,7231,7342
Ash1,1020,565,8212,8080,9022,6863,7744,7263,6761,6677,7492,6959,7401,7021,6958,6385,7453,6859,6934,7088
Ash1,1020,566,7807,7679,8650,6505,7349,6969,6490,6370,7195,6614,7005,6666,6643,6074,7119,6535,6639,6715
Ash1,1020,567,7492,7340,8299,6243,7063,6683,6197,6124,6870,6364,6747,6393,6369,5847,6810,6240,6364,6450
Ash1,1020,568,7146,7000,7875,5979,6705,6351,5918,5849,6555,6068,6392,6091,6072,5590,6474,5968,6054,6133
Ash1,1020,569,6768,6708,7537,5742,6443,6083,5655,5570,6248,5792,6120,5820,5817,5338,6219,5716,5783,5860
Ash1,1020,570,6599,6487,7332,5522,6221,5841,5490,5415,6106,5631,5965,5664,5638,5184,6029,5535,5656,5679
Ash1,1020,571,6293,6156,6935,5249,5912,5575,5207,5177,5797,5354,5646,5376,5382,4913,5740,5281,5340,5457
Ash1,1020,572,6051,5921,6656,5052,5687,5389,5024,4988,5591,5143,5412,5159,5169,4729,5528,5083,5167,5211
Ash1,1020,573,5817,5739,6429,4827,5499,5173,4881,4819,5408,4983,5265,4980,5008,4591,5343,4896,4970,4995
Ash1,1020,574,5541,5440,6144,4652,5235,4941,4636,4599,5129,4760,5025,4768,4751,4368,5092,4652,4741,4793
Ash1,1020,575,5318,5222,5890,4479,5057,4747,4457,4417,4971,4575,4830,4556,4582,4233,4893,4476,4539,4593
Ash1,1020,576,5125,5019,5644,4275,4829,4566,4275,4268,4748,4395,4626,4363,4386,4051,4714,4305,4362,4404
Ash1,1020,577,4817,4754,5360,4047,4562,4320,4043,4020,4483,4138,4374,4135,4168,3808,4442,4078,4119,4171
Ash1,1020,578,4639,4551,5133,3861,4383,4115,3886,3846,4315,3983,4214,4002,3999,3672,4279,3873,3946,3989
Ash1,1020,579,4317,4261,4762,3628,4089,3864,3672,3613,4049,3733,3966,3751,3758,3437,3984,3672,3696,3741
Ash1,1020,580,4186,4115,4591,3496,3922,3740,3529,3488,3904,3617,3816,3589,3665,3322,3859,3523,3575,3617
Ash1,1020,581,3966,3889,4362,3307,3745,3547,3342,3310,3704,3396,3591,3393,3444,3154,3635,3322,3383,3393
Ash1,1020,582,3836,3774,4275,3210,3597,3444,3258,3247,3627,3329,3516,3302,3338,3025,3545,3247,3276,3302
Ash1,1020,583,3679,3631,4059,3103,3464,3310,3123,3095,3469,3169,3355,3163,3179,2942,3432,3095,3151,3157
Ash1,1020,584,3537,3477,3931,2980,3350,3164,3029,2983,3342,3089,3249,3069,3108,2857,3291,2996,3044,3052
Ash1,1020,585,3414,3362,3792,2846,3250,3030,2920,2885,3220,2966,3146,2928,2977,2745,3163,2862,2915,2937
Ash1,1020,586,3287,3263,3675,2781,3146,2944,2852,2816,3115,2888,3054,2857,2910,2661,3067,2790,2832,2852
Ash1,1020,587,3175,3124,3550,2676,3006,2837,2731,2710,3034,2775,2929,2754,2803,2554,2963,2715,2731,2736
Ash1,1020,588,3046,3046,3413,2593,2906,2742,2642,2619,2904,2686,2809,2644,2696,2467,2868,2609,2624,2647
Ash1,1020,589,2972,2920,3311,2488,2807,2672,2556,2529,2844,2595,2748,2585,2624,2408,2781,2536,2551,2569
Ash1,1020,590,2880,2835,3202,2439,2721,2600,2472,2445,2759,2522,2658,2499,2549,2323,2715,2457,2486,2472
Ash1,1020,591,2818,2755,3105,2373,2662,2526,2417,2408,2696,2458,2623,2419,2475,2284,2616,2397,2405,2427
Ash1,1020,592,2730,2675,3019,2298,2586,2429,2348,2326,2613,2374,2524,2351,2391,2217,2534,2327,2357,2362
Ash1,1020,593,2655,2601,2952,2212,2530,2375,2282,2252,2531,2319,2469,2294,2334,2151,2486,2247,2300,2289
Ash1,1020,594,2570,2504,2833,2148,2427,2308,2209,2174,2435,2215,2360,2213,2239,2066,2351,2169,2181,2197
Ash1,1020,595,2479,2431,2737,2080,2340,2215,2123,2118,2367,2161,2297,2131,2188,1993,2308,2120,2107,2125
Ash1,1020,596,2391,2370,2676,2035,2257,2138,2051,2045,2290,2114,2199,2080,2122,1942,2250,2029,2078,2060
Ash1,1020,597,2337,2299,2598,1945,2231,2095,2009,1989,2233,2038,2150,2005,2035,1877,2187,2000,2005,2011
Ash1,1020,598,2218,2188,2473,1874,2101,1988,1926,1884,2129,1934,2038,1926,1951,1793,2068,1895,1932,1908
Ash1,1020,599,2152,2131,2389,1798,2024,1926,1844,1827,2052,1879,1981,1862,1862,1714,1979,1815,1847,1853
Ash1,1020,600,2080,2070,2342,1769,2000,1872,1798,1781,2013,1855,1939,1803,1847,1683,1958,1800,1800,1792
