q**2_data,ln(I(q))_data,error_data,q**2_fit,ln(I(q))_fit,normalized_residual,
8.992962385064225e-06,-3.336573554084125,0.06853855539991843,2.4980451069622847e-05,-3.351060487490039,0.3628247153189588,
1.0787476421086113e-05,-3.3852742164075353,0.039001026371531876,2.7916928583113205e-05,-3.352225249773133,0.2526022984237218,
1.2745128096746354e-05,-3.347470636158921,0.03203317021751121,3.101654373624192e-05,-3.3534547210719547,-0.6119758412434724,
1.4865917412044946e-05,-3.381421106101943,0.026991172046868014,3.4279296529008984e-05,-3.354748901386504,0.7228983586357217,
1.7149844366981893e-05,-3.38048789358809,0.02164378336668237,3.770518696141441e-05,-3.3561077907167807,-0.8856322933758605,
1.959690896155719e-05,-3.322807204241993,0.017389563606610287,4.129421503345817e-05,-3.357531389062785,0.8328075624674318,
2.2207111195770842e-05,-3.3334221694515063,0.01609404224445488,4.504638074514029e-05,-3.3590196964245167,0.6716395689084843,
2.4980451069622847e-05,-3.345449217967585,0.015465510715059364,4.896168409646078e-05,-3.3605727128019756,-0.9332514260298244,
2.7916928583113205e-05,-3.3484818724323246,0.014819252889493463,5.30401250874196e-05,-3.362190438195162,0.31114994233779997,
3.101654373624192e-05,-3.3625953448670955,0.014936249405806588,5.72817037180168e-05,-3.3638728726040763,1.4838394367257948,
3.4279296529008984e-05,-3.3442219621317606,0.014562129141654364,6.168641998825232e-05,-3.3656200160287177,-0.27710504148626675,
3.770518696141441e-05,-3.3689106158846465,0.014456140842678489,6.625427389812625e-05,-3.3674318684690867,-0.7671123955229224,
4.129421503345817e-05,-3.3460405664395645,0.013797692457517515,7.098526544763845e-05,-3.3693084299251828,1.6978851529181431,
4.504638074514029e-05,-3.3500431732093174,0.013365089894550833,7.587939463678908e-05,-3.3712497003970068,-0.23345602209122812,
4.896168409646078e-05,-3.3730604432868674,0.013380885511224225,8.0936661465578e-05,-3.373255679884558,-0.06083120842854612,
5.30401250874196e-05,-3.3581304918328647,0.013048198986614459,8.615706593400533e-05,-3.375326368387837,-0.298449580847313,
5.72817037180168e-05,-3.344956571305949,0.012748213068030822,9.154060804207099e-05,-3.377461765906843,-1.6553936166846854,
6.168641998825232e-05,-3.369103352923799,0.012570456590750708,9.7087287789775e-05,-3.379661872441577,-0.7981932734075627,
6.625427389812625e-05,-3.3769964916123447,0.01246834648883236,0.00010279710517711737,-3.381926687992038,0.7147132348172038,
7.098526544763845e-05,-3.3487125983132953,0.012130285476900239,0.00010867006020409808,-3.3842562125582267,-0.1688167424197717,
7.587939463678908e-05,-3.3740661438812842,0.012064128648507793,0.00011470615287071715,-3.3866504461401425,-1.200032653045131,
8.0936661465578e-05,-3.3739871819242655,0.012025111100116677,0.00012090538317697457,-3.3891093887377863,0.8441485691077295,
8.615706593400533e-05,-3.3788193513616274,0.01170376237042674,0.00012726775112287036,-3.391633040351157,0.27280462150178036,
9.154060804207099e-05,-3.396763646785079,0.01165999474909916,0.00013379325670840448,-3.3942214009802556,0.3895057965096538,
9.7087287789775e-05,-3.3891295324518307,0.011861362812336866,0.00014048189993357696,-3.3968744706250815,-0.46236435601996834,
0.00010279710517711737,-3.3739658654399447,0.011138484869570614,0.00014733368079838783,-3.399592249285635,1.3118885552118895,
0.00010867006020409808,-3.3861206426019415,0.011044106271632248,0.000154348599302837,-3.402374736961916,0.4460601349997739,
0.00011470615287071715,-3.4001484655359255,0.011248043427427764,0.00016152665544692457,-3.405221933653924,-0.1445207941997668,
0.00012090538317697457,-3.3799316222659037,0.010872217057222022,0.00016886784923065052,-3.40813383936166,2.1876164134978637,
0.00012726775112287036,-3.3886214069311373,0.01103952492974981,0.00017637218065401472,-3.411110454085123,0.20012634222053985,
0.00013379325670840448,-3.390104668549087,0.01056911724564376,0.00018403964971701732,-3.414151777824314,-0.6437360794271814,
0.00014048189993357696,-3.4018186773766743,0.010693312940799586,0.00019187025641965834,-3.417257810579232,0.8068518523142697,
0.00014733368079838783,-3.3858736392499598,0.010457145907077027,0.00019986400076193764,-3.4204285523498776,-1.2522058031673025,
0.000154348599302837,-3.3980295227286197,0.009741319370085514,0.00020802088274385526,-3.423664003136251,0.24821804560626226,
0.00016152665544692457,-3.4066122560903023,0.00962022416273512,0.00021634090236541127,-3.426964162938351,-0.8268761774625782,
0.00016886784923065052,-3.3883052696777103,0.00906400663370645,0.0002248240596266057,-3.4303290317561794,0.5523095298976771,
0.00017637218065401472,-3.409274251653166,0.009175216073921058,0.0002334703545274384,-3.433758609589735,1.0831004829019404,
0.00018403964971701732,-3.419940600814757,0.008992540849340539,0.00024227978706790944,-3.4372528964390177,1.3688149412634307,
0.00019187025641965834,-3.410201125566108,0.008745948829247239,0.00025125235724801886,-3.440811892304028,-1.6564579369571737,
0.00019986400076193764,-3.43138829793349,0.008752351694818057,0.00026038806506776673,-3.444435597184766,-1.046208865183162,
0.00020802088274385526,-3.421539062912029,0.008560780579154707,0.00026968691052715275,-3.4481240110812315,-0.4729428838162425,
0.00021634090236541127,-3.434016683141769,0.0085291128171813,0.00027914889362617724,-3.451877133993424,-0.7402382090041334,
0.0002248240596266057,-3.425755899312169,0.008280017266509634,0.0002887740143648402,-3.4556949659213445,-0.7765665452000639,
0.0002334703545274384,-3.424884421104359,0.008193319664671624,0.00029856227274314143,-3.459577506864992,0.5897858452189246,
0.00024227978706790944,-3.4262762631707444,0.008019077625016061,0.00030851366876108086,-3.4635247568243672,0.6755340945029494,
0.00025125235724801886,-3.454378603697371,0.008190193720381577,0.00031862820241865877,-3.46753671579947,1.3493324250195773,
