,,Well,A01,A02,A03,A04,A05,A06,B01,B02,B03,B04,B05,B06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C01,C02,C03,C04,C05,C06,,,,,,,,,,,,
,,Wavelength (nm),Buffer,Buffer,Buffer,Buffer,Buffer,Buffer,Ficoll,Ficoll,Ficoll,Ficoll,Ficoll,Ficoll,D-Sorbitol,D-Sorbitol,D-Sorbitol,D-Sorbitol,D-Sorbitol,D-Sorbitol,Glycerol,Glycerol,Glycerol,Glycerol,Glycerol,Glycerol,PEG200,PEG200,PEG200,PEG200,PEG200,PEG200,PEG1500,PEG1500,PEG1500,PEG1500,PEG1500,PEG1500,PEG4000,PEG4000,PEG4000,PEG4000,PEG4000,PEG4000,PEG8000,PEG8000,PEG8000,PEG8000,PEG8000,PEG8000,Sucrose,Sucrose,Sucrose,Sucrose,Sucrose,Sucrose,L(+)-Arabinose,L(+)-Arabinose,L(+)-Arabinose,L(+)-Arabinose,L(+)-Arabinose,L(+)-Arabinose,Dextran,Dextran,Dextran,Dextran,Dextran,Dextran,EG,EG,EG,EG,EG,EG,PEG400,PEG400,PEG400,PEG400,PEG400,PEG400,PEG2000,PEG2000,PEG2000,PEG2000,PEG2000,PEG2000,PEG6000,PEG6000,PEG6000,PEG6000,PEG6000,PEG6000,PEG10000,PEG10000,PEG10000,PEG10000,PEG10000,PEG10000
PUMA S1,1020,468,9164,13466,13773,13429,13104,13650,12956,10311,10816,10614,11482,9013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12023,14564,13665,13457,9903,8436,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S1,1020,469,9767,14362,14722,14328,13930,14602,13799,10945,11475,11253,12181,9553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12783,15522,14494,14296,10510,8958,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S1,1020,470,10182,15029,15378,14998,14691,15290,14450,11481,11966,11804,12764,10016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13380,16267,15130,14962,11034,9371,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S1,1020,471,10468,15423,15767,15350,14944,15685,14783,11739,12232,12032,13084,10268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13678,16568,15537,15282,11260,9593,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S1,1020,472,10664,15803,16190,15755,15314,16034,15117,12032,12568,12362,13371,10487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14022,17052,15877,15699,11535,9820,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S1,1020,473,10970,16150,16495,16119,15647,16349,15536,12341,12859,12613,13696,10729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14381,17413,16301,16080,11862,10082,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S1,1020,474,11014,16201,16588,16107,15748,16442,15598,12357,12894,12651,13773,10771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14357,17511,16334,16072,11834,10101,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S1,1020,475,11077,16241,16642,16179,15788,16404,15608,12438,12992,12756,13814,10835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14462,17594,16428,16152,11916,10147,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S1,1020,476,10912,16058,16426,16005,15557,16258,15481,12322,12837,12598,13647,10713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14294,17378,16222,15954,11781,10049,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S1,1020,477,10729,15845,16200,15845,15435,16064,15338,12136,12682,12472,13508,10630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14173,17139,16037,15783,11653,9925,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S1,1020,478,10557,15520,15884,15463,15008,15703,14952,11937,12395,12194,13225,10356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13854,16749,15664,15435,11374,9665,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S1,1020,479,10368,15219,15569,15191,14821,15443,14728,11726,12211,12010,13017,10210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13669,16481,15433,15217,11248,9576,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S1,1020,480,10051,14829,15110,14760,14315,15003,14352,11456,11913,11669,12670,9971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13291,16055,14954,14788,10935,9318,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S1,1020,481,9872,14485,14789,14431,14049,14683,14108,11174,11676,11472,12405,9728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13025,15715,14701,14459,10705,9120,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S1,1020,482,9613,14135,14402,14061,13669,14321,13697,10941,11389,11199,12124,9490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12677,15366,14345,14147,10459,8909,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S1,1020,483,9304,13580,13894,13564,13228,13806,13250,10586,11032,10850,11703,9200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12285,14795,13849,13624,10054,8635,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S1,1020,484,9174,13427,13723,13367,13052,13609,13123,10492,10913,10705,11614,9128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12165,14613,13739,13494,9985,8523,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S1,1020,485,8978,13078,13365,13055,12672,13237,12774,10199,10670,10474,11329,8911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11849,14290,13349,13157,9770,8337,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S1,1020,486,8807,12841,13151,12795,12489,13078,12574,10032,10508,10319,11162,8805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11653,14010,13156,12965,9619,8188,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S1,1020,487,8759,12774,13069,12748,12441,12994,12493,9985,10439,10272,11155,8789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11596,13964,13128,12906,9607,8230,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S1,1020,488,8642,12552,12818,12563,12230,12771,12359,9854,10261,10158,10971,8693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11427,13764,12961,12766,9452,8114,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S1,1020,489,8600,12520,12776,12529,12179,12710,12270,9812,10258,10115,10996,8672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11375,13752,12804,12660,9453,8058,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S1,1020,490,8673,12619,12887,12627,12311,12861,12332,9960,10346,10246,11134,8759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11508,13850,13007,12893,9588,8254,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S1,1020,491,8627,12548,12866,12467,12211,12746,12351,9898,10306,10213,11104,8845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11497,13799,12989,12872,9584,8268,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S1,1020,492,8768,12722,12967,12683,12371,12904,12489,10015,10504,10416,11326,8996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11645,14026,13225,13083,9784,8410,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S1,1020,493,8998,12968,13226,12949,12661,13172,12726,10258,10773,10635,11573,9243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11858,14306,13535,13404,10018,8677,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S1,1020,494,9142,13287,13531,13251,12869,13479,12982,10517,10998,10921,11939,9583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12155,14706,13868,13762,10313,8959,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S1,1020,495,9463,13697,13995,13663,13351,13893,13491,10910,11430,11370,12427,9994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12584,15217,14401,14332,10795,9359,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S1,1020,496,9729,14081,14373,13973,13635,14225,13793,11157,11788,11754,12882,10336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12939,15703,14838,14845,11209,9747,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S1,1020,497,10148,14644,14887,14537,14157,14821,14308,11628,12314,12263,13518,10949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13431,16386,15522,15493,11766,10274,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S1,1020,498,10537,15148,15381,14980,14653,15338,14885,12104,12839,12840,14117,11489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13941,16990,16235,16216,12334,10852,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S1,1020,499,11111,16044,16284,15890,15525,16180,15650,12847,13668,13728,15095,12344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14731,18004,17266,17350,13198,11661,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S1,1020,500,11621,16755,17005,16521,16218,16879,16382,13464,14382,14473,15977,13080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15411,18963,18189,18303,13952,12397,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S1,1020,501,12180,17528,17755,17296,16907,17686,17119,14151,15110,15293,16949,13978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16118,19913,19204,19352,14843,13196,0,0,0,0,0,0,0,0,0,0,0,0
