,,Well,A07,A08,A09,A10,A11,A12,B07,B08,B09,B10,B11,B12,C07,C08,C09,C10,C11,C12
,,Wavelength (nm),Buffer,Buffer,Buffer,Buffer,Buffer,Buffer,NaCl,NaCl,NaCl,NaCl,NaCl,NaCl,KCl,KCl,KCl,KCl,KCl,KCl
Protein,Gain,conc,0,0,0,0,0,0,0.25,0.5,0.75,1,1.25,1.5,0.25,0.5,0.75,1,1.25,1.5
mNGctrl (NGfree),1020,523,7782,3619,3570,3318,3943,2814,3692,3541,3092,2889,3332,2675,3514,2520,2707,2818,3082,2363
mNGctrl (NGfree),1020,524,7344,3395,3364,3113,3717,2650,3491,3324,2898,2739,3159,2539,3307,2400,2529,2649,2929,2227
mNGctrl (NGfree),1020,525,6991,3233,3208,2956,3517,2525,3317,3176,2771,2617,2998,2421,3173,2286,2418,2535,2793,2131
mNGctrl (NGfree),1020,526,6639,3059,3041,2807,3325,2378,3127,2998,2637,2453,2827,2292,2992,2158,2303,2396,2631,2007
mNGctrl (NGfree),1020,527,6265,2864,2868,2643,3149,2256,2941,2835,2469,2323,2671,2157,2829,2039,2157,2255,2480,1897
mNGctrl (NGfree),1020,528,6028,2756,2753,2543,3013,2165,2825,2728,2369,2221,2561,2067,2711,1974,2057,2176,2389,1810
mNGctrl (NGfree),1020,529,5738,2630,2623,2427,2889,2058,2713,2594,2258,2113,2446,1973,2583,1870,1970,2066,2288,1734
mNGctrl (NGfree),1020,530,5511,2541,2526,2335,2769,1983,2617,2484,2167,2027,2363,1894,2506,1793,1891,1989,2196,1668
mNGctrl (NGfree),1020,531,5337,2443,2422,2228,2649,1905,2487,2385,2076,1964,2249,1824,2398,1736,1823,1897,2101,1609
mNGctrl (NGfree),1020,532,5116,2320,2320,2136,2532,1826,2386,2284,1985,1859,2157,1724,2294,1646,1752,1837,2006,1536
mNGctrl (NGfree),1020,533,4871,2233,2229,2040,2433,1753,2286,2166,1907,1772,2061,1668,2184,1578,1671,1757,1927,1467
mNGctrl (NGfree),1020,534,4648,2124,2101,1956,2308,1657,2159,2063,1827,1687,1950,1572,2083,1507,1602,1663,1825,1404
mNGctrl (NGfree),1020,535,4494,2051,2043,1869,2242,1604,2080,2000,1747,1628,1893,1521,2011,1430,1516,1599,1766,1346
mNGctrl (NGfree),1020,536,4354,1980,1986,1819,2152,1558,2032,1965,1693,1576,1828,1478,1945,1403,1484,1540,1699,1294
mNGctrl (NGfree),1020,537,4149,1879,1882,1730,2060,1491,1921,1855,1608,1516,1735,1409,1852,1324,1398,1494,1618,1237
mNGctrl (NGfree),1020,538,4007,1817,1818,1675,1980,1439,1858,1775,1541,1459,1666,1352,1781,1282,1351,1416,1561,1189
mNGctrl (NGfree),1020,539,3860,1752,1754,1610,1924,1367,1776,1711,1494,1412,1618,1311,1714,1228,1302,1361,1498,1140
mNGctrl (NGfree),1020,540,3750,1686,1695,1549,1854,1337,1737,1639,1442,1344,1570,1266,1648,1193,1259,1308,1469,1102
mNGctrl (NGfree),1020,541,3687,1670,1667,1526,1829,1317,1694,1619,1413,1316,1519,1238,1637,1176,1232,1295,1425,1083
mNGctrl (NGfree),1020,542,3508,1594,1599,1468,1759,1260,1610,1566,1356,1268,1466,1190,1556,1123,1178,1238,1366,1039
mNGctrl (NGfree),1020,543,3427,1555,1563,1425,1688,1223,1578,1516,1313,1226,1433,1159,1499,1086,1162,1205,1343,1007
mNGctrl (NGfree),1020,544,3332,1506,1500,1376,1653,1191,1529,1465,1273,1206,1378,1120,1478,1057,1112,1176,1289,979
mNGctrl (NGfree),1020,545,3206,1474,1469,1343,1603,1153,1494,1419,1228,1155,1343,1073,1433,1030,1073,1144,1244,951
mNGctrl (NGfree),1020,546,3135,1431,1430,1307,1561,1120,1445,1378,1215,1117,1300,1050,1390,993,1047,1106,1208,926
mNGctrl (NGfree),1020,547,3011,1379,1390,1253,1513,1085,1395,1324,1157,1083,1249,1001,1331,970,1003,1054,1176,896
mNGctrl (NGfree),1020,548,2932,1341,1334,1223,1451,1048,1353,1286,1124,1042,1209,984,1303,945,985,1024,1131,863
mNGctrl (NGfree),1020,549,2860,1326,1312,1195,1430,1030,1335,1273,1099,1025,1194,958,1265,919,971,1004,1103,844
mNGctrl (NGfree),1020,550,2740,1254,1273,1155,1381,998,1277,1227,1071,994,1159,926,1238,891,941,979,1063,812
mNGctrl (NGfree),1020,551,2656,1237,1220,1107,1339,962,1241,1198,1033,964,1100,899,1177,860,908,949,1031,789
mNGctrl (NGfree),1020,552,2589,1196,1196,1086,1300,934,1209,1142,1012,948,1082,884,1158,844,888,930,1016,773
mNGctrl (NGfree),1020,553,2513,1166,1166,1079,1258,917,1173,1131,977,915,1054,865,1131,813,855,900,988,745
mNGctrl (NGfree),1020,554,2488,1154,1157,1061,1254,918,1168,1114,965,906,1041,845,1109,816,851,889,983,744
mNGctrl (NGfree),1020,555,2422,1129,1105,1017,1205,887,1129,1084,954,880,1018,833,1084,793,833,865,956,735
mNGctrl (NGfree),1020,556,2348,1092,1101,1002,1197,869,1112,1059,931,863,992,816,1066,770,821,856,929,718
mNGctrl (NGfree),1020,557,2289,1065,1076,976,1150,833,1078,1035,902,849,975,791,1032,764,790,828,912,695
mNGctrl (NGfree),1020,558,2181,1025,1022,955,1112,815,1048,1000,870,815,936,765,1017,727,768,795,882,666
mNGctrl (NGfree),1020,559,2146,1003,1000,926,1086,794,1013,982,857,795,923,742,982,701,752,780,857,653
mNGctrl (NGfree),1020,560,2040,961,959,883,1044,761,977,943,826,770,892,706,944,693,711,739,824,628
mNGctrl (NGfree),1020,561,1964,918,927,850,1007,742,945,909,795,739,858,703,907,660,694,726,795,614
mNGctrl (NGfree),1020,562,1912,895,898,817,968,709,914,880,760,729,824,675,872,631,676,697,776,595
mNGctrl (NGfree),1020,563,1818,862,854,786,933,670,865,841,731,682,791,644,841,609,647,670,739,572
mNGctrl (NGfree),1020,564,1760,836,821,760,909,653,843,815,711,663,772,631,817,597,623,643,713,551
mNGctrl (NGfree),1020,565,1707,790,786,723,861,630,810,768,685,630,737,595,777,558,604,622,685,529
mNGctrl (NGfree),1020,566,1608,745,752,699,833,597,770,738,650,599,690,576,742,547,571,600,652,508
mNGctrl (NGfree),1020,567,1528,727,720,671,796,582,746,712,621,582,666,547,712,521,539,582,627,473
mNGctrl (NGfree),1020,568,1480,697,694,641,764,551,705,679,590,556,640,522,685,501,530,554,603,463
mNGctrl (NGfree),1020,569,1393,655,659,608,723,519,670,645,567,541,619,502,642,472,491,519,571,443
mNGctrl (NGfree),1020,570,1339,637,639,584,697,502,649,636,552,514,589,485,631,449,483,512,553,427
mNGctrl (NGfree),1020,571,1280,614,609,550,658,474,607,593,515,485,557,450,584,430,449,475,518,410
mNGctrl (NGfree),1020,572,1228,575,571,532,630,460,595,561,501,465,530,434,561,417,435,459,498,393
mNGctrl (NGfree),1020,573,1185,563,557,509,604,437,565,543,476,444,520,417,551,403,420,445,486,384
mNGctrl (NGfree),1020,574,1129,530,523,480,581,433,542,534,463,434,494,407,514,390,409,426,456,363
mNGctrl (NGfree),1020,575,1074,505,499,469,554,409,514,502,432,415,468,393,498,377,384,406,446,344
mNGctrl (NGfree),1020,576,1029,474,484,445,520,392,492,489,424,395,455,373,487,364,373,393,426,331
mNGctrl (NGfree),1020,577,969,463,459,431,507,375,465,447,404,382,428,359,455,340,353,376,411,316
mNGctrl (NGfree),1020,578,944,441,437,410,482,359,450,435,385,363,420,342,435,317,347,356,387,307
mNGctrl (NGfree),1020,579,887,415,420,385,455,348,430,406,363,342,388,316,412,299,319,335,368,291
mNGctrl (NGfree),1020,580,844,409,394,365,432,325,418,397,347,325,382,311,403,292,310,325,353,275
mNGctrl (NGfree),1020,581,787,379,370,348,413,305,391,364,326,299,351,295,370,274,292,304,334,258
mNGctrl (NGfree),1020,582,768,362,363,338,400,293,376,359,321,292,342,278,357,272,287,296,319,255
mNGctrl (NGfree),1020,583,738,352,350,324,384,279,352,344,303,287,321,276,344,252,270,287,310,241
mNGctrl (NGfree),1020,584,706,334,331,306,365,269,342,340,295,279,320,261,325,256,258,275,295,233
mNGctrl (NGfree),1020,585,677,324,317,300,355,264,328,322,283,268,303,248,317,237,256,272,286,224
mNGctrl (NGfree),1020,586,655,315,307,288,339,249,320,305,273,256,296,243,315,237,244,254,273,222
mNGctrl (NGfree),1020,587,631,304,296,283,325,246,317,293,259,249,281,238,294,220,230,239,270,213
mNGctrl (NGfree),1020,588,609,295,291,270,324,236,308,288,252,237,272,236,298,214,223,239,252,203
mNGctrl (NGfree),1020,589,590,288,280,264,313,232,290,277,252,237,268,219,283,212,219,234,247,201
mNGctrl (NGfree),1020,590,567,277,279,252,302,230,287,267,240,223,253,217,269,201,215,223,243,195
mNGctrl (NGfree),1020,591,569,277,267,253,292,223,279,267,223,226,250,214,269,202,211,224,241,190
mNGctrl (NGfree),1020,592,547,267,255,243,279,213,267,250,229,210,244,203,255,198,205,208,227,184
mNGctrl (NGfree),1020,593,528,256,258,239,282,209,260,251,230,211,246,204,260,194,202,207,234,181
mNGctrl (NGfree),1020,594,512,253,247,226,272,212,251,245,214,208,231,198,237,184,198,203,221,178
mNGctrl (NGfree),1020,595,494,245,236,224,263,204,254,234,215,199,224,191,240,181,191,193,216,172
mNGctrl (NGfree),1020,596,484,237,234,225,266,194,241,232,201,197,221,188,230,178,188,196,208,174
mNGctrl (NGfree),1020,597,468,224,227,220,255,189,233,224,205,189,222,183,229,176,185,191,215,160
mNGctrl (NGfree),1020,598,451,227,230,217,245,184,227,219,202,188,210,175,225,169,180,188,204,167
mNGctrl (NGfree),1020,599,444,220,216,201,231,175,218,205,184,171,205,173,216,164,166,184,188,162
mNGctrl (NGfree),1020,600,434,217,213,200,240,173,217,208,181,181,202,173,209,158,173,177,192,156
