,,Well,A07,A08,A09,A10,A11,A12,B07,B08,B09,B10,B11,B12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C07,C08,C09,C10,C11,C12,,,,,,,,,,,,
PUMA S1,1020,458,3464,3980,3843,3654,3743,3888,3272,3475,3273,2735,2675,2337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4141,3813,3715,3434,3303,3290,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S1,1020,459,4079,4728,4536,4318,4435,4592,3838,4113,3840,3185,3132,2726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4890,4514,4380,4059,3882,3846,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S1,1020,460,4776,5483,5271,5031,5177,5315,4492,4729,4470,3696,3625,3131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5696,5225,5092,4702,4503,4470,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S1,1020,461,5468,6302,6042,5749,5902,6103,5112,5413,5071,4184,4112,3535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6485,5987,5799,5387,5167,5096,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S1,1020,462,6267,7220,6981,6623,6750,7012,5862,6194,5799,4778,4699,4022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7420,6827,6659,6183,5883,5815,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S1,1020,463,7184,8269,7969,7564,7747,8008,6720,7099,6642,5429,5349,4575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8530,7823,7652,7091,6728,6673,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S1,1020,464,7969,9162,8849,8402,8621,8857,7458,7878,7362,5991,5941,5044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9448,8690,8487,7835,7502,7384,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S1,1020,465,8837,10158,9799,9310,9517,9787,8251,8672,8129,6635,6546,5548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10483,9637,9385,8653,8319,8158,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S1,1020,466,9721,11229,10825,10265,10470,10824,9143,9580,8962,7308,7197,6074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11544,10591,10323,9506,9116,9018,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S1,1020,467,10456,12048,11579,10969,11236,11536,9748,10297,9640,7829,7712,6492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12375,11358,11060,10207,9788,9593,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S1,1020,468,11143,12807,12380,11735,12041,12373,10411,11016,10279,8347,8183,6918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13205,12154,11766,10919,10433,10275,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S1,1020,469,11866,13677,13198,12482,12784,13157,11081,11706,10899,8902,8754,7352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14047,12909,12544,11595,11078,10890,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S1,1020,470,12404,14286,13765,13111,13365,13730,11602,12251,11403,9286,9158,7697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14736,13454,13139,12151,11649,11414,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S1,1020,471,12726,14620,14149,13389,13681,14053,11848,12518,11669,9436,9359,7832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15049,13816,13430,12443,11885,11701,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S1,1020,472,13004,14985,14459,13708,14020,14407,12149,12836,11941,9700,9575,8034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15387,14165,13807,12727,12138,11977,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S1,1020,473,13286,15362,14791,14056,14307,14758,12452,13155,12244,9951,9822,8268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15766,14495,14127,13055,12404,12248,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S1,1020,474,13340,15373,14826,14048,14325,14759,12475,13174,12309,10004,9818,8281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15790,14551,14147,13048,12500,12208,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S1,1020,475,13409,15537,14979,14165,14450,14923,12577,13283,12434,10075,9879,8326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15949,14648,14230,13110,12528,12356,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S1,1020,476,13255,15281,14701,13963,14252,14724,12417,13094,12170,9899,9769,8218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15756,14446,14081,12951,12401,12225,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S1,1020,477,13059,15021,14582,13790,14073,14576,12241,12901,12091,9766,9659,8130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15547,14269,13931,12829,12271,12063,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S1,1020,478,12819,14713,14278,13507,13818,14250,11969,12686,11819,9593,9485,7994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15232,14000,13605,12546,11953,11852,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S1,1020,479,12597,14490,14037,13255,13565,14011,11780,12450,11608,9458,9284,7816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14982,13815,13392,12364,11789,11654,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S1,1020,480,12228,14110,13600,12880,13175,13627,11455,12077,11319,9208,9042,7633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14545,13367,12998,12015,11461,11355,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S1,1020,481,11944,13785,13387,12665,12900,13341,11192,11796,11040,9015,8902,7482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14264,13122,12759,11833,11318,11143,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S1,1020,482,11663,13508,13023,12284,12597,13015,10932,11565,10765,8794,8679,7298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13927,12813,12490,11443,10979,10883,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S1,1020,483,11274,12964,12584,11897,12177,12571,10552,11146,10450,8490,8391,7106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13444,12335,12016,11134,10656,10516,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S1,1020,484,11131,12842,12419,11740,12030,12424,10465,11046,10304,8387,8312,7046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13273,12234,11876,11035,10532,10391,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S1,1020,485,10813,12489,12073,11478,11724,12101,10193,10801,10076,8200,8124,6848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12948,11916,11630,10740,10287,10163,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S1,1020,486,10726,12268,11922,11262,11523,11930,10036,10611,9902,8088,7990,6802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12707,11718,11416,10574,10109,10019,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S1,1020,487,10637,12232,11818,11207,11451,11822,9973,10565,9898,8029,7978,6761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12727,11652,11409,10531,10077,9964,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S1,1020,488,10434,12020,11657,11048,11267,11680,9857,10379,9757,7948,7879,6682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12513,11507,11239,10371,9943,9820,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S1,1020,489,10392,11972,11545,10934,11218,11602,9785,10339,9703,7909,7857,6695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12391,11463,11165,10365,9911,9792,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S1,1020,490,10525,12070,11698,11086,11335,11722,9872,10426,9833,8061,7967,6775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12540,11584,11341,10460,10068,9939,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S1,1020,491,10452,11958,11621,11021,11258,11677,9850,10418,9781,8035,7960,6783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12503,11590,11258,10453,10046,9952,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S1,1020,492,10600,12116,11735,11160,11395,11789,9976,10550,9945,8138,8108,6899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12645,11701,11448,10650,10191,10142,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S1,1020,493,10852,12400,12024,11388,11674,12043,10218,10792,10214,8367,8333,7105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12950,11997,11736,10923,10499,10433,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S1,1020,494,11036,12639,12252,11641,11876,12305,10406,11037,10435,8596,8582,7327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13194,12295,12026,11172,10794,10720,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S1,1020,495,11435,13044,12669,11990,12228,12738,10742,11464,10815,8933,8962,7629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13671,12683,12523,11587,11173,11146,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S1,1020,496,11659,13344,12965,12309,12523,12986,11061,11754,11144,9232,9247,7938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14028,13072,12865,11968,11602,11555,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S1,1020,497,12101,13888,13499,12750,13013,13498,11508,12269,11659,9606,9713,8350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14627,13648,13427,12540,12157,12127,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S1,1020,498,12528,14344,13928,13182,13437,13897,11818,12689,12073,10062,10159,8712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15142,14155,13956,13033,12711,12714,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S1,1020,499,13276,15189,14707,14044,14239,14759,12605,13476,12916,10753,10904,9374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16001,15011,14905,13925,13600,13575,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S1,1020,500,13873,15853,15368,14572,14874,15329,13206,14118,13522,11334,11546,9919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16668,15788,15675,14671,14381,14342,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S1,1020,501,14540,16544,16054,15275,15522,15978,13823,14827,14243,11973,12212,10636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17502,16582,16462,15433,15205,15147,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S1,1020,502,15633,17823,17298,16434,16708,17221,14916,16024,15505,13095,13456,11609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18929,17986,17887,16819,16624,16588,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S1,1020,503,16402,18670,18123,17272,17514,18135,15648,16890,16306,13849,14247,12375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19866,18952,18908,17792,17619,17615,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S1,1020,504,17519,19770,19295,18327,18597,19172,16667,18068,17491,14944,15381,13375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21180,20295,20292,19047,18944,18970,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S1,1020,505,18641,21062,20528,19467,19769,20446,17764,19244,18705,16101,16570,14452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22536,21610,21713,20411,20331,20311,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S1,1020,506,19716,22356,21734,20607,20954,21626,18903,20523,20077,17154,17817,15585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23919,22982,23210,21806,21746,21854,0,0,0,0,0,0,0,0,0,0,0,0
PUMA S1,1020,507,20907,23565,22971,21838,22198,22834,19932,21761,21253,18182,19071,16673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25268,24470,24633,23250,23231,23357,0,0,0,0,0,0,0,0,0,0,0,0
