,,Well,A01,A02,A03,A04,A05,A06,B01,B02,B03,B04,B05,B06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C01,C02,C03,C04,C05,C06,,,,,,,,,,,,
,,Wavelength (nm),Buffer,Buffer,Buffer,Buffer,Buffer,Buffer,Ficoll,Ficoll,Ficoll,Ficoll,Ficoll,Ficoll,D-Sorbitol,D-Sorbitol,D-Sorbitol,D-Sorbitol,D-Sorbitol,D-Sorbitol,Glycerol,Glycerol,Glycerol,Glycerol,Glycerol,Glycerol,PEG200,PEG200,PEG200,PEG200,PEG200,PEG200,PEG1500,PEG1500,PEG1500,PEG1500,PEG1500,PEG1500,PEG4000,PEG4000,PEG4000,PEG4000,PEG4000,PEG4000,PEG8000,PEG8000,PEG8000,PEG8000,PEG8000,PEG8000,Sucrose,Sucrose,Sucrose,Sucrose,Sucrose,Sucrose,L(+)-Arabinose,L(+)-Arabinose,L(+)-Arabinose,L(+)-Arabinose,L(+)-Arabinose,L(+)-Arabinose,Dextran,Dextran,Dextran,Dextran,Dextran,Dextran,EG,EG,EG,EG,EG,EG,PEG400,PEG400,PEG400,PEG400,PEG400,PEG400,PEG2000,PEG2000,PEG2000,PEG2000,PEG2000,PEG2000,PEG6000,PEG6000,PEG6000,PEG6000,PEG6000,PEG6000,PEG10000,PEG10000,PEG10000,PEG10000,PEG10000,PEG10000
FUS,1020,468,17488,13065,18483,16943,16922,16612,16568,12172,12306,10176,11327,7249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18844,17449,15697,16666,13214,10640,0,0,0,0,0,0,0,0,0,0,0,0
FUS,1020,469,18625,13963,19647,18022,18050,17673,17640,12951,13112,10869,12057,7701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20093,18567,16723,17703,13983,11312,0,0,0,0,0,0,0,0,0,0,0,0
FUS,1020,470,19512,14599,20617,18958,18899,18546,18411,13594,13668,11381,12632,8061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21003,19485,17467,18541,14687,11832,0,0,0,0,0,0,0,0,0,0,0,0
FUS,1020,471,19996,14971,21147,19428,19383,18929,18981,13903,14049,11665,12923,8323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21567,19922,17928,18984,15048,12151,0,0,0,0,0,0,0,0,0,0,0,0
FUS,1020,472,20395,15252,21594,19842,19868,19384,19356,14269,14334,11924,13239,8496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22071,20313,18374,19468,15373,12371,0,0,0,0,0,0,0,0,0,0,0,0
FUS,1020,473,20961,15772,22274,20452,20393,19989,19951,14683,14759,12265,13586,8731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22646,20959,18855,19909,15804,12801,0,0,0,0,0,0,0,0,0,0,0,0
FUS,1020,474,20908,15696,22196,20427,20410,19906,19904,14659,14719,12236,13624,8755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22709,20930,18891,19933,15767,12736,0,0,0,0,0,0,0,0,0,0,0,0
FUS,1020,475,21191,15917,22452,20581,20568,20112,20115,14842,14973,12429,13776,8854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22947,21209,19031,20215,15964,12937,0,0,0,0,0,0,0,0,0,0,0,0
FUS,1020,476,20786,15657,22037,20292,20250,19833,19814,14622,14743,12212,13565,8730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22603,20873,18811,19819,15756,12694,0,0,0,0,0,0,0,0,0,0,0,0
FUS,1020,477,20551,15474,21766,19993,20030,19554,19581,14481,14549,12095,13412,8619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22309,20593,18502,19605,15544,12549,0,0,0,0,0,0,0,0,0,0,0,0
FUS,1020,478,20166,15181,21288,19665,19611,19216,19291,14168,14246,11875,13159,8437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21907,20202,18190,19254,15248,12349,0,0,0,0,0,0,0,0,0,0,0,0
FUS,1020,479,19731,14811,20910,19247,19222,18803,18904,13951,13968,11628,12921,8335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21493,19817,17858,18911,14945,12069,0,0,0,0,0,0,0,0,0,0,0,0
FUS,1020,480,19245,14408,20330,18765,18714,18353,18432,13559,13606,11338,12558,8120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20957,19243,17405,18387,14587,11765,0,0,0,0,0,0,0,0,0,0,0,0
FUS,1020,481,18854,14233,19973,18390,18347,17913,18073,13317,13434,11135,12425,7992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20537,18960,17127,18081,14347,11647,0,0,0,0,0,0,0,0,0,0,0,0
FUS,1020,482,18323,13808,19434,17857,17842,17439,17565,12963,13031,10851,12021,7777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19970,18432,16603,17518,13975,11281,0,0,0,0,0,0,0,0,0,0,0,0
FUS,1020,483,17709,13406,18747,17319,17314,16913,17033,12581,12646,10523,11705,7594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19343,17892,16085,16982,13454,10948,0,0,0,0,0,0,0,0,0,0,0,0
FUS,1020,484,17503,13221,18557,17138,17035,16686,16845,12464,12505,10386,11548,7509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19069,17607,15913,16822,13348,10832,0,0,0,0,0,0,0,0,0,0,0,0
FUS,1020,485,16975,12853,17978,16533,16558,16218,16410,12101,12143,10145,11227,7328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18551,17113,15458,16293,13001,10512,0,0,0,0,0,0,0,0,0,0,0,0
FUS,1020,486,16762,12652,17709,16372,16275,15953,16138,11980,12024,10013,11086,7230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18377,16867,15274,16069,12824,10397,0,0,0,0,0,0,0,0,0,0,0,0
FUS,1020,487,16553,12543,17523,16187,16098,15744,15893,11784,11864,9924,11046,7189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18111,16688,15094,15869,12691,10290,0,0,0,0,0,0,0,0,0,0,0,0
FUS,1020,488,16298,12344,17252,15877,15874,15556,15722,11654,11781,9788,10905,7147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17870,16452,14826,15684,12515,10161,0,0,0,0,0,0,0,0,0,0,0,0
FUS,1020,489,16168,12258,17087,15718,15738,15400,15567,11559,11657,9729,10857,7127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17677,16306,14748,15632,12468,10102,0,0,0,0,0,0,0,0,0,0,0,0
FUS,1020,490,16205,12333,17164,15836,15834,15521,15636,11632,11733,9837,10950,7230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17814,16385,14840,15670,12554,10180,0,0,0,0,0,0,0,0,0,0,0,0
FUS,1020,491,16090,12248,17062,15711,15707,15416,15546,11582,11685,9809,10942,7232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17600,16269,14724,15556,12440,10132,0,0,0,0,0,0,0,0,0,0,0,0
FUS,1020,492,16185,12258,17112,15799,15760,15428,15625,11636,11749,9901,11033,7354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17708,16382,14819,15673,12526,10213,0,0,0,0,0,0,0,0,0,0,0,0
FUS,1020,493,16413,12470,17374,16023,16062,15676,15836,11806,11908,10038,11273,7589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17945,16655,15079,15941,12782,10462,0,0,0,0,0,0,0,0,0,0,0,0
FUS,1020,494,16641,12677,17606,16245,16239,15904,16068,12037,12086,10229,11565,7832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18178,16839,15335,16180,12996,10652,0,0,0,0,0,0,0,0,0,0,0,0
FUS,1020,495,17071,12962,18029,16564,16605,16279,16419,12316,12460,10542,11979,8193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18555,17293,15702,16600,13347,11027,0,0,0,0,0,0,0,0,0,0,0,0
FUS,1020,496,17340,13172,18306,16817,16864,16542,16609,12563,12697,10784,12288,8500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18879,17542,15979,16922,13629,11260,0,0,0,0,0,0,0,0,0,0,0,0
FUS,1020,497,17737,13522,18727,17335,17301,16971,17097,12854,13076,11115,12787,8960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19359,17981,16399,17375,14055,11678,0,0,0,0,0,0,0,0,0,0,0,0
FUS,1020,498,18128,13818,19196,17746,17680,17330,17473,13217,13442,11475,13296,9422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19828,18438,16804,17823,14471,12047,0,0,0,0,0,0,0,0,0,0,0,0
FUS,1020,499,18857,14445,19974,18470,18461,18060,18189,13824,14072,12029,14077,10103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20579,19207,17518,18647,15215,12717,0,0,0,0,0,0,0,0,0,0,0,0
FUS,1020,500,19370,14798,20542,18978,18872,18558,18643,14212,14541,12521,14682,10741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21124,19730,18111,19246,15659,13197,0,0,0,0,0,0,0,0,0,0,0,0
FUS,1020,501,19892,15260,21110,19447,19555,19064,19265,14695,15116,13019,15471,11557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21737,20481,18653,19881,16292,13871,0,0,0,0,0,0,0,0,0,0,0,0
FUS,1020,502,21046,16165,22294,20608,20602,20174,20360,15629,16061,13908,16722,12699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22904,21548,19774,21157,17376,14796,0,0,0,0,0,0,0,0,0,0,0,0
