,,Well,A07,A08,A09,A10,A11,A12,B07,B08,B09,B10,B11,B12,C07,C08,C09,C10,C11,C12
FUS,1020,488,17445,15389,8170,7759,13180,17308,18803,11463,8683,12244,14424,9999,17566,14245,14239,4944,11753,7938
FUS,1020,489,17276,15359,8154,7721,13112,17187,18664,11375,8606,12133,14269,9951,17365,14079,14154,4913,11639,7874
FUS,1020,490,17404,15460,8171,7733,13245,17322,18684,11406,8650,12173,14245,9990,17411,14129,14211,4959,11695,7955
FUS,1020,491,17378,15401,8202,7793,13157,17196,18556,11360,8636,12095,14156,9989,17332,14091,14092,4914,11612,7911
FUS,1020,492,17443,15505,8283,7856,13224,17261,18589,11369,8650,12125,14298,10000,17363,14105,14160,4956,11681,7951
FUS,1020,493,17702,15791,8448,8026,13532,17605,18875,11540,8834,12306,14511,10196,17574,14273,14321,5031,11800,8077
FUS,1020,494,18001,16123,8596,8146,13780,17805,19081,11718,8890,12552,14743,10337,17852,14503,14569,5133,12059,8215
FUS,1020,495,18501,16589,8843,8421,14168,18312,19500,11941,9133,12806,15121,10702,18232,14792,14855,5264,12336,8449
FUS,1020,496,18842,16927,9055,8598,14441,18568,19700,12077,9223,13032,15353,10914,18455,14974,15098,5345,12532,8629
FUS,1020,497,19321,17448,9364,8916,14924,19100,20209,12435,9484,13403,15803,11216,18820,15316,15463,5484,12905,8907
FUS,1020,498,19799,17972,9616,9178,15374,19579,20618,12708,9694,13689,16215,11534,19179,15633,15827,5629,13233,9155
FUS,1020,499,20730,18867,10130,9645,16110,20479,21339,13195,10115,14303,16920,12145,19915,16244,16389,5912,13814,9620
FUS,1020,500,21462,19651,10579,10044,16687,21118,21856,13566,10379,14715,17544,12584,20356,16629,16878,6096,14272,9931
FUS,1020,501,22184,20373,10995,10452,17305,21803,22442,13963,10686,15241,18156,13102,20927,17099,17389,6312,14769,10368
FUS,1020,502,23454,21728,11708,11190,18481,23018,23563,14681,11318,16092,19314,13964,21916,17926,18346,6747,15667,11030
FUS,1020,503,24269,22526,12203,11660,19146,23832,24201,15121,11626,16646,20017,14562,22539,18412,18901,6954,16249,11517
FUS,1020,504,25486,23770,12882,12339,20191,24999,25213,15805,12190,17410,21028,15363,23521,19198,19783,7342,17084,12163
FUS,1020,505,26754,25115,13651,13042,21269,26250,26226,16440,12731,18253,22134,16224,24395,20006,20685,7710,17974,12876
FUS,1020,506,28002,26414,14313,13667,22270,27394,27228,17157,13297,19100,23273,17105,25268,20821,21561,8087,18818,13534
FUS,1020,507,29344,27808,15063,14439,23361,28666,28283,17900,13904,20093,24489,18118,26372,21678,22625,8525,19885,14355
FUS,1020,508,30892,29258,15955,15230,24667,30100,29489,18766,14654,21194,25946,19182,27474,22623,23615,8963,20884,15185
FUS,1020,509,32289,30712,16788,16092,25877,31471,30678,19542,15320,22165,27246,20166,28568,23594,24712,9432,21960,15996
FUS,1020,510,33559,31982,17395,16689,26746,32613,31609,20133,15747,22939,28286,21058,29307,24284,25477,9790,22842,16702
FUS,1020,511,34762,33102,18119,17286,27840,33700,32538,20816,16255,23791,29424,22037,30249,25028,26428,10194,23700,17458
FUS,1020,512,36150,34676,18971,18098,28986,35018,33801,21599,16956,24787,30862,23052,31375,26010,27481,10650,24764,18282
FUS,1020,513,36772,35232,19400,18478,29561,35819,34289,21980,17239,25223,31506,23619,31858,26357,28059,10883,25360,18756
FUS,1020,514,37586,35979,19752,18873,30074,36465,34807,22395,17585,25841,32340,24144,32342,26813,28453,11107,25839,19161
FUS,1020,515,37903,36428,19976,19067,30471,36945,35133,22586,17755,26091,32800,24624,32598,27031,28849,11267,26254,19506
FUS,1020,516,38239,36480,20138,19131,30560,37203,35252,22710,17863,26301,33122,24821,32742,27101,28988,11361,26483,19635
FUS,1020,517,37963,36315,20019,19049,30434,36960,35003,22501,17787,26267,32982,24759,32606,27009,28942,11389,26441,19717
FUS,1020,518,37592,35935,19809,18821,30161,36550,34659,22292,17572,25939,32808,24611,32286,26757,28687,11256,26227,19600
FUS,1020,519,37033,35358,19536,18550,29576,36140,34204,21977,17328,25585,32354,24256,31701,26246,28357,11102,25880,19264
FUS,1020,520,35992,34398,18971,18054,28826,35142,33204,21405,16900,24953,31544,23677,30821,25569,27543,10814,25220,18774
FUS,1020,521,34793,33405,18456,17526,28004,34132,32184,20740,16364,24204,30586,22997,29954,24887,26782,10527,24591,18347
FUS,1020,522,33495,32011,17648,16852,26785,32839,30992,19938,15765,23294,29490,22151,28741,23937,25650,10095,23609,17592
FUS,1020,523,32252,30864,17059,16201,25856,31625,29919,19236,15163,22427,28545,21353,27784,23031,24846,9765,22822,16984
FUS,1020,524,30789,29423,16304,15480,24692,30235,28544,18363,14489,21431,27167,20350,26559,22056,23668,9337,21804,16221
FUS,1020,525,29165,27939,15406,14649,23369,28711,27197,17425,13757,20328,25716,19267,25216,20867,22476,8868,20608,15342
FUS,1020,526,27891,26654,14673,13949,22263,27327,25811,16579,13088,19347,24506,18366,24070,19937,21398,8438,19660,14626
FUS,1020,527,26381,25217,13887,13205,21131,25884,24530,15730,12474,18330,23163,17349,22889,18900,20306,8005,18643,13833
FUS,1020,528,25479,24354,13459,12792,20414,25035,23715,15254,12040,17728,22432,16794,22106,18348,19696,7755,18038,13363
FUS,1020,529,24251,23100,12828,12147,19438,23859,22701,14586,11458,16896,21338,15968,21092,17561,18724,7398,17175,12758
FUS,1020,530,23762,22678,12487,11872,19042,23327,22210,14198,11261,16551,20854,15619,20634,17124,18366,7201,16734,12442
FUS,1020,531,22786,21779,12010,11440,18246,22360,21267,13665,10770,15840,19975,14899,19807,16429,17592,6928,16065,11932
FUS,1020,532,22079,21058,11623,11031,17649,21671,20613,13221,10434,15294,19257,14395,19218,15870,17017,6695,15486,11485
FUS,1020,533,21173,20216,11145,10622,16948,20773,19884,12743,10043,14747,18519,13834,18526,15305,16321,6444,14885,11022
FUS,1020,534,20403,19419,10743,10217,16214,20011,19115,12248,9652,14127,17727,13298,17854,14718,15755,6179,14330,10600
FUS,1020,535,19870,18899,10430,9898,15788,19412,18539,11871,9370,13757,17180,12898,17274,14314,15275,5991,13829,10273
FUS,1020,536,19248,18419,10129,9602,15367,18961,18113,11598,9118,13331,16796,12553,16888,13971,14911,5848,13503,10002
FUS,1020,537,18544,17713,9776,9262,14814,18198,17444,11127,8800,12859,16060,11986,16174,13412,14281,5619,12943,9600
FUS,1020,538,18021,17175,9460,9014,14358,17689,16890,10811,8579,12462,15613,11694,15711,13058,13848,5452,12588,9275
FUS,1020,539,17398,16582,9135,8724,13941,17113,16311,10463,8249,12028,15057,11222,15204,12544,13387,5265,12125,8939
FUS,1020,540,17048,16281,8991,8522,13654,16692,16021,10195,8105,11769,14748,11026,14929,12338,13127,5177,11915,8769
FUS,1020,541,16573,15779,8710,8324,13257,16263,15571,9959,7840,11483,14313,10707,14498,12002,12783,5020,11537,8500
FUS,1020,542,16025,15292,8464,8087,12838,15743,15090,9684,7597,11107,13837,10368,14096,11626,12337,4892,11197,8250
FUS,1020,543,15624,14897,8246,7858,12487,15364,14681,9387,7422,10819,13464,10069,13691,11321,12005,4739,10896,8021
FUS,1020,544,15024,14355,7938,7583,12102,14759,14219,9124,7200,10428,12987,9742,13208,10926,11640,4600,10497,7770
FUS,1020,545,14676,13964,7719,7379,11757,14379,13823,8839,6972,10128,12671,9444,12844,10632,11287,4453,10191,7536
FUS,1020,546,14202,13531,7520,7154,11397,13916,13330,8549,6780,9800,12289,9188,12431,10309,10949,4325,9893,7284
FUS,1020,547,13730,13080,7257,6856,10969,13426,12878,8197,6533,9464,11772,8825,11990,9966,10530,4174,9553,7015
FUS,1020,548,13219,12589,6999,6658,10612,12989,12425,7970,6298,9158,11378,8524,11635,9562,10188,4036,9230,6823
FUS,1020,549,12805,12259,6801,6495,10276,12548,12054,7745,6122,8893,11080,8300,11230,9336,9905,3915,8962,6600
FUS,1020,550,12459,11923,6594,6298,10010,12229,11688,7547,5921,8649,10748,8084,10914,9021,9577,3818,8691,6442
FUS,1020,551,11976,11462,6395,6085,9614,11734,11247,7210,5696,8335,10365,7737,10500,8685,9217,3683,8359,6192
FUS,1020,552,11507,11059,6144,5845,9235,11281,10788,6963,5509,8017,9957,7477,10030,8354,8852,3539,8073,5945
FUS,1020,553,11086,10633,5879,5653,8877,10893,10377,6696,5306,7729,9608,7161,9695,8044,8541,3417,7772,5741
FUS,1020,554,10946,10493,5819,5539,8802,10748,10227,6587,5216,7610,9527,7163,9582,7932,8471,3397,7677,5650
FUS,1020,555,10672,10230,5723,5422,8562,10457,10028,6462,5107,7473,9233,6983,9325,7768,8221,3292,7476,5514
FUS,1020,556,10343,9883,5537,5261,8291,10106,9679,6211,4935,7195,8947,6739,9037,7474,7945,3186,7231,5375
FUS,1020,557,10064,9577,5384,5114,8042,9792,9414,6044,4813,6972,8699,6587,8780,7279,7741,3099,7055,5206
FUS,1020,558,9746,9312,5192,4975,7861,9560,9113,5860,4684,6804,8480,6354,8500,7001,7518,3021,6847,5095
FUS,1020,559,9316,8943,5009,4741,7516,9181,8709,5660,4443,6499,8124,6092,8152,6749,7166,2904,6570,4848
FUS,1020,560,9003,8658,4853,4586,7269,8814,8452,5426,4317,6309,7806,5919,7855,6544,6979,2820,6331,4692
FUS,1020,561,8560,8226,4602,4366,6921,8444,8026,5189,4132,6004,7503,5671,7496,6234,6620,2682,6062,4501
FUS,1020,562,8344,7983,4479,4221,6684,8154,7796,4992,3983,5824,7247,5445,7241,6054,6426,2611,5868,4376
FUS,1020,563,7946,7626,4260,4028,6375,7780,7420,4780,3793,5559,6875,5226,6952,5715,6136,2469,5584,4138
FUS,1020,564,7667,7322,4087,3888,6159,7509,7183,4630,3670,5373,6654,5036,6680,5541,5927,2407,5422,3995
FUS,1020,565,7343,7015,3940,3742,5898,7157,6838,4446,3545,5145,6376,4827,6436,5316,5682,2291,5196,3859
FUS,1020,566,7097,6778,3799,3624,5724,6962,6678,4285,3437,4981,6135,4659,6197,5164,5483,2225,5017,3724
FUS,1020,567,6758,6463,3623,3439,5420,6627,6359,4074,3242,4718,5871,4449,5896,4908,5246,2137,4759,3519
FUS,1020,568,6493,6228,3517,3335,5243,6356,6092,3943,3151,4575,5666,4259,5703,4733,5079,2047,4597,3404
FUS,1020,569,6133,5887,3299,3163,4932,6008,5758,3718,2968,4310,5318,4032,5395,4448,4755,1928,4332,3213
FUS,1020,570,5906,5639,3189,3017,4778,5799,5563,3598,2869,4157,5130,3876,5176,4317,4583,1879,4183,3117
FUS,1020,571,5638,5394,3048,2912,4558,5577,5295,3440,2728,3975,4906,3715,4948,4104,4369,1790,3997,2983
FUS,1020,572,5424,5190,2923,2763,4401,5330,5106,3323,2633,3820,4708,3574,4774,3974,4224,1721,3869,2850
FUS,1020,573,5236,4971,2817,2663,4195,5107,4909,3187,2544,3668,4525,3412,4592,3816,4078,1668,3692,2738
FUS,1020,574,4983,4751,2691,2549,4011,4904,4711,3027,2433,3521,4281,3268,4392,3672,3908,1592,3513,2625
FUS,1020,575,4806,4598,2598,2486,3893,4722,4517,2931,2361,3368,4163,3163,4240,3540,3754,1526,3416,2523
FUS,1020,576,4661,4435,2501,2361,3754,4573,4372,2834,2258,3270,4003,3058,4086,3423,3627,1485,3286,2432
FUS,1020,577,4381,4206,2374,2253,3556,4323,4154,2692,2155,3101,3807,2883,3912,3228,3422,1409,3129,2303
FUS,1020,578,4234,4033,2274,2191,3428,4177,3985,2604,2067,2970,3645,2765,3742,3110,3292,1338,3000,2212
FUS,1020,579,4002,3859,2171,2071,3256,3964,3844,2482,1978,2835,3497,2638,3585,2999,3159,1281,2861,2122
FUS,1020,580,3842,3668,2055,1959,3065,3750,3644,2339,1877,2706,3310,2529,3408,2834,3017,1230,2719,2008
FUS,1020,581,3644,3479,1968,1883,2947,3576,3461,2263,1771,2583,3162,2408,3239,2699,2861,1167,2583,1915
FUS,1020,582,3560,3396,1920,1823,2850,3480,3352,2190,1720,2515,3054,2329,3157,2621,2792,1135,2489,1859
FUS,1020,583,3358,3223,1811,1720,2686,3265,3191,2056,1641,2385,2888,2194,2981,2469,2617,1082,2373,1763
FUS,1020,584,3253,3118,1770,1659,2612,3196,3088,1997,1600,2295,2791,2115,2883,2382,2526,1049,2298,1702
FUS,1020,585,3127,2983,1685,1612,2516,3075,2991,1919,1529,2195,2702,2047,2797,2326,2449,1011,2205,1631
FUS,1020,586,3022,2900,1632,1563,2455,2983,2889,1870,1480,2145,2618,1980,2710,2263,2375,981,2146,1588
FUS,1020,587,2953,2767,1601,1512,2377,2893,2811,1806,1439,2085,2529,1926,2621,2180,2301,951,2072,1541
FUS,1020,588,2821,2672,1521,1442,2271,2771,2699,1747,1395,1989,2434,1833,2508,2104,2215,902,2000,1483
FUS,1020,589,2731,2609,1497,1410,2227,2696,2628,1697,1344,1946,2357,1773,2441,2042,2158,885,1937,1437
FUS,1020,590,2638,2544,1438,1368,2147,2620,2553,1640,1307,1880,2277,1710,2365,1970,2071,861,1870,1400
FUS,1020,591,2572,2480,1397,1338,2087,2539,2453,1611,1282,1812,2230,1676,2301,1910,2028,833,1803,1356
FUS,1020,592,2506,2377,1360,1293,2042,2474,2386,1549,1248,1776,2178,1625,2252,1866,1985,819,1756,1315
FUS,1020,593,2470,2341,1337,1273,1991,2418,2343,1522,1224,1736,2123,1600,2195,1820,1930,797,1747,1302
FUS,1020,594,2374,2284,1291,1243,1911,2351,2284,1484,1178,1678,2068,1568,2146,1761,1867,770,1678,1245
FUS,1020,595,2288,2184,1252,1204,1855,2268,2172,1429,1143,1626,1977,1506,2070,1712,1785,755,1626,1188
FUS,1020,596,2230,2120,1217,1141,1797,2201,2140,1400,1098,1576,1900,1444,1993,1658,1739,726,1571,1163
FUS,1020,597,2157,2047,1165,1110,1745,2112,2068,1348,1082,1525,1847,1396,1948,1611,1693,701,1525,1132
FUS,1020,598,2103,2004,1155,1102,1700,2064,2001,1308,1050,1501,1804,1365,1869,1540,1638,691,1479,1105
FUS,1020,599,2026,1921,1106,1035,1627,1985,1949,1251,1020,1441,1727,1313,1787,1496,1578,666,1443,1048
FUS,1020,600,1967,1893,1074,1028,1588,1933,1878,1234,986,1405,1685,1287,1775,1463,1546,636,1388,1032
