,,Well,,,,,,,,,,,,,E07,E08,E09,E10,E11,E12,,,,,,,,,,,,,D07,D08,D09,D10,D11,D12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F07,F08,F09,F10,F11,F12,G07,G08,G09,G10,G11,G12
PUMA S1,1020,458,3464,3980,3843,3654,3743,3888,0,0,0,0,0,0,4053,3980,3431,3568,3365,3286,0,0,0,0,0,0,0,0,0,0,0,0,3592,3602,3295,2869,2480,2458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4250,4705,5040,5200,5196,5548,4579,4935,5187,5427,5115,4869
PUMA S1,1020,459,4079,4728,4536,4318,4435,4592,0,0,0,0,0,0,4758,4652,4030,4170,3952,3837,0,0,0,0,0,0,0,0,0,0,0,0,4220,4250,3858,3372,2892,2875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5015,5567,5927,6125,6094,6551,5358,5786,6109,6400,6004,5715
PUMA S1,1020,460,4776,5483,5271,5031,5177,5315,0,0,0,0,0,0,5511,5415,4695,4845,4574,4437,0,0,0,0,0,0,0,0,0,0,0,0,4915,4963,4460,3907,3364,3302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5789,6456,6889,7121,7086,7580,6214,6773,7108,7455,6991,6646
PUMA S1,1020,461,5468,6302,6042,5749,5902,6103,0,0,0,0,0,0,6300,6197,5349,5489,5189,5012,0,0,0,0,0,0,0,0,0,0,0,0,5633,5632,5104,4421,3824,3777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6618,7390,7855,8120,8064,8600,7133,7732,8131,8467,8005,7622
PUMA S1,1020,462,6267,7220,6981,6623,6750,7012,0,0,0,0,0,0,7219,7038,6116,6288,5937,5746,0,0,0,0,0,0,0,0,0,0,0,0,6431,6463,5819,5080,4330,4314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7572,8478,8997,9298,9249,9891,8167,8854,9309,9731,9209,8742
PUMA S1,1020,463,7184,8269,7969,7564,7747,8008,0,0,0,0,0,0,8214,8061,6960,7156,6773,6513,0,0,0,0,0,0,0,0,0,0,0,0,7361,7414,6701,5828,4943,4903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8679,9604,10298,10642,10584,11281,9340,10191,10714,11200,10565,9989
PUMA S1,1020,464,7969,9162,8849,8402,8621,8857,0,0,0,0,0,0,9078,8919,7690,7946,7490,7221,0,0,0,0,0,0,0,0,0,0,0,0,8136,8184,7411,6432,5494,5404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9558,10673,11385,11792,11727,12459,10350,11226,11848,12383,11728,11119
PUMA S1,1020,465,8837,10158,9799,9310,9517,9787,0,0,0,0,0,0,10034,9840,8520,8728,8236,7925,0,0,0,0,0,0,0,0,0,0,0,0,9015,9050,8139,7105,6089,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10544,11799,12558,13008,12916,13728,11428,12438,13064,13742,13042,12335
PUMA S1,1020,466,9721,11229,10825,10265,10470,10824,0,0,0,0,0,0,11078,10844,9387,9623,9072,8719,0,0,0,0,0,0,0,0,0,0,0,0,9941,9976,9036,7858,6707,6587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11599,12985,13851,14350,14231,15171,12675,13777,14527,15218,14449,13658
PUMA S1,1020,467,10456,12048,11579,10969,11236,11536,0,0,0,0,0,0,11845,11668,10031,10346,9721,9333,0,0,0,0,0,0,0,0,0,0,0,0,10645,10705,9645,8384,7163,7049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12443,13897,14859,15376,15251,16242,13604,14811,15588,16401,15492,14747
PUMA S1,1020,468,11143,12807,12380,11735,12041,12373,0,0,0,0,0,0,12718,12449,10713,10997,10358,9938,0,0,0,0,0,0,0,0,0,0,0,0,11388,11433,10347,8947,7662,7522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13284,14791,15837,16375,16298,17374,14501,15796,16723,17500,16577,15729
PUMA S1,1020,469,11866,13677,13198,12482,12784,13157,0,0,0,0,0,0,13448,13212,11404,11738,11031,10578,0,0,0,0,0,0,0,0,0,0,0,0,12160,12157,10951,9566,8141,8038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14143,15760,16895,17409,17341,18470,15419,16860,17839,18706,17727,16811
PUMA S1,1020,470,12404,14286,13765,13111,13365,13730,0,0,0,0,0,0,14112,13867,11953,12262,11535,11090,0,0,0,0,0,0,0,0,0,0,0,0,12673,12720,11459,9990,8523,8382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14763,16541,17624,18202,18104,19307,16159,17690,18681,19620,18637,17670
PUMA S1,1020,471,12726,14620,14149,13389,13681,14053,0,0,0,0,0,0,14455,14115,12175,12550,11787,11352,0,0,0,0,0,0,0,0,0,0,0,0,12974,13010,11784,10240,8806,8598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15144,16872,18040,18662,18591,19764,16593,18240,19238,20193,19151,18233
PUMA S1,1020,472,13004,14985,14459,13708,14020,14407,0,0,0,0,0,0,14718,14480,12501,12862,12084,11635,0,0,0,0,0,0,0,0,0,0,0,0,13292,13377,12097,10521,8981,8831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15507,17342,18443,19116,18984,20268,17071,18682,19676,20769,19646,18701
PUMA S1,1020,473,13286,15362,14791,14056,14307,14758,0,0,0,0,0,0,15123,14862,12848,13188,12373,11952,0,0,0,0,0,0,0,0,0,0,0,0,13659,13734,12392,10788,9220,9035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15872,17746,18930,19630,19458,20814,17476,19091,20257,21347,20286,19282
PUMA S1,1020,474,13340,15373,14826,14048,14325,14759,0,0,0,0,0,0,15179,14888,12837,13206,12453,11966,0,0,0,0,0,0,0,0,0,0,0,0,13630,13729,12425,10783,9227,9077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15905,17815,18964,19723,19487,20836,17651,19331,20452,21509,20441,19370
PUMA S1,1020,475,13409,15537,14979,14165,14450,14923,0,0,0,0,0,0,15291,14987,12878,13317,12497,12069,0,0,0,0,0,0,0,0,0,0,0,0,13742,13865,12491,10884,9330,9149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15997,17879,19029,19777,19655,20980,17691,19361,20526,21663,20586,19546
PUMA S1,1020,476,13255,15281,14701,13963,14252,14724,0,0,0,0,0,0,15161,14856,12789,13191,12407,11942,0,0,0,0,0,0,0,0,0,0,0,0,13582,13695,12347,10726,9176,9048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15868,17748,18912,19616,19532,20813,17602,19289,20463,21504,20438,19536
PUMA S1,1020,477,13059,15021,14582,13790,14073,14576,0,0,0,0,0,0,14927,14655,12663,13059,12294,11832,0,0,0,0,0,0,0,0,0,0,0,0,13438,13506,12261,10663,9114,8987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15697,17556,18719,19351,19265,20590,17384,19145,20222,21336,20234,19264
PUMA S1,1020,478,12819,14713,14278,13507,13818,14250,0,0,0,0,0,0,14653,14352,12394,12751,12007,11586,0,0,0,0,0,0,0,0,0,0,0,0,13178,13255,11998,10467,8902,8808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15294,17110,18302,18986,18858,20091,17068,18747,19846,20922,19839,18898
PUMA S1,1020,479,12597,14490,14037,13255,13565,14011,0,0,0,0,0,0,14399,14169,12207,12576,11869,11422,0,0,0,0,0,0,0,0,0,0,0,0,12959,13054,11786,10240,8795,8687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15115,16932,18096,18722,18607,19890,16821,18461,19655,20691,19642,18633
PUMA S1,1020,480,12228,14110,13600,12880,13175,13627,0,0,0,0,0,0,13976,13721,11926,12251,11568,11121,0,0,0,0,0,0,0,0,0,0,0,0,12605,12660,11472,10014,8574,8456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14701,16426,17552,18166,18047,19314,16382,18003,19067,20091,19048,18185
PUMA S1,1020,481,11944,13785,13387,12665,12900,13341,0,0,0,0,0,0,13719,13525,11644,12077,11338,10958,0,0,0,0,0,0,0,0,0,0,0,0,12404,12455,11283,9796,8420,8312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14450,16207,17203,17809,17754,18871,16054,17623,18807,19719,18723,17827
PUMA S1,1020,482,11663,13508,13023,12284,12597,13015,0,0,0,0,0,0,13441,13203,11366,11784,11073,10711,0,0,0,0,0,0,0,0,0,0,0,0,12084,12116,10976,9594,8254,8132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14141,15767,16794,17393,17339,18444,15662,17221,18233,19253,18278,17382
PUMA S1,1020,483,11274,12964,12584,11897,12177,12571,0,0,0,0,0,0,12948,12757,10973,11393,10697,10337,0,0,0,0,0,0,0,0,0,0,0,0,11628,11718,10595,9249,7947,7832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13672,15174,16214,16792,16711,17830,15150,16685,17665,18529,17627,16804
PUMA S1,1020,484,11131,12842,12419,11740,12030,12424,0,0,0,0,0,0,12836,12606,10894,11275,10625,10258,0,0,0,0,0,0,0,0,0,0,0,0,11530,11598,10541,9207,7919,7799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13500,15024,16052,16600,16522,17655,14968,16458,17444,18333,17393,16632
PUMA S1,1020,485,10813,12489,12073,11478,11724,12101,0,0,0,0,0,0,12528,12306,10626,10999,10364,9984,0,0,0,0,0,0,0,0,0,0,0,0,11226,11341,10265,8969,7696,7645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13149,14690,15666,16188,16066,17140,14612,15997,16983,17830,16947,16131
PUMA S1,1020,486,10726,12268,11922,11262,11523,11930,0,0,0,0,0,0,12301,12132,10503,10790,10213,9877,0,0,0,0,0,0,0,0,0,0,0,0,11062,11157,10081,8832,7648,7530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12958,14412,15331,15958,15840,16839,14367,15745,16658,17565,16620,15881
PUMA S1,1020,487,10637,12232,11818,11207,11451,11822,0,0,0,0,0,0,12316,12066,10425,10740,10177,9854,0,0,0,0,0,0,0,0,0,0,0,0,11019,11088,10047,8797,7565,7496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12874,14344,15295,15813,15699,16731,14150,15597,16514,17364,16504,15704
PUMA S1,1020,488,10434,12020,11657,11048,11267,11680,0,0,0,0,0,0,12102,11886,10297,10618,10008,9695,0,0,0,0,0,0,0,0,0,0,0,0,10825,10923,9920,8668,7484,7414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12675,14071,15031,15442,15428,16420,13954,15313,16164,17002,16173,15422
PUMA S1,1020,489,10392,11972,11545,10934,11218,11602,0,0,0,0,0,0,12013,11819,10264,10555,9976,9663,0,0,0,0,0,0,0,0,0,0,0,0,10753,10860,9873,8645,7466,7402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12537,13969,14896,15377,15256,16303,13849,15134,15991,16776,15958,15180
PUMA S1,1020,490,10525,12070,11698,11086,11335,11722,0,0,0,0,0,0,12158,11942,10376,10652,10117,9829,0,0,0,0,0,0,0,0,0,0,0,0,10847,10978,10032,8776,7587,7523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12641,14084,14958,15407,15315,16359,13936,15232,16027,16868,16018,15193
PUMA S1,1020,491,10452,11958,11621,11021,11258,11677,0,0,0,0,0,0,12068,11863,10323,10596,10096,9794,0,0,0,0,0,0,0,0,0,0,0,0,10825,10929,9984,8757,7591,7533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12598,13925,14825,15323,15201,16188,13751,14992,15838,16647,15803,14931
PUMA S1,1020,492,10600,12116,11735,11160,11395,11789,0,0,0,0,0,0,12229,12019,10452,10778,10236,9937,0,0,0,0,0,0,0,0,0,0,0,0,10961,11092,10147,8929,7732,7687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12733,14109,14987,15484,15298,16247,13869,15155,15917,16669,15854,15033
PUMA S1,1020,493,10852,12400,12024,11388,11674,12043,0,0,0,0,0,0,12463,12268,10664,10991,10465,10233,0,0,0,0,0,0,0,0,0,0,0,0,11215,11324,10395,9222,8003,7953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12954,14310,15116,15621,15472,16455,14010,15265,15977,16777,15882,15091
PUMA S1,1020,494,11036,12639,12252,11641,11876,12305,0,0,0,0,0,0,12704,12511,10897,11279,10749,10511,0,0,0,0,0,0,0,0,0,0,0,0,11422,11610,10661,9417,8234,8228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13106,14515,15395,15808,15676,16678,14166,15472,16162,16899,16012,15239
PUMA S1,1020,495,11435,13044,12669,11990,12228,12738,0,0,0,0,0,0,13075,12917,11254,11720,11151,10949,0,0,0,0,0,0,0,0,0,0,0,0,11836,11989,11089,9843,8592,8629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13540,14915,15722,16149,15984,16992,14515,15731,16451,17149,16297,15446
PUMA S1,1020,496,11659,13344,12965,12309,12523,12986,0,0,0,0,0,0,13389,13204,11553,11997,11530,11305,0,0,0,0,0,0,0,0,0,0,0,0,12141,12385,11401,10202,8942,8957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13818,15153,15908,16402,16136,17148,14720,15841,16616,17301,16426,15519
PUMA S1,1020,497,12101,13888,13499,12750,13013,13498,0,0,0,0,0,0,13899,13736,11992,12551,12053,11842,0,0,0,0,0,0,0,0,0,0,0,0,12627,12863,11959,10747,9435,9505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14219,15583,16367,16768,16570,17469,15061,16227,16935,17625,16704,15737
PUMA S1,1020,498,12528,14344,13928,13182,13437,13897,0,0,0,0,0,0,14382,14200,12441,13095,12555,12387,0,0,0,0,0,0,0,0,0,0,0,0,12984,13380,12445,11222,9946,10062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14676,15996,16764,17141,16912,17811,15448,16518,17189,17864,16927,15878
PUMA S1,1020,499,13276,15189,14707,14044,14239,14759,0,0,0,0,0,0,15136,15012,13206,13852,13371,13264,0,0,0,0,0,0,0,0,0,0,0,0,13779,14182,13325,12102,10735,10928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15334,16660,17381,17719,17386,18352,16073,17117,17696,18327,17330,16257
PUMA S1,1020,500,13873,15853,15368,14572,14874,15329,0,0,0,0,0,0,15773,15629,13791,14523,14104,14093,0,0,0,0,0,0,0,0,0,0,0,0,14372,14919,14078,12802,11473,11658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15874,17132,17871,18200,17855,18752,16451,17420,18030,18697,17575,16536
PUMA S1,1020,501,14540,16544,16054,15275,15522,15978,0,0,0,0,0,0,16456,16348,14510,15270,14873,14969,0,0,0,0,0,0,0,0,0,0,0,0,14983,15623,14869,13611,12220,12496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16470,17806,18428,18652,18217,19131,16919,17839,18330,18992,17816,16737
PUMA S1,1020,502,15633,17823,17298,16434,16708,17221,0,0,0,0,0,0,17737,17644,15629,16607,16255,16298,0,0,0,0,0,0,0,0,0,0,0,0,16228,16979,16213,14932,13504,13860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17703,18858,19446,19681,19212,20087,17949,18708,19232,19712,18583,17382
PUMA S1,1020,503,16402,18670,18123,17272,17514,18135,0,0,0,0,0,0,18503,18534,16459,17509,17150,17363,0,0,0,0,0,0,0,0,0,0,0,0,17015,17885,17132,15917,14450,14997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18333,19507,20069,20119,19614,20467,18502,19174,19562,20139,18793,17504
