,,Well,,,,,,,,,,,,,E07,E08,E09,E10,E11,E12,,,,,,,,,,,,,D07,D08,D09,D10,D11,D12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F07,F08,F09,F10,F11,F12,G07,G08,G09,G10,G11,G12
PUMA S1,1020,504,17519,19770,19295,18327,18597,19172,0,0,0,0,0,0,19646,19679,17552,18786,18505,18715,0,0,0,0,0,0,0,0,0,0,0,0,18080,19113,18514,17271,15723,16322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19272,20443,20950,20934,20381,21139,19297,19922,20286,20678,19297,17962
PUMA S1,1020,505,18641,21062,20528,19467,19769,20446,0,0,0,0,0,0,20844,20944,18767,20025,19850,20168,0,0,0,0,0,0,0,0,0,0,0,0,19260,20410,19844,18664,17106,17803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20374,21518,21823,21811,21044,21921,20194,20674,20926,21327,19866,18400
PUMA S1,1020,506,19716,22356,21734,20607,20954,21626,0,0,0,0,0,0,22101,22239,20029,21419,21268,21729,0,0,0,0,0,0,0,0,0,0,0,0,20443,21725,21325,20141,18561,19327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21455,22450,22831,22633,21750,22593,21088,21403,21625,21951,20374,18784
PUMA S1,1020,507,20907,23565,22971,21838,22198,22834,0,0,0,0,0,0,23325,23549,21167,22836,22616,23256,0,0,0,0,0,0,0,0,0,0,0,0,21665,23113,22780,21613,19946,20942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22566,23480,23690,23408,22536,23221,21862,22163,22278,22496,20833,19186
PUMA S1,1020,508,22375,25171,24606,23381,23700,24382,0,0,0,0,0,0,24846,25164,22770,24512,24478,25221,0,0,0,0,0,0,0,0,0,0,0,0,23107,24915,24647,23463,21777,22851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23915,24853,24915,24605,23488,24241,23135,23274,23170,23386,21638,19754
PUMA S1,1020,509,23720,26693,26102,24725,25052,25877,0,0,0,0,0,0,26307,26658,24064,26069,26082,27053,0,0,0,0,0,0,0,0,0,0,0,0,24553,26513,26299,25086,23383,24625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25122,25946,26005,25609,24383,24970,24146,24092,23943,24179,22229,20259
PUMA S1,1020,510,24871,27819,27201,25919,26275,27050,0,0,0,0,0,0,27549,27882,25258,27382,27532,28556,0,0,0,0,0,0,0,0,0,0,0,0,25662,27834,27735,26592,24817,26179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26229,26914,26859,26264,24985,25499,25061,24857,24601,24626,22702,20643
PUMA S1,1020,511,25869,28973,28258,26970,27273,28167,0,0,0,0,0,0,28570,28997,26431,28558,28837,30036,0,0,0,0,0,0,0,0,0,0,0,0,26736,29053,29079,27949,26236,27737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27120,27636,27580,26865,25481,26125,25834,25473,25146,25108,23017,20781
PUMA S1,1020,512,27110,30397,29741,28321,28710,29569,0,0,0,0,0,0,30043,30593,27818,30253,30428,31672,0,0,0,0,0,0,0,0,0,0,0,0,28094,30661,30786,29654,27813,29579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28387,28990,28675,28041,26473,26840,26957,26529,26025,25950,23678,21331
PUMA S1,1020,513,28079,31441,30740,29259,29628,30564,0,0,0,0,0,0,30957,31579,28664,31349,31611,32950,0,0,0,0,0,0,0,0,0,0,0,0,28985,31704,31983,30784,28995,30770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29157,29708,29377,28583,26959,27264,27700,27097,26600,26339,24110,21526
PUMA S1,1020,514,28641,32107,31413,29831,30221,31086,0,0,0,0,0,0,31593,32344,29335,32145,32448,33962,0,0,0,0,0,0,0,0,0,0,0,0,29604,32386,32772,31586,29889,31714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29683,30203,29810,28772,27171,27526,28020,27438,26745,26523,24230,21661
PUMA S1,1020,515,29213,32711,31968,30499,30774,31638,0,0,0,0,0,0,32219,32957,29968,32883,33107,34724,0,0,0,0,0,0,0,0,0,0,0,0,30190,33219,33639,32533,30595,32553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30197,30646,30158,29129,27402,27713,28403,27761,27064,26761,24422,21742
PUMA S1,1020,516,29487,32988,32355,30743,31070,32124,0,0,0,0,0,0,32608,33295,30336,33258,33704,35343,0,0,0,0,0,0,0,0,0,0,0,0,30643,33622,34051,33032,31109,33136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30591,30902,30332,29321,27487,27749,28708,27939,27124,26921,24410,21653
PUMA S1,1020,517,29280,32777,32208,30579,30966,31917,0,0,0,0,0,0,32380,33127,30176,33146,33631,35181,0,0,0,0,0,0,0,0,0,0,0,0,30438,33514,33971,33019,31175,33250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30308,30730,30047,29066,27166,27395,28602,27766,26928,26554,24159,21406
PUMA S1,1020,518,29233,32770,32142,30501,30926,31955,0,0,0,0,0,0,32284,33114,30233,33128,33660,35259,0,0,0,0,0,0,0,0,0,0,0,0,30339,33453,34005,33045,31138,33349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30228,30629,29975,28921,27107,27218,28516,27590,26775,26498,24005,21160
PUMA S1,1020,519,28692,31984,31415,29924,30235,31170,0,0,0,0,0,0,31698,32418,29537,32525,32936,34666,0,0,0,0,0,0,0,0,0,0,0,0,29741,32680,33276,32318,30598,32671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29599,29826,29339,28174,26358,26538,27860,27040,26146,25786,23419,20736
PUMA S1,1020,520,28141,31494,30916,29362,29684,30630,0,0,0,0,0,0,31109,31912,29110,31964,32500,34192,0,0,0,0,0,0,0,0,0,0,0,0,29257,32237,32869,31859,30185,32233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29202,29349,28793,27811,25891,26033,27383,26565,25671,25359,22988,20305
PUMA S1,1020,521,27218,30472,29946,28395,28774,29723,0,0,0,0,0,0,30277,30944,28268,31052,31485,33154,0,0,0,0,0,0,0,0,0,0,0,0,28332,31255,31717,30892,29214,31181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28189,28440,27896,26807,25061,25248,26618,25784,24892,24600,22206,19663
PUMA S1,1020,522,26211,29275,28754,27356,27686,28562,0,0,0,0,0,0,29097,29813,27239,30002,30321,31888,0,0,0,0,0,0,0,0,0,0,0,0,27270,30039,30557,29697,28105,30026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27162,27420,26869,25940,24176,24320,25663,24816,24036,23671,21477,18950
PUMA S1,1020,523,25356,28459,27833,26376,26737,27570,0,0,0,0,0,0,28120,28891,26348,28932,29338,30924,0,0,0,0,0,0,0,0,0,0,0,0,26380,29092,29562,28668,27119,28977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26353,26488,26009,24981,23409,23527,24798,24049,23228,22918,20784,18352
PUMA S1,1020,524,23904,26754,26251,24949,25331,26209,0,0,0,0,0,0,26719,27238,24883,27401,27733,29157,0,0,0,0,0,0,0,0,0,0,0,0,24917,27441,27905,26986,25546,27390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24876,25119,24509,23694,22109,22243,23471,22685,22087,21677,19646,17342
PUMA S1,1020,525,22868,25637,25121,23941,24152,25028,0,0,0,0,0,0,25467,26147,23774,26164,26563,27802,0,0,0,0,0,0,0,0,0,0,0,0,23877,26278,26692,25822,24414,26116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23864,24029,23542,22644,21145,21315,22562,21758,21185,20836,18836,16652
PUMA S1,1020,526,21621,24277,23758,22571,22913,23709,0,0,0,0,0,0,24164,24765,22524,24758,25079,26350,0,0,0,0,0,0,0,0,0,0,0,0,22607,24910,25088,24386,23096,24709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22626,22829,22406,21546,20098,20223,21366,20739,20108,19863,17946,15845
PUMA S1,1020,527,20516,23020,22594,21427,21767,22501,0,0,0,0,0,0,23027,23502,21360,23477,23840,25004,0,0,0,0,0,0,0,0,0,0,0,0,21498,23584,23934,23168,21848,23329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21505,21690,21296,20501,19205,19226,20367,19738,19120,18867,17082,15157
PUMA S1,1020,528,19570,22039,21538,20407,20774,21448,0,0,0,0,0,0,21940,22412,20459,22423,22734,23919,0,0,0,0,0,0,0,0,0,0,0,0,20469,22474,22845,22054,20830,22237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20543,20747,20368,19649,18351,18451,19500,18936,18343,18124,16401,14539
PUMA S1,1020,529,18808,21136,20717,19708,20029,20679,0,0,0,0,0,0,21191,21589,19611,21525,21774,22868,0,0,0,0,0,0,0,0,0,0,0,0,19691,21653,21873,21217,20013,21399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19788,19978,19640,19029,17716,17826,18759,18237,17757,17514,15839,14043
PUMA S1,1020,530,18295,20543,20116,19155,19401,20074,0,0,0,0,0,0,20587,21054,19085,20957,21178,22217,0,0,0,0,0,0,0,0,0,0,0,0,19142,21030,21288,20593,19402,20728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19268,19518,19156,18458,17292,17403,18323,17810,17305,17099,15540,13751
PUMA S1,1020,531,17593,19708,19340,18437,18623,19277,0,0,0,0,0,0,19777,20125,18368,20141,20308,21303,0,0,0,0,0,0,0,0,0,0,0,0,18456,20246,20429,19746,18579,19833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18499,18798,18417,17811,16685,16788,17587,17166,16666,16420,14955,13247
PUMA S1,1020,532,17046,19113,18605,17756,17972,18678,0,0,0,0,0,0,19063,19558,17738,19435,19669,20586,0,0,0,0,0,0,0,0,0,0,0,0,17809,19564,19697,19023,17914,19076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17947,18181,17856,17236,16173,16319,17032,16604,16152,16032,14512,12840
PUMA S1,1020,533,16272,18303,17930,16983,17242,17822,0,0,0,0,0,0,18253,18659,17007,18569,18751,19723,0,0,0,0,0,0,0,0,0,0,0,0,17093,18736,18872,18260,17150,18315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17189,17417,17141,16614,15538,15690,16377,16047,15518,15420,13985,12396
PUMA S1,1020,534,15667,17597,17200,16354,16592,17184,0,0,0,0,0,0,17582,17943,16328,17869,18020,18837,0,0,0,0,0,0,0,0,0,0,0,0,16392,17966,18075,17471,16403,17528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16533,16824,16500,15990,15040,15149,15777,15363,15066,14847,13483,11969
PUMA S1,1020,535,15113,17045,16675,15880,16102,16648,0,0,0,0,0,0,17059,17378,15824,17309,17482,18304,0,0,0,0,0,0,0,0,0,0,0,0,15888,17369,17506,16877,15886,16938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16093,16325,16119,15587,14643,14771,15299,15031,14636,14506,13193,11714
PUMA S1,1020,536,14736,16561,16243,15395,15617,16198,0,0,0,0,0,0,16562,16872,15321,16823,16935,17707,0,0,0,0,0,0,0,0,0,0,0,0,15449,16858,16990,16387,15375,16388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15579,15830,15561,15205,14214,14386,14875,14613,14235,14109,12847,11396
PUMA S1,1020,537,14132,15884,15575,14783,15017,15567,0,0,0,0,0,0,15938,16256,14702,16091,16223,16980,0,0,0,0,0,0,0,0,0,0,0,0,14834,16191,16336,15696,14796,15744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15025,15241,15106,14651,13711,13869,14342,14058,13674,13558,12335,11006
PUMA S1,1020,538,13709,15446,15108,14335,14473,15064,0,0,0,0,0,0,15447,15670,14232,15536,15700,16411,0,0,0,0,0,0,0,0,0,0,0,0,14323,15687,15726,15198,14313,15154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14553,14764,14614,14184,13299,13479,13837,13613,13291,13133,12027,10643
PUMA S1,1020,539,13240,14859,14532,13807,14005,14488,0,0,0,0,0,0,14891,15144,13720,14997,15145,15864,0,0,0,0,0,0,0,0,0,0,0,0,13715,15078,15181,14625,13738,14567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14003,14307,14059,13696,12864,12965,13371,13092,12828,12713,11599,10328
PUMA S1,1020,540,12878,14525,14135,13456,13608,14146,0,0,0,0,0,0,14447,14686,13345,14617,14719,15409,0,0,0,0,0,0,0,0,0,0,0,0,13437,14669,14797,14240,13350,14156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13662,13937,13717,13302,12544,12736,13051,12768,12520,12437,11352,10106
PUMA S1,1020,541,12549,14075,13820,13101,13341,13771,0,0,0,0,0,0,14111,14417,13045,14291,14424,15020,0,0,0,0,0,0,0,0,0,0,0,0,13090,14371,14396,13892,13043,13814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13378,13569,13420,13016,12291,12478,12737,12486,12224,12136,11123,9851
PUMA S1,1020,542,12144,13688,13377,12687,12852,13280,0,0,0,0,0,0,13638,13931,12624,13758,13890,14522,0,0,0,0,0,0,0,0,0,0,0,0,12714,13906,13923,13404,12558,13390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12941,13128,12990,12601,11871,12089,12308,12102,11855,11757,10745,9608
PUMA S1,1020,543,11857,13341,13051,12357,12558,12972,0,0,0,0,0,0,13331,13603,12297,13472,13574,14142,0,0,0,0,0,0,0,0,0,0,0,0,12386,13527,13577,13023,12276,13028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12625,12824,12669,12296,11599,11761,12064,11810,11586,11465,10510,9374
PUMA S1,1020,544,11492,12853,12598,11957,12090,12544,0,0,0,0,0,0,12801,13058,11872,12940,13069,13655,0,0,0,0,0,0,0,0,0,0,0,0,11923,13015,13141,12562,11879,12589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12127,12380,12248,11869,11146,11365,11596,11406,11144,11114,10132,9034
PUMA S1,1020,545,11149,12579,12233,11645,11799,12204,0,0,0,0,0,0,12492,12765,11566,12641,12715,13297,0,0,0,0,0,0,0,0,0,0,0,0,11637,12728,12781,12298,11558,12286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11847,12042,11945,11580,10913,11038,11299,11121,10859,10819,9822,8793
PUMA S1,1020,546,10794,12072,11834,11194,11420,11820,0,0,0,0,0,0,12116,12296,11144,12222,12312,12896,0,0,0,0,0,0,0,0,0,0,0,0,11242,12325,12348,11866,11113,11841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11437,11633,11535,11173,10533,10661,10896,10686,10488,10399,9470,8526
PUMA S1,1020,547,10418,11694,11477,10856,11041,11417,0,0,0,0,0,0,11673,11893,10784,11808,11905,12436,0,0,0,0,0,0,0,0,0,0,0,0,10851,11873,11920,11499,10761,11504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11015,11247,11111,10766,10172,10290,10489,10336,10077,9967,9177,8145
PUMA S1,1020,548,10059,11245,11053,10460,10601,11028,0,0,0,0,0,0,11239,11483,10418,11417,11482,12028,0,0,0,0,0,0,0,0,0,0,0,0,10485,11464,11513,11090,10423,11071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10604,10846,10701,10367,9786,9938,10164,9958,9750,9694,8861,7857
PUMA S1,1020,549,9671,10925,10679,10104,10250,10638,0,0,0,0,0,0,10880,11110,10048,10985,11107,11571,0,0,0,0,0,0,0,0,0,0,0,0,10173,11060,11103,10697,10097,10749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10270,10440,10302,9983,9396,9548,9773,9599,9344,9309,8481,7581
PUMA S1,1020,550,9414,10543,10331,9808,9962,10310,0,0,0,0,0,0,10562,10743,9781,10671,10790,11261,0,0,0,0,0,0,0,0,0,0,0,0,9869,10772,10772,10401,9792,10393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9975,10166,9998,9737,9117,9231,9501,9307,9098,9021,8229,7344
PUMA S1,1020,551,9062,10203,9975,9492,9611,9956,0,0,0,0,0,0,10191,10425,9406,10340,10401,10865,0,0,0,0,0,0,0,0,0,0,0,0,9482,10355,10412,10071,9459,10089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9608,9731,9628,9351,8706,8889,9135,8927,8728,8673,7918,7057
PUMA S1,1020,552,8797,9921,9672,9196,9327,9662,0,0,0,0,0,0,9892,10097,9169,10037,10069,10599,0,0,0,0,0,0,0,0,0,0,0,0,9169,10013,10159,9772,9174,9815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9298,9453,9334,9060,8467,8585,8856,8693,8476,8388,7651,6795
PUMA S1,1020,553,8495,9535,9372,8869,8984,9320,0,0,0,0,0,0,9523,9721,8814,9710,9791,10183,0,0,0,0,0,0,0,0,0,0,0,0,8917,9745,9772,9451,8881,9464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9006,9138,8983,8715,8153,8297,8558,8369,8183,8077,7387,6582
PUMA S1,1020,554,8394,9426,9220,8756,8915,9202,0,0,0,0,0,0,9389,9653,8723,9574,9623,10123,0,0,0,0,0,0,0,0,0,0,0,0,8819,9631,9696,9353,8796,9405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8840,8981,8865,8561,8038,8151,8427,8262,8028,7950,7262,6457
PUMA S1,1020,555,8129,9098,8957,8498,8617,8894,0,0,0,0,0,0,9142,9336,8467,9267,9365,9779,0,0,0,0,0,0,0,0,0,0,0,0,8530,9343,9437,9086,8560,9148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8584,8706,8592,8307,7808,7904,8170,8010,7762,7716,7054,6236
PUMA S1,1020,556,7944,8908,8742,8299,8397,8730,0,0,0,0,0,0,8911,9108,8270,9035,9130,9601,0,0,0,0,0,0,0,0,0,0,0,0,8325,9093,9155,8836,8333,8887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8333,8489,8333,8103,7564,7690,7960,7793,7579,7521,6852,6071
PUMA S1,1020,557,7656,8606,8439,8036,8168,8450,0,0,0,0,0,0,8607,8847,8025,8771,8852,9302,0,0,0,0,0,0,0,0,0,0,0,0,8037,8884,8922,8627,8101,8662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8118,8256,8105,7845,7362,7455,7669,7547,7351,7265,6626,5910
PUMA S1,1020,558,7386,8293,8164,7764,7828,8124,0,0,0,0,0,0,8312,8485,7729,8410,8536,8945,0,0,0,0,0,0,0,0,0,0,0,0,7755,8509,8563,8302,7775,8341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7812,7916,7799,7575,7105,7164,7418,7258,7065,6968,6359,5665
PUMA S1,1020,559,7187,8041,7901,7510,7600,7853,0,0,0,0,0,0,8073,8273,7506,8180,8314,8714,0,0,0,0,0,0,0,0,0,0,0,0,7542,8248,8335,8060,7561,8090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7585,7705,7572,7299,6864,6910,7220,7053,6856,6772,6150,5495
PUMA S1,1020,560,6853,7654,7546,7185,7227,7536,0,0,0,0,0,0,7710,7877,7158,7834,7942,8295,0,0,0,0,0,0,0,0,0,0,0,0,7192,7896,7951,7680,7254,7729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7245,7302,7243,6970,6530,6612,6890,6676,6509,6470,5894,5205
PUMA S1,1020,561,6645,7431,7306,6922,6999,7310,0,0,0,0,0,0,7459,7594,6944,7615,7657,8041,0,0,0,0,0,0,0,0,0,0,0,0,6952,7636,7706,7462,7040,7459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6984,7067,6961,6745,6351,6367,6661,6471,6327,6238,5695,5071
PUMA S1,1020,562,6434,7204,7063,6689,6785,7044,0,0,0,0,0,0,7193,7377,6719,7346,7419,7804,0,0,0,0,0,0,0,0,0,0,0,0,6719,7400,7486,7176,6772,7208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6749,6857,6761,6511,6105,6181,6420,6299,6138,6045,5505,4863
