2.600000000000000000e+02,-1.787705882352941533e-01
2.598999999999999773e+02,-1.643823529411764794e-01
2.598000000000000114e+02,-1.818029411764706116e-01
2.596999999999999886e+02,-1.364073529411764796e-01
2.596000000000000227e+02,-1.377941176470588447e-01
2.595000000000000000e+02,-1.247661764705882415e-01
2.593999999999999773e+02,-1.761602941176470538e-01
2.593000000000000114e+02,-1.575632352941176428e-01
2.591999999999999886e+02,-1.300102941176470850e-01
2.591000000000000227e+02,-1.904926470588235721e-01
2.590000000000000000e+02,-1.561220588235294471e-01
2.588999999999999773e+02,-1.732808823529412290e-01
2.588000000000000114e+02,-2.019544117647058823e-01
2.586999999999999886e+02,-2.072897058823529592e-01
2.586000000000000227e+02,-2.138602941176470651e-01
2.585000000000000000e+02,-1.921882352941176597e-01
2.583999999999999773e+02,-2.189911764705882447e-01
2.583000000000000114e+02,-2.012014705882353149e-01
2.581999999999999886e+02,-1.661926470588235005e-01
2.581000000000000227e+02,-1.650382352941176523e-01
2.580000000000000000e+02,-1.360147058823529265e-01
2.578999999999999773e+02,-2.110867647058823349e-01
2.578000000000000114e+02,-1.702088235294117458e-01
2.576999999999999886e+02,-1.857352941176470817e-01
2.576000000000000227e+02,-1.734455882352941569e-01
2.575000000000000000e+02,-1.740779411764706019e-01
2.573999999999999773e+02,-1.639955882352941430e-01
2.573000000000000114e+02,-1.291411764705882037e-01
2.571999999999999886e+02,-1.031044117647059027e-01
2.571000000000000227e+02,-1.014338235294117846e-01
2.570000000000000000e+02,-1.061382352941176443e-01
2.568999999999999773e+02,-7.942794117647060392e-02
2.568000000000000114e+02,-3.266764705882350961e-02
2.566999999999999886e+02,-6.304558823529411715e-02
2.566000000000000227e+02,-3.867500000000002880e-02
2.565000000000000000e+02,-7.575735294117644236e-02
2.563999999999999773e+02,-5.623382352941172502e-02
2.563000000000000114e+02,-3.990882352941171884e-02
2.561999999999999886e+02,-2.865441176470589005e-02
2.561000000000000227e+02,-4.663088235294116091e-02
2.560000000000000000e+02,-3.196764705882350344e-02
2.559000000000000057e+02,-1.703970588235296374e-02
2.558000000000000114e+02,3.538088235294121336e-02
2.556999999999999886e+02,6.787352941176466592e-02
2.555999999999999943e+02,5.934264705882349306e-02
2.555000000000000000e+02,6.280147058823533357e-02
2.554000000000000057e+02,9.586323529411765187e-02
2.553000000000000114e+02,7.358382352941177096e-02
2.551999999999999886e+02,4.068970588235294034e-02
2.550999999999999943e+02,-2.517647058823557597e-03
2.550000000000000000e+02,-1.579411764705882307e-02
2.549000000000000057e+02,1.331470588235291082e-02
2.548000000000000114e+02,2.395588235294105525e-03
2.546999999999999886e+02,4.439264705882352280e-02
2.545999999999999943e+02,4.594558823529411307e-02
