,,Well,A01,A02,A03,A04,A05,A06,B01,B02,B03,B04,B05,B06,C01,C02,C03,C04,C05,C06
,,Wavelength (nm),Buffer,Buffer,Buffer,Buffer,Buffer,Buffer,NaCl,NaCl,NaCl,NaCl,NaCl,NaCl,KCl,KCl,KCl,KCl,KCl,KCl
Protein,Gain,wt %,0,0,0,0,0,0,0.25,0.5,0.75,1,1.25,1.5,0.25,0.5,0.75,1,1.25,1.5
PUMA S1,1020,514,41279,37380,32162,37552,32155,34095,35192,31976,33026,32216,33685,34234,30759,30984,32838,33890,32577,30757
PUMA S1,1020,515,42083,38073,32775,38351,32755,34821,35853,32550,33795,32986,34427,35065,31461,31625,33557,34710,33385,31405
PUMA S1,1020,516,42582,38471,33090,38744,33153,35310,36159,33033,34177,33294,34837,35532,31800,31937,33894,35055,33779,31883
PUMA S1,1020,517,42383,38232,32919,38441,32938,35016,35969,32761,33962,33172,34885,35507,31566,31803,33765,34987,33773,31795
PUMA S1,1020,518,42237,38294,32905,38432,32908,35042,35935,32811,34065,33238,34836,35476,31587,31838,33802,35109,33848,31834
PUMA S1,1020,519,41390,37289,32111,37578,32085,34126,35217,32140,33297,32477,34227,34783,30824,31272,33082,34380,33110,31281
PUMA S1,1020,520,40574,36587,31555,36939,31627,33584,34625,31575,32808,32024,33624,34195,30366,30696,32563,33778,32595,30721
PUMA S1,1020,521,39378,35460,30574,35631,30530,32491,33683,30667,31896,31161,32630,33297,29528,29812,31748,32923,31747,29874
PUMA S1,1020,522,37877,34060,29290,34281,29318,31275,32340,29450,30633,29968,31318,31957,28426,28724,30482,31620,30608,28731
PUMA S1,1020,523,36613,32902,28284,33227,28327,30152,31245,28577,29620,28988,30335,30947,27486,27781,29574,30631,29524,27815
PUMA S1,1020,524,34417,31089,26701,31237,26809,28477,29639,26964,28011,27359,28716,29341,26018,26221,27893,28930,27928,26268
PUMA S1,1020,525,32995,29616,25517,29817,25560,27114,28468,25839,26765,26162,27446,27950,24867,25173,26696,27616,26617,25138
PUMA S1,1020,526,31248,28024,24024,28247,24206,25676,26835,24478,25385,24769,25966,26482,23579,23845,25302,26179,25239,23730
PUMA S1,1020,527,29571,26576,22878,26765,22948,24336,25684,23318,24076,23480,24658,25084,22415,22664,24024,24841,23912,22544
PUMA S1,1020,528,28204,25284,21763,25538,21837,23259,24468,22206,22960,22447,23473,23894,21377,21639,22913,23731,22802,21467
PUMA S1,1020,529,27147,24337,21003,24521,21028,22358,23567,21419,22183,21519,22571,22918,20639,20869,21996,22832,21922,20596
PUMA S1,1020,530,26356,23730,20395,23834,20438,21701,23014,20799,21578,20972,21966,22305,20082,20232,21442,22197,21343,20048
PUMA S1,1020,531,25365,22690,19523,22811,19685,20839,22070,19985,20713,20129,21070,21470,19270,19435,20573,21321,20415,19181
PUMA S1,1020,532,24387,21958,18852,21967,18944,20112,21277,19333,19968,19417,20333,20672,18671,18733,19841,20574,19790,18551
PUMA S1,1020,533,23354,20946,18107,21147,18203,19249,20450,18516,19211,18629,19393,19748,17867,17999,19070,19648,18934,17727
PUMA S1,1020,534,22471,20177,17371,20274,17417,18512,19675,17844,18373,17873,18657,18950,17108,17293,18273,18884,18168,17048
PUMA S1,1020,535,21819,19561,16855,19734,16969,17906,19001,17315,17892,17393,18116,18393,16651,16799,17701,18341,17587,16517
PUMA S1,1020,536,21173,19012,16298,19097,16446,17367,18505,16813,17437,16870,17549,17814,16101,16260,17189,17774,17102,15958
PUMA S1,1020,537,20318,18236,15682,18290,15823,16663,17748,16185,16688,16143,16873,17096,15524,15649,16540,17028,16356,15316
PUMA S1,1020,538,19658,17606,15181,17699,15308,16128,17206,15655,16157,15661,16307,16528,14981,15115,16000,16486,15862,14834
PUMA S1,1020,539,18869,17007,14640,17004,14760,15548,16647,15007,15557,15059,15735,15932,14445,14568,15414,15911,15243,14282
PUMA S1,1020,540,18435,16506,14236,16608,14391,15169,16150,14632,15133,14674,15308,15505,14059,14214,15007,15483,14836,13871
PUMA S1,1020,541,18033,16154,13894,16209,14005,14830,15808,14266,14791,14300,14895,15110,13725,13912,14571,15068,14438,13530
PUMA S1,1020,542,17393,15629,13450,15745,13612,14297,15242,13799,14304,13887,14474,14633,13295,13411,14193,14590,13960,13096
PUMA S1,1020,543,17009,15271,13135,15319,13266,13954,14890,13451,13918,13519,14118,14215,12972,13117,13816,14214,13626,12712
PUMA S1,1020,544,16385,14742,12722,14753,12800,13447,14400,13010,13447,13023,13589,13749,12480,12668,13295,13759,13177,12310
PUMA S1,1020,545,15989,14332,12344,14386,12404,13206,14020,12639,13074,12684,13202,13376,12192,12241,12980,13380,12766,12006
PUMA S1,1020,546,15428,13866,11971,13964,12044,12660,13492,12269,12611,12218,12718,12929,11810,11876,12486,12886,12353,11543
PUMA S1,1020,547,14958,13435,11585,13481,11655,12293,13027,11822,12202,11813,12335,12478,11337,11464,12072,12465,11936,11192
PUMA S1,1020,548,14422,12894,11169,13042,11239,11866,12549,11376,11801,11438,11905,12076,10963,11067,11671,12053,11545,10797
PUMA S1,1020,549,13968,12468,10803,12577,10886,11452,12120,10978,11338,10993,11491,11618,10579,10725,11277,11620,11139,10418
PUMA S1,1020,550,13500,12171,10518,12224,10569,11088,11809,10700,11041,10695,11205,11293,10276,10393,10925,11313,10813,10119
PUMA S1,1020,551,13062,11743,10141,11742,10193,10761,11392,10248,10641,10267,10731,10898,9875,10054,10557,10901,10403,9789
PUMA S1,1020,552,12687,11352,9808,11431,9885,10426,10991,9993,10324,10052,10456,10594,9652,9686,10209,10557,10148,9489
PUMA S1,1020,553,12225,10987,9504,11032,9599,10076,10654,9602,9933,9669,10085,10260,9287,9349,9870,10215,9772,9182
PUMA S1,1020,554,12078,10814,9363,10897,9431,9953,10510,9503,9853,9582,9948,10129,9194,9241,9751,10097,9672,9083
PUMA S1,1020,555,11762,10545,9104,10604,9186,9658,10208,9203,9549,9287,9708,9837,8881,8978,9479,9767,9406,8824
PUMA S1,1020,556,11444,10245,8872,10305,8931,9389,9952,9021,9269,9047,9479,9619,8663,8750,9230,9582,9173,8612
PUMA S1,1020,557,11124,9956,8601,9991,8731,9139,9648,8747,9034,8810,9194,9327,8439,8461,8966,9282,8895,8352
PUMA S1,1020,558,10670,9565,8267,9604,8377,8778,9285,8391,8692,8480,8807,8956,8110,8204,8662,8917,8575,8052
PUMA S1,1020,559,10340,9300,8021,9361,8123,8515,8996,8165,8463,8208,8586,8674,7829,7916,8354,8663,8320,7860
PUMA S1,1020,560,9844,8875,7663,8868,7731,8115,8574,7757,8084,7858,8197,8333,7508,7533,7978,8271,7923,7443
PUMA S1,1020,561,9514,8556,7396,8552,7486,7829,8302,7525,7806,7570,7918,8035,7248,7310,7770,7996,7716,7260
PUMA S1,1020,562,9247,8274,7158,8327,7238,7631,8058,7303,7514,7334,7659,7773,7004,7037,7518,7706,7453,6988
PUMA S1,1020,563,8773,7874,6801,7915,6950,7224,7688,6916,7186,6992,7280,7404,6695,6709,7118,7369,7118,6638
PUMA S1,1020,564,8491,7579,6590,7598,6635,6964,7392,6676,6946,6737,7027,7155,6437,6503,6860,7117,6807,6431
PUMA S1,1020,565,8101,7231,6291,7291,6393,6673,7084,6416,6622,6448,6709,6825,6173,6238,6580,6789,6541,6167
PUMA S1,1020,566,7783,6975,6016,6986,6162,6413,6797,6174,6375,6218,6489,6580,5928,6008,6334,6551,6295,5877
PUMA S1,1020,567,7456,6704,5799,6722,5917,6148,6524,5917,6121,5947,6235,6309,5713,5720,6104,6286,6025,5672
PUMA S1,1020,568,7142,6429,5588,6411,5685,5883,6268,5678,5893,5715,5959,6075,5455,5523,5829,6042,5817,5433
PUMA S1,1020,569,6761,6085,5238,6081,5371,5588,5939,5393,5599,5397,5659,5733,5196,5249,5504,5676,5511,5126
PUMA S1,1020,570,6495,5820,5051,5853,5190,5340,5722,5161,5367,5202,5441,5484,5000,5078,5327,5494,5241,4931
PUMA S1,1020,571,6223,5560,4820,5597,4944,5089,5448,4941,5134,4975,5170,5212,4737,4810,5099,5241,5037,4731
PUMA S1,1020,572,5960,5348,4633,5351,4752,4880,5261,4770,4930,4774,4999,5065,4585,4624,4878,5049,4863,4567
PUMA S1,1020,573,5664,5104,4427,5103,4557,4684,5041,4512,4706,4553,4697,4810,4366,4420,4657,4829,4605,4289
PUMA S1,1020,574,5425,4865,4212,4848,4355,4465,4778,4374,4518,4350,4548,4640,4190,4186,4447,4600,4401,4149
PUMA S1,1020,575,5262,4728,4084,4731,4229,4345,4659,4207,4354,4215,4401,4470,4077,4091,4314,4474,4266,4009
PUMA S1,1020,576,5009,4525,3902,4534,4073,4158,4459,4060,4187,4026,4217,4252,3922,3924,4129,4295,4097,3828
PUMA S1,1020,577,4795,4299,3702,4277,3853,3947,4245,3845,3958,3824,3990,4059,3686,3762,3936,4036,3888,3658
PUMA S1,1020,578,4565,4104,3557,4129,3723,3805,4088,3680,3796,3692,3835,3895,3553,3573,3764,3891,3730,3476
PUMA S1,1020,579,4292,3858,3337,3873,3497,3551,3837,3469,3582,3487,3591,3653,3323,3360,3532,3641,3499,3266
PUMA S1,1020,580,4100,3692,3213,3708,3354,3391,3696,3327,3439,3330,3434,3476,3208,3231,3394,3505,3351,3149
PUMA S1,1020,581,3857,3493,3000,3473,3150,3166,3460,3106,3222,3112,3256,3269,3032,3038,3198,3284,3141,2932
PUMA S1,1020,582,3737,3342,2897,3392,3088,3105,3357,3054,3125,3038,3128,3164,2922,2929,3111,3170,3048,2842
PUMA S1,1020,583,3597,3196,2808,3206,2924,2946,3239,2902,2980,2890,2997,3043,2780,2824,2961,3030,2942,2737
PUMA S1,1020,584,3469,3111,2709,3130,2874,2869,3114,2835,2908,2827,2921,2952,2737,2735,2863,2955,2830,2657
PUMA S1,1020,585,3357,2996,2601,3010,2746,2759,2988,2700,2789,2688,2800,2844,2598,2636,2805,2852,2688,2543
PUMA S1,1020,586,3242,2897,2533,2921,2686,2678,2910,2619,2715,2627,2726,2758,2533,2546,2683,2736,2653,2471
PUMA S1,1020,587,3076,2786,2418,2778,2555,2552,2801,2520,2584,2521,2586,2618,2429,2457,2568,2649,2515,2343
PUMA S1,1020,588,3007,2673,2331,2690,2511,2475,2686,2437,2492,2419,2523,2539,2329,2374,2503,2567,2423,2297
PUMA S1,1020,589,2920,2580,2261,2642,2435,2400,2625,2368,2428,2327,2446,2461,2285,2292,2415,2488,2367,2211
PUMA S1,1020,590,2808,2548,2200,2514,2346,2326,2528,2282,2366,2282,2345,2388,2207,2217,2335,2407,2296,2148
PUMA S1,1020,591,2730,2468,2111,2442,2289,2257,2470,2237,2289,2215,2303,2323,2148,2160,2266,2347,2245,2096
PUMA S1,1020,592,2651,2389,2057,2369,2229,2178,2370,2148,2217,2153,2243,2241,2098,2100,2212,2272,2164,2035
PUMA S1,1020,593,2589,2320,2021,2352,2190,2158,2341,2115,2164,2110,2179,2209,2043,2050,2172,2207,2116,1984
PUMA S1,1020,594,2495,2254,1960,2261,2102,2082,2259,2049,2100,2031,2100,2125,1967,1990,2089,2121,2031,1895
PUMA S1,1020,595,2426,2193,1886,2181,2036,2011,2170,1973,2036,1980,2034,2059,1894,1909,2043,2075,1970,1853
PUMA S1,1020,596,2364,2114,1844,2111,1989,1949,2132,1933,1968,1911,1977,2009,1850,1870,1971,2029,1929,1792
PUMA S1,1020,597,2284,2062,1781,2071,1937,1886,2062,1875,1939,1858,1930,1919,1802,1807,1902,1967,1855,1739
PUMA S1,1020,598,2227,1980,1713,1980,1863,1832,1986,1819,1860,1780,1861,1871,1726,1772,1830,1893,1796,1691
PUMA S1,1020,599,2105,1896,1646,1887,1791,1755,1909,1719,1776,1733,1770,1787,1680,1672,1763,1819,1721,1605
PUMA S1,1020,600,2040,1843,1613,1843,1762,1701,1863,1661,1718,1661,1725,1743,1594,1632,1701,1763,1678,1560
