,,Well,A01,A02,A03,A04,A05,A06,B01,B02,B03,B04,B05,B06,C01,C02,C03,C04,C05,C06
PUMA S2,1020,487,13296,12851,12418,13143,12190,12380,13083,13104,12204,12162,11795,12157,12816,13100,12158,12169,11645,11573
PUMA S2,1020,488,13112,12667,12220,12953,12083,12277,12948,12861,12000,11981,11645,11990,12630,12903,11979,11948,11426,11347
PUMA S2,1020,489,12969,12534,12114,12861,11949,12144,12789,12725,11857,11824,11445,11813,12452,12725,11818,11840,11262,11186
PUMA S2,1020,490,13267,12803,12355,13111,12194,12365,12930,12886,12000,11992,11602,11959,12636,12907,11972,11991,11450,11373
PUMA S2,1020,491,13188,12746,12343,13089,12171,12320,12892,12809,11976,11910,11537,11859,12563,12800,11920,11877,11373,11290
PUMA S2,1020,492,13413,12960,12549,13276,12320,12460,13045,12898,12076,12011,11678,12026,12721,12977,12072,12049,11469,11393
PUMA S2,1020,493,13758,13250,12822,13640,12643,12842,13279,13183,12339,12235,11890,12233,12940,13225,12305,12266,11739,11655
PUMA S2,1020,494,14075,13558,13084,13860,12941,13101,13504,13384,12506,12402,12026,12410,13179,13441,12462,12442,11925,11767
PUMA S2,1020,495,14663,14217,13725,14568,13520,13675,14040,13951,12986,12871,12481,12800,13706,13936,12922,12893,12314,12269
PUMA S2,1020,496,15140,14664,14146,14998,13969,14127,14391,14233,13303,13184,12772,13111,14090,14230,13261,13180,12613,12554
PUMA S2,1020,497,15825,15332,14768,15699,14564,14799,14992,14764,13771,13714,13219,13607,14621,14833,13741,13681,13083,13082
PUMA S2,1020,498,16510,16045,15387,16410,15257,15414,15525,15269,14235,14142,13703,14062,15234,15367,14214,14201,13619,13551
PUMA S2,1020,499,17593,17097,16428,17523,16265,16443,16403,16124,14987,14875,14425,14793,16043,16151,15027,14953,14366,14268
PUMA S2,1020,500,18589,18132,17373,18537,17261,17374,17276,16894,15757,15588,15165,15489,16842,16977,15752,15685,15012,14983
PUMA S2,1020,501,19648,19156,18346,19570,18222,18355,18173,17777,16434,16325,15819,16212,17663,17816,16440,16443,15737,15762
PUMA S2,1020,502,21410,20833,19924,21423,19837,19933,19596,19153,17734,17624,17034,17497,19076,19221,17770,17750,16968,17000
PUMA S2,1020,503,22788,22240,21216,22783,21109,21243,20662,20160,18751,18545,17990,18420,20134,20224,18729,18695,17933,17936
PUMA S2,1020,504,24392,23763,22712,24348,22668,22678,22051,21509,19933,19749,19063,19602,21477,21577,19896,19880,19116,19141
PUMA S2,1020,505,26258,25746,24517,26287,24506,24527,23720,23015,21362,21188,20459,20958,23030,23048,21357,21347,20496,20637
PUMA S2,1020,506,28221,27586,26274,28248,26258,26260,25244,24524,22703,22508,21821,22383,24522,24559,22725,22708,21846,21905
PUMA S2,1020,507,30177,29477,28093,30165,28064,28126,26888,26049,24213,23958,23243,23775,26163,26177,24210,24199,23293,23479
PUMA S2,1020,508,32427,31579,30230,32362,30122,30150,28793,27955,25869,25701,24856,25459,28032,27980,25906,25968,24881,25098
PUMA S2,1020,509,34355,33748,32166,34563,32134,32104,30585,29698,27538,27302,26392,27066,29755,29800,27584,27631,26519,26746
PUMA S2,1020,510,36415,35693,33942,36606,33913,33872,32374,31378,29093,28831,27973,28589,31344,31345,29086,29055,28040,28352
PUMA S2,1020,511,37914,37194,35338,38056,35367,35301,33720,32660,30363,30096,29218,29750,32698,32761,30352,30387,29299,29641
PUMA S2,1020,512,40228,39421,37492,40489,37491,37398,35701,34655,32189,31952,30840,31582,34655,34643,32183,32277,31118,31449
PUMA S2,1020,513,41584,40704,38646,41793,38640,38610,37021,35780,33335,33111,31981,32677,35826,35804,33194,33372,32203,32695
PUMA S2,1020,514,42244,41524,39408,42539,39341,39399,37648,36513,33909,33781,32581,33324,36423,36553,33916,34089,32869,33356
PUMA S2,1020,515,43505,42660,40501,43776,40532,40487,38782,37509,34921,34639,33566,34423,37596,37506,34832,35087,33893,34413
PUMA S2,1020,516,43573,42709,40460,43794,40577,40590,38921,37691,35099,34833,33697,34521,37701,37626,35056,35173,34023,34576
PUMA S2,1020,517,43637,42805,40531,43905,40712,40570,39076,37825,35138,35046,33842,34730,37700,37797,35229,35344,34197,34772
PUMA S2,1020,518,43431,42729,40303,43720,40425,40353,38854,37627,35094,34880,33734,34522,37625,37624,35076,35249,34213,34732
PUMA S2,1020,519,42537,41696,39327,42659,39556,39511,38073,36908,34416,34164,33130,33878,36827,36952,34310,34612,33451,34061
PUMA S2,1020,520,41835,40927,38669,41892,38846,38823,37480,36328,33963,33558,32469,33389,36242,36273,33814,34029,32969,33601
PUMA S2,1020,521,40153,39277,37241,40299,37356,37382,36114,34989,32606,32409,31354,32196,34896,35060,32586,32840,31729,32229
PUMA S2,1020,522,38737,37978,35851,38982,36091,36074,34779,33832,31432,31314,30274,31071,33718,33888,31476,31765,30712,31346
PUMA S2,1020,523,37253,36462,34474,37402,34574,34699,33609,32540,30326,30108,29133,29868,32374,32577,30311,30551,29520,30095
PUMA S2,1020,524,35288,34474,32638,35328,32756,32969,31771,30845,28708,28464,27638,28303,30707,30780,28694,28901,27977,28480
PUMA S2,1020,525,33353,32631,30733,33378,31019,31077,30063,29140,27070,26944,26074,26769,29074,29139,27086,27318,26457,26934
PUMA S2,1020,526,31656,30914,29299,31718,29442,29509,28620,27592,25709,25552,24700,25430,27577,27639,25792,25903,24992,25546
PUMA S2,1020,527,30217,29520,27928,30272,28048,28062,27199,26399,24520,24350,23602,24185,26346,26370,24510,24749,23932,24360
PUMA S2,1020,528,28742,28060,26604,28772,26675,26794,25872,25086,23349,23196,22439,23035,25095,25155,23348,23554,22763,23174
PUMA S2,1020,529,27581,27001,25552,27693,25682,25721,24979,24176,22439,22344,21616,22196,24070,24224,22426,22652,21905,22302
PUMA S2,1020,530,26728,26164,24711,26741,24888,24961,24082,23337,21714,21586,20875,21442,23299,23360,21764,21889,21218,21619
PUMA S2,1020,531,25482,24898,23603,25593,23702,23734,23060,22303,20744,20616,19914,20487,22288,22296,20725,20953,20141,20674
PUMA S2,1020,532,24429,23920,22660,24555,22786,22868,22094,21418,19856,19746,19174,19644,21435,21436,19858,20066,19444,19798
PUMA S2,1020,533,23472,22928,21774,23534,21821,21861,21156,20524,19076,18964,18347,18822,20487,20579,19100,19208,18656,18962
PUMA S2,1020,534,22647,22222,21020,22715,21097,21171,20457,19889,18396,18321,17760,18181,19878,19788,18439,18603,18044,18322
PUMA S2,1020,535,22009,21577,20422,22127,20531,20536,19939,19276,17945,17820,17242,17723,19311,19305,17945,18064,17467,17801
PUMA S2,1020,536,21518,21062,19898,21486,19972,20049,19390,18800,17471,17381,16852,17248,18812,18820,17491,17611,17060,17356
PUMA S2,1020,537,20624,20076,19084,20661,19109,19182,18624,18033,16715,16645,16098,16516,18017,18039,16709,16850,16333,16595
PUMA S2,1020,538,19917,19490,18467,19979,18524,18601,17950,17487,16154,16096,15585,15967,17442,17439,16188,16350,15782,16094
PUMA S2,1020,539,19207,18791,17821,19238,17846,17882,17347,16776,15602,15428,14994,15404,16791,16762,15644,15704,15174,15496
PUMA S2,1020,540,18607,18276,17344,18740,17380,17379,16831,16337,15161,15013,14585,14981,16363,16369,15181,15261,14812,15068
PUMA S2,1020,541,18034,17646,16741,18043,16781,16834,16265,15793,14651,14560,14070,14476,15788,15778,14625,14761,14208,14506
PUMA S2,1020,542,17416,17085,16177,17482,16185,16280,15770,15258,14160,14061,13606,13973,15211,15220,14153,14271,13798,14018
PUMA S2,1020,543,17079,16721,15850,17097,15904,15968,15378,14913,13881,13755,13270,13647,14962,14928,13852,13981,13480,13699
PUMA S2,1020,544,16621,16311,15440,16628,15460,15507,15006,14532,13442,13365,12929,13288,14562,14497,13474,13587,13121,13354
PUMA S2,1020,545,16167,15857,15039,16179,15051,15075,14570,14138,13125,13055,12609,12943,14080,14138,13061,13140,12795,12996
PUMA S2,1020,546,15655,15345,14536,15704,14593,14596,14119,13682,12676,12607,12193,12495,13699,13682,12691,12741,12355,12551
PUMA S2,1020,547,15180,14849,14049,15203,14169,14148,13643,13208,12290,12219,11765,12127,13223,13196,12264,12370,11943,12150
PUMA S2,1020,548,14634,14386,13574,14690,13643,13669,13167,12806,11874,11782,11409,11704,12803,12792,11873,11932,11531,11758
PUMA S2,1020,549,14170,13869,13107,14174,13158,13167,12728,12297,11410,11341,10971,11289,12303,12380,11459,11482,11136,11290
PUMA S2,1020,550,13746,13452,12770,13818,12831,12835,12383,11953,11105,11045,10701,10933,11961,11980,11130,11175,10798,11006
PUMA S2,1020,551,13180,12915,12273,13241,12299,12261,11859,11486,10663,10597,10255,10534,11491,11503,10641,10771,10357,10573
PUMA S2,1020,552,12811,12512,11853,12868,11857,11958,11509,11111,10338,10244,9946,10163,11154,11115,10328,10381,10047,10232
PUMA S2,1020,553,12461,12248,11561,12519,11564,11594,11153,10909,10068,10006,9693,9937,10841,10836,10072,10161,9800,9994
PUMA S2,1020,554,12306,12006,11398,12299,11417,11443,11028,10713,9909,9843,9550,9797,10670,10678,9931,9979,9662,9887
PUMA S2,1020,555,11951,11706,11105,12018,11091,11125,10716,10389,9658,9608,9283,9507,10361,10392,9621,9731,9353,9539
PUMA S2,1020,556,11662,11422,10829,11641,10838,10809,10496,10115,9429,9382,9062,9293,10139,10107,9443,9490,9185,9369
PUMA S2,1020,557,11166,10980,10368,11215,10384,10408,10045,9730,9048,9006,8716,8949,9750,9772,9025,9116,8779,8996
PUMA S2,1020,558,10865,10608,10041,10890,10099,10078,9780,9464,8805,8718,8481,8718,9461,9474,8769,8843,8575,8776
PUMA S2,1020,559,10372,10184,9643,10438,9666,9686,9344,9068,8434,8391,8112,8333,9054,9063,8435,8479,8212,8416
PUMA S2,1020,560,10002,9791,9253,10025,9314,9323,9009,8768,8137,8021,7830,7996,8737,8740,8147,8199,7922,8059
PUMA S2,1020,561,9699,9510,9027,9717,9009,9021,8745,8485,7886,7814,7589,7784,8461,8474,7861,7932,7688,7853
PUMA S2,1020,562,9255,9084,8628,9320,8636,8644,8377,8137,7545,7509,7268,7456,8103,8154,7521,7614,7360,7519
PUMA S2,1020,563,8923,8712,8247,8934,8315,8300,8008,7799,7234,7208,6964,7193,7766,7827,7238,7293,7070,7186
PUMA S2,1020,564,8608,8438,8015,8612,8014,8030,7761,7525,7022,6959,6752,6919,7520,7526,7027,7050,6882,6980
PUMA S2,1020,565,8149,7970,7570,8172,7581,7559,7330,7116,6607,6596,6372,6554,7129,7178,6600,6652,6467,6582
PUMA S2,1020,566,7863,7687,7326,7905,7361,7360,7128,6923,6409,6386,6213,6358,6923,6919,6434,6462,6292,6417
PUMA S2,1020,567,7569,7413,7005,7575,7028,7068,6840,6617,6159,6142,5892,6082,6614,6628,6169,6197,6044,6125
PUMA S2,1020,568,7176,7040,6641,7184,6690,6672,6471,6328,5817,5838,5624,5787,6297,6294,5870,5933,5729,5842
PUMA S2,1020,569,6866,6694,6337,6846,6341,6410,6204,6007,5562,5554,5386,5485,6029,6029,5595,5620,5464,5584
PUMA S2,1020,570,6465,6335,6057,6530,6036,6059,5889,5693,5304,5259,5111,5270,5708,5694,5315,5340,5152,5289
PUMA S2,1020,571,6279,6130,5812,6293,5879,5859,5708,5525,5083,5100,4933,5060,5500,5529,5129,5180,5036,5108
PUMA S2,1020,572,6014,5884,5614,6070,5602,5637,5466,5310,4955,4926,4742,4898,5323,5315,4930,4965,4832,4909
PUMA S2,1020,573,5773,5636,5327,5764,5359,5387,5223,5033,4689,4639,4543,4652,5038,5042,4701,4751,4573,4659
PUMA S2,1020,574,5473,5388,5070,5529,5157,5140,5002,4830,4498,4461,4321,4444,4838,4852,4502,4533,4385,4474
PUMA S2,1020,575,5303,5176,4932,5332,4959,4938,4818,4646,4336,4301,4173,4283,4618,4641,4326,4371,4230,4322
PUMA S2,1020,576,5047,4947,4699,5067,4712,4740,4593,4446,4146,4100,3993,4113,4464,4485,4142,4161,4022,4138
PUMA S2,1020,577,4871,4734,4498,4840,4533,4515,4400,4277,3944,3952,3805,3900,4275,4245,3925,3983,3864,3941
PUMA S2,1020,578,4640,4526,4307,4625,4327,4367,4205,4068,3772,3772,3654,3752,4088,4061,3780,3830,3697,3755
PUMA S2,1020,579,4337,4283,4037,4359,4030,4074,3963,3827,3561,3518,3432,3536,3834,3847,3564,3586,3490,3542
PUMA S2,1020,580,4168,4085,3888,4198,3886,3931,3777,3672,3430,3403,3298,3388,3684,3699,3443,3463,3346,3390
PUMA S2,1020,581,3874,3810,3621,3905,3645,3652,3528,3464,3198,3169,3083,3166,3449,3438,3215,3233,3097,3200
PUMA S2,1020,582,3771,3690,3517,3792,3564,3528,3432,3342,3119,3076,2992,3085,3340,3345,3109,3117,3018,3071
PUMA S2,1020,583,3612,3582,3387,3667,3362,3424,3294,3200,2964,2947,2864,2944,3189,3205,2989,2976,2909,2952
PUMA S2,1020,584,3500,3441,3275,3536,3266,3289,3199,3111,2872,2852,2782,2840,3097,3100,2891,2916,2819,2866
PUMA S2,1020,585,3315,3261,3103,3379,3127,3132,3062,2953,2737,2729,2648,2729,2959,2955,2759,2759,2693,2740
PUMA S2,1020,586,3222,3194,3030,3241,3038,3031,2964,2875,2665,2646,2563,2640,2870,2852,2659,2688,2598,2665
PUMA S2,1020,587,3120,3078,2913,3136,2926,2947,2851,2777,2586,2571,2479,2542,2777,2769,2555,2594,2494,2550
PUMA S2,1020,588,3038,2961,2814,3056,2832,2852,2755,2685,2503,2478,2408,2459,2658,2704,2510,2500,2423,2482
PUMA S2,1020,589,2930,2874,2728,2962,2758,2774,2685,2590,2428,2413,2322,2421,2624,2607,2448,2446,2348,2415
PUMA S2,1020,590,2846,2768,2660,2853,2677,2680,2611,2516,2371,2340,2241,2321,2522,2536,2335,2351,2267,2316
PUMA S2,1020,591,2767,2708,2584,2803,2601,2575,2527,2442,2266,2274,2206,2259,2463,2459,2278,2274,2228,2250
PUMA S2,1020,592,2651,2615,2506,2689,2470,2489,2432,2346,2188,2178,2109,2164,2365,2369,2193,2207,2138,2172
PUMA S2,1020,593,2612,2582,2420,2619,2425,2420,2394,2284,2141,2143,2085,2139,2319,2303,2144,2171,2080,2130
PUMA S2,1020,594,2545,2467,2352,2543,2360,2377,2315,2248,2107,2080,2022,2059,2250,2243,2089,2119,2033,2063
PUMA S2,1020,595,2458,2420,2297,2499,2299,2299,2263,2166,2032,1995,1959,2032,2172,2191,2023,2048,1962,2027
PUMA S2,1020,596,2386,2353,2228,2404,2234,2236,2192,2116,1957,1955,1899,1953,2120,2127,1966,1995,1915,1946
PUMA S2,1020,597,2304,2268,2150,2324,2181,2172,2108,2051,1912,1886,1825,1882,2014,2036,1891,1908,1846,1904
PUMA S2,1020,598,2205,2179,2051,2231,2066,2079,2004,1945,1809,1808,1741,1804,1962,1960,1809,1832,1780,1806
PUMA S2,1020,599,2146,2090,1964,2158,1992,1990,1930,1885,1750,1714,1686,1723,1911,1874,1748,1776,1734,1746
PUMA S2,1020,600,2089,2042,1944,2101,1933,1948,1901,1845,1697,1712,1651,1703,1853,1836,1712,1725,1670,1706
