idr,N,sol,conc,unit,E_f_mean,E_f_err,E_f_sim,E_f_sim_q1,E_f_sim_q3,R_g_mean,R_g_err,R_g_sim,R_g_sim_q1,R_g_sim_q3
Ash1,83,PEG2000,2.653399668,mono M,0.882541291,0.055875929,,,,,,,,
Ash1,83,PEG2000,3.316749585,mono M,0.930537292,0.04714081,,,,,,,,
Ash1,83,PEG2000,3.980099502,mono M,0.953071559,0.03688821,,,,,,,,
Ash1,83,PEG8000,0,mono M,0.417741376,0.036055619,,,,,,,,
Ash1,83,PEG8000,0.663349917,mono M,0.576526109,0.094501524,,,,,,,,
Ash1,83,PEG8000,1.326699834,mono M,0.772587848,0.086348095,,,,,,,,
Ash1,83,PEG8000,1.990049751,mono M,0.873989439,0.062305182,,,,,,,,
Ash1,83,PEG8000,2.653399668,mono M,0.921725325,0.044481135,,,,,,,,
Ash1,83,PEG8000,3.316749585,mono M,0.949300631,0.032253003,,,,,,,,
Ash1,83,PEG8000,3.980099502,mono M,0.970761082,0.023405825,,,,,,,,
Ash1,83,Sarcosine,0,M,0.417741376,0.036055619,,,,,,,,
Ash1,83,Sarcosine,0.484848485,M,0.482907944,0.035388288,,,,,,,,
Ash1,83,Sarcosine,0.96969697,M,0.568995482,0.033626456,,,,,,,,
Ash1,83,Sarcosine,1.454545455,M,0.656942312,0.036220992,,,,,,,,
Ash1,83,Sarcosine,1.939393939,M,0.74791591,0.048533879,,,,,,,,
Ash1,83,Sarcosine,2.424242424,M,0.819876776,0.055526747,,,,,,,,
Ash1,83,Sarcosine,2.909090909,M,0.892839103,0.053627023,,,,,,,,
Ash1,83,GuHCl,0,M,0.417741376,0.036055619,,,,,,,,
Ash1,83,GuHCl,0.25,M,0.27226664,0.027448291,,,,,,,,
Ash1,83,GuHCl,0.5,M,0.214007906,0.018966423,,,,,,,,
Ash1,83,GuHCl,0.75,M,0.182514224,0.015802561,,,,,,,,
Ash1,83,GuHCl,1,M,0.159643246,0.016624275,,,,,,,,
Ash1,83,GuHCl,1.25,M,0.141642481,0.01304523,,,,,,,,
Ash1,83,GuHCl,1.5,M,0.1243921,0.01592346,,,,,,,,
Ash1,83,NaCl,0,M,0.506711597,0.041925183,,,,,,,,
Ash1,83,NaCl,0.25,M,0.34781758,0.032368083,,,,,,,,
Ash1,83,NaCl,0.5,M,0.341147321,0.026412084,,,,,,,,
Ash1,83,NaCl,0.75,M,0.35275983,0.026356917,,,,,,,,
Ash1,83,NaCl,1,M,0.385591453,0.030262013,,,,,,,,
Ash1,83,NaCl,1.25,M,0.401781981,0.027049308,,,,,,,,
Ash1,83,NaCl,1.5,M,0.454897517,0.039692008,,,,,,,,
Ash1,83,KCl,0,M,0.506711597,0.041925183,,,,,,,,
Ash1,83,KCl,0.25,M,0.378018803,0.028632153,,,,,,,,
Ash1,83,KCl,0.5,M,0.382808619,0.031080913,,,,,,,,
Ash1,83,KCl,0.75,M,0.403614356,0.034082281,,,,,,,,
Ash1,83,KCl,1,M,0.436404393,0.033122453,,,,,,,,
Ash1,83,KCl,1.25,M,0.461280789,0.036910384,,,,,,,,
Ash1,83,KCl,1.5,M,0.490010636,0.042167323,,,,,,,,
E1A,40,Buffer (standard),0,,0.768693259,0.01186304,,,,27.16,0.68556546,,,
E1A,40,Buffer (no NaCl),0,,0.84909048,0.007777934,,,,,,,,
E1A,40,Glycine,0,M,0.768693259,0.01186304,,,,,,,,
E1A,40,Glycine,0.287769784,M,0.769186968,0.015038891,,,,,,,,
E1A,40,Glycine,0.575539568,M,0.786905218,0.01732769,,,,,,,,
E1A,40,Glycine,0.863309353,M,0.80013191,0.014920427,,,,,,,,
E1A,40,Glycine,1.151079137,M,0.825416038,0.013931671,,,,,,,,
E1A,40,Glycine,1.438848921,M,0.844699455,0.012720055,,,,,,,,
E1A,40,Glycine,1.726618705,M,0.865935434,0.013478539,,,,,,,,
E1A,40,Urea,0,M,0.768693259,0.01186304,,,,,,,,
E1A,40,Urea,0.25,M,0.748074196,0.01355753,,,,,,,,
E1A,40,Urea,0.5,M,0.723190382,0.013295837,,,,,,,,
E1A,40,Urea,0.75,M,0.697257239,0.010889386,,,,,,,,
E1A,40,Urea,1,M,0.679154287,0.014901977,,,,,,,,
E1A,40,Urea,1.25,M,0.652180361,0.009872873,,,,,,,,
E1A,40,Urea,1.5,M,0.636363049,0.020255653,,,,,,,,
E1A,40,Sucrose,0,M,0.768693259,0.01186304,,,,,,,,
E1A,40,Sucrose,0.126182965,M,0.766545527,0.00737984,,,,,,,,
E1A,40,Sucrose,0.252365931,M,0.758435269,0.011705236,,,,,,,,
E1A,40,Sucrose,0.378548896,M,0.753442741,0.009845322,,,,,,,,
E1A,40,Sucrose,0.504731861,M,0.74769872,0.010131101,,,,,,,,
E1A,40,Sucrose,0.630914826,M,0.748107633,0.013130796,,,,,,,,
E1A,40,Sucrose,0.757097792,M,0.750982799,0.014850316,,,,,,,,
E1A,40,Ficoll,0,mono M,0.768693259,0.01186304,,,,,,,,
E1A,40,Ficoll,0.126182965,mono M,0.791289344,0.003837277,,,,,,,,
E1A,40,Ficoll,0.252365931,mono M,0.821888037,0.001551782,,,,,,,,
E1A,40,Ficoll,0.378548896,mono M,0.846924997,0.004359707,,,,,,,,
E1A,40,Ficoll,0.504731861,mono M,0.874240363,0.009217291,,,,,,,,
E1A,40,Ficoll,0.630914826,mono M,0.909533415,0.008945884,,,,,,,,
E1A,40,Ficoll,0.757097792,mono M,0.932812926,0.019146258,,,,,,,,
E1A,40,EG,0,M,0.768693259,0.01186304,,,,,,,,
E1A,40,EG,0.663349917,M,0.772307012,0.008015278,,,,,,,,
E1A,40,EG,1.326699834,M,0.777888288,0.007125903,,,,,,,,
E1A,40,EG,1.990049751,M,0.77796474,0.002923063,,,,,,,,
E1A,40,EG,2.653399668,M,0.774674464,0.004577752,,,,,,,,
E1A,40,EG,3.316749585,M,0.767684269,0.007603565,,,,,,,,
E1A,40,EG,3.980099502,M,0.753269114,0.008300193,,,,,,,,
E1A,40,PEG400,0,mono M,0.768693259,0.01186304,,,,,,,,
E1A,40,PEG400,0.663349917,mono M,0.768712949,0.006583224,,,,,,,,
E1A,40,PEG400,1.326699834,mono M,0.770622982,0.008438906,,,,,,,,
E1A,40,PEG400,1.990049751,mono M,0.772968673,0.005304712,,,,,,,,
E1A,40,PEG400,2.653399668,mono M,0.771871742,0.007542125,,,,,,,,
E1A,40,PEG400,3.316749585,mono M,0.770172591,0.006761008,,,,,,,,
E1A,40,PEG400,3.980099502,mono M,0.765363439,0.007975179,,,,,,,,
E1A,40,PEG2000,0,mono M,0.768693259,0.01186304,,,,,,,,
E1A,40,PEG2000,0.663349917,mono M,0.78315642,0.004491608,,,,,,,,
E1A,40,PEG2000,1.326699834,mono M,0.803700488,0.004217492,,,,,,,,
E1A,40,PEG2000,1.990049751,mono M,0.821046058,0.001758248,,,,,,,,
E1A,40,PEG2000,2.653399668,mono M,0.841945463,0.002303722,,,,,,,,
E1A,40,PEG2000,3.316749585,mono M,0.877700612,0.015650817,,,,,,,,
E1A,40,PEG2000,3.980099502,mono M,0.910228315,0.018421076,,,,,,,,
E1A,40,PEG8000,0,mono M,0.768693259,0.01186304,,,,,,,,
E1A,40,PEG8000,0.663349917,mono M,0.784166933,0.002416799,,,,,,,,
E1A,40,PEG8000,1.326699834,mono M,0.813922886,0.000864187,,,,,,,,
E1A,40,PEG8000,1.990049751,mono M,0.889306417,0.008078909,,,,,,,,
E1A,40,PEG8000,2.653399668,mono M,0.939823377,0.008964468,,,,,,,,
E1A,40,PEG8000,3.316749585,mono M,0.967076913,0.006734923,,,,,,,,
E1A,40,PEG8000,3.980099502,mono M,0.980276476,0.006622828,,,,,,,,
E1A,40,Sarcosine,0,M,0.768693259,0.01186304,,,,,,,,
E1A,40,Sarcosine,0.484848485,M,0.774552948,0.014868555,,,,,,,,
E1A,40,Sarcosine,0.96969697,M,0.79253835,0.013406114,,,,,,,,
E1A,40,Sarcosine,1.454545455,M,0.810663565,0.014182566,,,,,,,,
E1A,40,Sarcosine,1.939393939,M,0.832991085,0.011364677,,,,,,,,
E1A,40,Sarcosine,2.424242424,M,0.854864865,0.011733797,,,,,,,,
E1A,40,Sarcosine,2.909090909,M,0.873261141,0.006619433,,,,,,,,
E1A,40,GuHCl,0,M,0.768693259,0.01186304,,,,,,,,
E1A,40,GuHCl,0.25,M,0.68222542,0.013615883,,,,,,,,
E1A,40,GuHCl,0.5,M,0.623582836,0.009666703,,,,,,,,
E1A,40,GuHCl,0.75,M,0.574449699,0.006998379,,,,,,,,
E1A,40,GuHCl,1,M,0.528749863,0.005209459,,,,,,,,
E1A,40,GuHCl,1.25,M,0.489418291,0.007993762,,,,,,,,
E1A,40,GuHCl,1.5,M,0.456979796,0.013129787,,,,,,,,
E1A,40,NaCl,0,M,0.84909048,0.007777934,,,,,,,,
E1A,40,NaCl,0.25,M,0.741724103,0.005591376,,,,,,,,
E1A,40,NaCl,0.5,M,0.700945083,0.006404944,,,,,,,,
E1A,40,NaCl,0.75,M,0.688392762,0.005591414,,,,,,,,
E1A,40,NaCl,1,M,0.690367508,0.002387268,,,,,,,,
E1A,40,NaCl,1.25,M,0.686479247,0.001057317,,,,,,,,
E1A,40,NaCl,1.5,M,0.710572766,0.001267846,,,,,,,,
E1A,40,KCl,0,M,0.84909048,0.007777934,,,,,,,,
E1A,40,KCl,0.25,M,0.747830549,0.003114828,,,,,,,,
E1A,40,KCl,0.5,M,0.722609432,0.006145888,,,,,,,,
E1A,40,KCl,0.75,M,0.717028498,0.004405987,,,,,,,,
E1A,40,KCl,1,M,0.71938495,0.00305528,,,,,,,,
E1A,40,KCl,1.25,M,0.720390226,0.005790259,,,,,,,,
E1A,40,KCl,1.5,M,0.729303206,0.003837559,,,,,,,,
GS16-flipped,32,Buffer (standard),0,M,0.591465901,0.002483252,,,,,,,,
p53-flipped,61,Buffer (standard),0,M,0.383678504,0.001270635,,,,,,,,
Ash1-flipped,83,Buffer (standard),0,M,0.437239635,0.002185416,,,,,,,,
E1A-flipped,40,Buffer (standard),0,M,0.576997408,0.001351237,,,,,,,,
