idr,N,sol,conc,unit,E_f_mean,E_f_err,E_f_sim,E_f_sim_q1,E_f_sim_q3,R_g_mean,R_g_err,R_g_sim,R_g_sim_q1,R_g_sim_q3
GS0,0,Buffer (standard),0,,0.573899912,0.005629574,0.600148905,0.774172264,0.41079592,32.59,0.509901951,33.08592303,30.39849114,35.73640527
GS0,0,Buffer (no NaCl),0,,0.637331007,0.006711531,,,,,,,,
GS0,0,Glycine,0,M,0.573899912,0.005629574,,,,,,,,
GS0,0,Glycine,0.287769784,M,0.595595,0.004622872,,,,,,,,
GS0,0,Glycine,0.575539568,M,0.611587912,0.004458955,,,,,,,,
GS0,0,Glycine,0.863309353,M,0.633314657,0.004424337,,,,,,,,
GS0,0,Glycine,1.151079137,M,0.666053354,0.003466332,,,,,,,,
GS0,0,Glycine,1.438848921,M,0.695275461,0.007867018,,,,,,,,
GS0,0,Glycine,1.726618705,M,0.721566572,0.003194345,,,,,,,,
GS0,0,Urea,0,M,0.573899912,0.005629574,,,,,,,,
GS0,0,Urea,0.25,M,0.565637196,0.003568625,,,,,,,,
GS0,0,Urea,0.5,M,0.552520181,0.008217146,,,,,,,,
GS0,0,Urea,0.75,M,0.531763126,0.006217105,,,,,,,,
GS0,0,Urea,1,M,0.517943842,0.004968687,,,,,,,,
GS0,0,Urea,1.25,M,0.504212176,0.006681804,,,,,,,,
GS0,0,Urea,1.5,M,0.491663767,0.007490886,,,,,,,,
GS0,0,Sucrose,0,M,0.573899912,0.005629574,,,,,,,,
GS0,0,Sucrose,0.126182965,M,0.564422127,0.008627616,,,,,,,,
GS0,0,Sucrose,0.252365931,M,0.546673074,0.011296354,,,,,,,,
GS0,0,Sucrose,0.378548896,M,0.540391553,0.015364203,,,,,,,,
GS0,0,Sucrose,0.504731861,M,0.533665315,0.008381834,,,,,,,,
GS0,0,Sucrose,0.630914826,M,0.529940809,0.009630833,,,,,,,,
GS0,0,Sucrose,0.757097792,M,0.533859933,0.010898908,,,,,,,,
GS0,0,Ficoll,0,mono M,0.573899912,0.005629574,,,,,,,,
GS0,0,Ficoll,0.126182965,mono M,0.591688778,0.004739956,,,,,,,,
GS0,0,Ficoll,0.252365931,mono M,0.615952091,0.010610954,,,,,,,,
GS0,0,Ficoll,0.378548896,mono M,0.637646793,0.008676526,,,,,,,,
GS0,0,Ficoll,0.504731861,mono M,0.663192612,0.007928996,,,,,,,,
GS0,0,Ficoll,0.630914826,mono M,0.688998914,0.00686777,,,,,,,,
GS0,0,Ficoll,0.757097792,mono M,0.711298724,0.006777184,,,,,,,,
GS0,0,EG,0,M,0.573899912,0.005629574,,,,,,,,
GS0,0,EG,0.663349917,M,0.569137425,0.008460257,,,,,,,,
GS0,0,EG,1.326699834,M,0.567189005,0.007960857,,,,,,,,
GS0,0,EG,1.990049751,M,0.564595922,0.007265312,,,,,,,,
GS0,0,EG,2.653399668,M,0.559717471,0.007684843,,,,,,,,
GS0,0,EG,3.316749585,M,0.557108711,0.008344472,,,,,,,,
GS0,0,EG,3.980099502,M,0.553968853,0.00827845,,,,,,,,
GS0,0,PEG400,0,mono M,0.573899912,0.005629574,,,,,,,,
GS0,0,PEG400,0.663349917,mono M,0.565193719,0.008849113,,,,,,,,
GS0,0,PEG400,1.326699834,mono M,0.561062581,0.00877435,,,,,,,,
GS0,0,PEG400,1.990049751,mono M,0.557112835,0.007818012,,,,,,,,
GS0,0,PEG400,2.653399668,mono M,0.555992943,0.008037079,,,,,,,,
GS0,0,PEG400,3.316749585,mono M,0.556627988,0.008723305,,,,,,,,
GS0,0,PEG400,3.980099502,mono M,0.55612921,0.007297126,,,,,,,,
GS0,0,PEG2000,0,mono M,0.573899912,0.005629574,,,,,,,,
GS0,0,PEG2000,0.663349917,mono M,0.579428982,0.006810542,,,,,,,,
GS0,0,PEG2000,1.326699834,mono M,0.583887215,0.006329374,,,,,,,,
GS0,0,PEG2000,1.990049751,mono M,0.588625525,0.007800816,,,,,,,,
GS0,0,PEG2000,2.653399668,mono M,0.59304211,0.008076936,,,,,,,,
GS0,0,PEG2000,3.316749585,mono M,0.601472649,0.007709972,,,,,,,,
GS0,0,PEG2000,3.980099502,mono M,0.610757964,0.007597737,,,,,,,,
GS0,0,PEG8000,0,mono M,0.573899912,0.005629574,,,,,,,,
GS0,0,PEG8000,0.663349917,mono M,0.590649168,0.006710239,,,,,,,,
GS0,0,PEG8000,1.326699834,mono M,0.599254651,0.008431693,,,,,,,,
GS0,0,PEG8000,1.990049751,mono M,0.603964005,0.005396974,,,,,,,,
GS0,0,PEG8000,2.653399668,mono M,0.616017908,0.008414828,,,,,,,,
GS0,0,PEG8000,3.316749585,mono M,0.666597268,0.015334077,,,,,,,,
GS0,0,PEG8000,3.980099502,mono M,0.825127189,0.008928263,,,,,,,,
GS0,0,Sarcosine,0,M,0.573899912,0.005629574,,,,,,,,
GS0,0,Sarcosine,0.484848485,M,0.605499388,0.004346141,,,,,,,,
GS0,0,Sarcosine,0.96969697,M,0.633373613,0.004580721,,,,,,,,
GS0,0,Sarcosine,1.454545455,M,0.663875562,0.003046207,,,,,,,,
GS0,0,Sarcosine,1.939393939,M,0.706654729,0.002422333,,,,,,,,
GS0,0,Sarcosine,2.424242424,M,0.745456199,0.003324847,,,,,,,,
GS0,0,Sarcosine,2.909090909,M,0.77960054,0.000736512,,,,,,,,
GS0,0,GuHCl,0,M,0.573899912,0.005629574,,,,,,,,
GS0,0,GuHCl,0.25,M,0.557932215,0.004856148,,,,,,,,
GS0,0,GuHCl,0.5,M,0.524172914,0.007058191,,,,,,,,
GS0,0,GuHCl,0.75,M,0.503350758,0.003552184,,,,,,,,
GS0,0,GuHCl,1,M,0.478259076,0.001563976,,,,,,,,
GS0,0,GuHCl,1.25,M,0.453020509,0.00174735,,,,,,,,
GS0,0,GuHCl,1.5,M,0.427073044,0.006777796,,,,,,,,
GS0,0,NaCl,0,M,0.637331007,0.006711531,,,,,,,,
GS0,0,NaCl,0.25,M,0.574338193,0.000879357,,,,,,,,
GS0,0,NaCl,0.5,M,0.562833669,0.005976463,,,,,,,,
GS0,0,NaCl,0.75,M,0.588568162,0.018463742,,,,,,,,
GS0,0,NaCl,1,M,0.602779543,0.010145644,,,,,,,,
GS0,0,NaCl,1.25,M,0.607516151,0.004455873,,,,,,,,
GS0,0,NaCl,1.5,M,0.642394903,0.011832787,,,,,,,,
GS0,0,KCl,0,M,0.637331007,0.006711531,,,,,,,,
GS0,0,KCl,0.25,M,0.567134491,0.004624359,,,,,,,,
GS0,0,KCl,0.5,M,0.560137104,0.00450136,,,,,,,,
GS0,0,KCl,0.75,M,0.588271382,0.02377353,,,,,,,,
GS0,0,KCl,1,M,0.601047653,0.016854,,,,,,,,
GS0,0,KCl,1.25,M,0.599141628,0.008668743,,,,,,,,
GS0,0,KCl,1.5,M,0.624538697,0.012044821,,,,,,,,
GS8,16,Buffer (standard),0,,0.515450256,0.006962853,0.633234691,0.868411668,0.386813576,34.5,0.412310563,33.5252803,29.51312192,36.77394323
GS8,16,Buffer (no NaCl),0,,0.607866632,0.009251032,,,,,,,,
GS8,16,Glycine,0,M,0.515450256,0.006962853,,,,,,,,
GS8,16,Glycine,0.287769784,M,0.534167324,0.005336133,,,,,,,,
GS8,16,Glycine,0.575539568,M,0.55226504,0.003296799,,,,,,,,
GS8,16,Glycine,0.863309353,M,0.570323607,0.003943108,,,,,,,,
GS8,16,Glycine,1.151079137,M,0.600857723,0.003882265,,,,,,,,
GS8,16,Glycine,1.438848921,M,0.633337552,0.006836615,,,,,,,,
GS8,16,Glycine,1.726618705,M,0.662763772,0.003631036,,,,,,,,
GS8,16,Urea,0,M,0.515450256,0.006962853,,,,,,,,
GS8,16,Urea,0.25,M,0.49535585,0.006605768,,,,,,,,
GS8,16,Urea,0.5,M,0.473251162,0.0060086,,,,,,,,
GS8,16,Urea,0.75,M,0.448339258,0.004011876,,,,,,,,
GS8,16,Urea,1,M,0.430960054,0.005327996,,,,,,,,
GS8,16,Urea,1.25,M,0.412180944,0.004344086,,,,,,,,
GS8,16,Urea,1.5,M,0.398507153,0.004337855,,,,,,,,
GS8,16,Sucrose,0,M,0.515450256,0.006962853,,,,,,,,
GS8,16,Sucrose,0.126182965,M,0.487640293,0.001632563,,,,,,,,
GS8,16,Sucrose,0.252365931,M,0.48123656,0.004980062,,,,,,,,
GS8,16,Sucrose,0.378548896,M,0.468045145,0.000297306,,,,,,,,
GS8,16,Sucrose,0.504731861,M,0.460218166,0.003935238,,,,,,,,
GS8,16,Sucrose,0.630914826,M,0.455293347,0.002292297,,,,,,,,
GS8,16,Sucrose,0.757097792,M,0.453837622,0.001955168,,,,,,,,
GS8,16,Ficoll,0,mono M,0.515450256,0.006962853,,,,,,,,
GS8,16,Ficoll,0.126182965,mono M,0.526643477,0.004102376,,,,,,,,
GS8,16,Ficoll,0.252365931,mono M,0.561434534,0.006656687,,,,,,,,
GS8,16,Ficoll,0.378548896,mono M,0.591195384,0.005964986,,,,,,,,
GS8,16,Ficoll,0.504731861,mono M,0.62899301,0.000850064,,,,,,,,
GS8,16,Ficoll,0.630914826,mono M,0.654738553,0.006866556,,,,,,,,
GS8,16,Ficoll,0.757097792,mono M,0.683093062,0.008352803,,,,,,,,
GS8,16,EG,0,M,0.515450256,0.006962853,,,,,,,,
GS8,16,EG,0.663349917,M,0.50172469,0.003549774,,,,,,,,
GS8,16,EG,1.326699834,M,0.50406343,0.004469075,,,,,,,,
GS8,16,EG,1.990049751,M,0.501806213,0.005373709,,,,,,,,
GS8,16,EG,2.653399668,M,0.500184315,0.00516303,,,,,,,,
GS8,16,EG,3.316749585,M,0.495401305,0.005778065,,,,,,,,
GS8,16,EG,3.980099502,M,0.489840144,0.004098999,,,,,,,,
GS8,16,PEG400,0,mono M,0.515450256,0.006962853,,,,,,,,
GS8,16,PEG400,0.663349917,mono M,0.497490204,0.000201609,,,,,,,,
GS8,16,PEG400,1.326699834,mono M,0.492968492,0.003740867,,,,,,,,
GS8,16,PEG400,1.990049751,mono M,0.492479513,0.004549304,,,,,,,,
GS8,16,PEG400,2.653399668,mono M,0.496014073,0.005047238,,,,,,,,
GS8,16,PEG400,3.316749585,mono M,0.497581327,0.003970958,,,,,,,,
GS8,16,PEG400,3.980099502,mono M,0.49668468,0.001417418,,,,,,,,
GS8,16,PEG2000,0,mono M,0.515450256,0.006962853,,,,,,,,
GS8,16,PEG2000,0.663349917,mono M,0.516558915,0.002022927,,,,,,,,
GS8,16,PEG2000,1.326699834,mono M,0.530119944,0.00373654,,,,,,,,
GS8,16,PEG2000,1.990049751,mono M,0.54244092,0.003712452,,,,,,,,
GS8,16,PEG2000,2.653399668,mono M,0.557351466,0.004186055,,,,,,,,
GS8,16,PEG2000,3.316749585,mono M,0.568879476,0.002505792,,,,,,,,
GS8,16,PEG2000,3.980099502,mono M,0.587211319,0.001094449,,,,,,,,
GS8,16,PEG8000,0,mono M,0.515450256,0.006962853,,,,,,,,
GS8,16,PEG8000,0.663349917,mono M,0.527694823,0.000753162,,,,,,,,
GS8,16,PEG8000,1.326699834,mono M,0.548329575,0.001094835,,,,,,,,
GS8,16,PEG8000,1.990049751,mono M,0.563620722,0.00334983,,,,,,,,
GS8,16,PEG8000,2.653399668,mono M,0.582317151,0.001552745,,,,,,,,
GS8,16,PEG8000,3.316749585,mono M,0.666717597,0.007011828,,,,,,,,
GS8,16,PEG8000,3.980099502,mono M,0.873258857,0.00501925,,,,,,,,
GS8,16,Sarcosine,0,M,0.515450256,0.006962853,,,,,,,,
GS8,16,Sarcosine,0.484848485,M,0.540253731,0.005021944,,,,,,,,
GS8,16,Sarcosine,0.96969697,M,0.568698777,0.003712701,,,,,,,,
GS8,16,Sarcosine,1.454545455,M,0.602319867,0.004757193,,,,,,,,
GS8,16,Sarcosine,1.939393939,M,0.647262594,0.004781345,,,,,,,,
GS8,16,Sarcosine,2.424242424,M,0.688639446,0.008465195,,,,,,,,
GS8,16,Sarcosine,2.909090909,M,0.733248939,0.005491762,,,,,,,,
GS8,16,GuHCl,0,M,0.515450256,0.006962853,,,,,,,,
GS8,16,GuHCl,0.25,M,0.453602421,0.004779669,,,,,,,,
GS8,16,GuHCl,0.5,M,0.418314647,0.002078866,,,,,,,,
GS8,16,GuHCl,0.75,M,0.390717445,0.004385592,,,,,,,,
GS8,16,GuHCl,1,M,0.361813155,0.0027962,,,,,,,,
GS8,16,GuHCl,1.25,M,0.341382647,0.002451478,,,,,,,,
GS8,16,GuHCl,1.5,M,0.324673214,0.001360811,,,,,,,,
GS8,16,NaCl,0,M,0.607866632,0.009251032,,,,,,,,
GS8,16,NaCl,0.25,M,0.504135704,0.007470556,,,,,,,,
GS8,16,NaCl,0.5,M,0.49466609,0.007316595,,,,,,,,
GS8,16,NaCl,0.75,M,0.509965198,0.010755119,,,,,,,,
GS8,16,NaCl,1,M,0.534644086,0.010806901,,,,,,,,
GS8,16,NaCl,1.25,M,0.551659574,0.009119883,,,,,,,,
GS8,16,NaCl,1.5,M,0.596839175,0.0104114,,,,,,,,
GS8,16,KCl,0,M,0.607866632,0.009251032,,,,,,,,
GS8,16,KCl,0.25,M,0.507854447,0.005787111,,,,,,,,
GS8,16,KCl,0.5,M,0.498457074,0.005400102,,,,,,,,
GS8,16,KCl,0.75,M,0.521129192,0.010678328,,,,,,,,
GS8,16,KCl,1,M,0.542655726,0.010948968,,,,,,,,
GS8,16,KCl,1.25,M,0.564808012,0.012366962,,,,,,,,
GS8,16,KCl,1.5,M,0.590053504,0.011790418,,,,,,,,
GS16,32,Buffer (standard),0,,0.479013974,0.010852357,0.525479067,0.834432309,0.272785671,35.46,0.5,35.40453059,30.46711731,39.25144491
GS16,32,Buffer (no NaCl),0,,0.571880679,0.00276235,,,,,,,,
GS16,32,Glycine,0,M,0.479013974,0.010852357,,,,,,,,
GS16,32,Glycine,0.287769784,M,0.490864148,0.007990019,,,,,,,,
GS16,32,Glycine,0.575539568,M,0.503393661,0.007299045,,,,,,,,
GS16,32,Glycine,0.863309353,M,0.526393818,0.002345834,,,,,,,,
GS16,32,Glycine,1.151079137,M,0.55925309,0.001862344,,,,,,,,
GS16,32,Glycine,1.438848921,M,0.591340197,0.00052865,,,,,,,,
GS16,32,Glycine,1.726618705,M,0.619519673,0.004792647,,,,,,,,
GS16,32,Urea,0,M,0.479013974,0.010852357,,,,,,,,
GS16,32,Urea,0.25,M,0.450684075,0.002254513,,,,,,,,
GS16,32,Urea,0.5,M,0.423807474,0.003044844,,,,,,,,
GS16,32,Urea,0.75,M,0.398268918,0.000135928,,,,,,,,
GS16,32,Urea,1,M,0.380040727,0.002749544,,,,,,,,
GS16,32,Urea,1.25,M,0.359872216,0.002934681,,,,,,,,
GS16,32,Urea,1.5,M,0.345242572,0.001744017,,,,,,,,
GS16,32,Sucrose,0,M,0.479013974,0.010852357,,,,,,,,
GS16,32,Sucrose,0.126182965,M,0.444252651,0.004190115,,,,,,,,
GS16,32,Sucrose,0.252365931,M,0.429174171,0.003766266,,,,,,,,
GS16,32,Sucrose,0.378548896,M,0.417565786,0.002702173,,,,,,,,
GS16,32,Sucrose,0.504731861,M,0.408445521,0.005206812,,,,,,,,
GS16,32,Sucrose,0.630914826,M,0.40437507,0.00693794,,,,,,,,
GS16,32,Sucrose,0.757097792,M,0.40068197,0.005218836,,,,,,,,
GS16,32,Ficoll,0,mono M,0.479013974,0.010852357,,,,,,,,
GS16,32,Ficoll,0.126182965,mono M,0.493643295,0.012317361,,,,,,,,
GS16,32,Ficoll,0.252365931,mono M,0.533823891,0.011627665,,,,,,,,
GS16,32,Ficoll,0.378548896,mono M,0.568093405,0.011320196,,,,,,,,
GS16,32,Ficoll,0.504731861,mono M,0.598710414,0.022159658,,,,,,,,
GS16,32,Ficoll,0.630914826,mono M,0.638273299,0.016156061,,,,,,,,
GS16,32,Ficoll,0.757097792,mono M,0.673331084,0.021153034,,,,,,,,
GS16,32,EG,0,M,0.479013974,0.010852357,,,,,,,,
GS16,32,EG,0.663349917,M,0.461683531,0.00497572,,,,,,,,
GS16,32,EG,1.326699834,M,0.462696523,0.007586512,,,,,,,,
GS16,32,EG,1.990049751,M,0.462819835,0.009500036,,,,,,,,
GS16,32,EG,2.653399668,M,0.461668115,0.010377269,,,,,,,,
GS16,32,EG,3.316749585,M,0.456193362,0.011084008,,,,,,,,
GS16,32,EG,3.980099502,M,0.449671765,0.007852816,,,,,,,,
GS16,32,PEG400,0,mono M,0.479013974,0.010852357,,,,,,,,
GS16,32,PEG400,0.663349917,mono M,0.451111153,0.003560093,,,,,,,,
GS16,32,PEG400,1.326699834,mono M,0.452438516,0.005374004,,,,,,,,
GS16,32,PEG400,1.990049751,mono M,0.453735905,0.00496507,,,,,,,,
GS16,32,PEG400,2.653399668,mono M,0.456506159,0.003837331,,,,,,,,
GS16,32,PEG400,3.316749585,mono M,0.46096928,0.002527608,,,,,,,,
GS16,32,PEG400,3.980099502,mono M,0.461203192,0.000593074,,,,,,,,
GS16,32,PEG2000,0,mono M,0.479013974,0.010852357,,,,,,,,
GS16,32,PEG2000,0.663349917,mono M,0.477965672,0.002661175,,,,,,,,
GS16,32,PEG2000,1.326699834,mono M,0.497440626,0.002185284,,,,,,,,
GS16,32,PEG2000,1.990049751,mono M,0.515283075,0.00257031,,,,,,,,
GS16,32,PEG2000,2.653399668,mono M,0.534854146,0.002672609,,,,,,,,
GS16,32,PEG2000,3.316749585,mono M,0.551873949,0.001375086,,,,,,,,
GS16,32,PEG2000,3.980099502,mono M,0.569521673,0.00081689,,,,,,,,
GS16,32,PEG8000,0,mono M,0.479013974,0.010852357,,,,,,,,
GS16,32,PEG8000,0.663349917,mono M,0.490969469,0.002384558,,,,,,,,
GS16,32,PEG8000,1.326699834,mono M,0.521024693,0.001060801,,,,,,,,
GS16,32,PEG8000,1.990049751,mono M,0.544475657,0.00161535,,,,,,,,
GS16,32,PEG8000,2.653399668,mono M,0.568631604,0.000631344,,,,,,,,
GS16,32,PEG8000,3.316749585,mono M,0.675139148,0.016693338,,,,,,,,
GS16,32,PEG8000,3.980099502,mono M,0.881511898,0.014026681,,,,,,,,
GS16,32,Sarcosine,0,M,0.479013974,0.010852357,,,,,,,,
GS16,32,Sarcosine,0.484848485,M,0.494122421,0.007366707,,,,,,,,
GS16,32,Sarcosine,0.96969697,M,0.522741959,0.007983839,,,,,,,,
GS16,32,Sarcosine,1.454545455,M,0.557545423,0.004859151,,,,,,,,
GS16,32,Sarcosine,1.939393939,M,0.601939074,0.007372222,,,,,,,,
GS16,32,Sarcosine,2.424242424,M,0.649504805,0.007096699,,,,,,,,
GS16,32,Sarcosine,2.909090909,M,0.691871175,0.007359958,,,,,,,,
GS16,32,GuHCl,0,M,0.479013974,0.010852357,,,,,,,,
GS16,32,GuHCl,0.25,M,0.401275378,0.003107851,,,,,,,,
GS16,32,GuHCl,0.5,M,0.358977028,0.000339082,,,,,,,,
GS16,32,GuHCl,0.75,M,0.32849125,0.001701861,,,,,,,,
GS16,32,GuHCl,1,M,0.302017621,0.002400503,,,,,,,,
GS16,32,GuHCl,1.25,M,0.28289186,0.001800214,,,,,,,,
GS16,32,GuHCl,1.5,M,0.265902399,0.002909596,,,,,,,,
GS16,32,NaCl,0,M,0.571880679,0.00276235,,,,,,,,
GS16,32,NaCl,0.25,M,0.45755731,0.00025261,,,,,,,,
GS16,32,NaCl,0.5,M,0.453556783,0.001846725,,,,,,,,
GS16,32,NaCl,0.75,M,0.469622527,0.002769019,,,,,,,,
GS16,32,NaCl,1,M,0.497491767,0.00187883,,,,,,,,
GS16,32,NaCl,1.25,M,0.520225149,0.001440041,,,,,,,,
GS16,32,NaCl,1.5,M,0.569265238,4.99E-05,,,,,,,,
GS16,32,KCl,0,M,0.571880679,0.00276235,,,,,,,,
GS16,32,KCl,0.25,M,0.462618314,0.001986596,,,,,,,,
GS16,32,KCl,0.5,M,0.462452533,0.004717116,,,,,,,,
GS16,32,KCl,0.75,M,0.483121312,0.00483953,,,,,,,,
GS16,32,KCl,1,M,0.510255333,0.005056274,,,,,,,,
GS16,32,KCl,1.25,M,0.532443488,0.002450628,,,,,,,,
GS16,32,KCl,1.5,M,0.570445139,0.007618566,,,,,,,,
GS24,48,Buffer (standard),0,,0.442037678,0.006230554,0.464116596,0.8019885,0.227654724,36.8,0.5,36.39449145,31.17872038,40.53393272
GS24,48,Buffer (no NaCl),0,,0.538267568,0.0023081,,,,,,,,
GS24,48,Glycine,0,M,0.442037678,0.006230554,,,,,,,,
GS24,48,Glycine,0.287769784,M,0.443494062,0.005514133,,,,,,,,
GS24,48,Glycine,0.575539568,M,0.45743546,0.005307822,,,,,,,,
GS24,48,Glycine,0.863309353,M,0.47423154,0.007633813,,,,,,,,
GS24,48,Glycine,1.151079137,M,0.508767411,0.008951066,,,,,,,,
GS24,48,Glycine,1.438848921,M,0.534470769,0.007426113,,,,,,,,
GS24,48,Glycine,1.726618705,M,0.566079276,0.005701332,,,,,,,,
GS24,48,Urea,0,M,0.442037678,0.006230554,,,,,,,,
GS24,48,Urea,0.25,M,0.403820839,0.006138293,,,,,,,,
GS24,48,Urea,0.5,M,0.377728161,0.005454209,,,,,,,,
GS24,48,Urea,0.75,M,0.349793336,0.006195637,,,,,,,,
GS24,48,Urea,1,M,0.329880691,0.005075984,,,,,,,,
GS24,48,Urea,1.25,M,0.309853548,0.005380968,,,,,,,,
GS24,48,Urea,1.5,M,0.297129433,0.004602537,,,,,,,,
GS24,48,Sucrose,0,M,0.442037678,0.006230554,,,,,,,,
GS24,48,Sucrose,0.126182965,M,0.416607725,0.010458147,,,,,,,,
GS24,48,Sucrose,0.252365931,M,0.400574458,0.009440122,,,,,,,,
GS24,48,Sucrose,0.378548896,M,0.387432927,0.007286338,,,,,,,,
GS24,48,Sucrose,0.504731861,M,0.37661935,0.00900113,,,,,,,,
GS24,48,Sucrose,0.630914826,M,0.371574908,0.009834447,,,,,,,,
GS24,48,Sucrose,0.757097792,M,0.368492773,0.009471744,,,,,,,,
GS24,48,Ficoll,0,mono M,0.442037678,0.006230554,,,,,,,,
GS24,48,Ficoll,0.126182965,mono M,0.460853928,0.007177093,,,,,,,,
GS24,48,Ficoll,0.252365931,mono M,0.501165132,0.007673908,,,,,,,,
GS24,48,Ficoll,0.378548896,mono M,0.541387012,0.008434236,,,,,,,,
GS24,48,Ficoll,0.504731861,mono M,0.581793501,0.012585105,,,,,,,,
GS24,48,Ficoll,0.630914826,mono M,0.618645442,0.011002124,,,,,,,,
GS24,48,Ficoll,0.757097792,mono M,0.652713135,0.011679373,,,,,,,,
GS24,48,EG,0,M,0.442037678,0.006230554,,,,,,,,
GS24,48,EG,0.663349917,M,0.435651219,0.008178282,,,,,,,,
GS24,48,EG,1.326699834,M,0.439593151,0.008324889,,,,,,,,
GS24,48,EG,1.990049751,M,0.441082281,0.008856157,,,,,,,,
GS24,48,EG,2.653399668,M,0.441817449,0.009588184,,,,,,,,
GS24,48,EG,3.316749585,M,0.437999595,0.009740598,,,,,,,,
GS24,48,EG,3.980099502,M,0.4294478,0.007670064,,,,,,,,
GS24,48,PEG400,0,mono M,0.442037678,0.006230554,,,,,,,,
GS24,48,PEG400,0.663349917,mono M,0.425157973,0.006646535,,,,,,,,
GS24,48,PEG400,1.326699834,mono M,0.427222911,0.006557298,,,,,,,,
GS24,48,PEG400,1.990049751,mono M,0.430576859,0.006022165,,,,,,,,
GS24,48,PEG400,2.653399668,mono M,0.440061618,0.009362326,,,,,,,,
GS24,48,PEG400,3.316749585,mono M,0.442442972,0.005537395,,,,,,,,
GS24,48,PEG400,3.980099502,mono M,0.446708968,0.00508764,,,,,,,,
GS24,48,PEG2000,0,mono M,0.442037678,0.006230554,,,,,,,,
GS24,48,PEG2000,0.663349917,mono M,0.455391255,0.006551614,,,,,,,,
GS24,48,PEG2000,1.326699834,mono M,0.478577619,0.005914468,,,,,,,,
GS24,48,PEG2000,1.990049751,mono M,0.501114685,0.005985143,,,,,,,,
GS24,48,PEG2000,2.653399668,mono M,0.521883927,0.006763236,,,,,,,,
GS24,48,PEG2000,3.316749585,mono M,0.544214388,0.007115684,,,,,,,,
GS24,48,PEG2000,3.980099502,mono M,0.568492751,0.002033792,,,,,,,,
GS24,48,PEG8000,0,mono M,0.442037678,0.006230554,,,,,,,,
GS24,48,PEG8000,0.663349917,mono M,0.468134048,0.001139415,,,,,,,,
GS24,48,PEG8000,1.326699834,mono M,0.503909791,0.005372993,,,,,,,,
GS24,48,PEG8000,1.990049751,mono M,0.535084231,0.004582456,,,,,,,,
GS24,48,PEG8000,2.653399668,mono M,0.562239314,0.006620078,,,,,,,,
GS24,48,PEG8000,3.316749585,mono M,0.755524457,0.008609486,,,,,,,,
GS24,48,PEG8000,3.980099502,mono M,0.933210468,0.009414531,,,,,,,,
GS24,48,Sarcosine,0,M,0.442037678,0.006230554,,,,,,,,
GS24,48,Sarcosine,0.484848485,M,0.447687827,0.004508714,,,,,,,,
GS24,48,Sarcosine,0.96969697,M,0.471754223,0.005174615,,,,,,,,
GS24,48,Sarcosine,1.454545455,M,0.506124661,0.004439008,,,,,,,,
GS24,48,Sarcosine,1.939393939,M,0.551220379,0.005086067,,,,,,,,
GS24,48,Sarcosine,2.424242424,M,0.595325997,0.004788837,,,,,,,,
GS24,48,Sarcosine,2.909090909,M,0.65083493,0.003208269,,,,,,,,
GS24,48,GuHCl,0,M,0.442037678,0.006230554,,,,,,,,
GS24,48,GuHCl,0.25,M,0.352943879,0.004004799,,,,,,,,
GS24,48,GuHCl,0.5,M,0.309225244,0.004718889,,,,,,,,
GS24,48,GuHCl,0.75,M,0.279554814,0.003338872,,,,,,,,
GS24,48,GuHCl,1,M,0.254167596,0.002920486,,,,,,,,
GS24,48,GuHCl,1.25,M,0.231811383,0.004299189,,,,,,,,
GS24,48,GuHCl,1.5,M,0.214149573,0.003455848,,,,,,,,
GS24,48,NaCl,0,M,0.538267568,0.0023081,,,,,,,,
GS24,48,NaCl,0.25,M,0.421758578,0.007104306,,,,,,,,
GS24,48,NaCl,0.5,M,0.417095752,0.007944096,,,,,,,,
GS24,48,NaCl,0.75,M,0.435302502,0.011051857,,,,,,,,
GS24,48,NaCl,1,M,0.46869252,0.011117383,,,,,,,,
GS24,48,NaCl,1.25,M,0.481012413,0.003658658,,,,,,,,
GS24,48,NaCl,1.5,M,0.535796209,0.000359917,,,,,,,,
GS24,48,KCl,0,M,0.538267568,0.0023081,,,,,,,,
GS24,48,KCl,0.25,M,0.421862582,0.009237211,,,,,,,,
GS24,48,KCl,0.5,M,0.424851912,0.011603685,,,,,,,,
GS24,48,KCl,0.75,M,0.444462944,0.007879897,,,,,,,,
GS24,48,KCl,1,M,0.477320123,0.011202401,,,,,,,,
GS24,48,KCl,1.25,M,0.506079652,0.009985982,,,,,,,,
GS24,48,KCl,1.5,M,0.54359745,0.014483382,,,,,,,,
GS32,64,Buffer (standard),0,,0.409820507,0.007913282,0.363400426,0.720879141,0.163251812,38.96,0.547722558,38.18007487,32.58283854,42.49469113
GS32,64,Buffer (no NaCl),0,,0.506549978,0.001708209,,,,,,,,
GS32,64,Glycine,0,M,0.409820507,0.007913282,,,,,,,,
GS32,64,Glycine,0.287769784,M,0.408107447,0.003987308,,,,,,,,
GS32,64,Glycine,0.575539568,M,0.422726136,0.00777091,,,,,,,,
GS32,64,Glycine,0.863309353,M,0.441937334,0.00720528,,,,,,,,
GS32,64,Glycine,1.151079137,M,0.470479985,0.007119681,,,,,,,,
GS32,64,Glycine,1.438848921,M,0.497556048,0.004858281,,,,,,,,
GS32,64,Glycine,1.726618705,M,0.537247012,0.008058797,,,,,,,,
GS32,64,Urea,0,M,0.409820507,0.007913282,,,,,,,,
GS32,64,Urea,0.25,M,0.374020118,0.003873005,,,,,,,,
