,,Well,A01,A02,A03,A04,A05,A06,B01,B02,B03,B04,B05,B06,C01,C02,C03,C04,C05,C06
,,Wavelength (nm),Buffer,Buffer,Buffer,Buffer,Buffer,Buffer,NaCl,NaCl,NaCl,NaCl,NaCl,NaCl,KCl,KCl,KCl,KCl,KCl,KCl
Protein,Gain,conc,0,0,0,0,0,0,0.25,0.5,0.75,1,1.25,1.5,0.25,0.5,0.75,1,1.25,1.5
Ash1,1020,516,40011,41986,40570,42180,33724,37285,37523,40906,39872,41890,41220,37992,36985,36763,36921,37574,36216,34402
Ash1,1020,517,39705,41689,40260,41926,33517,36998,37179,40464,39590,41700,40905,37778,36650,36285,36741,37370,36102,34156
Ash1,1020,518,39274,41150,39818,41479,33093,36526,36555,40089,39038,41072,40472,37344,36197,35962,36237,37070,35771,33936
Ash1,1020,519,38630,40435,39195,40819,32570,36039,35854,39413,38370,40473,39759,36877,35599,35326,35737,36445,35249,33537
Ash1,1020,520,37476,39248,38036,39494,31657,34977,34831,38189,37264,39221,38606,35859,34531,34302,34765,35478,34343,32592
Ash1,1020,521,36354,38037,36866,38359,30674,33860,33758,37049,36144,38210,37443,34854,33553,33279,33548,34498,33371,31700
Ash1,1020,522,34798,36463,35314,36815,29341,32416,32384,35521,34651,36606,36090,33449,32127,31986,32288,33105,32027,30485
Ash1,1020,523,33644,35177,34070,35464,28279,31297,31363,34334,33499,35312,34799,32295,31044,30882,31217,32004,30958,29476
Ash1,1020,524,31978,33411,32439,33784,26908,29837,29883,32789,31958,33681,33200,30732,29723,29356,29724,30413,29521,28093
Ash1,1020,525,30464,31735,30820,31973,25497,28349,28414,31146,30399,32002,31537,29214,28138,27951,28299,28891,28129,26700
Ash1,1020,526,28939,30178,29229,30383,24195,26951,27003,29732,28886,30601,30035,27809,26821,26613,26926,27571,26704,25345
Ash1,1020,527,27340,28574,27706,28784,22978,25516,25681,28177,27444,28903,28397,26356,25367,25223,25601,26154,25331,24069
Ash1,1020,528,26502,27688,26846,27856,22158,24721,24899,27368,26596,28044,27664,25475,24695,24446,24770,25353,24518,23304
Ash1,1020,529,25307,26427,25701,26601,21155,23669,23857,26249,25618,26955,26398,24440,23621,23465,23678,24191,23339,22277
Ash1,1020,530,24647,25778,24942,25926,20601,22974,23292,25573,24870,26183,25711,23731,23108,22908,23158,23689,22749,21665
Ash1,1020,531,23663,24674,23944,24846,19787,22047,22420,24558,23886,25187,24594,22739,22168,21924,22259,22613,21808,20832
Ash1,1020,532,22863,23864,23069,24040,19058,21282,21720,23862,23131,24268,23815,22059,21448,21238,21425,21889,21135,20033
Ash1,1020,533,22009,22979,22265,23091,18281,20480,20916,23011,22358,23450,22980,21190,20713,20486,20671,21022,20244,19248
Ash1,1020,534,21105,22030,21354,22233,17633,19761,20204,22219,21519,22559,22110,20349,19992,19756,19940,20304,19488,18460
Ash1,1020,535,20548,21422,20709,21572,17159,19124,19643,21504,20960,21978,21535,19811,19352,19164,19377,19710,18912,17943
Ash1,1020,536,20023,20885,20160,21007,16716,18663,19229,21037,20431,21334,20845,19279,18900,18686,18865,19176,18421,17443
Ash1,1020,537,19242,20068,19419,20225,16039,17916,18518,20255,19649,20613,20150,18516,18225,17990,18174,18363,17721,16719
Ash1,1020,538,18654,19441,18837,19633,15499,17440,17982,19658,19168,19994,19628,17959,17678,17525,17646,17890,17173,16298
Ash1,1020,539,17973,18809,18250,18975,15026,16823,17385,19019,18464,19347,18917,17404,17115,16911,17062,17261,16539,15681
Ash1,1020,540,17649,18465,17901,18541,14733,16545,17051,18718,18120,19017,18538,17017,16817,16650,16682,16940,16234,15337
Ash1,1020,541,17219,17955,17422,18058,14260,16065,16615,18232,17624,18482,18036,16585,16400,16186,16256,16443,15827,14926
Ash1,1020,542,16682,17397,16879,17481,13904,15508,16126,17686,17129,17925,17483,16045,15830,15639,15766,15960,15282,14492
Ash1,1020,543,16231,16978,16452,17091,13506,15150,15733,17215,16675,17554,17002,15667,15441,15306,15335,15518,14915,14082
Ash1,1020,544,15683,16379,15853,16495,13069,14604,15164,16645,16152,16855,16486,15082,14878,14731,14783,14979,14386,13587
Ash1,1020,545,15262,15978,15448,16028,12665,14243,14775,16168,15663,16391,16026,14648,14504,14303,14406,14584,14007,13182
Ash1,1020,546,14806,15484,14961,15531,12295,13801,14262,15648,15181,15872,15508,14213,14064,13837,13946,14089,13578,12802
Ash1,1020,547,14247,14891,14372,14953,11848,13237,13792,15107,14612,15298,14966,13650,13517,13337,13474,13592,13062,12309
Ash1,1020,548,13728,14340,13865,14396,11386,12805,13276,14499,14115,14685,14375,13197,12992,12875,12965,13140,12610,11892
Ash1,1020,549,13433,13949,13505,14004,11062,12453,12865,14073,13610,14301,13996,12775,12684,12518,12608,12729,12259,11564
Ash1,1020,550,12999,13576,13069,13655,10749,12103,12466,13692,13284,13914,13517,12456,12262,12147,12215,12373,11893,11220
Ash1,1020,551,12493,13042,12602,13144,10307,11686,11999,13111,12750,13334,13006,11990,11777,11604,11777,11909,11434,10805
Ash1,1020,552,12024,12586,12143,12603,9953,11154,11531,12612,12238,12767,12518,11550,11332,11195,11244,11474,10989,10383
Ash1,1020,553,11631,12084,11697,12151,9547,10766,11038,12130,11769,12301,12030,11117,10890,10747,10864,11015,10619,10021
Ash1,1020,554,11415,11895,11567,11940,9413,10606,10893,11988,11623,12145,11885,10954,10706,10611,10693,10852,10471,9910
Ash1,1020,555,11165,11606,11236,11690,9208,10406,10617,11669,11324,11837,11600,10675,10499,10349,10465,10600,10196,9671
Ash1,1020,556,10812,11234,10848,11308,8902,10016,10258,11218,10901,11478,11212,10338,10065,10013,10078,10215,9883,9330
Ash1,1020,557,10436,10926,10502,10920,8623,9700,9918,10901,10574,11131,10891,10000,9832,9717,9777,9977,9609,9117
Ash1,1020,558,10173,10567,10221,10642,8398,9431,9623,10567,10349,10788,10572,9741,9502,9425,9515,9677,9308,8828
Ash1,1020,559,9694,10121,9811,10185,7993,9059,9217,10129,9844,10275,10070,9291,9139,9009,9101,9239,8881,8466
Ash1,1020,560,9354,9753,9453,9806,7734,8700,8908,9809,9513,9922,9743,8969,8802,8691,8815,8944,8638,8189
Ash1,1020,561,8930,9327,9017,9352,7351,8306,8440,9302,9029,9472,9318,8565,8390,8307,8388,8530,8245,7810
Ash1,1020,562,8601,8971,8715,9059,7153,8065,8195,8975,8770,9149,8969,8294,8105,8008,8097,8238,7949,7491
Ash1,1020,563,8230,8585,8295,8628,6776,7663,7809,8592,8362,8759,8589,7877,7774,7658,7757,7868,7628,7228
Ash1,1020,564,7908,8281,8018,8338,6518,7384,7566,8235,8053,8423,8276,7631,7454,7362,7441,7584,7320,6952
Ash1,1020,565,7583,7913,7676,7949,6240,7094,7239,7974,7739,8061,7938,7294,7168,7071,7150,7258,7035,6661
Ash1,1020,566,7370,7671,7451,7668,6040,6852,7002,7681,7471,7799,7705,7053,6931,6851,6954,7037,6782,6446
Ash1,1020,567,7005,7341,7068,7306,5739,6518,6689,7334,7148,7449,7322,6754,6612,6521,6604,6718,6456,6125
Ash1,1020,568,6758,7030,6753,7030,5535,6322,6437,7069,6887,7206,7062,6510,6382,6310,6386,6497,6265,5900
Ash1,1020,569,6352,6625,6420,6636,5226,5928,6096,6684,6479,6786,6678,6148,6016,5939,5994,6081,5937,5588
Ash1,1020,570,6130,6347,6173,6409,5010,5723,5870,6409,6227,6536,6441,5924,5809,5754,5770,5914,5711,5396
Ash1,1020,571,5802,6102,5893,6128,4809,5446,5597,6169,5983,6256,6132,5641,5556,5503,5538,5635,5446,5148
Ash1,1020,572,5639,5847,5677,5896,4598,5278,5410,5914,5783,6056,5903,5438,5340,5282,5332,5444,5261,4957
Ash1,1020,573,5380,5631,5435,5654,4444,5036,5192,5705,5561,5791,5646,5214,5137,5106,5130,5229,5009,4766
Ash1,1020,574,5160,5375,5191,5368,4237,4822,4982,5467,5315,5559,5408,4979,4908,4857,4886,4989,4811,4533
Ash1,1020,575,4950,5216,5028,5193,4107,4671,4820,5278,5108,5333,5201,4811,4760,4675,4745,4814,4618,4369
Ash1,1020,576,4791,5008,4849,4999,3927,4485,4648,5113,4975,5187,5060,4670,4599,4512,4584,4651,4453,4226
Ash1,1020,577,4535,4722,4598,4761,3734,4275,4422,4852,4690,4907,4795,4436,4366,4298,4324,4388,4215,3989
Ash1,1020,578,4362,4543,4396,4568,3563,4092,4245,4662,4523,4727,4608,4221,4198,4165,4152,4215,4051,3852
Ash1,1020,579,4172,4331,4199,4346,3419,3901,4064,4449,4325,4506,4384,4045,4024,3944,4006,4042,3886,3693
Ash1,1020,580,3921,4126,4003,4136,3216,3704,3848,4202,4096,4276,4205,3824,3806,3762,3774,3806,3654,3473
Ash1,1020,581,3780,3928,3812,3960,3101,3546,3701,4055,3908,4078,3975,3671,3638,3612,3611,3659,3526,3299
Ash1,1020,582,3664,3798,3690,3823,2980,3430,3612,3908,3821,3977,3875,3555,3537,3511,3499,3537,3410,3219
Ash1,1020,583,3461,3585,3515,3600,2825,3240,3384,3725,3602,3759,3660,3341,3344,3308,3310,3361,3231,3041
Ash1,1020,584,3336,3506,3366,3503,2718,3132,3302,3612,3473,3656,3562,3256,3233,3200,3211,3242,3127,2949
Ash1,1020,585,3199,3353,3231,3384,2639,3010,3193,3500,3365,3511,3416,3138,3125,3079,3094,3130,2994,2824
Ash1,1020,586,3134,3257,3188,3258,2562,2955,3103,3385,3284,3409,3317,3043,3022,2980,3023,3047,2910,2758
Ash1,1020,587,3006,3171,3076,3173,2479,2824,3014,3285,3152,3273,3197,2953,2943,2893,2921,2950,2832,2660
Ash1,1020,588,2920,3022,2915,3043,2362,2713,2888,3173,3086,3176,3094,2834,2822,2767,2806,2830,2717,2542
Ash1,1020,589,2836,2940,2844,2945,2314,2662,2817,3068,2968,3073,3020,2754,2756,2708,2718,2744,2642,2466
Ash1,1020,590,2742,2855,2784,2846,2227,2556,2700,2969,2862,2976,2910,2648,2668,2632,2635,2685,2551,2403
Ash1,1020,591,2667,2777,2684,2754,2172,2500,2645,2878,2798,2922,2811,2612,2594,2565,2563,2590,2475,2327
Ash1,1020,592,2584,2680,2601,2692,2119,2398,2579,2796,2730,2814,2763,2530,2510,2482,2493,2522,2389,2269
Ash1,1020,593,2524,2638,2570,2648,2087,2378,2523,2779,2673,2782,2711,2455,2481,2451,2425,2462,2347,2258
Ash1,1020,594,2471,2570,2464,2557,1997,2291,2451,2681,2601,2686,2593,2391,2391,2352,2372,2391,2315,2162
Ash1,1020,595,2369,2474,2415,2474,1936,2231,2349,2587,2494,2597,2531,2306,2317,2259,2275,2301,2195,2070
Ash1,1020,596,2301,2413,2333,2393,1884,2152,2266,2487,2439,2518,2444,2230,2248,2207,2207,2248,2143,2016
Ash1,1020,597,2233,2308,2249,2337,1813,2091,2211,2418,2348,2455,2370,2168,2163,2150,2141,2172,2084,1956
Ash1,1020,598,2151,2242,2181,2270,1748,2025,2144,2356,2287,2356,2291,2118,2116,2055,2075,2095,1995,1906
Ash1,1020,599,2079,2150,2099,2192,1678,1951,2079,2265,2192,2280,2224,2034,2026,2000,2002,2020,1934,1834
Ash1,1020,600,2017,2089,2043,2114,1632,1876,2003,2205,2144,2211,2152,1973,1958,1942,1944,1952,1891,1792
